"","x"
"1",0.530126834561433
"2",0.361843921516991
"3",0.206925060942331
"4",0.0452633417280611
"5",0.0210188150930933
"6",0.00999697197910705
"7",0.00441740692233176
"8",0.0029567357858866
"9",0.00248619978944194
"10",0.000811599077584253
"11",0.000293452376832328
"12",0.000121400848920915
"13",1.99583453190023e-05
"14",4.68702703621409e-12
