"","protein.metabolism","death","other.metabolic.processes","signal.transduction","stress.response","other.biological.processes","cell.adhesion","DNA.metabolism","cell.cell.signaling","developmental.processes","cell.organization.and.biogenesis","cell.cycle.and.proliferation","RNA.metabolism","transport"
"ABCA4",-0.314007519409383,-0.248711128996375,-0.359415946351146,-0.270894169547787,-0.214886275204522,-0.469071669420187,-0.103700747892531,-0.109265916802193,-0.131763101020697,-0.28583350655706,-0.376030907199335,-0.172074508585185,-0.327392303627244,3.38701240804776
"ABCB1",-0.314007519409383,-0.248711128996375,-0.359415946351146,-0.270894169547787,-0.214886275204522,-0.469071669420187,-0.103700747892531,-0.109265916802193,-0.131763101020697,-0.28583350655706,-0.376030907199335,5.81082378991508,-0.327392303627244,-0.295214344579584
"ABCB11",-0.314007519409383,-0.248711128996375,-0.359415946351146,-0.270894169547787,-0.214886275204522,-0.469071669420187,-0.103700747892531,-0.109265916802193,-0.131763101020697,-0.28583350655706,-0.376030907199335,-0.172074508585185,-0.327392303627244,3.38701240804776
"ABCB4",-0.314007519409383,-0.248711128996375,-0.359415946351146,-0.270894169547787,-0.214886275204522,-0.469071669420187,-0.103700747892531,-0.109265916802193,-0.131763101020697,-0.28583350655706,-0.376030907199335,-0.172074508585185,-0.327392303627244,3.38701240804776
"ABCB5",-0.314007519409383,-0.248711128996375,-0.359415946351146,-0.270894169547787,-0.214886275204522,-0.469071669420187,-0.103700747892531,-0.109265916802193,-0.131763101020697,-0.28583350655706,-0.376030907199335,-0.172074508585185,-0.327392303627244,3.38701240804776
"ABCB7",-0.314007519409383,-0.248711128996375,-0.359415946351146,-0.270894169547787,-0.214886275204522,-0.469071669420187,-0.103700747892531,-0.109265916802193,-0.131763101020697,-0.28583350655706,-0.376030907199335,-0.172074508585185,-0.327392303627244,3.38701240804776
"ABCB8",-0.314007519409383,-0.248711128996375,-0.359415946351146,-0.270894169547787,-0.214886275204522,-0.469071669420187,-0.103700747892531,-0.109265916802193,-0.131763101020697,-0.28583350655706,-0.376030907199335,-0.172074508585185,-0.327392303627244,3.38701240804776
"ABCC2",-0.314007519409383,-0.248711128996375,-0.359415946351146,-0.270894169547787,-0.214886275204522,-0.469071669420187,-0.103700747892531,-0.109265916802193,-0.131763101020697,-0.28583350655706,-0.376030907199335,-0.172074508585185,-0.327392303627244,3.38701240804776
"ABCC8",-0.314007519409383,-0.248711128996375,-0.359415946351146,-0.270894169547787,-0.214886275204522,-0.469071669420187,-0.103700747892531,-0.109265916802193,-0.131763101020697,-0.28583350655706,-0.376030907199335,-0.172074508585185,-0.327392303627244,3.38701240804776
"ABCC9",-0.314007519409383,-0.248711128996375,-0.359415946351146,-0.270894169547787,-0.214886275204522,-0.469071669420187,-0.103700747892531,-0.109265916802193,-0.131763101020697,-0.28583350655706,-0.376030907199335,-0.172074508585185,-0.327392303627244,3.38701240804776
"ABCD1",-0.314007519409383,-0.248711128996375,-0.359415946351146,-0.270894169547787,-0.214886275204522,-0.469071669420187,-0.103700747892531,-0.109265916802193,-0.131763101020697,-0.28583350655706,-0.376030907199335,-0.172074508585185,-0.327392303627244,3.38701240804776
"ABCD2",-0.314007519409383,-0.248711128996375,-0.359415946351146,-0.270894169547787,-0.214886275204522,-0.469071669420187,-0.103700747892531,-0.109265916802193,-0.131763101020697,-0.28583350655706,-0.376030907199335,-0.172074508585185,-0.327392303627244,3.38701240804776
"ABCD3",-0.314007519409383,-0.248711128996375,-0.359415946351146,-0.270894169547787,-0.214886275204522,-0.469071669420187,-0.103700747892531,-0.109265916802193,-0.131763101020697,-0.28583350655706,-0.376030907199335,-0.172074508585185,-0.327392303627244,3.38701240804776
"ABCD4",-0.314007519409383,-0.248711128996375,-0.359415946351146,-0.270894169547787,-0.214886275204522,-0.469071669420187,-0.103700747892531,-0.109265916802193,-0.131763101020697,-0.28583350655706,-0.376030907199335,-0.172074508585185,-0.327392303627244,3.38701240804776
"ABCE1",-0.314007519409383,-0.248711128996375,2.7819985681655,-0.270894169547787,-0.214886275204522,-0.469071669420187,-0.103700747892531,-0.109265916802193,-0.131763101020697,-0.28583350655706,-0.376030907199335,-0.172074508585185,-0.327392303627244,-0.295214344579584
"ABCF1",-0.314007519409383,-0.248711128996375,-0.359415946351146,-0.270894169547787,-0.214886275204522,2.1316457874352,-0.103700747892531,-0.109265916802193,-0.131763101020697,-0.28583350655706,-0.376030907199335,-0.172074508585185,-0.327392303627244,-0.295214344579584
"ABCF3",-0.314007519409383,-0.248711128996375,-0.359415946351146,-0.270894169547787,4.65313406904684,-0.469071669420187,-0.103700747892531,-0.109265916802193,-0.131763101020697,-0.28583350655706,-0.376030907199335,-0.172074508585185,-0.327392303627244,-0.295214344579584
"ABCG1",-0.314007519409383,-0.248711128996375,-0.359415946351146,-0.270894169547787,-0.214886275204522,2.1316457874352,-0.103700747892531,-0.109265916802193,-0.131763101020697,-0.28583350655706,-0.376030907199335,-0.172074508585185,-0.327392303627244,-0.295214344579584
"ABCG4",-0.314007519409383,-0.248711128996375,-0.359415946351146,-0.270894169547787,-0.214886275204522,-0.469071669420187,-0.103700747892531,-0.109265916802193,-0.131763101020697,-0.28583350655706,-0.376030907199335,-0.172074508585185,-0.327392303627244,3.38701240804776
"ABCG5",-0.314007519409383,-0.248711128996375,-0.359415946351146,-0.270894169547787,-0.214886275204522,-0.469071669420187,-0.103700747892531,-0.109265916802193,-0.131763101020697,-0.28583350655706,-0.376030907199335,-0.172074508585185,-0.327392303627244,3.38701240804776
"ABCG8",-0.314007519409383,-0.248711128996375,-0.359415946351146,-0.270894169547787,-0.214886275204522,-0.469071669420187,-0.103700747892531,-0.109265916802193,-0.131763101020697,-0.28583350655706,-0.376030907199335,-0.172074508585185,-0.327392303627244,3.38701240804776
"ABHD10",-0.314007519409383,-0.248711128996375,2.7819985681655,-0.270894169547787,-0.214886275204522,-0.469071669420187,-0.103700747892531,-0.109265916802193,-0.131763101020697,-0.28583350655706,-0.376030907199335,-0.172074508585185,-0.327392303627244,-0.295214344579584
"ABHD5",-0.314007519409383,-0.248711128996375,2.7819985681655,-0.270894169547787,-0.214886275204522,-0.469071669420187,-0.103700747892531,-0.109265916802193,-0.131763101020697,-0.28583350655706,-0.376030907199335,-0.172074508585185,-0.327392303627244,-0.295214344579584
"ABI1",-0.314007519409383,-0.248711128996375,-0.359415946351146,-0.270894169547787,-0.214886275204522,-0.469071669420187,-0.103700747892531,-0.109265916802193,-0.131763101020697,-0.28583350655706,2.65907570090958,-0.172074508585185,-0.327392303627244,-0.295214344579584
"ABI2",-0.314007519409383,-0.248711128996375,-0.359415946351146,-0.270894169547787,-0.214886275204522,-0.469071669420187,-0.103700747892531,-0.109265916802193,-0.131763101020697,-0.28583350655706,2.65907570090958,-0.172074508585185,-0.327392303627244,-0.295214344579584
"ABI3",3.18430160527825,-0.248711128996375,-0.359415946351146,-0.270894169547787,-0.214886275204522,-0.469071669420187,-0.103700747892531,-0.109265916802193,-0.131763101020697,-0.28583350655706,-0.376030907199335,-0.172074508585185,-0.327392303627244,-0.295214344579584
"ABI3BP",-0.314007519409383,-0.248711128996375,-0.359415946351146,-0.270894169547787,-0.214886275204522,-0.469071669420187,-0.103700747892531,-0.109265916802193,-0.131763101020697,-0.28583350655706,2.65907570090958,-0.172074508585185,-0.327392303627244,-0.295214344579584
"ABL1",-0.314007519409383,-0.248711128996375,-0.359415946351146,-0.270894169547787,4.65313406904684,-0.469071669420187,-0.103700747892531,-0.109265916802193,-0.131763101020697,-0.28583350655706,-0.376030907199335,-0.172074508585185,-0.327392303627244,-0.295214344579584
"ABL2",-0.314007519409383,-0.248711128996375,-0.359415946351146,-0.270894169547787,-0.214886275204522,-0.469071669420187,-0.103700747892531,-0.109265916802193,-0.131763101020697,-0.28583350655706,2.65907570090958,-0.172074508585185,-0.327392303627244,-0.295214344579584
"ABLIM1",-0.314007519409383,-0.248711128996375,-0.359415946351146,-0.270894169547787,-0.214886275204522,-0.469071669420187,-0.103700747892531,-0.109265916802193,-0.131763101020697,-0.28583350655706,2.65907570090958,-0.172074508585185,-0.327392303627244,-0.295214344579584
"ABLIM2",-0.314007519409383,-0.248711128996375,-0.359415946351146,-0.270894169547787,-0.214886275204522,-0.469071669420187,-0.103700747892531,-0.109265916802193,-0.131763101020697,-0.28583350655706,-0.376030907199335,-0.172074508585185,3.05411775734098,-0.295214344579584
"ABLIM3",-0.314007519409383,-0.248711128996375,-0.359415946351146,-0.270894169547787,-0.214886275204522,-0.469071669420187,-0.103700747892531,-0.109265916802193,-0.131763101020697,-0.28583350655706,-0.376030907199335,-0.172074508585185,3.05411775734098,-0.295214344579584
"ABR",-0.314007519409383,4.02030521175154,-0.359415946351146,-0.270894169547787,-0.214886275204522,-0.469071669420187,-0.103700747892531,-0.109265916802193,-0.131763101020697,-0.28583350655706,-0.376030907199335,-0.172074508585185,-0.327392303627244,-0.295214344579584
"ABRA",-0.314007519409383,-0.248711128996375,-0.359415946351146,-0.270894169547787,-0.214886275204522,-0.469071669420187,-0.103700747892531,-0.109265916802193,-0.131763101020697,-0.28583350655706,-0.376030907199335,-0.172074508585185,3.05411775734098,-0.295214344579584
"ABT1",-0.314007519409383,-0.248711128996375,-0.359415946351146,-0.270894169547787,-0.214886275204522,-0.469071669420187,-0.103700747892531,-0.109265916802193,-0.131763101020697,3.49817157606444,-0.376030907199335,-0.172074508585185,-0.327392303627244,-0.295214344579584
"ACAA2",-0.314007519409383,4.02030521175154,-0.359415946351146,-0.270894169547787,-0.214886275204522,-0.469071669420187,-0.103700747892531,-0.109265916802193,-0.131763101020697,-0.28583350655706,-0.376030907199335,-0.172074508585185,-0.327392303627244,-0.295214344579584
"ACACA",-0.314007519409383,-0.248711128996375,2.7819985681655,-0.270894169547787,-0.214886275204522,-0.469071669420187,-0.103700747892531,-0.109265916802193,-0.131763101020697,-0.28583350655706,-0.376030907199335,-0.172074508585185,-0.327392303627244,-0.295214344579584
"ACACB",-0.314007519409383,-0.248711128996375,2.7819985681655,-0.270894169547787,-0.214886275204522,-0.469071669420187,-0.103700747892531,-0.109265916802193,-0.131763101020697,-0.28583350655706,-0.376030907199335,-0.172074508585185,-0.327392303627244,-0.295214344579584
"ACADM",-0.314007519409383,-0.248711128996375,2.7819985681655,-0.270894169547787,-0.214886275204522,-0.469071669420187,-0.103700747892531,-0.109265916802193,-0.131763101020697,-0.28583350655706,-0.376030907199335,-0.172074508585185,-0.327392303627244,-0.295214344579584
"ACADSB",-0.314007519409383,-0.248711128996375,2.7819985681655,-0.270894169547787,-0.214886275204522,-0.469071669420187,-0.103700747892531,-0.109265916802193,-0.131763101020697,-0.28583350655706,-0.376030907199335,-0.172074508585185,-0.327392303627244,-0.295214344579584
"ACAN",-0.314007519409383,-0.248711128996375,-0.359415946351146,-0.270894169547787,-0.214886275204522,-0.469071669420187,9.64211607384905,-0.109265916802193,-0.131763101020697,-0.28583350655706,-0.376030907199335,-0.172074508585185,-0.327392303627244,-0.295214344579584
"ACAP1",-0.314007519409383,-0.248711128996375,2.7819985681655,-0.270894169547787,-0.214886275204522,-0.469071669420187,-0.103700747892531,-0.109265916802193,-0.131763101020697,-0.28583350655706,-0.376030907199335,-0.172074508585185,-0.327392303627244,-0.295214344579584
"ACAP3",-0.314007519409383,-0.248711128996375,2.7819985681655,-0.270894169547787,-0.214886275204522,-0.469071669420187,-0.103700747892531,-0.109265916802193,-0.131763101020697,-0.28583350655706,-0.376030907199335,-0.172074508585185,-0.327392303627244,-0.295214344579584
"ACAT1",-0.314007519409383,-0.248711128996375,-0.359415946351146,-0.270894169547787,-0.214886275204522,-0.469071669420187,-0.103700747892531,-0.109265916802193,-0.131763101020697,3.49817157606444,-0.376030907199335,-0.172074508585185,-0.327392303627244,-0.295214344579584
"ACAT2",-0.314007519409383,-0.248711128996375,2.7819985681655,-0.270894169547787,-0.214886275204522,-0.469071669420187,-0.103700747892531,-0.109265916802193,-0.131763101020697,-0.28583350655706,-0.376030907199335,-0.172074508585185,-0.327392303627244,-0.295214344579584
"ACBD3",-0.314007519409383,-0.248711128996375,-0.359415946351146,-0.270894169547787,-0.214886275204522,-0.469071669420187,-0.103700747892531,-0.109265916802193,-0.131763101020697,-0.28583350655706,-0.376030907199335,-0.172074508585185,-0.327392303627244,3.38701240804776
"ACD",-0.314007519409383,-0.248711128996375,-0.359415946351146,-0.270894169547787,-0.214886275204522,2.1316457874352,-0.103700747892531,-0.109265916802193,-0.131763101020697,-0.28583350655706,-0.376030907199335,-0.172074508585185,-0.327392303627244,-0.295214344579584
"ACE",-0.314007519409383,-0.248711128996375,-0.359415946351146,-0.270894169547787,-0.214886275204522,-0.469071669420187,-0.103700747892531,-0.109265916802193,-0.131763101020697,3.49817157606444,-0.376030907199335,-0.172074508585185,-0.327392303627244,-0.295214344579584
"ACE2",-0.314007519409383,-0.248711128996375,2.7819985681655,-0.270894169547787,-0.214886275204522,-0.469071669420187,-0.103700747892531,-0.109265916802193,-0.131763101020697,-0.28583350655706,-0.376030907199335,-0.172074508585185,-0.327392303627244,-0.295214344579584
"ACHE",-0.314007519409383,-0.248711128996375,-0.359415946351146,-0.270894169547787,-0.214886275204522,-0.469071669420187,-0.103700747892531,-0.109265916802193,-0.131763101020697,3.49817157606444,-0.376030907199335,-0.172074508585185,-0.327392303627244,-0.295214344579584
"ACIN1",-0.314007519409383,-0.248711128996375,-0.359415946351146,-0.270894169547787,-0.214886275204522,-0.469071669420187,-0.103700747892531,-0.109265916802193,-0.131763101020697,-0.28583350655706,-0.376030907199335,-0.172074508585185,3.05411775734098,-0.295214344579584
"ACLY",-0.314007519409383,-0.248711128996375,2.7819985681655,-0.270894169547787,-0.214886275204522,-0.469071669420187,-0.103700747892531,-0.109265916802193,-0.131763101020697,-0.28583350655706,-0.376030907199335,-0.172074508585185,-0.327392303627244,-0.295214344579584
"ACMSD",-0.314007519409383,-0.248711128996375,2.7819985681655,-0.270894169547787,-0.214886275204522,-0.469071669420187,-0.103700747892531,-0.109265916802193,-0.131763101020697,-0.28583350655706,-0.376030907199335,-0.172074508585185,-0.327392303627244,-0.295214344579584
"ACO2",-0.314007519409383,-0.248711128996375,2.7819985681655,-0.270894169547787,-0.214886275204522,-0.469071669420187,-0.103700747892531,-0.109265916802193,-0.131763101020697,-0.28583350655706,-0.376030907199335,-0.172074508585185,-0.327392303627244,-0.295214344579584
"ACOT2",-0.314007519409383,-0.248711128996375,2.7819985681655,-0.270894169547787,-0.214886275204522,-0.469071669420187,-0.103700747892531,-0.109265916802193,-0.131763101020697,-0.28583350655706,-0.376030907199335,-0.172074508585185,-0.327392303627244,-0.295214344579584
"ACOT7",-0.314007519409383,-0.248711128996375,2.7819985681655,-0.270894169547787,-0.214886275204522,-0.469071669420187,-0.103700747892531,-0.109265916802193,-0.131763101020697,-0.28583350655706,-0.376030907199335,-0.172074508585185,-0.327392303627244,-0.295214344579584
"ACOX1",-0.314007519409383,-0.248711128996375,-0.359415946351146,-0.270894169547787,-0.214886275204522,2.1316457874352,-0.103700747892531,-0.109265916802193,-0.131763101020697,-0.28583350655706,-0.376030907199335,-0.172074508585185,-0.327392303627244,-0.295214344579584
"ACOX3",-0.314007519409383,-0.248711128996375,2.7819985681655,-0.270894169547787,-0.214886275204522,-0.469071669420187,-0.103700747892531,-0.109265916802193,-0.131763101020697,-0.28583350655706,-0.376030907199335,-0.172074508585185,-0.327392303627244,-0.295214344579584
"ACP5",-0.314007519409383,-0.248711128996375,-0.359415946351146,-0.270894169547787,-0.214886275204522,-0.469071669420187,-0.103700747892531,-0.109265916802193,-0.131763101020697,3.49817157606444,-0.376030907199335,-0.172074508585185,-0.327392303627244,-0.295214344579584
"ACP6",-0.314007519409383,-0.248711128996375,2.7819985681655,-0.270894169547787,-0.214886275204522,-0.469071669420187,-0.103700747892531,-0.109265916802193,-0.131763101020697,-0.28583350655706,-0.376030907199335,-0.172074508585185,-0.327392303627244,-0.295214344579584
"ACPP",-0.314007519409383,-0.248711128996375,-0.359415946351146,3.6910895859955,-0.214886275204522,-0.469071669420187,-0.103700747892531,-0.109265916802193,-0.131763101020697,-0.28583350655706,-0.376030907199335,-0.172074508585185,-0.327392303627244,-0.295214344579584
"ACR",-0.314007519409383,-0.248711128996375,-0.359415946351146,-0.270894169547787,-0.214886275204522,2.1316457874352,-0.103700747892531,-0.109265916802193,-0.131763101020697,-0.28583350655706,-0.376030907199335,-0.172074508585185,-0.327392303627244,-0.295214344579584
"ACSL3",-0.314007519409383,-0.248711128996375,2.7819985681655,-0.270894169547787,-0.214886275204522,-0.469071669420187,-0.103700747892531,-0.109265916802193,-0.131763101020697,-0.28583350655706,-0.376030907199335,-0.172074508585185,-0.327392303627244,-0.295214344579584
"ACSL6",-0.314007519409383,-0.248711128996375,-0.359415946351146,-0.270894169547787,-0.214886275204522,-0.469071669420187,-0.103700747892531,-0.109265916802193,-0.131763101020697,3.49817157606444,-0.376030907199335,-0.172074508585185,-0.327392303627244,-0.295214344579584
"ACSM3",-0.314007519409383,-0.248711128996375,-0.359415946351146,-0.270894169547787,-0.214886275204522,2.1316457874352,-0.103700747892531,-0.109265916802193,-0.131763101020697,-0.28583350655706,-0.376030907199335,-0.172074508585185,-0.327392303627244,-0.295214344579584
"ACSS2",-0.314007519409383,-0.248711128996375,2.7819985681655,-0.270894169547787,-0.214886275204522,-0.469071669420187,-0.103700747892531,-0.109265916802193,-0.131763101020697,-0.28583350655706,-0.376030907199335,-0.172074508585185,-0.327392303627244,-0.295214344579584
"ACTA1",-0.314007519409383,-0.248711128996375,-0.359415946351146,-0.270894169547787,-0.214886275204522,-0.469071669420187,-0.103700747892531,-0.109265916802193,-0.131763101020697,3.49817157606444,-0.376030907199335,-0.172074508585185,-0.327392303627244,-0.295214344579584
"ACTA2",-0.314007519409383,-0.248711128996375,-0.359415946351146,-0.270894169547787,-0.214886275204522,-0.469071669420187,-0.103700747892531,-0.109265916802193,-0.131763101020697,3.49817157606444,-0.376030907199335,-0.172074508585185,-0.327392303627244,-0.295214344579584
"ACTB",-0.314007519409383,-0.248711128996375,-0.359415946351146,-0.270894169547787,-0.214886275204522,-0.469071669420187,-0.103700747892531,-0.109265916802193,-0.131763101020697,-0.28583350655706,2.65907570090958,-0.172074508585185,-0.327392303627244,-0.295214344579584
"ACTC1",-0.314007519409383,-0.248711128996375,-0.359415946351146,-0.270894169547787,-0.214886275204522,2.1316457874352,-0.103700747892531,-0.109265916802193,-0.131763101020697,-0.28583350655706,-0.376030907199335,-0.172074508585185,-0.327392303627244,-0.295214344579584
"ACTG1",-0.314007519409383,-0.248711128996375,-0.359415946351146,-0.270894169547787,-0.214886275204522,-0.469071669420187,-0.103700747892531,-0.109265916802193,-0.131763101020697,-0.28583350655706,2.65907570090958,-0.172074508585185,-0.327392303627244,-0.295214344579584
"ACTG2",-0.314007519409383,-0.248711128996375,-0.359415946351146,-0.270894169547787,-0.214886275204522,2.1316457874352,-0.103700747892531,-0.109265916802193,-0.131763101020697,-0.28583350655706,-0.376030907199335,-0.172074508585185,-0.327392303627244,-0.295214344579584
"ACTL6A",-0.314007519409383,-0.248711128996375,-0.359415946351146,-0.270894169547787,-0.214886275204522,-0.469071669420187,-0.103700747892531,-0.109265916802193,-0.131763101020697,-0.28583350655706,2.65907570090958,-0.172074508585185,-0.327392303627244,-0.295214344579584
"ACTL6B",-0.314007519409383,-0.248711128996375,-0.359415946351146,-0.270894169547787,-0.214886275204522,-0.469071669420187,-0.103700747892531,-0.109265916802193,-0.131763101020697,3.49817157606444,-0.376030907199335,-0.172074508585185,-0.327392303627244,-0.295214344579584
"ACTN1",-0.314007519409383,-0.248711128996375,-0.359415946351146,-0.270894169547787,-0.214886275204522,2.1316457874352,-0.103700747892531,-0.109265916802193,-0.131763101020697,-0.28583350655706,-0.376030907199335,-0.172074508585185,-0.327392303627244,-0.295214344579584
"ACTN2",-0.314007519409383,-0.248711128996375,-0.359415946351146,-0.270894169547787,-0.214886275204522,2.1316457874352,-0.103700747892531,-0.109265916802193,-0.131763101020697,-0.28583350655706,-0.376030907199335,-0.172074508585185,-0.327392303627244,-0.295214344579584
"ACTN3",-0.314007519409383,-0.248711128996375,-0.359415946351146,-0.270894169547787,-0.214886275204522,-0.469071669420187,-0.103700747892531,-0.109265916802193,-0.131763101020697,-0.28583350655706,2.65907570090958,-0.172074508585185,-0.327392303627244,-0.295214344579584
"ACTN4",-0.314007519409383,-0.248711128996375,-0.359415946351146,-0.270894169547787,-0.214886275204522,-0.469071669420187,-0.103700747892531,-0.109265916802193,-0.131763101020697,-0.28583350655706,2.65907570090958,-0.172074508585185,-0.327392303627244,-0.295214344579584
"ACTR10",-0.314007519409383,-0.248711128996375,-0.359415946351146,-0.270894169547787,-0.214886275204522,2.1316457874352,-0.103700747892531,-0.109265916802193,-0.131763101020697,-0.28583350655706,-0.376030907199335,-0.172074508585185,-0.327392303627244,-0.295214344579584
"ACTR1A",-0.314007519409383,-0.248711128996375,-0.359415946351146,-0.270894169547787,-0.214886275204522,2.1316457874352,-0.103700747892531,-0.109265916802193,-0.131763101020697,-0.28583350655706,-0.376030907199335,-0.172074508585185,-0.327392303627244,-0.295214344579584
"ACTR1B",-0.314007519409383,-0.248711128996375,-0.359415946351146,-0.270894169547787,-0.214886275204522,2.1316457874352,-0.103700747892531,-0.109265916802193,-0.131763101020697,-0.28583350655706,-0.376030907199335,-0.172074508585185,-0.327392303627244,-0.295214344579584
"ACTR2",-0.314007519409383,-0.248711128996375,-0.359415946351146,-0.270894169547787,-0.214886275204522,-0.469071669420187,-0.103700747892531,-0.109265916802193,-0.131763101020697,-0.28583350655706,-0.376030907199335,5.81082378991508,-0.327392303627244,-0.295214344579584
"ACTR3",-0.314007519409383,-0.248711128996375,-0.359415946351146,-0.270894169547787,-0.214886275204522,-0.469071669420187,-0.103700747892531,-0.109265916802193,-0.131763101020697,-0.28583350655706,2.65907570090958,-0.172074508585185,-0.327392303627244,-0.295214344579584
"ACTR5",-0.314007519409383,-0.248711128996375,-0.359415946351146,-0.270894169547787,-0.214886275204522,-0.469071669420187,-0.103700747892531,9.15102053218365,-0.131763101020697,-0.28583350655706,-0.376030907199335,-0.172074508585185,-0.327392303627244,-0.295214344579584
"ACTR8",-0.314007519409383,-0.248711128996375,-0.359415946351146,-0.270894169547787,-0.214886275204522,-0.469071669420187,-0.103700747892531,-0.109265916802193,-0.131763101020697,-0.28583350655706,2.65907570090958,-0.172074508585185,-0.327392303627244,-0.295214344579584
"ACVR1",-0.314007519409383,4.02030521175154,-0.359415946351146,-0.270894169547787,-0.214886275204522,-0.469071669420187,-0.103700747892531,-0.109265916802193,-0.131763101020697,-0.28583350655706,-0.376030907199335,-0.172074508585185,-0.327392303627244,-0.295214344579584
"ACVR1B",-0.314007519409383,-0.248711128996375,-0.359415946351146,-0.270894169547787,-0.214886275204522,-0.469071669420187,-0.103700747892531,-0.109265916802193,-0.131763101020697,3.49817157606444,-0.376030907199335,-0.172074508585185,-0.327392303627244,-0.295214344579584
"ACVR1C",-0.314007519409383,-0.248711128996375,-0.359415946351146,-0.270894169547787,-0.214886275204522,-0.469071669420187,-0.103700747892531,-0.109265916802193,-0.131763101020697,3.49817157606444,-0.376030907199335,-0.172074508585185,-0.327392303627244,-0.295214344579584
"ACVR2A",-0.314007519409383,-0.248711128996375,-0.359415946351146,-0.270894169547787,-0.214886275204522,-0.469071669420187,-0.103700747892531,-0.109265916802193,-0.131763101020697,3.49817157606444,-0.376030907199335,-0.172074508585185,-0.327392303627244,-0.295214344579584
"ACVR2B",-0.314007519409383,-0.248711128996375,-0.359415946351146,-0.270894169547787,-0.214886275204522,-0.469071669420187,-0.103700747892531,-0.109265916802193,-0.131763101020697,3.49817157606444,-0.376030907199335,-0.172074508585185,-0.327392303627244,-0.295214344579584
