"","x"
"1",0.155502366337325
"2",0.122330153085332
"3",0.0721916469525734
"4",0.0658286999903781
"5",0.0507591882016145
"6",0.0447629091342856
"7",0.0334643409447025
"8",0.0252407133585192
"9",0.0232387976018107
"10",0.0186153798269275
"11",0.0141235633714565
"12",0.0130588510816304
"13",0.0080157971708303
"14",9.95723445506514e-12
