"","x"
"1",0.268091630396943
"2",0.194988657869306
"3",0.136096644078152
"4",0.103860011648306
"5",0.0899994984060141
"6",0.079638718320315
"7",0.0617877515691694
"8",0.0563816685278005
"9",0.0549163341468203
"10",0.0466281773367709
"11",0.0309672688493066
"12",0.0273735568099592
"13",0.0178989780168069
"14",5.14361910246166e-13
