"","V1","V2","V3","V4","V5","V6","V7"
"ec:1.1.1.1",-0.337630567369164,0.909283981315859,-0.993770178117988,0.124667017430383,-0.359711822875068,0.217063090805055,0.791369199518265
"ec:1.1.1.146",-0.13586239970187,-0.0688609933892677,-0.0799936306321092,-0.0490681069962235,-0.386517502770434,0.724395301544362,0.896131158772462
"ec:1.1.1.178",-0.165694682089423,-0.151257342957642,0.116869795245089,-0.190080863571591,-0.138533007438507,0.387615298003347,-0.34811265301639
"ec:1.1.1.213",-0.203500477967992,-0.160359790448446,0.185983055554269,-0.0186061716460522,-0.45181488926276,0.698295282317083,-0.76319576987996
"ec:1.11.1.6",-0.103014039636662,-0.0469129751123134,-0.035566577626204,-0.100768862831483,-0.600361527209923,-0.30831064053006,0.0951202492414289
"ec:1.11.1.7",0.0451462956992188,-0.0198238131915218,-0.114286234971591,0.531318475441186,-1.16111947855762,0.52715372633903,-2.50952517961148
"ec:1.11.1.8",-0.119719252778181,-0.0408675504811509,-0.442021567458266,0.998256861007366,-0.90959329720001,-0.41876630582135,-3.75924841629198
"ec:1.11.1.9",-0.572433762594699,0.0859087783453063,0.059033905514811,-0.15603988923338,-0.203966451630986,0.0314337870619923,0.423231782698988
"ec:1.13.11.34",-0.134217404569849,-0.332538034873273,0.345998860279306,-0.18873512032523,0.0753631903462122,1.18591107512438,0.613189784484749
"ec:1.13.11.52",-0.0271006094980208,-0.363008225113497,0.588691455221522,-0.367333066593698,0.627086930036516,1.09804757436213,0.356023229243132
"ec:1.14.13.126",-0.103014039636662,-0.0469129751123134,-0.035566577626204,-0.100768862831483,-0.600361527209923,-0.30831064053006,0.0951202492414289
"ec:1.14.13.13",-0.103014039636662,-0.0469129751123134,-0.035566577626204,-0.100768862831483,-0.600361527209923,-0.30831064053006,0.0951202492414289
"ec:1.14.13.39",-0.260513196148516,-0.0769948578638306,1.97385016307356,0.0161306370196179,-0.427758794442223,0.56409751889182,0.592341620530089
"ec:1.14.14.1",-0.225604030553349,1.52071665751223,-1.20060158131016,-0.314130540138581,0.165384113995856,-0.0169932739315755,0.592998161749946
"ec:1.14.16.2",-0.119719252778181,-0.0408675504811509,-0.442021567458266,0.998256861007366,-0.90959329720001,-0.41876630582135,-3.75924841629198
