"","sig_1","sig_2","sig_3","sig_4","sig_5","sig_6","sig_7","sig_8","sig_9","sig_10","sig_11","sig_12","sig_13","sig_14","sig_15","sig_16","sig_17","sig_18","sig_19","sig_20","sig_21","sig_22","sig_23","sig_24","sig_25","sig_26","sig_27","sig_28","sig_29","Cancers","Immune.diseases","Neurodegenerative.diseases","Substance.dependence","Cardiovascular.diseases","Endocrine.and.metabolic.diseases","Infectious.diseases"
"sig_16",0.961709779169442,0.862846204266232,0.997321027015783,0.993825274011426,0.987366423874302,0.990072539288891,0.958054141773814,0.895845487559249,0.999715675020834,0.99896555660127,0.99770890053253,0.999768393059275,0.999780972081972,0.998990062538624,0.995674774145954,1,0.998101833422062,0.997394794911694,0.998596416597724,0.994082057468296,0.9978683939366,0.991197556042339,0.995900775456065,0.99378306001293,0.990325696917242,0.977002269941729,0.959444185847248,0.958553149961917,0.927438816312915,-0.0388170130897383,-0.0464510794592525,-0.0537175236465174,-0.0363627494642284,-0.0200178977696344,-0.0387158520732228,0.0180631536289215
"sig_17",0.97132433227228,0.882409126262724,0.99698177153778,0.996951698012674,0.985743231014691,0.995611935469753,0.970431326033169,0.913524307861983,0.997709273892445,0.997220964320767,0.998027086021862,0.998602573249063,0.998380503264713,0.999291880762697,0.995748572046093,0.998101833422062,1,0.999459000781239,0.9978424810119,0.992014717760476,0.996578435184895,0.996593314390635,0.998892408288275,0.997801209879047,0.987540228195019,0.986682355836518,0.960448226003812,0.969622254046192,0.941614879903739,-0.0362212606645219,-0.0513081061787588,-0.0557298189547851,-0.0172884236949679,-0.0203962814282923,-0.0299333133043125,0.0153670475265469
"sig_18",0.970053031823588,0.884337125263919,0.996082970351618,0.994521351785033,0.983422949548104,0.995756383378221,0.971205899718771,0.916383214483907,0.997203445198895,0.995974380576368,0.995761940750667,0.998102321112439,0.998027155936916,0.998460802786112,0.99621242974441,0.997394794911694,0.999459000781239,1,0.997216546030032,0.989735510634238,0.99671837272251,0.996190395117644,0.999256758110713,0.998754662505353,0.985883047822505,0.989074172849523,0.956971593384679,0.970739556851033,0.944644628261419,-0.043542730925531,-0.0516521282868654,-0.0512639341320891,-0.00765171485534634,-0.0211505190822545,-0.0304439887718353,0.0176943860292859
"sig_19",0.971407316878384,0.882924367698646,0.99942013072522,0.995447598842264,0.992071099346151,0.993966399392154,0.968144047031121,0.913250638469776,0.999184212666037,0.999523639219419,0.997050102583273,0.998398058412043,0.999194355850365,0.997088459461039,0.992452391326471,0.998596416597724,0.9978424810119,0.997216546030032,1,0.996875222005365,0.994590223687875,0.991996502102728,0.997351747149593,0.993362166719251,0.994787754191985,0.981720147015208,0.971326911467628,0.969293929615628,0.941144388677334,-0.0336135637790139,-0.051016396756785,-0.0522464222835145,-0.0269430239702067,-0.0197246366418746,-0.0416952609236941,0.0176012787996639
"sig_20",0.97284588475415,0.881522517976302,0.997704146027714,0.994464687355261,0.997351149015381,0.989091294653249,0.963490107478405,0.908223279926298,0.995235131102404,0.997747463667329,0.994644014006485,0.992837854010453,0.994278066482178,0.991048923475354,0.98244752354866,0.994082057468296,0.992014717760476,0.989735510634238,0.996875222005365,1,0.985665099542201,0.984977246480381,0.990870649876257,0.983422422537708,0.998876822885475,0.971362733654748,0.98298387231826,0.965353127256881,0.934274852473505,-0.0197740488133453,-0.0513068522984879,-0.0599884887189807,-0.0402639716148354,-0.0221104726983537,-0.043290610723581,0.0118470518963827
"sig_21",0.952589281814155,0.850342736301677,0.992388733676697,0.989131854888158,0.977339297619,0.986474492288736,0.95149068990199,0.885512387616291,0.996907249640169,0.99444210288115,0.994937385096815,0.99862369189646,0.997605544514839,0.998422908658803,0.998434752398076,0.9978683939366,0.996578435184895,0.99671837272251,0.994590223687875,0.985665099542201,1,0.989310880703635,0.993872237692602,0.994783607334817,0.980407024156389,0.975992597951112,0.942434113331796,0.950129722647526,0.919091281428813,-0.0435610703059281,-0.0449211545173319,-0.0440183640777674,-0.0342555179016664,-0.0193585830359596,-0.0393771368458888,0.0245729633590342
"sig_22",0.977909409608773,0.902180930517215,0.992184316525686,0.994494236578975,0.980010555411126,0.996264296241056,0.980569118611139,0.929004018625052,0.990920081664308,0.990148464517941,0.991805108748338,0.991580091696492,0.991994875180988,0.993778888146631,0.992038904339819,0.991197556042339,0.996593314390635,0.996190395117644,0.991996502102728,0.984977246480381,0.989310880703635,1,0.996026047326899,0.997759566710061,0.980584079365202,0.992073348240652,0.956760169221917,0.977637195734137,0.951476948922902,-0.0399174891756688,-0.0561963876036821,-0.0644068641585049,-0.00812764444693344,-0.021406543729489,-0.00559549809309403,0.00792578269015696
"sig_23",0.975904259296981,0.897004240724105,0.996478028289608,0.995607534257717,0.985651104781383,0.99776823547797,0.977134998413678,0.928144507668923,0.995882118995763,0.995661500046002,0.995293944324147,0.996679070150673,0.996827094291374,0.996965023270882,0.992601355577861,0.995900775456065,0.998892408288275,0.999256758110713,0.997351747149593,0.990870649876257,0.993872237692602,0.996026047326899,1,0.997608209042987,0.987582459997216,0.991527952376108,0.963564203626472,0.977805977576365,0.954710688827421,-0.0396199765650289,-0.0550959332205098,-0.0551018058891618,0.00512295845099525,-0.0191303653270568,-0.0356174535620012,0.0154711143423234
"sig_24",0.970586913395881,0.890231513640141,0.992429841733865,0.992032123903871,0.977307775751848,0.995341005626952,0.974521392502673,0.920524609467374,0.993357013800163,0.991259072732235,0.992196688182468,0.994826423175884,0.994642389421858,0.996152813924308,0.99638882491499,0.99378306001293,0.997801209879047,0.998754662505353,0.993362166719251,0.983422422537708,0.994783607334817,0.997759566710061,0.997608209042987,1,0.979043897880089,0.992059117132508,0.948785514009434,0.9718899517845,0.94642288161979,-0.0479890227857765,-0.0548298926278629,-0.0492184337327247,-0.00331499461989469,-0.0196829018156932,-0.0176728952495295,0.0182614324660919
"sig_25",0.973163007635196,0.887985695806289,0.996073643293165,0.989910287297624,0.997950182152629,0.986834730662828,0.964004824786454,0.913022298458629,0.992408388751159,0.995094564971216,0.989354816720066,0.988690550293595,0.991119250808831,0.985710759229798,0.977438610664434,0.990325696917242,0.987540228195019,0.985883047822505,0.994787754191985,0.998876822885475,0.980407024156389,0.980584079365202,0.987582459997216,0.979043897880089,1,0.969275589719073,0.987196555606954,0.966713207610494,0.937076983933106,-0.0221932122092535,-0.0529690346136694,-0.0568357881472124,-0.0383297609607067,-0.0228267831920417,-0.0474389539248031,0.0128202640079615
"sig_26",0.982793729125903,0.933115128720513,0.982053004776568,0.983426228124877,0.969127821795286,0.995196533839197,0.991777072249484,0.958691348479408,0.977577969831906,0.976794633476118,0.977020743626525,0.978786985546018,0.979593598533901,0.980669531562515,0.978701908915711,0.977002269941729,0.986682355836518,0.989074172849523,0.981720147015208,0.971362733654748,0.975992597951112,0.992073348240652,0.991527952376108,0.992059117132508,0.969275589719073,1,0.951779174456254,0.990164500674807,0.975987181536829,-0.0479605867442115,-0.0672370143407305,-0.0485474213458776,0.052040628309206,-0.0182430642650773,-0.0144038226982008,0.0144417224446693
"sig_27",0.976373214179665,0.916439542756227,0.975153305991029,0.972186054864958,0.987143891045973,0.970385184421776,0.964688246794102,0.931626639452485,0.963477163150163,0.970801525733667,0.964293776875863,0.957564165218838,0.961739628449844,0.95436675952388,0.93916098557406,0.959444185847248,0.960448226003812,0.956971593384679,0.971326911467628,0.98298387231826,0.942434113331796,0.956760169221917,0.963564203626472,0.948785514009434,0.987196555606954,0.951779174456254,1,0.968592510466441,0.944217721929534,0.00615765035801688,-0.0631593265167175,-0.0641392636363499,-0.0266676816919587,-0.0272182467259923,-0.0496800074817942,0.0023723186728843
"sig_28",0.989321633459707,0.96253577198906,0.971171065219387,0.973063226499707,0.967540831945146,0.98641748959379,0.997308814243119,0.982394016034624,0.960424446083482,0.963541980049462,0.960988340100626,0.959286666982349,0.962074283787617,0.960236766106601,0.951408856695655,0.958553149961917,0.969622254046192,0.970739556851033,0.969293929615628,0.965353127256881,0.950129722647526,0.977637195734137,0.977805977576365,0.9718899517845,0.966713207610494,0.990164500674807,0.968592510466441,1,0.992139198989104,-0.0374438597000084,-0.0751072998395671,-0.0694763430246348,0.069775658769177,-0.0198718344911881,-0.023122941184954,-0.0020351212589346
"sig_29",0.971490515367409,0.97400239760758,0.942345479103066,0.94386463625867,0.937480860525143,0.964833490992321,0.985828349219397,0.994055591456528,0.929510381361936,0.932931028345407,0.929103399580402,0.929128432703361,0.932213466904858,0.929856756602655,0.919195353222254,0.927438816312915,0.941614879903739,0.944644628261419,0.941144388677334,0.934274852473505,0.919091281428813,0.951476948922902,0.954710688827421,0.94642288161979,0.937076983933106,0.975987181536829,0.944217721929534,0.992139198989104,1,-0.045061198362942,-0.086806381810163,-0.0724395190260362,0.12318081862925,-0.0146844670698115,-0.0347344255064732,-0.00369564329991093
"Cancers",-0.0038343686169304,-0.00886275494382216,-0.0284890020187301,-0.0160734441482257,-0.0125508006536049,-0.0309653026106521,-0.0288555314942634,-0.032477271281164,-0.0376998090323665,-0.0312180624381886,-0.0211352993128233,-0.0377655349891129,-0.0394265617647952,-0.0362276152538831,-0.047936255022351,-0.0388170130897383,-0.0362212606645219,-0.043542730925531,-0.0336135637790139,-0.0197740488133453,-0.0435610703059281,-0.0399174891756688,-0.0396199765650289,-0.0479890227857765,-0.0221932122092535,-0.0479605867442115,0.00615765035801688,-0.0374438597000084,-0.045061198362942,1,-0.111739887148382,0.00670523955940394,-0.0959485360516644,-0.0481538354709051,0.624128150618362,0.753426749912984
"Immune.diseases",-0.0860807863380666,-0.120571696376367,-0.0560051022910976,-0.0568149981020288,-0.0609757242608521,-0.0649526796543071,-0.0794209937211639,-0.102933553981811,-0.0469309990501934,-0.0479581118827209,-0.0491959804672016,-0.0468739572040704,-0.0475898936647111,-0.0475393698914437,-0.0464473062140623,-0.0464510794592525,-0.0513081061787588,-0.0516521282868654,-0.051016396756785,-0.0513068522984879,-0.0449211545173319,-0.0561963876036821,-0.0550959332205098,-0.0548298926278629,-0.0529690346136694,-0.0672370143407305,-0.0631593265167175,-0.0751072998395671,-0.086806381810163,-0.111739887148382,1,0.0201587944284934,-0.0825651520655946,-0.0414370965082372,-0.0905811645975122,-0.0187953948972138
"Neurodegenerative.diseases",-0.0515977690113603,-0.0513932480488638,-0.050887204741183,-0.0630106920443714,-0.0573754795427116,-0.0517522862074617,-0.0536505826516656,-0.0633826726538618,-0.0506893341060981,-0.0551397772955435,-0.0574381526903113,-0.0501352778441072,-0.0503891417281689,-0.0546854248009791,-0.050610011765428,-0.0537175236465174,-0.0557298189547851,-0.0512639341320891,-0.0522464222835145,-0.0599884887189807,-0.0440183640777674,-0.0644068641585049,-0.0551018058891618,-0.0492184337327247,-0.0568357881472124,-0.0485474213458776,-0.0641392636363499,-0.0694763430246348,-0.0724395190260362,0.00670523955940394,0.0201587944284934,1,-0.0253823123935761,0.0467780269724988,0.00763602959144362,0.307376542195
"Substance.dependence",0.0437006269092257,0.142114983892733,-0.0262592435371241,-0.0184009178431808,-0.0326531402184578,0.0165038293971134,0.0607753862306251,0.138514818888764,-0.0378203479801163,-0.0368625618462896,-0.0360952751782548,-0.030847533915738,-0.0326198740868273,-0.0275414212631991,-0.0398832605662534,-0.0363627494642284,-0.0172884236949679,-0.00765171485534634,-0.0269430239702067,-0.0402639716148354,-0.0342555179016664,-0.00812764444693344,0.00512295845099525,-0.00331499461989469,-0.0383297609607067,0.052040628309206,-0.0266676816919587,0.069775658769177,0.12318081862925,-0.0959485360516644,-0.0825651520655946,-0.0253823123935761,1,0.572855803594726,-0.0777800153444314,0.0855842317758479
"Cardiovascular.diseases",-0.0126292169139384,0.011752446777855,-0.0212102077487565,-0.0206846497098518,-0.0262772324969085,-0.01816328884153,-0.0138932235528383,-0.00213865252707369,-0.0202247171034569,-0.0203023655185389,-0.02090763159857,-0.0191673281291178,-0.020054598589496,-0.0193607009344245,-0.0200162717054534,-0.0200178977696344,-0.0203962814282923,-0.0211505190822545,-0.0197246366418746,-0.0221104726983537,-0.0193585830359596,-0.021406543729489,-0.0191303653270568,-0.0196829018156932,-0.0228267831920417,-0.0182430642650773,-0.0272182467259923,-0.0198718344911881,-0.0146844670698115,-0.0481538354709051,-0.0414370965082372,0.0467780269724988,0.572855803594726,1,-0.0390355727762586,0.244940963267744
"Endocrine.and.metabolic.diseases",-0.0151004759395661,0.0068796390780082,-0.0363869389205579,-0.0290696297699987,-0.0440037598069373,-0.0261681901977479,-0.00976826830715176,-0.015015187859244,-0.0385926128412905,-0.0418905611086818,-0.0395865527244599,-0.0409760195868326,-0.0388762660167707,-0.0347876021089451,-0.0201987790194531,-0.0387158520732228,-0.0299333133043125,-0.0304439887718353,-0.0416952609236941,-0.043290610723581,-0.0393771368458888,-0.00559549809309403,-0.0356174535620012,-0.0176728952495295,-0.0474389539248031,-0.0144038226982008,-0.0496800074817942,-0.023122941184954,-0.0347344255064732,0.624128150618362,-0.0905811645975122,0.00763602959144362,-0.0777800153444314,-0.0390355727762586,1,0.610426776812991
"Infectious.diseases",0.00920179146020095,0.0143339818859451,0.0167012099329476,0.00902213384462821,0.00992004033939882,0.0150885452457569,0.00649853470982708,0.00314066476465068,0.0195622421277665,0.0165239853787729,0.0147531385585796,0.0202691954662673,0.0196404013301217,0.0173714478817159,0.0206911262146017,0.0180631536289215,0.0153670475265469,0.0176943860292859,0.0176012787996639,0.0118470518963827,0.0245729633590342,0.00792578269015696,0.0154711143423234,0.0182614324660919,0.0128202640079615,0.0144417224446693,0.0023723186728843,-0.0020351212589346,-0.00369564329991093,0.753426749912984,-0.0187953948972138,0.307376542195,0.0855842317758479,0.244940963267744,0.610426776812991,1
