"","x"
"1",0.322377107250616
"2",0.272101280833692
"3",0.239242773853485
"4",0.159629107494641
"5",0.125029413907771
"6",0.119620940100706
"7",0.115993644548382
"8",0.0902666244824602
"9",0.0428883872873447
"10",0.0297634070415779
"11",0.0128533380494141
"12",2.1434163677649e-13
"13",1.48789160296254e-15
