"","sig_1","sig_2","sig_3","sig_4","sig_5","sig_6","sig_7","sig_8","sig_9","sig_10","sig_11","sig_12","sig_13","sig_14","sig_15","sig_16","sig_17","sig_21","sig_23","sig_28"
"YDR473C",-0.0698033257947708,-0.0853224707654277,-0.0391544547974732,-0.0386353001813098,-0.0405553689962846,-0.0485895419286027,-0.0432370215226162,-0.0286651824856408,-0.0303407188620947,-0.0301472421180363,-0.0326921506376861,-0.0286651824856408,-0.0384710350030127,-0.0318558594308617,-0.0286651824856408,-0.0306364358619592,-0.0404357168021832,-0.0286651824856408,-0.0286651824856408,-0.0286651824856408
"YDR477W",0.181529950809478,-0.0853224707654277,-0.0391544547974732,-0.0386353001813098,-0.0405553689962846,-0.0485895419286027,-0.0432370215226162,-0.0286651824856408,-0.0303407188620947,-0.0301472421180363,-0.0326921506376861,-0.0286651824856408,-0.0384710350030127,-0.0318558594308617,-0.0286651824856408,-0.0306364358619592,-0.0404357168021832,-0.0286651824856408,-0.0286651824856408,-0.0286651824856408
"YDR480W",10.9888608447922,8.22167328295661,-0.0391544547974732,7.68751780415152,-0.0405553689962846,23.6047994689152,10.4806540170822,-0.0286651824856408,-0.0303407188620947,-0.0301472421180363,4.04990945515983,-0.0286651824856408,-0.0384710350030127,34.6124079479961,-0.0286651824856408,-0.0306364358619592,26.4574005476439,-0.0286651824856408,-0.0286651824856408,-0.0286651824856408
"YDR482C",-0.0698033257947708,-0.0853224707654277,-0.0391544547974732,-0.0386353001813098,-0.0405553689962846,-0.0485895419286027,-0.0432370215226162,-0.0286651824856408,-0.0303407188620947,-0.0301472421180363,-0.0326921506376861,-0.0286651824856408,-0.0384710350030127,-0.0318558594308617,-0.0286651824856408,-0.0306364358619592,-0.0404357168021832,-0.0286651824856408,-0.0286651824856408,-0.0286651824856408
"YDR486C",-0.0698033257947708,-0.0853224707654277,-0.0391544547974732,-0.0386353001813098,-0.0405553689962846,-0.0485895419286027,-0.0432370215226162,-0.0286651824856408,-0.0303407188620947,-0.0301472421180363,-0.0326921506376861,-0.0286651824856408,-0.0384710350030127,-0.0318558594308617,-0.0286651824856408,-0.0306364358619592,-0.0404357168021832,-0.0286651824856408,-0.0286651824856408,-0.0286651824856408
"YDR487C",-0.0698033257947708,-0.0853224707654277,-0.0391544547974732,-0.0386353001813098,-0.0405553689962846,-0.0485895419286027,-0.0432370215226162,-0.0286651824856408,-0.0303407188620947,-0.0301472421180363,-0.0326921506376861,-0.0286651824856408,-0.0384710350030127,-0.0318558594308617,-0.0286651824856408,-0.0306364358619592,-0.0404357168021832,-0.0286651824856408,-0.0286651824856408,-0.0286651824856408
"YDR488C",-0.0698033257947708,-0.0853224707654277,-0.0391544547974732,-0.0386353001813098,-0.0405553689962846,-0.0485895419286027,-0.0432370215226162,-0.0286651824856408,-0.0303407188620947,-0.0301472421180363,-0.0326921506376861,-0.0286651824856408,-0.0384710350030127,-0.0318558594308617,-0.0286651824856408,-0.0306364358619592,-0.0404357168021832,-0.0286651824856408,-0.0286651824856408,-0.0286651824856408
"YDR489W",-0.0698033257947708,-0.0853224707654277,-0.0391544547974732,-0.0386353001813098,-0.0405553689962846,-0.0485895419286027,-0.0432370215226162,-0.0286651824856408,-0.0303407188620947,-0.0301472421180363,-0.0326921506376861,-0.0286651824856408,-0.0384710350030127,-0.0318558594308617,-0.0286651824856408,-0.0306364358619592,-0.0404357168021832,-0.0286651824856408,-0.0286651824856408,-0.0286651824856408
"YDR490C",-0.0698033257947708,-0.0853224707654277,-0.0391544547974732,-0.0386353001813098,-0.0405553689962846,-0.0485895419286027,-0.0432370215226162,-0.0286651824856408,-0.0303407188620947,-0.0301472421180363,-0.0326921506376861,-0.0286651824856408,-0.0384710350030127,-0.0318558594308617,-0.0286651824856408,-0.0306364358619592,-0.0404357168021832,-0.0286651824856408,-0.0286651824856408,-0.0286651824856408
"YDR498C",-0.0698033257947708,-0.0853224707654277,-0.0391544547974732,-0.0386353001813098,-0.0405553689962846,-0.0485895419286027,-0.0432370215226162,-0.0286651824856408,-0.0303407188620947,-0.0301472421180363,-0.0326921506376861,-0.0286651824856408,-0.0384710350030127,-0.0318558594308617,-0.0286651824856408,-0.0306364358619592,-0.0404357168021832,-0.0286651824856408,-0.0286651824856408,-0.0286651824856408
"YDR502C",-0.0698033257947708,-0.0853224707654277,-0.0391544547974732,-0.0386353001813098,-0.0405553689962846,-0.0485895419286027,-0.0432370215226162,-0.0286651824856408,-0.0303407188620947,-0.0301472421180363,-0.0326921506376861,-0.0286651824856408,-0.0384710350030127,-0.0318558594308617,-0.0286651824856408,-0.0306364358619592,-0.0404357168021832,-0.0286651824856408,-0.0286651824856408,-0.0286651824856408
"YDR505C",-0.0698033257947708,-0.0853224707654277,-0.0391544547974732,-0.0386353001813098,-0.0405553689962846,-0.0485895419286027,-0.0432370215226162,-0.0286651824856408,-0.0303407188620947,-0.0301472421180363,-0.0326921506376861,-0.0286651824856408,-0.0384710350030127,-0.0318558594308617,-0.0286651824856408,-0.0306364358619592,-0.0404357168021832,-0.0286651824856408,-0.0286651824856408,-0.0286651824856408
"YDR513W",-0.0698033257947708,-0.0853224707654277,-0.0391544547974732,-0.0386353001813098,-0.0405553689962846,-0.0485895419286027,-0.0432370215226162,-0.0286651824856408,-0.0303407188620947,-0.0301472421180363,-0.0326921506376861,-0.0286651824856408,-0.0384710350030127,-0.0318558594308617,-0.0286651824856408,-0.0306364358619592,-0.0404357168021832,-0.0286651824856408,-0.0286651824856408,-0.0286651824856408
"YDR516C",-0.0698033257947708,-0.0853224707654277,-0.0391544547974732,-0.0386353001813098,-0.0405553689962846,-0.0485895419286027,-0.0432370215226162,-0.0286651824856408,-0.0303407188620947,-0.0301472421180363,-0.0326921506376861,-0.0286651824856408,-0.0384710350030127,-0.0318558594308617,-0.0286651824856408,-0.0306364358619592,-0.0404357168021832,-0.0286651824856408,-0.0286651824856408,-0.0286651824856408
"YDR518W",-0.0698033257947708,-0.0853224707654277,-0.0391544547974732,-0.0386353001813098,-0.0405553689962846,-0.0485895419286027,-0.0432370215226162,-0.0286651824856408,-0.0303407188620947,-0.0301472421180363,-0.0326921506376861,-0.0286651824856408,-0.0384710350030127,-0.0318558594308617,-0.0286651824856408,-0.0306364358619592,-0.0404357168021832,-0.0286651824856408,-0.0286651824856408,-0.0286651824856408
"YDR527W",-0.0698033257947708,-0.0853224707654277,-0.0391544547974732,-0.0386353001813098,-0.0405553689962846,-0.0485895419286027,-0.0432370215226162,-0.0286651824856408,-0.0303407188620947,-0.0301472421180363,-0.0326921506376861,-0.0286651824856408,-0.0384710350030127,-0.0318558594308617,-0.0286651824856408,-0.0306364358619592,-0.0404357168021832,-0.0286651824856408,-0.0286651824856408,-0.0286651824856408
"YDR532C",-0.0698033257947708,-0.0853224707654277,-0.0391544547974732,-0.0386353001813098,-0.0405553689962846,-0.0485895419286027,-0.0432370215226162,-0.0286651824856408,-0.0303407188620947,-0.0301472421180363,-0.0326921506376861,-0.0286651824856408,-0.0384710350030127,-0.0318558594308617,-0.0286651824856408,-0.0306364358619592,-0.0404357168021832,-0.0286651824856408,-0.0286651824856408,-0.0286651824856408
"YEL012W",-0.0698033257947708,-0.0853224707654277,-0.0391544547974732,-0.0386353001813098,-0.0405553689962846,-0.0485895419286027,-0.0432370215226162,-0.0286651824856408,-0.0303407188620947,-0.0301472421180363,-0.0326921506376861,-0.0286651824856408,-0.0384710350030127,-0.0318558594308617,-0.0286651824856408,-0.0306364358619592,-0.0404357168021832,-0.0286651824856408,-0.0286651824856408,-0.0286651824856408
"YEL018W",-0.0698033257947708,-0.0853224707654277,-0.0391544547974732,-0.0386353001813098,-0.0405553689962846,-0.0485895419286027,-0.0432370215226162,-0.0286651824856408,-0.0303407188620947,-0.0301472421180363,-0.0326921506376861,-0.0286651824856408,-0.0384710350030127,-0.0318558594308617,-0.0286651824856408,-0.0306364358619592,-0.0404357168021832,-0.0286651824856408,-0.0286651824856408,-0.0286651824856408
"YEL032W",-0.0698033257947708,-0.0853224707654277,-0.0391544547974732,-0.0386353001813098,-0.0405553689962846,-0.0485895419286027,-0.0432370215226162,-0.0286651824856408,-0.0303407188620947,-0.0301472421180363,-0.0326921506376861,-0.0286651824856408,-0.0384710350030127,-0.0318558594308617,-0.0286651824856408,-0.0306364358619592,-0.0404357168021832,-0.0286651824856408,-0.0286651824856408,-0.0286651824856408
"YEL034W",-0.0698033257947708,-0.0853224707654277,-0.0391544547974732,-0.0386353001813098,-0.0405553689962846,-0.0485895419286027,-0.0432370215226162,-0.0286651824856408,-0.0303407188620947,-0.0301472421180363,-0.0326921506376861,-0.0286651824856408,-0.0384710350030127,-0.0318558594308617,-0.0286651824856408,-0.0306364358619592,-0.0404357168021832,-0.0286651824856408,-0.0286651824856408,-0.0286651824856408
"YEL041W",-0.0698033257947708,-0.0853224707654277,-0.0391544547974732,-0.0386353001813098,-0.0405553689962846,-0.0485895419286027,-0.0432370215226162,-0.0286651824856408,-0.0303407188620947,-0.0301472421180363,-0.0326921506376861,-0.0286651824856408,-0.0384710350030127,-0.0318558594308617,-0.0286651824856408,-0.0306364358619592,-0.0404357168021832,-0.0286651824856408,-0.0286651824856408,-0.0286651824856408
"YEL051W",-0.0698033257947708,-0.0853224707654277,-0.0391544547974732,-0.0386353001813098,-0.0405553689962846,-0.0485895419286027,-0.0432370215226162,-0.0286651824856408,-0.0303407188620947,-0.0301472421180363,-0.0326921506376861,-0.0286651824856408,-0.0384710350030127,-0.0318558594308617,-0.0286651824856408,-0.0306364358619592,-0.0404357168021832,-0.0286651824856408,-0.0286651824856408,-0.0286651824856408
"YER015W",-0.0698033257947708,-0.0853224707654277,-0.0391544547974732,-0.0386353001813098,-0.0405553689962846,-0.0485895419286027,-0.0432370215226162,-0.0286651824856408,-0.0303407188620947,-0.0301472421180363,-0.0326921506376861,-0.0286651824856408,-0.0384710350030127,-0.0318558594308617,-0.0286651824856408,-0.0306364358619592,-0.0404357168021832,-0.0286651824856408,-0.0286651824856408,-0.0286651824856408
"YER016W",-0.0698033257947708,-0.0853224707654277,-0.0391544547974732,-0.0386353001813098,-0.0405553689962846,-0.0485895419286027,-0.0432370215226162,-0.0286651824856408,-0.0303407188620947,-0.0301472421180363,-0.0326921506376861,-0.0286651824856408,-0.0384710350030127,-0.0318558594308617,-0.0286651824856408,-0.0306364358619592,-0.0404357168021832,-0.0286651824856408,-0.0286651824856408,-0.0286651824856408
"YER017C",-0.0698033257947708,-0.0853224707654277,-0.0391544547974732,-0.0386353001813098,-0.0405553689962846,-0.0485895419286027,-0.0432370215226162,-0.0286651824856408,-0.0303407188620947,-0.0301472421180363,-0.0326921506376861,-0.0286651824856408,-0.0384710350030127,-0.0318558594308617,-0.0286651824856408,-0.0306364358619592,-0.0404357168021832,-0.0286651824856408,-0.0286651824856408,-0.0286651824856408
"YER018C",-0.0698033257947708,-0.0853224707654277,-0.0391544547974732,-0.0386353001813098,-0.0405553689962846,-0.0485895419286027,-0.0432370215226162,-0.0286651824856408,-0.0303407188620947,-0.0301472421180363,-0.0326921506376861,-0.0286651824856408,-0.0384710350030127,-0.0318558594308617,-0.0286651824856408,-0.0306364358619592,-0.0404357168021832,-0.0286651824856408,-0.0286651824856408,-0.0286651824856408
"YER021W",-0.0698033257947708,-0.0853224707654277,-0.0391544547974732,-0.0386353001813098,-0.0405553689962846,-0.0485895419286027,-0.0432370215226162,-0.0286651824856408,-0.0303407188620947,-0.0301472421180363,-0.0326921506376861,-0.0286651824856408,-0.0384710350030127,-0.0318558594308617,-0.0286651824856408,-0.0306364358619592,-0.0404357168021832,-0.0286651824856408,-0.0286651824856408,-0.0286651824856408
"YER022W",-0.0698033257947708,-0.0853224707654277,-0.0391544547974732,-0.0386353001813098,-0.0405553689962846,-0.0485895419286027,-0.0432370215226162,-0.0286651824856408,-0.0303407188620947,-0.0301472421180363,-0.0326921506376861,-0.0286651824856408,-0.0384710350030127,-0.0318558594308617,-0.0286651824856408,-0.0306364358619592,-0.0404357168021832,-0.0286651824856408,-0.0286651824856408,-0.0286651824856408
"YER023W",-0.0698033257947708,-0.0853224707654277,-0.0391544547974732,-0.0386353001813098,-0.0405553689962846,-0.0485895419286027,-0.0432370215226162,-0.0286651824856408,-0.0303407188620947,-0.0301472421180363,-0.0326921506376861,-0.0286651824856408,-0.0384710350030127,-0.0318558594308617,-0.0286651824856408,-0.0306364358619592,-0.0404357168021832,-0.0286651824856408,-0.0286651824856408,-0.0286651824856408
"YER025W",-0.0698033257947708,-0.0853224707654277,-0.0391544547974732,-0.0386353001813098,-0.0405553689962846,-0.0485895419286027,-0.0432370215226162,-0.0286651824856408,-0.0303407188620947,-0.0301472421180363,-0.0326921506376861,-0.0286651824856408,-0.0384710350030127,-0.0318558594308617,-0.0286651824856408,-0.0306364358619592,-0.0404357168021832,-0.0286651824856408,-0.0286651824856408,-0.0286651824856408
"YER038C",-0.0698033257947708,-0.0853224707654277,-0.0391544547974732,-0.0386353001813098,-0.0405553689962846,-0.0485895419286027,-0.0432370215226162,-0.0286651824856408,-0.0303407188620947,-0.0301472421180363,-0.0326921506376861,-0.0286651824856408,-0.0384710350030127,-0.0318558594308617,-0.0286651824856408,-0.0306364358619592,-0.0404357168021832,-0.0286651824856408,-0.0286651824856408,-0.0286651824856408
"YER043C",-0.0698033257947708,-0.0853224707654277,-0.0391544547974732,-0.0386353001813098,-0.0405553689962846,-0.0485895419286027,-0.0432370215226162,-0.0286651824856408,-0.0303407188620947,-0.0301472421180363,-0.0326921506376861,-0.0286651824856408,-0.0384710350030127,-0.0318558594308617,-0.0286651824856408,-0.0306364358619592,-0.0404357168021832,-0.0286651824856408,-0.0286651824856408,-0.0286651824856408
"YER047C",0.181529950809478,-0.0853224707654277,-0.0391544547974732,-0.0386353001813098,-0.0405553689962846,-0.0485895419286027,-0.0432370215226162,-0.0286651824856408,-0.0303407188620947,-0.0301472421180363,-0.0326921506376861,-0.0286651824856408,-0.0384710350030127,-0.0318558594308617,-0.0286651824856408,-0.0306364358619592,-0.0404357168021832,-0.0286651824856408,-0.0286651824856408,-0.0286651824856408
"YER062C",-0.0698033257947708,-0.0853224707654277,-0.0391544547974732,-0.0386353001813098,-0.0405553689962846,-0.0485895419286027,-0.0432370215226162,-0.0286651824856408,-0.0303407188620947,-0.0301472421180363,-0.0326921506376861,-0.0286651824856408,-0.0384710350030127,-0.0318558594308617,-0.0286651824856408,-0.0306364358619592,-0.0404357168021832,-0.0286651824856408,-0.0286651824856408,-0.0286651824856408
"YER063W",-0.0698033257947708,-0.0853224707654277,-0.0391544547974732,-0.0386353001813098,-0.0405553689962846,-0.0485895419286027,-0.0432370215226162,-0.0286651824856408,-0.0303407188620947,-0.0301472421180363,-0.0326921506376861,-0.0286651824856408,-0.0384710350030127,-0.0318558594308617,-0.0286651824856408,-0.0306364358619592,-0.0404357168021832,-0.0286651824856408,-0.0286651824856408,-0.0286651824856408
"YER065C",-0.0698033257947708,-0.0853224707654277,-0.0391544547974732,-0.0386353001813098,-0.0405553689962846,-0.0485895419286027,-0.0432370215226162,-0.0286651824856408,-0.0303407188620947,-0.0301472421180363,-0.0326921506376861,-0.0286651824856408,-0.0384710350030127,-0.0318558594308617,-0.0286651824856408,-0.0306364358619592,-0.0404357168021832,-0.0286651824856408,-0.0286651824856408,-0.0286651824856408
"YER070W",-0.0698033257947708,-0.0853224707654277,-0.0391544547974732,-0.0386353001813098,-0.0405553689962846,-0.0485895419286027,-0.0432370215226162,-0.0286651824856408,-0.0303407188620947,-0.0301472421180363,-0.0326921506376861,-0.0286651824856408,-0.0384710350030127,-0.0318558594308617,-0.0286651824856408,-0.0306364358619592,-0.0404357168021832,-0.0286651824856408,-0.0286651824856408,-0.0286651824856408
"YER081W",-0.0698033257947708,-0.0853224707654277,-0.0391544547974732,-0.0386353001813098,-0.0405553689962846,-0.0485895419286027,-0.0432370215226162,-0.0286651824856408,-0.0303407188620947,-0.0301472421180363,-0.0326921506376861,-0.0286651824856408,-0.0384710350030127,-0.0318558594308617,-0.0286651824856408,-0.0306364358619592,-0.0404357168021832,-0.0286651824856408,-0.0286651824856408,-0.0286651824856408
"YER093C",-0.0698033257947708,-0.0853224707654277,-0.0391544547974732,-0.0386353001813098,-0.0405553689962846,-0.0485895419286027,-0.0432370215226162,-0.0286651824856408,-0.0303407188620947,-0.0301472421180363,-0.0326921506376861,-0.0286651824856408,-0.0384710350030127,-0.0318558594308617,-0.0286651824856408,-0.0306364358619592,-0.0404357168021832,-0.0286651824856408,-0.0286651824856408,-0.0286651824856408
"YER095W",-0.0698033257947708,-0.0853224707654277,-0.0391544547974732,-0.0386353001813098,-0.0405553689962846,-0.0485895419286027,-0.0432370215226162,-0.0286651824856408,-0.0303407188620947,-0.0301472421180363,-0.0326921506376861,-0.0286651824856408,-0.0384710350030127,-0.0318558594308617,-0.0286651824856408,-0.0306364358619592,-0.0404357168021832,-0.0286651824856408,-0.0286651824856408,-0.0286651824856408
"YER096W",-0.0698033257947708,-0.0853224707654277,-0.0391544547974732,-0.0386353001813098,-0.0405553689962846,-0.0485895419286027,-0.0432370215226162,-0.0286651824856408,-0.0303407188620947,-0.0301472421180363,-0.0326921506376861,-0.0286651824856408,-0.0384710350030127,-0.0318558594308617,-0.0286651824856408,-0.0306364358619592,-0.0404357168021832,-0.0286651824856408,-0.0286651824856408,-0.0286651824856408
"YER105C",-0.0698033257947708,-0.0853224707654277,-0.0391544547974732,-0.0386353001813098,-0.0405553689962846,-0.0485895419286027,-0.0432370215226162,-0.0286651824856408,-0.0303407188620947,-0.0301472421180363,-0.0326921506376861,-0.0286651824856408,-0.0384710350030127,-0.0318558594308617,-0.0286651824856408,-0.0306364358619592,-0.0404357168021832,-0.0286651824856408,-0.0286651824856408,-0.0286651824856408
"YER106W",-0.0698033257947708,-0.0853224707654277,-0.0391544547974732,-0.0386353001813098,-0.0405553689962846,-0.0485895419286027,-0.0432370215226162,-0.0286651824856408,-0.0303407188620947,-0.0301472421180363,-0.0326921506376861,-0.0286651824856408,-0.0384710350030127,-0.0318558594308617,-0.0286651824856408,-0.0306364358619592,-0.0404357168021832,-0.0286651824856408,-0.0286651824856408,-0.0286651824856408
"YER107C",-0.0698033257947708,-0.0853224707654277,-0.0391544547974732,-0.0386353001813098,-0.0405553689962846,-0.0485895419286027,-0.0432370215226162,-0.0286651824856408,-0.0303407188620947,-0.0301472421180363,-0.0326921506376861,-0.0286651824856408,-0.0384710350030127,-0.0318558594308617,-0.0286651824856408,-0.0306364358619592,-0.0404357168021832,-0.0286651824856408,-0.0286651824856408,-0.0286651824856408
"YER112W",-0.0698033257947708,-0.0853224707654277,-0.0391544547974732,-0.0386353001813098,-0.0405553689962846,-0.0485895419286027,-0.0432370215226162,-0.0286651824856408,-0.0303407188620947,-0.0301472421180363,-0.0326921506376861,-0.0286651824856408,-0.0384710350030127,-0.0318558594308617,-0.0286651824856408,-0.0306364358619592,-0.0404357168021832,-0.0286651824856408,-0.0286651824856408,-0.0286651824856408
"YER116C",-0.0698033257947708,-0.0853224707654277,-0.0391544547974732,-0.0386353001813098,-0.0405553689962846,-0.0485895419286027,-0.0432370215226162,-0.0286651824856408,-0.0303407188620947,-0.0301472421180363,-0.0326921506376861,-0.0286651824856408,-0.0384710350030127,-0.0318558594308617,-0.0286651824856408,-0.0306364358619592,-0.0404357168021832,-0.0286651824856408,-0.0286651824856408,-0.0286651824856408
"YER118C",-0.0698033257947708,-0.0853224707654277,-0.0391544547974732,-0.0386353001813098,-0.0405553689962846,-0.0485895419286027,-0.0432370215226162,-0.0286651824856408,-0.0303407188620947,-0.0301472421180363,-0.0326921506376861,-0.0286651824856408,-0.0384710350030127,-0.0318558594308617,-0.0286651824856408,-0.0306364358619592,-0.0404357168021832,-0.0286651824856408,-0.0286651824856408,-0.0286651824856408
"YER126C",-0.0698033257947708,-0.0853224707654277,-0.0391544547974732,-0.0386353001813098,-0.0405553689962846,-0.0485895419286027,-0.0432370215226162,-0.0286651824856408,-0.0303407188620947,-0.0301472421180363,-0.0326921506376861,-0.0286651824856408,-0.0384710350030127,-0.0318558594308617,-0.0286651824856408,-0.0306364358619592,-0.0404357168021832,-0.0286651824856408,-0.0286651824856408,-0.0286651824856408
"YER127W",-0.0698033257947708,-0.0853224707654277,-0.0391544547974732,-0.0386353001813098,-0.0405553689962846,-0.0485895419286027,-0.0432370215226162,-0.0286651824856408,-0.0303407188620947,-0.0301472421180363,-0.0326921506376861,-0.0286651824856408,-0.0384710350030127,-0.0318558594308617,-0.0286651824856408,-0.0306364358619592,-0.0404357168021832,-0.0286651824856408,-0.0286651824856408,-0.0286651824856408
"YER130C",-0.0698033257947708,-0.0853224707654277,-0.0391544547974732,-0.0386353001813098,-0.0405553689962846,-0.0485895419286027,-0.0432370215226162,-0.0286651824856408,-0.0303407188620947,-0.0301472421180363,-0.0326921506376861,-0.0286651824856408,-0.0384710350030127,-0.0318558594308617,-0.0286651824856408,-0.0306364358619592,-0.0404357168021832,-0.0286651824856408,-0.0286651824856408,-0.0286651824856408
"YER131W",-0.0698033257947708,-0.0853224707654277,-0.0391544547974732,-0.0386353001813098,-0.0405553689962846,-0.0485895419286027,-0.0432370215226162,-0.0286651824856408,-0.0303407188620947,-0.0301472421180363,-0.0326921506376861,-0.0286651824856408,-0.0384710350030127,-0.0318558594308617,-0.0286651824856408,-0.0306364358619592,-0.0404357168021832,-0.0286651824856408,-0.0286651824856408,-0.0286651824856408
"YER133W",-0.0698033257947708,-0.0853224707654277,-0.0391544547974732,-0.0386353001813098,-0.0405553689962846,-0.0485895419286027,-0.0432370215226162,-0.0286651824856408,-0.0303407188620947,-0.0301472421180363,-0.0326921506376861,-0.0286651824856408,-0.0384710350030127,-0.0318558594308617,-0.0286651824856408,-0.0306364358619592,-0.0404357168021832,-0.0286651824856408,-0.0286651824856408,-0.0286651824856408
"YER143W",-0.0698033257947708,-0.0853224707654277,-0.0391544547974732,-0.0386353001813098,-0.0405553689962846,-0.0485895419286027,-0.0432370215226162,-0.0286651824856408,-0.0303407188620947,-0.0301472421180363,-0.0326921506376861,-0.0286651824856408,-0.0384710350030127,-0.0318558594308617,-0.0286651824856408,-0.0306364358619592,-0.0404357168021832,-0.0286651824856408,-0.0286651824856408,-0.0286651824856408
"YER146W",0.684196504017976,-0.0853224707654277,-0.0391544547974732,0.0349471103361457,-0.0405553689962846,-0.0485895419286027,-0.0432370215226162,-0.0286651824856408,-0.0303407188620947,-0.0301472421180363,-0.0326921506376861,-0.0286651824856408,-0.0384710350030127,-0.0318558594308617,-0.0286651824856408,-0.0306364358619592,-0.0404357168021832,-0.0286651824856408,-0.0286651824856408,-0.0286651824856408
"YER149C",-0.0698033257947708,-0.0853224707654277,-0.0391544547974732,-0.0386353001813098,-0.0405553689962846,-0.0485895419286027,-0.0432370215226162,-0.0286651824856408,-0.0303407188620947,-0.0301472421180363,-0.0326921506376861,-0.0286651824856408,-0.0384710350030127,-0.0318558594308617,-0.0286651824856408,-0.0306364358619592,-0.0404357168021832,-0.0286651824856408,-0.0286651824856408,-0.0286651824856408
"YER150W",-0.0698033257947708,-0.0853224707654277,-0.0391544547974732,-0.0386353001813098,-0.0405553689962846,-0.0485895419286027,-0.0432370215226162,-0.0286651824856408,-0.0303407188620947,-0.0301472421180363,-0.0326921506376861,-0.0286651824856408,-0.0384710350030127,-0.0318558594308617,-0.0286651824856408,-0.0306364358619592,-0.0404357168021832,-0.0286651824856408,-0.0286651824856408,-0.0286651824856408
"YER151C",-0.0698033257947708,-0.0853224707654277,-0.0391544547974732,-0.0386353001813098,-0.0405553689962846,-0.0485895419286027,-0.0432370215226162,-0.0286651824856408,-0.0303407188620947,-0.0301472421180363,-0.0326921506376861,-0.0286651824856408,-0.0384710350030127,-0.0318558594308617,-0.0286651824856408,-0.0306364358619592,-0.0404357168021832,-0.0286651824856408,-0.0286651824856408,-0.0286651824856408
"YER157W",-0.0698033257947708,-0.0853224707654277,-0.0391544547974732,-0.0386353001813098,-0.0405553689962846,-0.0485895419286027,-0.0432370215226162,-0.0286651824856408,-0.0303407188620947,-0.0301472421180363,-0.0326921506376861,-0.0286651824856408,-0.0384710350030127,-0.0318558594308617,-0.0286651824856408,-0.0306364358619592,-0.0404357168021832,-0.0286651824856408,-0.0286651824856408,-0.0286651824856408
"YER159C",-0.0698033257947708,-0.0853224707654277,-0.0391544547974732,-0.0386353001813098,-0.0405553689962846,-0.0485895419286027,-0.0432370215226162,-0.0286651824856408,-0.0303407188620947,-0.0301472421180363,-0.0326921506376861,-0.0286651824856408,-0.0384710350030127,-0.0318558594308617,-0.0286651824856408,-0.0306364358619592,-0.0404357168021832,-0.0286651824856408,-0.0286651824856408,-0.0286651824856408
"YER174C",-0.0698033257947708,-0.0853224707654277,-0.0391544547974732,-0.0386353001813098,-0.0405553689962846,-0.0485895419286027,-0.0432370215226162,-0.0286651824856408,-0.0303407188620947,-0.0301472421180363,-0.0326921506376861,-0.0286651824856408,-0.0384710350030127,-0.0318558594308617,-0.0286651824856408,-0.0306364358619592,-0.0404357168021832,-0.0286651824856408,-0.0286651824856408,-0.0286651824856408
"YER177W",-0.0698033257947708,-0.0853224707654277,-0.0391544547974732,-0.0386353001813098,-0.0405553689962846,-0.0485895419286027,-0.0432370215226162,-0.0286651824856408,-0.0303407188620947,-0.0301472421180363,-0.0326921506376861,-0.0286651824856408,-0.0384710350030127,-0.0318558594308617,-0.0286651824856408,-0.0306364358619592,-0.0404357168021832,-0.0286651824856408,-0.0286651824856408,-0.0286651824856408
"YER179W",-0.0698033257947708,-0.0853224707654277,-0.0391544547974732,-0.0386353001813098,-0.0405553689962846,-0.0485895419286027,-0.0432370215226162,-0.0286651824856408,-0.0303407188620947,-0.0301472421180363,-0.0326921506376861,-0.0286651824856408,-0.0384710350030127,-0.0318558594308617,-0.0286651824856408,-0.0306364358619592,-0.0404357168021832,-0.0286651824856408,-0.0286651824856408,-0.0286651824856408
"YFL003C",-0.0698033257947708,-0.0853224707654277,-0.0391544547974732,-0.0386353001813098,-0.0405553689962846,-0.0485895419286027,-0.0432370215226162,-0.0286651824856408,-0.0303407188620947,-0.0301472421180363,-0.0326921506376861,-0.0286651824856408,-0.0384710350030127,-0.0318558594308617,-0.0286651824856408,-0.0306364358619592,-0.0404357168021832,-0.0286651824856408,-0.0286651824856408,-0.0286651824856408
"YFL009W",-0.0698033257947708,-0.0853224707654277,-0.0391544547974732,-0.0386353001813098,-0.0405553689962846,-0.0485895419286027,-0.0432370215226162,-0.0286651824856408,-0.0303407188620947,-0.0301472421180363,-0.0326921506376861,-0.0286651824856408,-0.0384710350030127,-0.0318558594308617,-0.0286651824856408,-0.0306364358619592,-0.0404357168021832,-0.0286651824856408,-0.0286651824856408,-0.0286651824856408
"YFL024C",-0.0698033257947708,-0.0853224707654277,-0.0391544547974732,-0.0386353001813098,-0.0405553689962846,-0.0485895419286027,-0.0432370215226162,-0.0286651824856408,-0.0303407188620947,-0.0301472421180363,-0.0326921506376861,-0.0286651824856408,-0.0384710350030127,-0.0318558594308617,-0.0286651824856408,-0.0306364358619592,-0.0404357168021832,-0.0286651824856408,-0.0286651824856408,-0.0286651824856408
"YFL028C",-0.0698033257947708,-0.0853224707654277,-0.0391544547974732,-0.0386353001813098,-0.0405553689962846,-0.0485895419286027,-0.0432370215226162,-0.0286651824856408,-0.0303407188620947,-0.0301472421180363,-0.0326921506376861,-0.0286651824856408,-0.0384710350030127,-0.0318558594308617,-0.0286651824856408,-0.0306364358619592,-0.0404357168021832,-0.0286651824856408,-0.0286651824856408,-0.0286651824856408
