"","x"
"1",0.149550141688948
"2",0.139353246579411
"3",0.113439033199888
"4",0.100294568637644
"5",0.0968547516555907
"6",0.0700456135387205
"7",0.0542661457263749
"8",0.029036216582858
"9",0.0156620370452622
"10",0.0126385244850273
"11",0.00427848827679673
"12",0.000284133230115921
"13",1.31528718041907e-12
"14",5.99415906153189e-15
