"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13"
"sig_1",0.0697244357527766,-0.313757467583607,-0.173933726593606,0.123078825295398,-0.113416756554947,0.171320914659858,-0.213365526304445,-0.055024992435209,-0.208804478901317,-0.428707536174407,0.112801542805351,0.312790205002835,-0.119218461012173
"sig_2",-0.195350731845073,-0.130810321991402,0.122508016281982,-0.339469648630428,-0.0309004989839361,-0.347502158469426,-0.0397920515380195,0.0483327994980452,-0.283366457067975,0.0509484381832147,0.153599882532326,0.157279817350553,-0.344412543294613
"sig_3",-0.245327504910496,-0.430337329966563,-0.495303812107574,-0.0127738556212349,-0.166406670341255,0.284964794888624,-0.00500521088892711,0.0298337322087287,0.0187252569751071,0.182327941804408,-0.112116000753592,0.325377633775815,0.0807508084846315
"sig_4",-0.0378161806449108,-0.491210301549278,-0.0161028664025261,0.487688392878108,-0.30715769379788,-0.151478619310436,-0.191957512396977,0.10234695665602,-0.00146025315618049,-0.187149425608993,-0.300748971349348,0.00254712390782208,0.115575570789495
"sig_5",-0.174832821395276,-0.278967394044838,-0.0163526992084187,0.158333229436118,0.0428324676182527,0.0445975394676226,0.0710004499170304,-0.073649250001922,0.257241843187479,0.239922576891494,0.015458845247103,0.239994211517891,-0.0363593252220935
"sig_6",-0.414077751122736,-0.507160545302278,0.075017557656455,-0.141130022851367,0.17504191622712,0.0227549737249054,-0.132336913080509,-0.261190925992059,-0.252104454216866,0.140334501372989,-0.204078302427983,-0.0465443573801552,-0.261719898540327
"sig_7",-0.480364462891539,-0.185542604402026,0.0218880275756255,-0.275662108582649,0.105200681037782,-0.126629328121249,-0.404637004997024,0.0226033924646286,-0.0784905648641498,-0.0848212724252768,0.089370026599441,-0.245599332119587,0.224682200693039
"sig_8",-0.477226670279124,0.18329690620328,0.0818997351970426,-0.35837035659406,0.108156659194763,-0.26173641946435,-0.178098160020148,0.344846717801229,0.213595536670347,0.013655431900081,0.0975699741970167,0.250358155943216,-0.0571205361633938
"sig_9",-0.403080729389914,-0.14912478444609,-0.476747309009361,-0.0196164872708847,-0.280969053610309,0.0237125062504462,0.134088901507336,-0.07961241895689,0.0966039544693374,0.311850442860786,-0.122536584068124,-0.130775620548746,0.201903366048409
"sig_10",-0.392340432061587,-0.402449608982634,-0.134583572019126,0.333086147105876,-0.39754644556465,-0.0272305127207777,0.0137332160609021,-0.034345140775613,0.0976189491440884,0.049945299283661,0.0424867944371801,0.0304995984478503,0.114510721643606
"sig_11",-0.110092739948224,-0.307674567129685,0.158449574216615,0.342799525285437,-0.0161029261625887,0.399234950968838,-0.252406075222872,0.151122698760722,0.0991970237602939,-0.0574706952788014,-0.112189959068878,-0.151087493365532,0.0934646552726024
"sig_12",-0.554414234198049,-0.301680131241012,0.0509585876257111,0.0874896096730159,-0.172012144907979,-0.0176315388344532,0.127332915091213,-0.18945963451359,0.204612332394941,0.0967287908317784,-0.00493968200482998,-0.259731098212724,-0.0518849783373253
"sig_13",-0.621025761390055,-0.109056670307135,-0.123012333914616,0.00938034281218859,-0.182695329704118,0.0940016206201841,0.411822681211662,-0.112234842118743,-0.0415696522197668,-0.0120184570598288,-0.282546636061396,-0.0314752061529879,0.109254307852058
