ID,sig_0,sig_1,sig_2,sig_3,sig_4,sig_5,sig_6,sig_7,sig_8,sig_9,sig_10,sig_11,sig_12,sig_13,sig_14,sig_15,sig_16,sig_17,sig_18,sig_19,sig_20,sig_21,sig_22,sig_23,sig_24,sig_25,sig_26,sig_27,sig_28,sig_29,sig_30,sig_31,sig_32,sig_33,sig_34,sig_35,sig_36,sig_37,sig_38,sig_39,sig_40,sig_41,sig_42,sig_43,sig_44,sig_45,sig_46,sig_47,sig_48,sig_49,sig_50,sig_51,sig_52,sig_53,sig_54,sig_55,sig_56,sig_57,sig_58,sig_59,sig_60,sig_61,sig_62,sig_63,sig_64,sig_65,sig_66,sig_67,sig_68,sig_69,sig_70,sig_71,sig_72
USA,81,98,2641,599,20,4152,258,51793,19,11,3176,22870,237,7520,3137,4,949,433,1,71,8765,92351,637,710816,3,1707,100248,0,437,469,4614,83,9876,451756,4,0,0,64,870,2,1613,39819,242006,365,7447,0,52,7599,11839,0,8,2,7,361,161,51072,0,22722,93943,54,4692,14854,0,32,51,11,4290,55011,131,157,616,25490,11188
CAN,27,425,87,264,479,1122,5366,135,22,426,6274,436,1805,898,1456,371,1744,2101,621,7625,6296,1929,56603,115,1031,13459,5909,123,1017,4136,1293,9054,72341,437,26,74,91,287,90,808,41578,17100,904,4117,146,140,1929,1639,5138,1,3,67,74,110,9506,1002,256,34666,858,2267,6991,464,1,24,38,1803,17547,3696,255,21,6138,4619,5288,
CHN,71,105,1882,603,9,3182,387,29486,9,7,3834,16947,158,7506,3216,4,336,635,1,39,6775,55041,1721,318715,3,2626,76174,0,198,266,5128,48,18700,256892,0,0,0,29,288,2,1378,52822,166057,270,7011,0,7,3233,12729,0,0,0,1,260,104,50347,0,29412,64652,12,3015,14401,0,15,17,5,3933,55696,26,207,218,26144,11513,
MEX,20,456,41,149,820,853,7029,27,8,1147,4121,196,1837,265,652,927,1975,573,2688,14106,8777,564,80220,0,4924,8555,3800,548,2166,3687,443,25217,54317,101,8,129,13,178,8,5143,42145,5687,137,5553,63,554,2779,1944,1867,4,0,56,52,26,14063,120,1629,16355,463,4158,3743,78,9,3,7,4921,10322,1059,97,0,5620,867,1957,
JPN,48,235,641,487,76,3035,1859,4741,16,34,6578,5471,700,4321,2763,20,1230,1480,21,814,13234,24433,14094,22675,24,7304,46599,0,479,1630,5255,565,58352,35478,5,6,12,174,242,10,12021,56721,34026,833,3031,0,220,5155,13966,3,0,5,24,277,1793,17663,0,47213,17840,185,8598,6243,0,13,71,48,12569,29057,120,114,1875,18187,10266,
FRA,54,167,877,554,36,2736,1006,8367,10,14,5429,7149,333,6205,3083,10,772,1394,7,247,7346,30108,7079,53229,7,5266,42271,0,189,894,5611,184,40219,62035,1,2,10,35,270,4,5056,58941,51896,475,4059,0,80,2753,16239,0,0,1,6,151,331,37835,0,43264,20602,47,6127,7929,0,9,40,15,6515,42837,41,176,610,24409,11244,
DEU,67,103,1599,612,5,2768,555,22318,9,1,3714,14616,149,7749,3222,0,188,466,0,25,8759,42674,3569,212621,0,1815,62270,0,13,117,5196,25,25622,193912,2,0,0,39,245,0,1960,48049,136693,48,8993,0,6,2553,13056,0,0,0,2,252,125,53351,0,29948,50008,5,3006,15466,0,22,24,0,3392,57286,20,199,224,26445,11506,
NLD,47,214,569,512,42,2375,1596,3929,24,26,6441,4488,490,4842,2956,22,696,1598,5,339,7303,18654,12684,17272,15,7915,31162,0,224,920,5328,408,55181,27658,1,2,16,237,387,9,9037,57152,25575,774,3396,0,76,2256,15570,0,4,9,11,402,829,22897,0,50736,11294,99,6491,5720,0,31,95,45,10127,32100,122,102,967,21367,10984,
ITA,59,147,1140,571,23,3060,872,12848,3,13,4848,9869,306,6698,3094,9,574,926,0,104,10201,38374,6160,97654,4,3628,57430,0,182,598,5698,184,35483,102936,0,2,0,27,62,4,4163,55239,80138,502,5513,0,38,3778,15386,0,0,0,21,83,351,42862,0,37672,31857,44,5697,10626,0,1,15,13,5944,47641,9,193,668,24529,11177,
KOR,44,287,514,432,123,3331,2513,3308,26,93,6860,4136,1049,3392,2408,68,1841,1971,27,1370,17075,22661,20934,13768,113,8862,45367,13,1123,1972,4721,1443,65756,22453,11,6,29,196,435,46,18788,49113,23871,1630,1689,8,407,7154,13085,2,1,18,42,296,3120,11779,13,44909,13588,480,11212,4217,7,29,53,367,15005,20974,247,105,3388,14531,8776,
