ID,sig_0,sig_1,sig_2,sig_3,sig_4,sig_5,sig_6,sig_7,sig_8,sig_9,sig_10,sig_11,sig_12,sig_13,sig_14,sig_15,sig_16,sig_17,sig_18,sig_19,sig_20,sig_21,sig_22,sig_23,sig_24,sig_25,sig_26,sig_27,sig_28,sig_29,sig_30,sig_31,sig_32,sig_33,sig_34,sig_35,sig_36,sig_37,sig_38,sig_39,sig_40,sig_41,sig_42,sig_43,sig_44,sig_45,sig_46,sig_47,sig_48,sig_49,sig_50,sig_51,sig_52,sig_53,sig_54,sig_55,sig_56,sig_57,sig_58,sig_59,sig_60,sig_61,sig_62,sig_63,sig_64,sig_65,sig_66,sig_67,sig_68,sig_69,sig_70,sig_71,sig_72
USA,71,103,2002,483,10,3821,366,33703,7,3,2965,16060,205,4909,2483,0,352,424,0,87,11297,73094,1301,395419,0,1887,85586,0,105,309,3284,29,11971,270628,0,0,0,30,306,0,1814,27872,142478,96,4740,0,18,5998,9548,0,2,0,0,83,254,26394,0,21215,67604,3,3068,6209,0,5,34,3,4029,31678,44,152,319,17885,8448
CAN,22,369,46,185,605,522,4415,46,36,529,4097,165,1529,452,877,417,1394,815,1512,8019,2098,515,41990,18,2066,6497,1837,177,583,3231,419,9927,43925,106,49,45,215,321,73,1277,30347,8323,218,3246,45,264,2401,644,1502,4,8,129,54,137,8008,372,390,18320,228,2513,3662,146,5,47,38,2314,10720,1331,354,12,4933,2126,2713,
MEX,15,402,11,94,586,216,5983,3,21,1073,2392,20,1489,94,338,846,483,359,1324,10349,1513,62,62650,0,3647,5147,273,273,499,1662,69,22692,27390,2,30,78,44,370,19,4695,30905,1742,11,2906,2,371,1567,176,403,18,0,83,23,29,11774,21,1519,7484,11,2648,1451,7,24,14,8,4419,5236,159,189,0,4034,361,791,
CHN,53,127,902,476,1,2200,656,8807,3,6,3976,7443,211,4695,2481,0,14,551,0,9,6385,23075,3474,57557,0,3547,41295,0,71,35,3530,93,24709,66014,0,0,0,11,79,2,2367,40192,54323,232,3539,0,0,2421,9929,0,0,0,0,34,320,23771,0,29558,24781,3,2732,6217,0,1,20,3,4623,30543,18,170,316,17457,8453,
JPN,47,150,624,457,10,1866,936,4683,5,6,4486,4941,269,4149,2442,0,131,508,0,106,6374,15207,5861,22856,0,4689,29792,0,53,290,3186,111,31929,32725,0,0,0,22,84,2,3855,39305,30283,214,3005,0,18,2032,10004,0,0,0,0,83,438,18895,0,34389,14562,3,3073,4913,0,2,26,3,5739,25856,28,162,401,16701,8407,
FRA,49,136,706,470,9,1974,781,5913,3,3,4038,5378,255,4687,2446,0,121,702,0,77,6608,18541,5103,32343,0,3597,30067,0,24,275,3549,80,27041,41778,0,0,0,6,41,2,3301,37364,33663,120,2916,0,18,2053,10489,0,0,0,0,68,266,25407,0,30682,14774,0,3786,5488,0,1,10,0,4632,29544,20,180,491,17467,8316,
DEU,65,61,1549,531,0,1683,322,21714,0,3,2141,13079,40,6287,2600,0,0,166,0,0,6187,24955,2016,209201,0,828,41816,0,54,0,2381,62,13950,174892,0,0,0,0,0,2,427,23834,119907,138,5543,0,0,817,7340,0,0,0,0,0,22,39773,0,17715,44015,0,567,12132,0,0,0,0,1031,42819,0,193,35,19947,8618,
ITA,55,110,994,491,3,2200,619,10467,1,3,3346,7997,196,5287,2484,0,41,403,0,25,8602,25268,4059,73718,0,2098,41122,0,39,115,3259,77,22149,79519,0,0,0,4,29,2,2259,32459,58518,123,3921,0,3,2562,10145,0,0,0,0,10,206,31856,0,25541,24935,0,3087,7383,0,0,4,0,3483,34515,10,188,412,18145,8357,
NLD,42,182,431,430,10,1654,1141,2557,13,6,5016,3001,383,3567,2355,0,95,1089,0,120,3798,11793,7261,9544,0,6908,17618,0,29,276,3527,117,36061,15824,0,0,0,74,185,2,5732,39286,14598,208,2083,0,18,1466,9943,0,2,0,0,178,558,15301,0,37670,7177,3,4479,2820,0,12,51,3,7204,20692,76,129,669,15536,8226,
GBR,48,141,664,464,16,1791,768,5293,8,11,4306,5104,257,4457,2442,0,213,573,0,116,4651,15893,4359,27833,0,4479,27330,0,97,440,2944,164,27738,35897,0,0,0,34,160,2,3121,41065,32675,361,2971,0,25,1680,9921,0,2,0,8,100,276,22384,0,32364,14224,33,3681,5086,0,6,40,13,5053,27808,50,137,434,17201,8364,
BEL,35,255,246,349,129,1522,1945,1053,41,132,5422,1332,822,2295,1865,59,1195,1607,120,729,4192,7665,14302,2698,148,8806,10464,24,660,1294,2626,1607,44966,5108,26,6,95,156,470,151,13522,31187,4779,1825,724,36,355,1625,7931,1,13,55,31,265,1646,7909,52,34717,2307,828,6794,1050,13,67,57,547,10775,10933,388,57,2363,10370,6425,
ESP,40,212,389,391,110,1865,1383,2276,41,95,5055,2402,633,3150,2052,42,1337,1335,106,522,5196,12564,9335,8482,128,6579,17544,10,758,1310,2994,919,37976,12479,30,1,95,146,596,95,8909,36694,11611,1456,1085,19,330,2323,9038,0,15,65,14,360,855,13715,28,33736,5210,640,6974,1969,8,78,55,385,8602,16786,346,82,1795,12978,6993,
KOR,39,237,382,359,148,2233,1928,2038,11,144,5143,2773,804,2474,1854,44,1795,693,129,1195,12179,12221,14223,6814,257,5601,28351,42,1312,1931,2753,1723,44292,12519,6,3,14,79,170,152,12476,31397,13513,2188,1122,69,575,4469,8129,0,0,13,14,97,2119,7561,89,31244,8255,667,6818,2505,1,4,23,645,10784,13501,109,142,2485,10144,6175,
AUT,23,346,73,180,535,1015,4338,92,1,751,4081,428,1257,401,850,636,2010,50,1464,6217,11404,1275,41036,40,2656,6137,8108,423,2107,3736,342,13069,45504,417,7,77,19,6,5,2918,23706,7248,535,5879,134,322,1523,2365,2376,0,0,5,80,2,7408,311,1059,18469,1385,2761,2855,149,0,0,1,2885,10462,1667,13,18,3563,1424,2775,
CHE,23,371,47,206,367,563,4285,58,43,406,4541,144,1486,525,1044,297,802,1425,477,5084,1871,802,40073,37,1050,9744,1211,96,483,2566,812,7482,46672,114,34,24,85,429,132,867,30502,9147,216,3031,53,83,1225,357,2298,13,6,108,67,193,7385,568,309,22717,116,1776,3915,98,26,42,36,1741,11972,1464,440,4,4680,2720,3465,
CZE,16,394,9,111,547,248,5798,0,4,986,2752,29,1451,68,463,648,396,12,1099,9180,3507,0,60570,0,3327,6172,593,253,650,2090,5,20776,31008,0,3,124,13,22,0,4269,30057,784,0,3631,0,359,1499,545,1004,2,0,10,31,4,11186,0,1311,10649,56,2617,771,7,4,0,4,3937,6641,195,48,0,4087,240,1322,
IRL,19,391,19,152,651,271,5173,3,30,633,3449,52,1629,210,704,522,796,711,1466,9886,909,39,52136,0,2671,5559,422,114,342,2675,278,13157,38102,1,41,51,81,450,7,1817,33113,3471,15,2735,18,299,2630,225,749,14,0,81,49,110,10256,31,400,14991,43,2564,2228,51,33,27,29,2803,9071,497,310,6,5174,1066,2148,
MYS,20,341,33,157,771,335,4262,33,24,919,3728,84,1184,327,696,1329,1344,157,2840,6985,2091,305,41006,16,3647,5172,1120,863,693,4005,119,15107,43812,53,57,55,313,101,44,4037,22952,6325,116,5712,2,542,2059,312,1267,0,6,114,64,42,6011,275,1663,16340,69,4200,2041,65,5,30,21,3366,8631,745,247,6,3268,1487,2011,
