ID,sig_0,sig_1,sig_2,sig_3,sig_4,sig_5,sig_6,sig_7,sig_8,sig_9,sig_10,sig_11,sig_12,sig_13,sig_14,sig_15,sig_16,sig_17,sig_18,sig_19,sig_20,sig_21,sig_22,sig_23,sig_24,sig_25,sig_26,sig_27,sig_28,sig_29,sig_30,sig_31,sig_32,sig_33,sig_34,sig_35,sig_36,sig_37,sig_38,sig_39,sig_40,sig_41,sig_42,sig_43,sig_44,sig_45,sig_46,sig_47,sig_48,sig_49,sig_50,sig_51,sig_52,sig_53,sig_54,sig_55,sig_56,sig_57,sig_58,sig_59,sig_60,sig_61,sig_62,sig_63,sig_64,sig_65,sig_66,sig_67,sig_68,sig_69,sig_70,sig_71,sig_72
USA,76,70,2385,465,29,2512,152,46153,15,20,2446,15674,131,6683,1790,1,1343,155,8,43,3740,51494,300,634042,15,1038,61405,2,791,505,1760,50,7000,296860,3,0,23,8,773,1,608,39072,176546,484,4039,7,70,3806,5672,0,6,7,16,161,22,62735,4,14340,43044,96,2984,8026,4,15,42,57,1937,36050,86,291,260,16896,4446
CAN,23,379,82,171,230,999,5713,156,42,242,4711,344,1272,566,705,192,1050,1107,116,3699,7659,1772,69399,171,179,7947,6324,51,557,1525,453,6897,65493,415,34,37,68,450,194,272,33570,13719,843,2162,31,64,440,1512,2409,13,6,34,135,196,9244,763,94,18184,695,1097,4188,234,8,25,108,729,10896,1687,316,27,3153,2119,1870,
JPN,61,127,1411,419,45,2762,683,19841,33,42,4212,9229,290,5268,1652,4,1446,280,9,210,8423,38651,3523,195086,22,2093,58470,11,1088,769,2217,240,28472,121402,5,0,32,40,1257,2,3413,61748,86504,959,2499,23,88,4522,5533,3,15,22,17,328,313,41126,19,22556,23481,179,5333,6209,12,23,81,124,5037,26613,190,230,605,14549,4156,
FRA,62,95,1434,457,1,1940,611,20090,6,1,3649,9892,97,5986,1852,0,10,199,0,10,7771,26630,3573,195980,0,1526,47533,0,11,50,2091,23,27476,129898,0,0,0,16,230,0,1724,55443,93339,49,4147,0,0,1094,6771,0,1,0,0,75,142,48255,0,23292,24381,1,1931,7609,0,0,37,0,2543,32205,15,321,74,17079,4631,
DEU,63,81,1482,471,0,1585,371,21270,7,0,3277,10014,73,6564,1863,0,0,259,0,0,3461,23280,1599,212325,0,1544,35490,0,0,0,2373,0,18555,137348,0,0,0,20,250,0,900,55700,94251,0,4281,0,0,793,5945,0,1,0,0,111,33,57953,0,20887,22331,0,1747,8793,0,2,37,0,1678,35939,22,320,63,17493,4631,
NLD,46,175,643,392,12,1848,1456,5459,34,3,5251,3852,354,4211,1658,0,204,714,0,90,6297,17345,11284,30971,0,3632,22428,0,10,203,3296,87,50234,30019,8,0,8,127,759,0,7236,60464,24291,100,2251,0,29,1395,7543,1,20,1,10,342,812,26524,0,30553,6475,22,5409,4193,0,44,82,1,6562,20201,165,237,612,13737,4286,
BEL,35,256,296,299,130,1333,2672,1664,30,136,5993,1199,659,2378,1304,81,1380,1004,55,1184,3093,9184,24348,6107,82,6882,8821,29,541,1727,1375,2487,67992,6043,13,8,47,130,439,112,15075,47475,5550,2694,240,38,181,821,5383,3,7,37,92,195,2276,11184,45,30464,1325,610,5952,922,4,17,120,367,10650,8403,181,110,1315,8952,3524,
ITA,50,151,814,411,11,1984,1170,8090,30,12,4783,4990,286,4822,1698,5,247,462,1,48,7949,21378,8441,54578,3,2699,28154,0,113,191,3143,202,42833,45933,0,0,7,94,833,4,5280,60647,35811,362,2441,0,9,1739,7614,5,19,6,5,244,582,34241,0,28452,9150,53,5034,5108,0,21,94,27,5076,23612,170,230,506,14870,4326,
GBR,68,75,1807,471,1,1837,279,29343,11,1,2974,12299,96,6635,1839,0,13,207,0,7,3799,29393,1012,334229,0,1400,46012,0,9,53,1900,15,14114,192383,0,0,0,14,433,0,716,51000,125917,57,4330,0,0,2056,5486,0,5,0,0,167,25,59696,0,18642,30471,1,2013,9033,0,13,23,0,1638,36036,62,330,164,17406,4554,
MEX,9,372,0,36,508,0,8103,0,0,1106,1186,0,895,0,84,563,0,0,1985,8804,0,0,120253,0,3628,3273,0,299,0,310,0,33171,17357,0,0,202,0,0,0,7826,24763,0,0,698,0,538,715,0,0,0,0,0,12,0,11352,0,1653,2428,0,2300,0,0,0,0,0,2925,1723,0,0,0,1514,0,126,
SAU,28,366,205,173,272,2444,5274,832,94,279,4652,1017,1299,800,627,437,2452,805,198,4117,25153,9121,59798,2170,345,4994,21004,113,1722,1617,940,7093,66435,3354,27,125,214,1178,790,580,30608,20674,3541,2642,171,75,618,5801,2060,43,64,83,44,370,9469,1871,160,15257,2491,1386,6806,285,0,212,43,850,9382,2908,625,11,3441,2208,1465,
CHE,29,315,170,236,192,1357,4225,584,41,202,5511,791,935,1256,1023,160,1417,1129,198,1873,9862,4555,45888,1282,192,6000,10998,42,592,1803,1387,5490,73824,2030,39,47,63,651,260,343,22687,27247,2644,2894,287,34,351,1381,4822,19,9,44,100,347,5619,3352,66,24659,1410,1006,5306,667,2,34,124,558,11632,4506,281,31,2110,4743,2799,
AUT,19,379,37,134,422,620,6509,21,32,499,3690,125,1224,316,507,547,1067,772,938,6014,8225,177,84394,6,1462,4007,1995,131,655,2138,595,14559,55797,36,29,123,128,360,72,1844,31060,6512,91,2970,51,133,931,580,2633,20,5,56,62,122,10840,149,277,12971,126,2035,2942,156,9,17,63,1624,7973,852,238,39,2940,1173,1197,
KOR,13,363,11,67,716,112,6875,8,35,962,2330,8,922,81,189,833,542,164,4591,7663,271,87,95312,2,3584,4235,82,738,113,1181,10,24922,38651,5,5,162,485,238,28,6248,25774,2590,5,2556,0,707,1068,24,213,26,12,130,52,25,8757,57,1534,5748,0,3519,614,2,40,18,23,2573,3987,56,237,0,1675,259,329,
SUN,24,371,108,168,373,1324,5592,259,89,280,4401,468,1315,663,634,433,1929,1377,737,4862,12599,2755,67900,376,764,4074,8223,63,789,1892,921,7940,63615,791,39,139,275,1294,398,747,32266,15500,1190,2215,148,23,1182,2149,2585,47,43,133,31,397,9374,1163,59,15195,816,1571,5477,337,2,149,43,864,9332,2152,693,0,3479,2133,1520,
CSK,15,281,32,73,1306,502,4170,32,36,1061,2006,95,677,130,198,1290,2901,159,19148,5858,5808,374,48113,20,12865,1007,2101,1246,1555,3003,74,16428,29828,38,33,133,997,109,85,8802,12965,2957,144,3899,0,1186,2952,586,857,1,13,306,53,43,4834,84,2002,4774,172,4004,1287,15,43,37,26,2502,3138,230,201,10,1117,317,335,
