"","sig_1","sig_2","sig_3","sig_4","sig_5","sig_6","sig_7","sig_8","sig_9","sig_10","sig_11","sig_12","sig_13","sig_14","sig_15","sig_16","sig_17","sig_18","sig_19","sig_20","sig_21","sig_22","sig_23","sig_24","sig_25","sig_26","sig_27","sig_28","sig_29","Transcription","Translation","Folding.sorting.and.degradation","Replication.and.repair"
"sig_21",-0.104717501165527,-0.122806345434993,0.976476990592514,0.723986562846155,0.983952986994423,0.617232924774172,0.852841716357159,0.00693942157613158,0.940827687094166,0.83340931133208,0.546498815055611,0.933789828077203,0.986526017772735,0.595980346733867,0.96952013902851,0.566985954998952,0.76140309095115,0.105620805233025,0.836844990087917,0.423961583662554,1,0.701472302575719,0.13548253672726,0.998857988235115,0.961687101798847,0.946350259018397,0.824605931312833,0.408039936458791,-0.0364396718004851,0.851497980717377,-0.305080236530383,-0.183336478400011,-0.107862152028315
"sig_22",-0.0995156563611817,-0.119215150518318,0.801795475806444,0.983971333932993,0.780452047039947,0.532305598324669,0.749875643543969,-0.00417325309509143,0.901487021835971,0.97848983593748,0.98020868592016,0.808480524465582,0.808621031874507,0.952364568419674,0.85471051007327,0.984792798182193,0.860069022358578,0.0679989630110681,0.634448862175906,0.942872593088587,0.701472302575719,1,0.113555622963807,0.734722302798804,0.479211456513067,0.85972731720201,0.647485522352331,0.356429709312838,-0.0301259612918432,0.242677078753542,-0.283434404420298,-0.0546897189536455,-0.100209194693582
"sig_23",-0.155901423630838,-0.117511845679927,0.164360974432919,0.278475224947603,0.255817294801265,0.852975329962186,0.41271822921455,0.312245725096647,0.136271158416251,0.127272367216935,0.0958012089914427,0.188835528000369,0.137908068464243,0.373049298886005,0.137719314763036,0.0982200420051745,0.550712271305421,0.957029943417118,0.222966190084588,0.0809721581000321,0.13548253672726,0.113555622963807,1,0.136569250257621,0.12316843796258,0.169085786191433,0.642761583349222,0.533020574110302,0.35585701513843,0.259297160481898,0.117271652280031,-0.310146757508455,-0.129448688568148
"sig_24",-0.106344873007502,-0.124883041450466,0.983193492005633,0.755077579732716,0.988878567122148,0.623187183556321,0.862032797312129,0.00632540111973758,0.955944450201571,0.858862254148592,0.585886707697503,0.943010610214819,0.993216056170599,0.631118228684668,0.980119055384452,0.60569434621389,0.782385680606607,0.105091849012248,0.83906860250164,0.466748831762726,0.998857988235115,0.734722302798804,0.136569250257621,1,0.94749058311223,0.958401524415044,0.828293019423787,0.412280089292225,-0.0367040552720738,0.826752173067019,-0.309386222048855,-0.17817193726425,-0.109384547808216
"sig_25",-0.0906813979684549,-0.105380446825819,0.894127262721067,0.513103859745935,0.911544162565253,0.555374712572879,0.761839824311154,0.0101513330698552,0.811876628024315,0.649968583671921,0.295971701109387,0.838985711037128,0.903877277536461,0.367619799003142,0.865205209575279,0.319438654026977,0.606843897829008,0.103917201214093,0.786540190280146,0.159426669853384,0.961687101798847,0.479211456513067,0.12316843796258,0.94749058311223,1,0.834741274381253,0.766452811767976,0.365402881616563,-0.0332877435117615,0.955286497976423,-0.266684799492387,-0.20474512188155,-0.094287315080221
"sig_26",-0.129680133926921,-0.13431856623643,0.992947279848167,0.866105591752242,0.964022191825891,0.641536476740446,0.938036659107014,0.125012946748781,0.983497120452404,0.940597887547767,0.747359994851833,0.991436227858892,0.978566783680368,0.765618055417588,0.984848501549446,0.762973570478906,0.839167399400927,0.0822441926139582,0.902573818122702,0.65014759787681,0.946350259018397,0.85972731720201,0.169085786191433,0.958401524415044,0.834741274381253,1,0.798384609992784,0.557829168209515,0.131074596155777,0.666496616602514,-0.293782241772916,-0.183790662265363,-0.126890671863126
"sig_27",-0.150570916375204,-0.157605714985736,0.813991590242531,0.757545326471162,0.893710580015451,0.942012152563492,0.820659493986657,0.0649209993057643,0.808643892487521,0.74077656189033,0.531780738004624,0.776387978861004,0.829345490202502,0.724432201470319,0.823209211496557,0.54734413454082,0.928233035319341,0.640479484543442,0.668982081969301,0.437345111481179,0.824605931312833,0.647485522352331,0.642761583349222,0.828293019423787,0.766452811767976,0.798384609992784,1,0.478079229183156,0.0141134595958033,0.746139491589279,-0.189814128215124,-0.268380914813039,-0.142622931196675
"sig_28",-0.187132808360886,-0.111845625001873,0.533797828467214,0.401955107128472,0.443753154300299,0.603087760621418,0.799214365602773,0.667250416928511,0.417275649604337,0.394501208261868,0.305483573266612,0.645438052047631,0.418657136706071,0.385200169122507,0.419736708584884,0.312490494297018,0.464596660441228,0.277871758103752,0.81043253414303,0.262203223651556,0.408039936458791,0.356429709312838,0.533020574110302,0.412280089292225,0.365402881616563,0.557829168209515,0.478079229183156,1,0.876263936159718,0.337628956321887,0.0187880355561827,-0.3378191205094,-0.155499084400165
"sig_29",-0.135444169478684,-0.0426337916521556,0.101301532379805,-0.0168467880369083,-0.0265643022219624,0.218021962146601,0.42388750037494,0.736112177402153,-0.0364538787156861,-0.0339087065903179,-0.0252778370085233,0.245999075233973,-0.0369965061603465,-0.00340212044756687,-0.0368981983478148,-0.0259364309560846,0.00624024187366123,0.0761022186823168,0.504119636886983,-0.0212495445496469,-0.0364396718004851,-0.0301259612918432,0.35585701513843,-0.0367040552720738,-0.0332877435117615,0.131074596155777,0.0141134595958033,0.876263936159718,0.999999999999999,-0.0145503597573766,0.16138604272274,-0.261448304480973,-0.101664013829753
"Transcription",-0.0889818424333074,-0.0968678377910242,0.74779886258038,0.312503755660624,0.795630450279222,0.5807364569201,0.649055593244408,0.0301556825867731,0.63248958438771,0.434654460659282,0.0486375441107829,0.683686535581568,0.758618256337997,0.182035773446726,0.703631023660327,0.072915308428605,0.496752742999939,0.258675382919811,0.671289631182463,-0.0896478632206199,0.851497980717377,0.242677078753542,0.259297160481898,0.826752173067019,0.955286497976423,0.666496616602514,0.746139491589279,0.337628956321887,-0.0145503597573766,1,-0.190171836006553,-0.245482852309181,-0.0896478632206199
"Translation",0.230430589162107,-0.316140588309213,-0.29597824723811,-0.263992529734105,-0.296459490145131,-0.0803142903381987,-0.196583395438662,-0.041260699716284,-0.320041264042401,-0.308095049567276,-0.248309160238876,-0.269349568255528,-0.316907512747897,-0.218103761957317,-0.319649832075414,-0.253221605171983,-0.218157760594562,0.0956286434929332,-0.192376967524808,-0.217571317288168,-0.305080236530383,-0.283434404420298,0.117271652280031,-0.309386222048855,-0.266684799492387,-0.293782241772916,-0.189814128215124,0.0187880355561827,0.16138604272274,-0.190171836006553,1,-0.595775801338684,-0.217571317288169
"Folding.sorting.and.degradation",0.00541189603007624,0.357137090562749,-0.194006001696612,-0.102699406725112,-0.195966513624635,-0.31598980981318,-0.285013073514473,-0.241091243835422,-0.137341302953689,-0.0954768247838589,-0.0133378938699721,-0.214116075857119,-0.163898336998641,-0.0971983759886587,-0.152337575653165,-0.0185181608824676,-0.197050849932004,-0.247274858715897,-0.27058190004491,0.016202965738209,-0.183336478400011,-0.0546897189536455,-0.310146757508455,-0.17817193726425,-0.20474512188155,-0.183790662265363,-0.268380914813039,-0.3378191205094,-0.261448304480973,-0.245482852309181,-0.595775801338684,1,0.016202965738209
"Replication.and.repair",-0.125275800072042,0.580310956037096,-0.123623633573553,-0.116628461940721,-0.121847799672651,-0.157338848954867,-0.158946009586299,0.581335220056501,-0.113151674031948,-0.108928049399513,-0.0877905455178231,-0.133950424775159,-0.1120437256365,-0.116091456249412,-0.113013281932833,-0.089527357080026,-0.139377422671801,-0.100914035755265,-0.141636363284222,-0.0769230769230769,-0.107862152028315,-0.100209194693582,-0.129448688568148,-0.109384547808216,-0.094287315080221,-0.126890671863126,-0.142622931196675,-0.155499084400165,-0.101664013829753,-0.0896478632206199,-0.217571317288169,0.016202965738209,1
