"","x"
"1",0.364346353486098
"2",0.222732183779795
"3",0.177725185619804
"4",0.147228316519833
"5",0.135506136504788
"6",0.07263882212047
"7",0.0594040385010535
"8",0.0473100108137332
"9",0.0353817037766459
"10",0.0241701346239287
"11",0.0158033901670125
"12",0.0127684243717899
"13",0.00462442529683922
"14",4.42407935929931e-12
