"","Cell.cycle.progression.meiosis","Nuclear.cytoplasmic.transport","Chrom..seg..kinetoch..spindle.microtub.","RNA.processing","Signaling.stress.response","ER.Golgi.traffic","Chromatin.transcription","DNA.replication...repair.HR.cohesion","Protein.degredation.proteosome","Golgi.endosome.vacuole.sorting","Protein.folding...glycosylation.cell.wall","Metabolism.mitochondria","Ribosome.translation","Cell.polarity.morphogenesis"
"YBL026W",-0.080386969795139,-0.208692559005299,-0.333942358148366,2.43936956676156,-0.197991266809611,-0.148827693907207,-0.472024514325782,-0.327970697910201,-0.197991266809611,-0.364336847464135,-0.182121822085167,-0.21489849723046,-0.234607120495092,-0.304941537075588
"YBL039C",-0.080386969795139,-0.208692559005299,-0.333942358148366,-0.409612713368029,-0.197991266809611,-0.148827693907207,-0.472024514325782,-0.327970697910201,-0.197991266809611,-0.364336847464135,-0.182121822085167,4.64962203098631,-0.234607120495092,-0.304941537075588
"YBL041W",-0.080386969795139,-0.208692559005299,-0.333942358148366,-0.409612713368029,-0.197991266809611,-0.148827693907207,-0.472024514325782,-0.327970697910201,5.04667101357265,-0.364336847464135,-0.182121822085167,-0.21489849723046,-0.234607120495092,-0.304941537075588
"YBL050W",-0.080386969795139,-0.208692559005299,-0.333942358148366,-0.409612713368029,-0.197991266809611,-0.148827693907207,-0.472024514325782,-0.327970697910201,-0.197991266809611,2.74250818741839,-0.182121822085167,-0.21489849723046,-0.234607120495092,-0.304941537075588
"YBL052C",-0.080386969795139,-0.208692559005299,-0.333942358148366,-0.409612713368029,-0.197991266809611,-0.148827693907207,2.11683240345218,-0.327970697910201,-0.197991266809611,-0.364336847464135,-0.182121822085167,-0.21489849723046,-0.234607120495092,-0.304941537075588
"YBL058W",-0.080386969795139,-0.208692559005299,-0.333942358148366,-0.409612713368029,-0.197991266809611,-0.148827693907207,-0.472024514325782,-0.327970697910201,5.04667101357265,-0.364336847464135,-0.182121822085167,-0.21489849723046,-0.234607120495092,-0.304941537075588
"YBL061C",-0.080386969795139,-0.208692559005299,-0.333942358148366,-0.409612713368029,-0.197991266809611,-0.148827693907207,-0.472024514325782,-0.327970697910201,-0.197991266809611,-0.364336847464135,-0.182121822085167,-0.21489849723046,-0.234607120495092,3.27668312008579
"YBL072C",-0.080386969795139,-0.208692559005299,-0.333942358148366,-0.409612713368029,-0.197991266809611,-0.148827693907207,-0.472024514325782,-0.327970697910201,-0.197991266809611,-0.364336847464135,-0.182121822085167,-0.21489849723046,4.25902157206476,-0.304941537075588
"YBL075C",-0.080386969795139,-0.208692559005299,-0.333942358148366,-0.409612713368029,-0.197991266809611,6.71378263625845,-0.472024514325782,-0.327970697910201,-0.197991266809611,-0.364336847464135,-0.182121822085167,-0.21489849723046,-0.234607120495092,-0.304941537075588
"YBL078C",-0.080386969795139,-0.208692559005299,-0.333942358148366,-0.409612713368029,-0.197991266809611,6.71378263625845,-0.472024514325782,-0.327970697910201,-0.197991266809611,-0.364336847464135,-0.182121822085167,-0.21489849723046,-0.234607120495092,-0.304941537075588
"YBL079W",-0.080386969795139,4.78788890179464,-0.333942358148366,-0.409612713368029,-0.197991266809611,-0.148827693907207,-0.472024514325782,-0.327970697910201,-0.197991266809611,-0.364336847464135,-0.182121822085167,-0.21489849723046,-0.234607120495092,-0.304941537075588
"YBL084C",-0.080386969795139,-0.208692559005299,2.99212352900936,-0.409612713368029,-0.197991266809611,-0.148827693907207,-0.472024514325782,-0.327970697910201,-0.197991266809611,-0.364336847464135,-0.182121822085167,-0.21489849723046,-0.234607120495092,-0.304941537075588
"YBL085W",-0.080386969795139,-0.208692559005299,2.99212352900936,-0.409612713368029,-0.197991266809611,-0.148827693907207,-0.472024514325782,-0.327970697910201,-0.197991266809611,-0.364336847464135,-0.182121822085167,-0.21489849723046,-0.234607120495092,-0.304941537075588
"YBL088C",-0.080386969795139,-0.208692559005299,-0.333942358148366,-0.409612713368029,-0.197991266809611,-0.148827693907207,-0.472024514325782,3.04660383843856,-0.197991266809611,-0.364336847464135,-0.182121822085167,-0.21489849723046,-0.234607120495092,-0.304941537075588
"YBL093C",-0.080386969795139,-0.208692559005299,-0.333942358148366,-0.409612713368029,-0.197991266809611,-0.148827693907207,2.11683240345218,-0.327970697910201,-0.197991266809611,-0.364336847464135,-0.182121822085167,-0.21489849723046,-0.234607120495092,-0.304941537075588
"YBL103C",-0.080386969795139,-0.208692559005299,-0.333942358148366,-0.409612713368029,-0.197991266809611,-0.148827693907207,2.11683240345218,-0.327970697910201,-0.197991266809611,-0.364336847464135,-0.182121822085167,-0.21489849723046,-0.234607120495092,-0.304941537075588
"YBL105C",-0.080386969795139,-0.208692559005299,-0.333942358148366,-0.409612713368029,-0.197991266809611,-0.148827693907207,-0.472024514325782,-0.327970697910201,-0.197991266809611,-0.364336847464135,5.48641989031567,-0.21489849723046,-0.234607120495092,-0.304941537075588
"YBR009C",-0.080386969795139,-0.208692559005299,-0.333942358148366,-0.409612713368029,-0.197991266809611,-0.148827693907207,2.11683240345218,-0.327970697910201,-0.197991266809611,-0.364336847464135,-0.182121822085167,-0.21489849723046,-0.234607120495092,-0.304941537075588
"YBR010W",-0.080386969795139,-0.208692559005299,-0.333942358148366,-0.409612713368029,-0.197991266809611,-0.148827693907207,2.11683240345218,-0.327970697910201,-0.197991266809611,-0.364336847464135,-0.182121822085167,-0.21489849723046,-0.234607120495092,-0.304941537075588
"YBR020W",-0.080386969795139,-0.208692559005299,-0.333942358148366,-0.409612713368029,-0.197991266809611,-0.148827693907207,-0.472024514325782,-0.327970697910201,-0.197991266809611,-0.364336847464135,-0.182121822085167,4.64962203098631,-0.234607120495092,-0.304941537075588
"YBR023C",-0.080386969795139,-0.208692559005299,-0.333942358148366,-0.409612713368029,-0.197991266809611,-0.148827693907207,-0.472024514325782,-0.327970697910201,-0.197991266809611,-0.364336847464135,-0.182121822085167,-0.21489849723046,-0.234607120495092,3.27668312008579
"YBR031W",-0.080386969795139,-0.208692559005299,-0.333942358148366,-0.409612713368029,-0.197991266809611,-0.148827693907207,-0.472024514325782,-0.327970697910201,-0.197991266809611,-0.364336847464135,-0.182121822085167,-0.21489849723046,4.25902157206476,-0.304941537075588
"YBR034C",-0.080386969795139,4.78788890179464,-0.333942358148366,-0.409612713368029,-0.197991266809611,-0.148827693907207,-0.472024514325782,-0.327970697910201,-0.197991266809611,-0.364336847464135,-0.182121822085167,-0.21489849723046,-0.234607120495092,-0.304941537075588
"YBR037C",-0.080386969795139,-0.208692559005299,-0.333942358148366,-0.409612713368029,-0.197991266809611,-0.148827693907207,-0.472024514325782,-0.327970697910201,-0.197991266809611,-0.364336847464135,-0.182121822085167,4.64962203098631,-0.234607120495092,-0.304941537075588
"YBR041W",-0.080386969795139,-0.208692559005299,-0.333942358148366,-0.409612713368029,-0.197991266809611,-0.148827693907207,-0.472024514325782,-0.327970697910201,-0.197991266809611,-0.364336847464135,-0.182121822085167,4.64962203098631,-0.234607120495092,-0.304941537075588
"YBR045C",-0.080386969795139,-0.208692559005299,-0.333942358148366,-0.409612713368029,5.04667101357265,-0.148827693907207,-0.472024514325782,-0.327970697910201,-0.197991266809611,-0.364336847464135,-0.182121822085167,-0.21489849723046,-0.234607120495092,-0.304941537075588
"YBR050C",-0.080386969795139,-0.208692559005299,-0.333942358148366,-0.409612713368029,5.04667101357265,-0.148827693907207,-0.472024514325782,-0.327970697910201,-0.197991266809611,-0.364336847464135,-0.182121822085167,-0.21489849723046,-0.234607120495092,-0.304941537075588
"YBR055C",-0.080386969795139,-0.208692559005299,-0.333942358148366,2.43936956676156,-0.197991266809611,-0.148827693907207,-0.472024514325782,-0.327970697910201,-0.197991266809611,-0.364336847464135,-0.182121822085167,-0.21489849723046,-0.234607120495092,-0.304941537075588
"YBR060C",-0.080386969795139,-0.208692559005299,-0.333942358148366,-0.409612713368029,-0.197991266809611,-0.148827693907207,-0.472024514325782,3.04660383843856,-0.197991266809611,-0.364336847464135,-0.182121822085167,-0.21489849723046,-0.234607120495092,-0.304941537075588
"YBR065C",-0.080386969795139,-0.208692559005299,-0.333942358148366,2.43936956676156,-0.197991266809611,-0.148827693907207,-0.472024514325782,-0.327970697910201,-0.197991266809611,-0.364336847464135,-0.182121822085167,-0.21489849723046,-0.234607120495092,-0.304941537075588
"YBR079C",-0.080386969795139,-0.208692559005299,-0.333942358148366,-0.409612713368029,-0.197991266809611,-0.148827693907207,-0.472024514325782,-0.327970697910201,-0.197991266809611,-0.364336847464135,-0.182121822085167,-0.21489849723046,4.25902157206476,-0.304941537075588
"YBR080C",-0.080386969795139,-0.208692559005299,-0.333942358148366,-0.409612713368029,-0.197991266809611,-0.148827693907207,-0.472024514325782,-0.327970697910201,-0.197991266809611,2.74250818741839,-0.182121822085167,-0.21489849723046,-0.234607120495092,-0.304941537075588
"YBR083W",-0.080386969795139,-0.208692559005299,-0.333942358148366,-0.409612713368029,-0.197991266809611,-0.148827693907207,2.11683240345218,-0.327970697910201,-0.197991266809611,-0.364336847464135,-0.182121822085167,-0.21489849723046,-0.234607120495092,-0.304941537075588
"YBR087W",-0.080386969795139,-0.208692559005299,-0.333942358148366,-0.409612713368029,-0.197991266809611,-0.148827693907207,-0.472024514325782,3.04660383843856,-0.197991266809611,-0.364336847464135,-0.182121822085167,-0.21489849723046,-0.234607120495092,-0.304941537075588
"YBR088C",-0.080386969795139,-0.208692559005299,-0.333942358148366,-0.409612713368029,-0.197991266809611,-0.148827693907207,-0.472024514325782,3.04660383843856,-0.197991266809611,-0.364336847464135,-0.182121822085167,-0.21489849723046,-0.234607120495092,-0.304941537075588
"YBR091C",-0.080386969795139,-0.208692559005299,-0.333942358148366,-0.409612713368029,-0.197991266809611,-0.148827693907207,-0.472024514325782,-0.327970697910201,-0.197991266809611,-0.364336847464135,-0.182121822085167,4.64962203098631,-0.234607120495092,-0.304941537075588
"YBR098W",-0.080386969795139,-0.208692559005299,-0.333942358148366,-0.409612713368029,-0.197991266809611,-0.148827693907207,-0.472024514325782,3.04660383843856,-0.197991266809611,-0.364336847464135,-0.182121822085167,-0.21489849723046,-0.234607120495092,-0.304941537075588
"YBR102C",-0.080386969795139,-0.208692559005299,-0.333942358148366,-0.409612713368029,-0.197991266809611,-0.148827693907207,-0.472024514325782,-0.327970697910201,-0.197991266809611,2.74250818741839,-0.182121822085167,-0.21489849723046,-0.234607120495092,-0.304941537075588
"YBR103W",-0.080386969795139,-0.208692559005299,-0.333942358148366,-0.409612713368029,-0.197991266809611,-0.148827693907207,2.11683240345218,-0.327970697910201,-0.197991266809611,-0.364336847464135,-0.182121822085167,-0.21489849723046,-0.234607120495092,-0.304941537075588
"YBR107C",-0.080386969795139,-0.208692559005299,2.99212352900936,-0.409612713368029,-0.197991266809611,-0.148827693907207,-0.472024514325782,-0.327970697910201,-0.197991266809611,-0.364336847464135,-0.182121822085167,-0.21489849723046,-0.234607120495092,-0.304941537075588
"YBR108W",-0.080386969795139,-0.208692559005299,-0.333942358148366,-0.409612713368029,-0.197991266809611,-0.148827693907207,-0.472024514325782,-0.327970697910201,-0.197991266809611,-0.364336847464135,-0.182121822085167,-0.21489849723046,-0.234607120495092,3.27668312008579
"YBR109C",-0.080386969795139,-0.208692559005299,-0.333942358148366,-0.409612713368029,-0.197991266809611,-0.148827693907207,-0.472024514325782,-0.327970697910201,-0.197991266809611,-0.364336847464135,-0.182121822085167,-0.21489849723046,-0.234607120495092,3.27668312008579
"YBR112C",-0.080386969795139,-0.208692559005299,-0.333942358148366,-0.409612713368029,-0.197991266809611,-0.148827693907207,2.11683240345218,-0.327970697910201,-0.197991266809611,-0.364336847464135,-0.182121822085167,-0.21489849723046,-0.234607120495092,-0.304941537075588
"YBR114W",-0.080386969795139,-0.208692559005299,-0.333942358148366,-0.409612713368029,-0.197991266809611,-0.148827693907207,-0.472024514325782,3.04660383843856,-0.197991266809611,-0.364336847464135,-0.182121822085167,-0.21489849723046,-0.234607120495092,-0.304941537075588
"YBR118W",-0.080386969795139,-0.208692559005299,-0.333942358148366,-0.409612713368029,-0.197991266809611,-0.148827693907207,-0.472024514325782,-0.327970697910201,-0.197991266809611,-0.364336847464135,-0.182121822085167,-0.21489849723046,4.25902157206476,-0.304941537075588
"YBR119W",-0.080386969795139,-0.208692559005299,-0.333942358148366,2.43936956676156,-0.197991266809611,-0.148827693907207,-0.472024514325782,-0.327970697910201,-0.197991266809611,-0.364336847464135,-0.182121822085167,-0.21489849723046,-0.234607120495092,-0.304941537075588
"YBR123C",-0.080386969795139,-0.208692559005299,-0.333942358148366,-0.409612713368029,-0.197991266809611,-0.148827693907207,2.11683240345218,-0.327970697910201,-0.197991266809611,-0.364336847464135,-0.182121822085167,-0.21489849723046,-0.234607120495092,-0.304941537075588
"YBR130C",-0.080386969795139,-0.208692559005299,2.99212352900936,-0.409612713368029,-0.197991266809611,-0.148827693907207,-0.472024514325782,-0.327970697910201,-0.197991266809611,-0.364336847464135,-0.182121822085167,-0.21489849723046,-0.234607120495092,-0.304941537075588
"YBR131W",-0.080386969795139,-0.208692559005299,-0.333942358148366,-0.409612713368029,-0.197991266809611,-0.148827693907207,-0.472024514325782,-0.327970697910201,-0.197991266809611,2.74250818741839,-0.182121822085167,-0.21489849723046,-0.234607120495092,-0.304941537075588
"YBR135W",-0.080386969795139,-0.208692559005299,-0.333942358148366,-0.409612713368029,5.04667101357265,-0.148827693907207,-0.472024514325782,-0.327970697910201,-0.197991266809611,-0.364336847464135,-0.182121822085167,-0.21489849723046,-0.234607120495092,-0.304941537075588
"YBR136W",-0.080386969795139,-0.208692559005299,-0.333942358148366,-0.409612713368029,-0.197991266809611,-0.148827693907207,-0.472024514325782,3.04660383843856,-0.197991266809611,-0.364336847464135,-0.182121822085167,-0.21489849723046,-0.234607120495092,-0.304941537075588
"YBR143C",-0.080386969795139,-0.208692559005299,-0.333942358148366,-0.409612713368029,-0.197991266809611,-0.148827693907207,-0.472024514325782,-0.327970697910201,-0.197991266809611,-0.364336847464135,-0.182121822085167,-0.21489849723046,4.25902157206476,-0.304941537075588
"YBR154C",-0.080386969795139,-0.208692559005299,-0.333942358148366,-0.409612713368029,-0.197991266809611,-0.148827693907207,2.11683240345218,-0.327970697910201,-0.197991266809611,-0.364336847464135,-0.182121822085167,-0.21489849723046,-0.234607120495092,-0.304941537075588
"YBR156C",-0.080386969795139,-0.208692559005299,2.99212352900936,-0.409612713368029,-0.197991266809611,-0.148827693907207,-0.472024514325782,-0.327970697910201,-0.197991266809611,-0.364336847464135,-0.182121822085167,-0.21489849723046,-0.234607120495092,-0.304941537075588
"YBR164C",-0.080386969795139,-0.208692559005299,-0.333942358148366,-0.409612713368029,-0.197991266809611,-0.148827693907207,-0.472024514325782,-0.327970697910201,-0.197991266809611,2.74250818741839,-0.182121822085167,-0.21489849723046,-0.234607120495092,-0.304941537075588
"YBR167C",-0.080386969795139,-0.208692559005299,-0.333942358148366,2.43936956676156,-0.197991266809611,-0.148827693907207,-0.472024514325782,-0.327970697910201,-0.197991266809611,-0.364336847464135,-0.182121822085167,-0.21489849723046,-0.234607120495092,-0.304941537075588
"YBR171W",-0.080386969795139,-0.208692559005299,-0.333942358148366,-0.409612713368029,-0.197991266809611,6.71378263625845,-0.472024514325782,-0.327970697910201,-0.197991266809611,-0.364336847464135,-0.182121822085167,-0.21489849723046,-0.234607120495092,-0.304941537075588
"YBR175W",-0.080386969795139,-0.208692559005299,-0.333942358148366,-0.409612713368029,-0.197991266809611,-0.148827693907207,2.11683240345218,-0.327970697910201,-0.197991266809611,-0.364336847464135,-0.182121822085167,-0.21489849723046,-0.234607120495092,-0.304941537075588
"YBR188C",-0.080386969795139,-0.208692559005299,-0.333942358148366,2.43936956676156,-0.197991266809611,-0.148827693907207,-0.472024514325782,-0.327970697910201,-0.197991266809611,-0.364336847464135,-0.182121822085167,-0.21489849723046,-0.234607120495092,-0.304941537075588
"YBR193C",-0.080386969795139,-0.208692559005299,-0.333942358148366,-0.409612713368029,-0.197991266809611,-0.148827693907207,2.11683240345218,-0.327970697910201,-0.197991266809611,-0.364336847464135,-0.182121822085167,-0.21489849723046,-0.234607120495092,-0.304941537075588
"YBR195C",-0.080386969795139,-0.208692559005299,-0.333942358148366,-0.409612713368029,-0.197991266809611,-0.148827693907207,2.11683240345218,-0.327970697910201,-0.197991266809611,-0.364336847464135,-0.182121822085167,-0.21489849723046,-0.234607120495092,-0.304941537075588
"YBR198C",-0.080386969795139,-0.208692559005299,-0.333942358148366,-0.409612713368029,-0.197991266809611,-0.148827693907207,2.11683240345218,-0.327970697910201,-0.197991266809611,-0.364336847464135,-0.182121822085167,-0.21489849723046,-0.234607120495092,-0.304941537075588
"YBR200W",-0.080386969795139,-0.208692559005299,-0.333942358148366,-0.409612713368029,-0.197991266809611,-0.148827693907207,-0.472024514325782,-0.327970697910201,-0.197991266809611,-0.364336847464135,-0.182121822085167,-0.21489849723046,-0.234607120495092,3.27668312008579
"YBR202W",-0.080386969795139,-0.208692559005299,-0.333942358148366,-0.409612713368029,-0.197991266809611,-0.148827693907207,-0.472024514325782,3.04660383843856,-0.197991266809611,-0.364336847464135,-0.182121822085167,-0.21489849723046,-0.234607120495092,-0.304941537075588
"YBR211C",-0.080386969795139,-0.208692559005299,2.99212352900936,-0.409612713368029,-0.197991266809611,-0.148827693907207,-0.472024514325782,-0.327970697910201,-0.197991266809611,-0.364336847464135,-0.182121822085167,-0.21489849723046,-0.234607120495092,-0.304941537075588
"YBR216C",-0.080386969795139,-0.208692559005299,-0.333942358148366,-0.409612713368029,-0.197991266809611,-0.148827693907207,2.11683240345218,-0.327970697910201,-0.197991266809611,-0.364336847464135,-0.182121822085167,-0.21489849723046,-0.234607120495092,-0.304941537075588
"YBR228W",-0.080386969795139,-0.208692559005299,-0.333942358148366,-0.409612713368029,-0.197991266809611,-0.148827693907207,-0.472024514325782,3.04660383843856,-0.197991266809611,-0.364336847464135,-0.182121822085167,-0.21489849723046,-0.234607120495092,-0.304941537075588
"YBR231C",-0.080386969795139,-0.208692559005299,-0.333942358148366,-0.409612713368029,-0.197991266809611,-0.148827693907207,2.11683240345218,-0.327970697910201,-0.197991266809611,-0.364336847464135,-0.182121822085167,-0.21489849723046,-0.234607120495092,-0.304941537075588
"YBR234C",-0.080386969795139,-0.208692559005299,-0.333942358148366,-0.409612713368029,-0.197991266809611,-0.148827693907207,-0.472024514325782,-0.327970697910201,-0.197991266809611,-0.364336847464135,-0.182121822085167,-0.21489849723046,-0.234607120495092,3.27668312008579
"YBR236C",-0.080386969795139,-0.208692559005299,-0.333942358148366,2.43936956676156,-0.197991266809611,-0.148827693907207,-0.472024514325782,-0.327970697910201,-0.197991266809611,-0.364336847464135,-0.182121822085167,-0.21489849723046,-0.234607120495092,-0.304941537075588
"YBR247C",-0.080386969795139,-0.208692559005299,-0.333942358148366,-0.409612713368029,-0.197991266809611,-0.148827693907207,-0.472024514325782,-0.327970697910201,-0.197991266809611,-0.364336847464135,-0.182121822085167,-0.21489849723046,4.25902157206476,-0.304941537075588
"YBR253W",-0.080386969795139,-0.208692559005299,-0.333942358148366,-0.409612713368029,-0.197991266809611,-0.148827693907207,2.11683240345218,-0.327970697910201,-0.197991266809611,-0.364336847464135,-0.182121822085167,-0.21489849723046,-0.234607120495092,-0.304941537075588
"YBR254C",-0.080386969795139,-0.208692559005299,-0.333942358148366,-0.409612713368029,-0.197991266809611,-0.148827693907207,-0.472024514325782,-0.327970697910201,-0.197991266809611,2.74250818741839,-0.182121822085167,-0.21489849723046,-0.234607120495092,-0.304941537075588
