"","sig_1","sig_2","sig_3","sig_4","sig_5","sig_6","sig_7","sig_8","sig_9","sig_10","sig_11","sig_12","sig_13","sig_14","sig_15","sig_16","sig_17","sig_18","sig_19","sig_20","sig_21","sig_22","sig_23","sig_24","sig_25","sig_26","sig_27","sig_28","sig_29","Cell.cycle.progression.meiosis","Nuclear.cytoplasmic.transport","Chrom..seg..kinetoch..spindle.microtub.","RNA.processing","Signaling.stress.response","ER.Golgi.traffic","Chromatin.transcription","DNA.replication...repair.HR.cohesion","Protein.degredation.proteosome","Golgi.endosome.vacuole.sorting","Protein.folding...glycosylation.cell.wall","Metabolism.mitochondria","Ribosome.translation","Cell.polarity.morphogenesis"
"sig_1",0.999999999999997,0.894524276603986,0.913132773671956,0.940210964690397,0.697065277939669,0.95177875140811,0.944463606738815,0.845688044649869,0.791869161983669,0.83426843801111,0.743740047902702,0.828320338460399,0.86507014845707,0.90626981811698,0.772395374463509,0.716481404098817,0.914450743003448,0.863532031813272,0.895901213095237,0.56420502402463,0.793418768230232,0.935035893914109,0.893010509280391,0.906883932402666,0.657070339392557,0.913442805763185,0.795099082141059,0.884241481119842,0.811048495992122,-0.0150915355914442,-0.000973477251493553,-0.0226138764777892,0.000828793279635235,-0.0326559439217711,-0.017912581085405,0.223393531305107,-0.0538039571666848,-0.0140743898899876,-0.0531007787070594,-0.0274963939335291,-0.0382020340073803,-0.0329806987496351,-0.0493624014513338
"sig_2",0.894524276603986,1.00000000000001,0.717933831080555,0.75972571826963,0.49541641638108,0.874664001330795,0.95511586029096,0.978973579914463,0.563930757465827,0.597878184294978,0.53120951648593,0.657606160269566,0.718639450673809,0.763020687201758,0.660173363328172,0.477924171697953,0.817778071439973,0.766838789702373,0.763423029335273,0.367801614692428,0.58668532851219,0.876181221161408,0.844915309817681,0.825891410030058,0.470144506933218,0.899786286810253,0.707119862440056,0.953432845500452,0.950939281110894,-0.0150998111988236,-0.0201954607807686,-0.0123543337625493,-0.0152262087948958,-0.0363390180700648,-0.0225440881078301,0.260845772187074,-0.0585533244610311,-0.0235669481626898,-0.0619515852340287,-0.0286878590274294,-0.0398022164036247,-0.0308324186590656,-0.0513820868921191
"sig_3",0.913132773671956,0.717933831080555,1.00000000000004,0.895652791206671,0.775805680666483,0.897362634255349,0.819556104378241,0.675258813901506,0.947225609488398,0.969885341926083,0.688493614973006,0.883700450525251,0.939904583388525,0.891487589490334,0.804180973399678,0.887629360122291,0.884196820136943,0.860666991545023,0.932543058176224,0.668579990674671,0.929118925445554,0.875102818894926,0.839343715831051,0.882066350465008,0.752298016943577,0.824411692403265,0.779869864258305,0.736434644415952,0.64520267522406,-0.00892030072903721,0.000717271789074846,-0.0320828715298307,-0.0231236894280281,-0.0213394725292151,-0.0107351235065084,0.177407403020839,-0.0351758639583137,-0.00916972376905526,-0.0324192067255426,-0.0173839836001856,-0.0231777424588411,-0.0236392893119729,-0.0317453502276462
"sig_4",0.940210964690397,0.75972571826963,0.895652791206671,1.00000000000003,0.641554380044024,0.919003307680377,0.850557443234811,0.727420432879929,0.776626472339873,0.867246606190681,0.909751357514998,0.872018815094095,0.870651597868899,0.961150600633414,0.720527828112825,0.707563012646355,0.917523710729714,0.865196184660801,0.896921299911545,0.521239429415305,0.766329414743509,0.894389304439484,0.874487056861336,0.87913246027083,0.609652407656358,0.853985864787511,0.736336367015492,0.786868665374637,0.704533421121407,-0.0101577631536248,0.00826197840401327,-0.0214786340451292,0.0113973566979363,-0.0201609521715185,-0.0172682805072005,0.163649200205613,-0.0402832266425018,-0.0178106041080879,-0.042974831558604,-0.021742909271151,-0.0268640841505878,-0.0284368798604979,-0.0371951010283156
"sig_5",0.697065277939669,0.49541641638108,0.775805680666483,0.641554380044024,0.999999999999976,0.564172709842224,0.539095225875667,0.399646029661263,0.791257281917537,0.774069462740412,0.501223601318846,0.565728308564438,0.632574228507235,0.556152369965285,0.62408339183101,0.879220876253905,0.526337670860583,0.507125395734941,0.606166500016759,0.929464048272018,0.857052364624537,0.548130170835624,0.454842377556332,0.547031954339342,0.958506581205727,0.473681196039305,0.795839853969973,0.429792070464962,0.349801529157335,-0.0114796327139352,-0.00101410950256854,-0.0463197083304576,0.00950879781602104,-0.0282740726430322,-0.00430782262868929,0.174443081988226,-0.0329479893526172,0.0105769892203785,-0.0430788406258161,-0.023675006225585,-0.0306885036874654,-0.0298043638661807,-0.0391251144091425
"sig_6",0.95177875140811,0.874664001330795,0.897362634255349,0.919003307680377,0.564172709842224,0.999999999999987,0.968357971018093,0.869253424055427,0.744002394248646,0.806582214582844,0.705335740930416,0.882769331977618,0.922199340357197,0.962203853802107,0.780744850017681,0.63372631514706,0.987535747443797,0.957306530178222,0.963027933206211,0.454910331921379,0.757056043350823,0.985877236807889,0.98465637188785,0.985535249397095,0.548229527449692,0.984581606058784,0.774119994091436,0.931508064445846,0.851129457487033,-0.00861949227630042,-0.0131604876081357,-0.0241112030800552,-0.0220744869466288,-0.0212296122044347,-0.0137399249560902,0.185600665261274,-0.034602487515675,-0.0167286368404831,-0.036607481339288,-0.0185803326901458,-0.0228798377673676,-0.0230772773250953,-0.0321584491769483
"sig_7",0.944463606738815,0.95511586029096,0.819556104378241,0.850557443234811,0.539095225875667,0.968357971018093,1.00000000000001,0.94701356843651,0.655490116251077,0.701919804884752,0.610900418474044,0.784820798835092,0.837595736354912,0.881989130330452,0.750807569816968,0.554343837661089,0.931977419474556,0.890960274679754,0.890407137569233,0.42428539502047,0.685681301389286,0.967316128604654,0.948120089308463,0.94139783145094,0.522627299659095,0.982083094412182,0.775386528604774,0.981208576690379,0.924521493274318,-0.0103686872543039,-0.0212552345511251,-0.0159974403203823,-0.0204514985248653,-0.0253663757997373,-0.0168033277836678,0.21249496735021,-0.0416044700075617,-0.0213084038822379,-0.0456734342184468,-0.0221936738489558,-0.0277186130399123,-0.0276653119888252,-0.0389034408481273
"sig_8",0.845688044649869,0.978973579914463,0.675258813901506,0.727420432879929,0.399646029661263,0.869253424055427,0.94701356843651,1.00000000000002,0.511307734524346,0.553751942793389,0.503393373094624,0.643173749651888,0.699545654061184,0.756429469224971,0.655978822456612,0.414023802409657,0.819876882303663,0.768694294426586,0.752626077916599,0.279676918856453,0.538115505903146,0.865882596165785,0.863760303095878,0.826416393857391,0.380698068407173,0.914214148838709,0.644781744091152,0.977277015619724,0.993243075811837,-0.0100289527493794,-0.0232086930310414,-0.0190362387258869,-0.035323844023215,-0.0247010810916692,-0.0179891299512598,0.226314873231514,-0.040835852099589,-0.022490981159081,-0.0449304062032733,-0.0218339941165958,-0.0268104007419275,-0.026942777131539,-0.0369228383024193
"sig_9",0.791869161983669,0.563930757465827,0.947225609488398,0.776626472339873,0.791257281917537,0.744002394248646,0.655490116251077,0.511307734524346,0.999999999999981,0.956888704417943,0.579839273881697,0.795839240488295,0.833186723358207,0.745741648844753,0.749208788625898,0.925639737600096,0.72920006836208,0.703598294876992,0.794635189177955,0.693081576679669,0.930133164735436,0.722481201734291,0.666730193943983,0.717961845700183,0.763288026973115,0.655749558787079,0.670125737008902,0.560976852064099,0.479495642249146,-0.00712063273526854,-0.00240322509556684,-0.0295192514744454,-0.0217158998684632,-0.0175379554588835,-0.0124257404453991,0.154414586943889,-0.0280583778297403,-0.00499767266473829,-0.0293012972132892,-0.0146726086820671,-0.0186777009943056,-0.0201201660770444,-0.0262869156308867
"sig_10",0.83426843801111,0.597878184294978,0.969885341926083,0.867246606190681,0.774069462740412,0.806582214582844,0.701919804884752,0.553751942793389,0.956888704417943,0.99999999999997,0.707408517084266,0.87925289019239,0.883854906389927,0.84437109619941,0.747247454827283,0.920887218390259,0.813327414027635,0.772852185268632,0.866898422166305,0.669614679647127,0.919763423608235,0.783767825133953,0.749491706298611,0.783798117765133,0.749562729014725,0.711560184523677,0.69266796716301,0.612923498546585,0.527659862738367,-0.00715560673140972,0.00679234776911967,-0.027702470805899,-0.0179988773902865,-0.016730804320776,-0.0119676371388487,0.15103253289195,-0.0289478207018492,-0.0152845231843231,-0.0299870048348187,-0.0143264842177107,-0.0189712665256709,-0.0205918674769581,-0.0264760865786497
