"","x"
"1",0.0736633579699636
"2",0.0561999446590731
"3",0.0267782190902966
"4",0.0137648461106494
"5",0.00705645798660843
"6",0.00530348776189844
"7",0.00385488882642807
"8",0.00331723495008198
"9",0.0011957833934045
"10",0.00103141373992602
"11",0.000509267742610454
"12",0.000398358495029634
"13",7.99536405117896e-05
"14",5.40504474864827e-15
