"","sig_1","sig_2","sig_3","sig_4","sig_5","sig_6","sig_7","sig_8","sig_9","sig_10","sig_11","sig_12","sig_13","sig_14","sig_15","sig_16","sig_17","sig_18","sig_19","sig_20","sig_21","sig_22","sig_23","sig_24","sig_25","sig_26","sig_27","sig_28","sig_29","protein.metabolism","death","other.metabolic.processes","signal.transduction","stress.response","other.biological.processes","cell.adhesion","DNA.metabolism","cell.cell.signaling","developmental.processes","cell.organization.and.biogenesis","cell.cycle.and.proliferation","RNA.metabolism","transport"
"sig_1",1.00000000000005,0.838716447753378,0.97581127254015,0.952651828886267,0.890815013633469,0.983794537763278,0.948446714408989,0.789539431410322,0.925425656302896,0.968942991985176,0.914583921537935,0.970647581694606,0.991551957168654,0.95035757699117,0.806888714816749,0.988146880844066,0.967992701899881,0.976260904976221,0.960596778268482,0.968072189491008,0.893641912430118,0.97227536529568,0.972689588339652,0.921592516454251,0.83403487910035,0.93815359860018,0.788339722030439,0.868141059546721,0.762253614987371,-0.00964086006784571,0.0117265824024611,-0.0158547586669459,-0.0093532512200393,-0.00439907598437054,0.0294757838060118,0.0172137594574644,-0.00529555334149973,-0.00485926049037245,0.0280561322171766,-0.0131659122349851,-0.00100704554794981,-0.00946176659798217,-0.00866428153068803
"sig_2",0.838716447753378,0.999999999999949,0.815198534250368,0.688432287540079,0.899194672087063,0.850539960810679,0.924008545314925,0.988557931318766,0.695418084257518,0.70994418482896,0.616741125475985,0.745875923726085,0.833897233772835,0.691414328542711,0.74644969202417,0.815409732790202,0.748057118373973,0.845707318373114,0.88189678638517,0.871459295377663,0.893968625688365,0.772236906640529,0.852124393556703,0.8903613434401,0.913116821469329,0.899405831822981,0.918065430367138,0.946229474320194,0.97166444709846,-0.00771480260765018,0.0159033004780687,-0.0189468725696031,-0.0100054388209582,-0.0104347093362036,0.0086057616521727,0.0229716795783311,-0.00790078437877013,-0.00677156323126677,0.0881566110853685,-0.0207637188524368,-0.00799204059152057,-0.0137893313608971,-0.0128598071268477
"sig_3",0.97581127254015,0.815198534250368,0.999999999999929,0.893697605003179,0.932709283035493,0.94153447517171,0.913007680410573,0.764537875638356,0.973168305279313,0.929218385489288,0.847341057631492,0.917673378503564,0.987949963673853,0.889143998439897,0.908520384924866,0.982465654835008,0.911914519472467,0.936520124165589,0.929931771343773,0.960423913180687,0.900709572085903,0.918812666882474,0.928434306274793,0.894864857280429,0.827878660760187,0.905614194403445,0.779834863315351,0.845626889600343,0.741460679699166,-0.0111221700276356,0.0211577662091777,-0.0169356782553031,-0.010031051494871,-0.00149962020026141,0.0251283545282469,0.0377891111023525,-0.00522050415688138,-0.00490361995964604,0.0268897680647218,-0.0148198775197094,-0.00133068590820834,-0.0118918592336623,-0.00884830837488736
"sig_4",0.952651828886267,0.688432287540079,0.893697605003179,1.00000000000006,0.726233712212924,0.950002048741585,0.866991232011301,0.635204609788757,0.869470694681697,0.995572077148198,0.993224703490957,0.993091025321473,0.93574868384073,0.9994601243237,0.643603747075712,0.939849132243644,0.991612734254126,0.939341373000868,0.89516510483224,0.886282057002518,0.765453390594955,0.983528910144241,0.937769533781879,0.83632464280334,0.689907694497706,0.860727998666989,0.632763467979322,0.741529161928228,0.603804212292156,-0.00683485438062403,-0.00132574806559253,-0.00859418005751876,-0.00558607392806223,-0.00452410280844634,0.0361303249190844,0.00134160813834128,-0.00261513880750048,-0.00249895880878927,0.00807625080339125,-0.0090508007375753,-0.00287328251280912,-0.00794623271647584,-0.00618438998704969
"sig_5",0.890815013633469,0.899194672087063,0.932709283035493,0.726233712212924,0.999999999999987,0.876926086461274,0.920717095447108,0.879367698816248,0.85246192890967,0.772465577772809,0.647914481664116,0.784833379836983,0.91094554337333,0.725599604515044,0.931168991371444,0.910662760854379,0.782238689141223,0.880866814944254,0.914023229287375,0.949542895035243,0.962609796141057,0.806286928910486,0.874822390167117,0.918497524773875,0.935365725992334,0.915728502315547,0.911349942415162,0.927081732072404,0.869878970910595,-0.00621519974167339,0.0203275596535898,-0.0188927439005342,-0.0101861413867114,-0.00164993948692076,0.0138286376059256,0.0479772299228469,-0.00571129820280332,-0.00524860066347379,0.0490793986679896,-0.0168399766662792,-0.00658919511174138,-0.0122294625859535,-0.0121185523810126
"sig_6",0.983794537763278,0.850539960810679,0.94153447517171,0.950002048741585,0.876926086461274,1.00000000000002,0.977825858987307,0.821265583816968,0.867010394773727,0.958547991976883,0.908592124014138,0.97848072181032,0.977824634825126,0.953338978510254,0.762154103130356,0.981406289923837,0.979632766541476,0.997696623718005,0.98867477376311,0.97827287351925,0.921648238496198,0.987937436474953,0.998164579545244,0.962545223174587,0.879338683634056,0.975064442125825,0.840752003889647,0.911395474028741,0.80068101674491,-0.00652608316745502,0.00459542590110082,-0.0113949331310358,-0.00718979894260545,-0.00563310023345298,0.0279984012140753,0.00240602134782319,-0.00355436968877753,-0.00339046893667512,0.0312786257993094,-0.012148983181359,-0.00424840495615714,-0.00988862941355634,-0.00868697218036367
"sig_7",0.948446714408989,0.924008545314925,0.913007680410573,0.866991232011301,0.920717095447108,0.977825858987307,1.00000000000004,0.912973533072467,0.807593306843759,0.881077953011335,0.807087905238774,0.915927790274434,0.947487987922597,0.872787415264058,0.780975262308244,0.949188303567563,0.919086998690746,0.979560404890576,0.993917922194722,0.980101299024028,0.966299121187218,0.937535390371847,0.982384501306772,0.990075759489354,0.952997351066117,0.99633629539307,0.931445484881871,0.976350952241425,0.89900909688773,-0.00424516314503973,0.00710769191224451,-0.012744202573255,-0.0074809988335445,-0.00722857346466543,0.0206108739111396,0.0029075401104978,-0.00406604633937329,-0.00389059808558094,0.049813790814203,-0.0140368859736713,-0.00612287630621861,-0.0126916829792535,-0.00979538719926852
"sig_8",0.789539431410322,0.988557931318766,0.764537875638356,0.635204609788757,0.879367698816248,0.821265583816968,0.912973533072467,1.00000000000003,0.629453141638118,0.655703862591532,0.557661609614011,0.70341692795664,0.788822090773255,0.641691992259794,0.712622003432993,0.77674352464839,0.707762108613555,0.820212505747418,0.868132767360329,0.849573694969369,0.89534486890585,0.736404785263176,0.830824312053786,0.890990305776714,0.930779131564046,0.895117798363894,0.945043767977946,0.958366736337819,0.995164108108785,-0.00472389439760738,0.0129926440653734,-0.0171943560705331,-0.00944131008536244,-0.0113418894722705,0.00480720505167971,0.0153533589745269,-0.00623837535238422,-0.00574804561738554,0.0941314381074771,-0.019309938182592,-0.00936427079724299,-0.0165780485704189,-0.0119603040564661
"sig_9",0.925425656302896,0.695418084257518,0.973168305279313,0.869470694681697,0.85246192890967,0.867010394773727,0.807593306843759,0.629453141638118,1.00000000000007,0.910107184149245,0.839681841481777,0.874926331985188,0.946193231797512,0.86087641006594,0.896815102541335,0.936145788393319,0.865532895368251,0.857116446268725,0.835865300424461,0.880091833909724,0.791491526489196,0.86390028263261,0.846246306249144,0.782902513177553,0.692527218821781,0.798238583372449,0.63386312480646,0.714031544730421,0.601578913647759,-0.0118995068092648,0.0292367609611739,-0.0153770402381997,-0.00953651008269526,-0.00113962673388778,0.0252858789229458,0.0433600805582274,-0.00461740548123474,-0.00441287566588776,0.0131295959871805,-0.0144611417033421,-0.00208544183830301,-0.0112852986230949,-0.00760102879496686
"sig_10",0.968942991985176,0.70994418482896,0.929218385489288,0.995572077148198,0.772465577772809,0.958547991976883,0.881077953011335,0.655703862591532,0.910107184149245,1.00000000000002,0.982520358675396,0.993209690188679,0.959516058951901,0.994052987015297,0.708529015649069,0.962593162172056,0.990478203933053,0.948908290476067,0.909933969766309,0.910544840471741,0.797063159298999,0.984415719269712,0.945556554258898,0.85344863139496,0.716935178972752,0.875442793034224,0.659131951839952,0.76227281649781,0.625668713152818,-0.00798274393429487,0.00301104194440344,-0.00989826477715631,-0.00632988999600318,-0.00415107307907053,0.0346904247005799,0.0109959615841203,-0.00297304177121767,-0.00284305576182925,0.0102968229007182,-0.0102333716396084,-0.00248596983288676,-0.00932749617358917,-0.00632582326098067
