"","sig_1","sig_2","sig_3","sig_4","sig_5","sig_6","sig_7","sig_8","sig_9","sig_10","sig_11","sig_12","sig_13","sig_14","sig_15","sig_16","sig_17","sig_18","sig_19","sig_20","sig_21","sig_22","sig_23","sig_24","sig_25","sig_26","sig_27","sig_28","sig_29"
"AUS_1980",-0.430065106700394,-0.586776601398317,-0.401064623310313,-0.482502615783748,-0.288088151858984,-0.487724423192015,-0.547948799784064,-0.655097938176898,-0.37783362046435,-0.388116589498014,-0.444429336112242,-0.408316404127698,-0.398516617234144,-0.479920892093219,-0.344623084523259,-0.365146482160483,-0.492188159435651,-0.492306384716534,-0.406715431637837,-0.261260093968006,-0.377095365835257,-0.555039257647665,-0.494182281698006,-0.487428001842963,-0.345562609435351,-0.54374147742005,-0.419536196193853,-0.57717423777029,-0.640573346513142
"AUS_1981",-0.445835447865343,-0.656800594153082,-0.429171931040356,-0.462880909786429,-0.453257391676366,-0.491501509678455,-0.584232944430507,-0.699101717632311,-0.379177253795099,-0.394203866248143,-0.433095021323917,-0.41621924374417,-0.402519956194367,-0.460728643179639,-0.375249529566421,-0.408133638678005,-0.49317104370979,-0.454828494041871,-0.427229234816717,-0.373845811323218,-0.426087858025068,-0.558323946127225,-0.501212570725705,-0.503413471956627,-0.430726928851089,-0.557969603599287,-0.486430625303477,-0.600164602624017,-0.659262805286845
"AUS_1982",-0.408775146127714,-0.571923027177609,-0.366888692320375,-0.477355938800845,-0.39208359915141,-0.467781406543608,-0.541322999457323,-0.653372299766882,-0.338868253872604,-0.378131703893485,-0.446173076848907,-0.394377537402582,-0.361205498124868,-0.472141973928911,-0.273161379422549,-0.378679475878962,-0.487036490136713,-0.446745027425767,-0.389983502788025,-0.380882418657919,-0.407715673453889,-0.552891576718721,-0.487692784133976,-0.473272929070558,-0.408132313495893,-0.53764370905752,-0.446015241049746,-0.576655658111935,-0.642593828542732
"AUS_1983",-0.316518650312765,-0.436118920016853,-0.339739588262948,-0.446636710559141,0.121776258058221,-0.420492283733371,-0.443198051761292,-0.57744420972617,-0.356559426060811,-0.375109962197378,-0.437416465758262,-0.387470331123619,-0.370973645187811,-0.459325887445092,-0.273161379422549,-0.256882532412651,-0.458566738747848,-0.450051900132355,-0.371990949161856,0.224265812126345,-0.275282843003308,-0.52092903112915,-0.458219649364006,-0.417872902875111,-0.124830597888439,-0.503170991914683,-0.150564845815575,-0.517537577059495,-0.613801959621083
"AUS_1984",-0.310210513846785,-0.482801581853363,-0.350279828661714,-0.409162468777376,-0.263618634849002,-0.419132532598252,-0.463075452741517,-0.606780062696445,-0.345586420526354,-0.36551921681408,-0.416264132474364,-0.387657012374402,-0.382343127834844,-0.439049690918452,-0.16086441426429,-0.330915968637271,-0.448534540639391,-0.446745027425767,-0.383794981158642,-0.261260093968006,-0.350302596668955,-0.499452221839715,-0.471559172134512,-0.426414757134321,-0.359466988115472,-0.502195348976678,-0.367971740421851,-0.539663642482631,-0.623399249261632
"AUS_1985",-0.328346406186476,-0.510386791120392,-0.355390248248994,-0.413987478448848,-0.343144565131445,-0.426082371733303,-0.48926313974721,-0.617133893156542,-0.343123092753312,-0.364730936371617,-0.414634113959655,-0.387532558207213,-0.370172977395767,-0.438730882796964,-0.334414269508872,-0.362758306798399,-0.450703664554733,-0.456298215244799,-0.388149866749689,-0.352735989319116,-0.385515950430381,-0.518149679338752,-0.465610466034152,-0.448135472250598,-0.392489887480758,-0.513984367810903,-0.408387124675582,-0.550035235649725,-0.624914610783824
"AUS_1986",-0.378022980856064,-0.516752608643552,-0.361139470284685,-0.462237575163566,-0.343144565131445,-0.453428477895133,-0.510087083631255,-0.607642881901453,-0.354320037176228,-0.369635792458053,-0.440828132416955,-0.383487797773586,-0.382343127834844,-0.469559628144858,-0.395667159595195,-0.356787868393187,-0.477614358129446,-0.473934869679934,-0.376002027995715,-0.352735989319116,-0.393171027335039,-0.536215465976336,-0.471739435955735,-0.470588346303378,-0.382061603470667,-0.521464297002273,-0.409780758615366,-0.554875312461036,-0.613296839113685
"AUS_1987",-0.417448833768436,-0.512508730294779,-0.418312289417385,-0.480572611915159,-0.39208359915141,-0.474429078759743,-0.513873255246536,-0.596426232236348,-0.400675387087097,-0.392320751857816,-0.445983539812313,-0.396617712411976,-0.416131308659125,-0.482280072192231,-0.426293604638357,-0.398182908002653,-0.486934812453181,-0.501492142234834,-0.401443728027622,-0.380882418657919,-0.419198288810876,-0.540510827834223,-0.485078958726242,-0.478031962157832,-0.368157224790547,-0.519919529017099,-0.443227973170178,-0.552455274055381,-0.604204669980533
"AUS_1988",-0.467125408438024,-0.62497150653728,-0.423422709004665,-0.494243472650996,-0.441022633171374,-0.511293442867404,-0.566879657860469,-0.673217141482068,-0.396196609317931,-0.391225917909951,-0.448788687953905,-0.409125356214424,-0.41533064086708,-0.488401188124801,-0.426293604638357,-0.408133638678005,-0.502525390594703,-0.516189354264113,-0.407632249657005,-0.39495563332732,-0.433742934929725,-0.555165591819956,-0.508423123574628,-0.504511710361382,-0.413346455500938,-0.552522263862093,-0.468313384086287,-0.585298652417848,-0.647139913109308
"AUS_1989",-0.465548374321529,-0.599508236444638,-0.417034684520564,-0.500676818879625,-0.379848840646418,-0.50585443832693,-0.564355543450282,-0.653372299766882,-0.38567148156039,-0.392233165141986,-0.451252669429628,-0.408440858294887,-0.407003695829817,-0.490441560102324,-0.41608478962397,-0.393804586505498,-0.504457266581804,-0.508473317948742,-0.40465259109471,-0.373845811323218,-0.402357119620628,-0.561229632089914,-0.496345447552683,-0.500484836210612,-0.373371366795592,-0.553660513956432,-0.454377044688449,-0.577519957542527,-0.637542623468758
