"","x"
"1",0.480627179279578
"2",0.352528060869427
"3",0.270443084759021
"4",0.151403419086887
"5",0.0815863199453
"6",0.0709716081173748
"7",0.0613185769398159
"8",0.0432744905634365
"9",0.0108699833330386
"10",0.00878904002122636
"11",0.00333002191987313
"12",0.00202123923726412
"13",0.00120516810095203
"14",2.09204692548251e-12
