"","EC1","EC2","EC3","EC4","EC5","EC6"
"ec:1.1.1.1",1.71289544432416,-0.769633435105719,-0.499197725886915,-0.276939254580926,-0.222105211871096,-0.242545554921874
"ec:1.1.1.10",1.71289544432416,-0.769633435105719,-0.499197725886915,-0.276939254580926,-0.222105211871096,-0.242545554921874
"ec:1.1.1.102",1.71289544432416,-0.769633435105719,-0.499197725886915,-0.276939254580926,-0.222105211871096,-0.242545554921874
"ec:1.1.1.105",1.71289544432416,-0.769633435105719,-0.499197725886915,-0.276939254580926,-0.222105211871096,-0.242545554921874
"ec:1.1.1.14",1.71289544432416,-0.769633435105719,-0.499197725886915,-0.276939254580926,-0.222105211871096,-0.242545554921874
"ec:1.1.1.145",1.71289544432416,-0.769633435105719,-0.499197725886915,-0.276939254580926,-0.222105211871096,-0.242545554921874
"ec:1.1.1.146",1.71289544432416,-0.769633435105719,-0.499197725886915,-0.276939254580926,-0.222105211871096,-0.242545554921874
"ec:1.1.1.153",1.71289544432416,-0.769633435105719,-0.499197725886915,-0.276939254580926,-0.222105211871096,-0.242545554921874
"ec:1.1.1.170",1.71289544432416,-0.769633435105719,-0.499197725886915,-0.276939254580926,-0.222105211871096,-0.242545554921874
"ec:1.1.1.178",1.71289544432416,-0.769633435105719,-0.499197725886915,-0.276939254580926,-0.222105211871096,-0.242545554921874
"ec:1.1.1.179",1.71289544432416,-0.769633435105719,-0.499197725886915,-0.276939254580926,-0.222105211871096,-0.242545554921874
"ec:1.1.1.181",1.71289544432416,-0.769633435105719,-0.499197725886915,-0.276939254580926,-0.222105211871096,-0.242545554921874
"ec:1.1.1.184",1.71289544432416,-0.769633435105719,-0.499197725886915,-0.276939254580926,-0.222105211871096,-0.242545554921874
"ec:1.1.1.188",1.71289544432416,-0.769633435105719,-0.499197725886915,-0.276939254580926,-0.222105211871096,-0.242545554921874
"ec:1.1.1.189",1.71289544432416,-0.769633435105719,-0.499197725886915,-0.276939254580926,-0.222105211871096,-0.242545554921874
"ec:1.1.1.2",1.71289544432416,-0.769633435105719,-0.499197725886915,-0.276939254580926,-0.222105211871096,-0.242545554921874
"ec:1.1.1.205",1.71289544432416,-0.769633435105719,-0.499197725886915,-0.276939254580926,-0.222105211871096,-0.242545554921874
"ec:1.1.1.21",1.71289544432416,-0.769633435105719,-0.499197725886915,-0.276939254580926,-0.222105211871096,-0.242545554921874
"ec:1.1.1.211",1.71289544432416,-0.769633435105719,-0.499197725886915,-0.276939254580926,-0.222105211871096,-0.242545554921874
"ec:1.1.1.213",1.71289544432416,-0.769633435105719,-0.499197725886915,-0.276939254580926,-0.222105211871096,-0.242545554921874
"ec:1.1.1.22",1.71289544432416,-0.769633435105719,-0.499197725886915,-0.276939254580926,-0.222105211871096,-0.242545554921874
"ec:1.1.1.239",1.71289544432416,-0.769633435105719,-0.499197725886915,-0.276939254580926,-0.222105211871096,-0.242545554921874
"ec:1.1.1.27",1.71289544432416,-0.769633435105719,-0.499197725886915,-0.276939254580926,-0.222105211871096,-0.242545554921874
"ec:1.1.1.270",1.71289544432416,-0.769633435105719,-0.499197725886915,-0.276939254580926,-0.222105211871096,-0.242545554921874
"ec:1.1.1.271",1.71289544432416,-0.769633435105719,-0.499197725886915,-0.276939254580926,-0.222105211871096,-0.242545554921874
"ec:1.1.1.30",1.71289544432416,-0.769633435105719,-0.499197725886915,-0.276939254580926,-0.222105211871096,-0.242545554921874
"ec:1.1.1.31",1.71289544432416,-0.769633435105719,-0.499197725886915,-0.276939254580926,-0.222105211871096,-0.242545554921874
"ec:1.1.1.330",1.71289544432416,-0.769633435105719,-0.499197725886915,-0.276939254580926,-0.222105211871096,-0.242545554921874
"ec:1.1.1.34",1.71289544432416,-0.769633435105719,-0.499197725886915,-0.276939254580926,-0.222105211871096,-0.242545554921874
"ec:1.1.1.35",1.71289544432416,-0.769633435105719,-0.499197725886915,-0.276939254580926,-0.222105211871096,-0.242545554921874
"ec:1.1.1.37",1.71289544432416,-0.769633435105719,-0.499197725886915,-0.276939254580926,-0.222105211871096,-0.242545554921874
"ec:1.1.1.38",1.71289544432416,-0.769633435105719,-0.499197725886915,-0.276939254580926,-0.222105211871096,-0.242545554921874
"ec:1.1.1.40",1.71289544432416,-0.769633435105719,-0.499197725886915,-0.276939254580926,-0.222105211871096,-0.242545554921874
