"","EC1","EC2","EC3","EC4","EC5","EC6"
"ec:1.1.1.1",1.80894654240094,-0.809196258616838,-0.448734712567474,-0.312610838694573,-0.21582566082849,-0.270272468311662
"ec:1.1.1.10",1.80894654240094,-0.809196258616838,-0.448734712567474,-0.312610838694573,-0.21582566082849,-0.270272468311662
"ec:1.1.1.103",1.80894654240094,-0.809196258616838,-0.448734712567474,-0.312610838694573,-0.21582566082849,-0.270272468311662
"ec:1.1.1.105",1.80894654240094,-0.809196258616838,-0.448734712567474,-0.312610838694573,-0.21582566082849,-0.270272468311662
"ec:1.1.1.14",1.80894654240094,-0.809196258616838,-0.448734712567474,-0.312610838694573,-0.21582566082849,-0.270272468311662
"ec:1.1.1.178",1.80894654240094,-0.809196258616838,-0.448734712567474,-0.312610838694573,-0.21582566082849,-0.270272468311662
"ec:1.1.1.205",1.80894654240094,-0.809196258616838,-0.448734712567474,-0.312610838694573,-0.21582566082849,-0.270272468311662
"ec:1.1.1.21",1.80894654240094,-0.809196258616838,-0.448734712567474,-0.312610838694573,-0.21582566082849,-0.270272468311662
"ec:1.1.1.211",1.80894654240094,-0.809196258616838,-0.448734712567474,-0.312610838694573,-0.21582566082849,-0.270272468311662
"ec:1.1.1.22",1.80894654240094,-0.809196258616838,-0.448734712567474,-0.312610838694573,-0.21582566082849,-0.270272468311662
"ec:1.1.1.27",1.80894654240094,-0.809196258616838,-0.448734712567474,-0.312610838694573,-0.21582566082849,-0.270272468311662
"ec:1.1.1.271",1.80894654240094,-0.809196258616838,-0.448734712567474,-0.312610838694573,-0.21582566082849,-0.270272468311662
"ec:1.1.1.31",1.80894654240094,-0.809196258616838,-0.448734712567474,-0.312610838694573,-0.21582566082849,-0.270272468311662
"ec:1.1.1.34",1.80894654240094,-0.809196258616838,-0.448734712567474,-0.312610838694573,-0.21582566082849,-0.270272468311662
"ec:1.1.1.35",1.80894654240094,-0.809196258616838,-0.448734712567474,-0.312610838694573,-0.21582566082849,-0.270272468311662
"ec:1.1.1.37",1.80894654240094,-0.809196258616838,-0.448734712567474,-0.312610838694573,-0.21582566082849,-0.270272468311662
"ec:1.1.1.40",1.80894654240094,-0.809196258616838,-0.448734712567474,-0.312610838694573,-0.21582566082849,-0.270272468311662
