"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14"
"sig_1",0.0666488053927129,-0.00883710637697454,0.107939897872233,0.00730964621624639,0.0830067817641607,-0.000467741400451427,0.0105089624848133,0.0268113592801197,0.0254201791060557,-0.034903742538393,0.0343199023360026,0.0359833922112712,-0.00197417842460842,0.00743167400596162
"sig_2",0.159913268742848,-0.00363817972497953,0.0632175117053076,0.00274857933420696,-0.0806496993876981,0.0963428176379902,-0.084361463746313,0.018107512956579,-0.0363526520442385,0.0065691293561852,0.0231817880301755,-0.0108690150505044,-0.00943482823465684,-0.0199614509849881
"sig_3",-0.0891610957700579,-0.0570270527145577,0.00966883787167485,0.0274319883618272,0.0353258373492469,-0.122614783476543,-0.0408094944010361,0.0547453002776692,0.0120444140312564,-0.00691162692910252,0.0176890687134078,0.00631968584825855,-0.00404354429252786,-0.00327570646494964
"sig_4",-0.00667851195568114,-0.04934939910405,-0.038398701080809,0.0317747343547566,-0.0899365758580113,0.0114118777266967,-0.0182495576944687,0.0132757917897907,0.0171442842408371,-0.00259723550427306,0.00115994259499584,0.0514498303798364,0.00112258940521862,-9.00624078693774e-05
"sig_5",-0.0314856667870566,-0.0216948188099148,-0.00626262994911175,0.0432797465108815,0.0134002097714822,-0.0428957884469615,-0.00758172068447643,-0.0233642333421742,-0.0279764485912421,-0.0212432809832097,0.0096308484524388,0.00291413366074113,-0.00127283363139998,-0.0431834042644001
"sig_6",-0.169211106019492,-0.0425638350482763,0.0226991426924324,0.00731334959876291,-0.0692785713104954,-0.0579870688402636,-0.00108753974035327,0.00983272261765066,0.0410253866768008,-0.0421262859651198,0.0355028793532115,0.032422999574613,-0.00118892146879192,-0.0222865200091942
"sig_7",-0.121202150262547,0.0571299572094077,0.184531679837017,0.015352393589612,-0.00460894872661098,-0.0136846342911352,-0.0344877360001824,0.0533669146678476,-0.0135876816148597,-0.0564797478887648,-0.009606723677162,0.0170907126505522,0.0030928291491508,-0.0265867295266116
"sig_8",-0.147101334356377,0.251152821827875,0.0859108397507694,-0.018801928168001,-0.0020205333434138,0.0999311927740304,-0.00968685767543257,-0.00486201036485364,-0.0224960134888322,0.0073271589039734,0.00814617971224446,-0.00627572976223219,-0.00401239016044851,-0.020654128118804
"sig_9",-0.177837669928127,-0.105733845946986,0.00529945170947156,-0.00405525635541398,0.01581669982174,-0.0972759114160528,-0.0276981806358748,0.0464772169813884,-0.00611078406603264,-0.00300780351676151,-0.00716036029647032,-0.000554764209555837,-0.00337498855009675,0.0184321020213149
"sig_10",-0.178387205637257,-0.0946738600788512,-0.00312616771916175,0.0237436529210821,0.0110108856209321,-0.094043194198344,-0.00542029452251938,0.00649196583733939,-0.00334636553871829,0.00242311251270384,0.0133987050082743,0.0117659749553102,-0.00407227585041665,-0.00566854707396412
"sig_11",-0.0461296170161916,-0.0874586968199646,-0.0318272301841091,0.0206056810816204,-0.0483706518665995,0.0162172310594035,-0.0671469760013326,-0.0438822407233803,0.0401565806456404,-0.00547008133073732,-0.0354410109611413,0.0377489153013596,-0.000617666674694303,0.0315828649311138
"sig_12",-0.322571768038848,-0.137932091691027,0.0205792421546719,0.0175737011952323,-0.0110606579140389,-0.0547066787115778,0.00142072319381729,0.00142644887437731,0.0105476559241497,0.0190453158457233,0.0313763277627547,0.00663037405651976,-1.00966975037254e-05,0.00758393135472359
"sig_13",-0.278467969047739,-0.0532860706860844,-0.0169841572180895,-0.0133991190646926,0.0196098110262136,-0.0564663849501372,-0.0283941402888764,0.0210961099525082,0.0063808221281785,0.00102154261291547,-0.00291316445394006,0.00125988310415141,-0.00118490070874378,0.026222973363914
"sig_14",-0.213356271600977,-0.0695888913920075,-0.00886506253730587,0.0329627120869313,-0.0832599448875018,-0.0140422330872104,0.00024217954514405,-0.0221013979284566,0.0592241936833596,-0.0241153361957423,-0.0056643651952887,0.0129945307697225,-0.0018270525184162,-0.0137001032373733
"sig_15",-0.07544825239762,-0.0503768274657285,0.0583614175325332,-0.00813340889576209,0.0386478330677883,-0.0124310707168737,0.0131971466721465,-0.0242458931642441,-0.0322754838384793,-0.023728719102161,-0.011462025207794,0.00261887481775943,-0.00162780054930538,-0.00376390403173594
