ID,sig_1,sig_2,sig_3,sig_4,sig_5,sig_6,sig_7,sig_8,sig_9,sig_10,sig_11,sig_12,sig_13,sig_14,sig_15,sig_16,sig_17,sig_18,sig_19,sig_20,sig_21,sig_22,sig_23,sig_24,sig_25,sig_26,sig_27,sig_28,sig_29
Q8TBF5,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
Q9H3S5,0.307692,0.115385,0.153846,0.076923,0.000000,0.038462,0.115385,0.000000,0.000000,0.076923,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.076923,0.000000,0.000000,0.038462,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
Q8TBF7,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
Q9NP97,0.305556,0.000000,0.111111,0.277778,0.000000,0.000000,0.000000,0.000000,0.000000,0.166667,0.138889,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
Q96FJ2,0.023422,0.003102,0.043109,0.072989,0.001519,0.031588,0.005128,0.000696,0.075647,0.189023,0.228588,0.054124,0.042350,0.123315,0.002849,0.013294,0.038425,0.005191,0.021207,0.000127,0.004115,0.001266,0.007533,0.006584,0.001076,0.002406,0.000760,0.000570,0.000000,
Q5MIZ7,0.010898,0.002193,0.050134,0.019417,0.003864,0.029367,0.007400,0.001365,0.161540,0.191854,0.020371,0.092488,0.096591,0.057892,0.007452,0.050738,0.049828,0.013091,0.045069,0.003275,0.022878,0.003976,0.016866,0.019148,0.007168,0.009153,0.002656,0.002872,0.000455,
Q9H0R6,0.002924,0.000295,0.025142,0.017299,0.001143,0.010486,0.001614,0.000163,0.162658,0.304436,0.092210,0.090662,0.056624,0.080877,0.004669,0.044247,0.038263,0.005911,0.024281,0.001737,0.011766,0.002285,0.006069,0.008299,0.002324,0.002488,0.000666,0.000419,0.000042,
O00231,0.000714,0.000223,0.009741,0.006299,0.000638,0.010588,0.003414,0.001208,0.094656,0.150027,0.046467,0.098964,0.084770,0.107550,0.003747,0.030328,0.092805,0.022043,0.055656,0.001493,0.018702,0.011209,0.049588,0.036830,0.006002,0.035020,0.003891,0.012469,0.004958,
P10809,0.000348,0.000036,0.007647,0.007147,0.000539,0.003785,0.000670,0.000073,0.124841,0.279444,0.149622,0.077625,0.046991,0.114377,0.003416,0.054967,0.049643,0.007225,0.023006,0.005425,0.012024,0.004336,0.007621,0.009496,0.003924,0.003830,0.001081,0.000771,0.000090,
Q93077,0.000909,0.000225,0.012034,0.007408,0.000992,0.010545,0.003284,0.000745,0.110450,0.171029,0.049823,0.096685,0.080759,0.101478,0.005677,0.044622,0.086787,0.018042,0.053154,0.002877,0.023862,0.009778,0.029458,0.035642,0.007731,0.022745,0.004409,0.007263,0.001587,
