country_year,BCA,KC,KG,KI,LE,OPENK,POP,RGDPCH,RGDPL,RGDPL2,XRAT
GBR_1995,-6.64183095,74.25356997,7.93517623,16.48916635,25.819,39.96734583,58186.804,24686.30623,24707.67001,24769.58108,0.633668
GBR_1996,-5.73131828,74.69140309,7.603996009,16.48873709,26.06,42.36232274,58344.567,25375.78619,25396.44659,25443.80625,0.640958
GBR_1997,-1.09253457,75.29845789,6.688622915,17.30693452,26.526,47.58740798,58494.073,27016.12781,27020.764,27008.50466,0.610836
GBR_1998,-4.71647913,75.45554181,6.534155214,18.71272702,26.795,48.86946636,58680.368,28057.07232,28052.1687,28004.19613,0.603824
GBR_1999,-34.87701723,76.25431074,6.701775421,18.54299568,27.168,49.53347336,58909.682,28988.24153,28983.8546,28946.48369,0.618057
GBR_2000,-37.69531614,76.55631088,6.827786004,18.13610687,27.484,51.91727223,59139.969,30155.48887,30152.05833,30128.63049,0.660931
GBR_2001,-31.14930091,77.00622854,6.777118799,18.23829309,27.711,52.35882534,59374.727,30999.8913,30996.00927,30966.49928,0.694655
GBR_2002,-31.0193442,78.10595674,6.913355998,17.87898109,27.92,52.86463473,59601.52,31713.03088,31710.68614,31695.85187,0.667223
GBR_2003,-29.90763085,77.7716148,7.16563567,17.92503247,28.183,52.04271724,59823.619,32704.0632,32701.78774,32701.43721,0.612472
GBR_2004,-45.47877354,77.77977546,7.263366446,18.29685377,28.481,53.56398376,60126.953,33501.85253,33501.78001,33499.18137,0.54618
GBR_2005,-47.199,77.8269337,7.302266283,18.29079039,28.77,56.44762016,60487.347,33982.90821,33982.90821,33982.90821,0.549998
GBR_2006,-74.37070933,77.15618976,7.186914161,18.93142195,29.025,60.95597148,60846.809,34685.56214,34685.56214,34663.21427,0.543487
GBR_2007,-68.38044444,76.33776209,6.84484292,20.07474182,29.228,58.17776803,61249.26,35710.53057,35705.64045,35632.02714,0.499772
GBR_2008,-29.00360513,76.51333688,7.068965783,18.99155969,29.44,58.87696165,61642.6,35048.55347,35044.6225,35013.13827,0.543966
GBR_2009,-30.39320221,77.60904853,7.808331227,16.13932972,28.96,55.13738775,61996.848,33156.63174,33153.21064,33234.02928,0.641919
GBR_2010,-63.98191485,76.93824352,7.571273974,17.43069926,29.019,57.28718275,62348.447,34268.00841,34266.9676,34305.25397,0.647179
GRC_1980,-1.05572528,65.30888637,9.08879885,26.7357302,3.88,28.13516612,9642.505,17098.88981,17095.58427,17027.76129,0.125067058
GRC_1981,-1.2586616,66.38419073,9.936242063,24.64546993,3.825,30.92451,9729.35,16551.49059,16554.54628,16573.67327,0.16260719
GRC_1982,-1.04928428,69.22369317,9.816455808,24.00233549,3.757,28.2835773,9786.48,16306.12701,16317.78387,16352.35266,0.196047542
GRC_1983,-1.08270456,71.67621921,10.31367029,22.25299529,3.705,28.3448549,9840.526,15979.75105,16001.54237,16098.92371,0.25844226
GRC_1984,-1.27531976,70.71004472,10.40770935,21.41593208,3.698,28.81270743,9887.169,16183.37027,16205.32805,16323.95313,0.330790902
GRC_1985,-2.01893328,69.32640189,10.54169792,23.04603807,3.735,29.01734969,9923.253,16538.37964,16552.80129,16639.91589,0.405338225
GRC_1986,-1.05572916,67.87986467,10.36227256,24.67054364,3.748,33.22657319,9951.37,16604.01771,16608.0929,16648.12206,0.410802641
GRC_1987,-0.79273637,71.66006343,10.6790986,20.12819211,3.744,35.48941262,9974.49,16079.40647,16113.80548,16273.02776,0.397446809
GRC_1988,-0.64230068,72.15800949,9.581589999,22.25761149,3.806,34.68431951,9982.723,16934.7534,16957.79119,17030.57559,0.416319883
GRC_1989,-1.78186697,73.89754427,9.730839821,21.8874003,3.821,35.65870352,10030.765,17481.98027,17515.07971,17609.90675,0.476645635
GRC_1990,-2.55590694,75.7237792,9.775133092,22.25084114,3.871,36.80519753,10129.603,17334.06066,17369.18235,17461.07579,0.465191489
GRC_1991,-1.17771402,75.26117233,9.300909728,23.60141345,3.78,37.38764833,10250.88,17757.38594,17768.22848,17807.30077,0.534896552
GRC_1992,-1.6391972,76.43289912,8.958728286,21.50418817,3.835,38.82349667,10325.429,17730.34756,17764.29488,17841.22282,0.559424798
GRC_1993,-0.5848263,77.28066123,9.365256657,20.94881776,3.872,39.28065586,10382.995,17296.75409,17338.33841,17446.35144,0.672780631
GRC_1994,-0.1167124,77.17579397,9.073204459,20.38921605,3.944,39.96939988,10429.826,17573.96416,17620.09862,17729.89671,0.711967718
GRC_1995,-2.62360075,77.58344751,9.395062888,21.08441717,4.062,41.72569941,10457.554,17877.86401,17922.11709,18032.59519,0.679862069
GRC_1996,-4.23611946,77.59077892,9.082315643,22.32181329,4.114,42.98641976,10479.42,18296.39044,18329.09417,18396.92259,0.706418195
GRC_1997,-5.99243787,76.91251176,9.050762867,22.9869734,3.788,48.33696672,10502.372,18920.59961,18946.40506,18996.17231,0.801344094
GRC_1998,-5.09047684,76.33601011,9.40262661,24.4693398,4.018,50.26677944,10520.068,19554.32769,19573.87181,19601.94246,0.867289802
GRC_1999,-6.70254274,75.556525,9.344177609,25.85554071,4.031,56.51979636,10536.749,20189.56359,20208.51667,20194.43969,0.896983126
GRC_2000,-8.82074124,73.72827981,11.09575781,27.23906692,4.088,62.06951077,10559.11,21041.73076,21059.57987,21093.60325,1.072337491
GRC_2001,-8.60182687,74.05945643,10.75651497,27.18120366,4.086,60.00589124,10581.515,21868.46688,21886.51842,21905.79174,1.11751
GRC_2002,-8.88585048,75.23317079,11.23675251,26.66994395,4.176,55.754346,10603.863,22518.4588,22539.95178,22606.5031,1.06255
GRC_2003,-11.9909163,73.26505833,9.803383702,29.62195004,4.275,53.7984682,10625.945,23987.66046,23998.04589,23879.39396,0.886034
GRC_2004,-12.8967345,73.08995127,9.713983725,27.77707327,4.313,56.90258422,10647.529,24929.65021,24933.41329,24866.04764,0.805365
GRC_2005,-18.366,75.54513613,9.036322351,24.76184031,4.368,56.03001309,10668.354,25308.15661,25308.15661,25308.15661,0.80412
GRC_2006,-30.79587192,74.25599363,8.599423276,27.80782419,4.452,56.02542229,10688.058,26804.66874,26804.66874,26659.81314,0.797141
GRC_2007,-47.46859722,74.69453214,9.169643503,29.68257778,4.506,60.58330479,10706.29,27603.46337,27597.77888,27420.27514,0.730638
GRC_2008,-55.60752596,77.82480154,8.873202029,27.43520456,4.556,62.80919041,10722.816,27422.47975,27425.86032,27324.18077,0.682675
GRC_2009,-39.3866284,80.45883838,10.08177047,21.08146908,4.511,52.65884923,10737.428,26154.35607,26159.71938,26377.12199,0.719843
GRC_2010,-33.83732598,80.30720643,9.499569727,18.92495105,4.389,53.02539805,10749.943,25216.3956,25225.51591,25470.9322,0.755045
HKG_1980,-0.68438144,56.59504812,3.393125712,39.39388595,2.4,99.98932898,5063.1,13710.51429,13720.68844,13346.41369,4.976083333
HKG_1981,-0.4045698,56.07523805,3.779949754,39.16478602,2.393,103.3374639,5183.4,14659.00094,14668.41469,14315.75504,5.589333333
HKG_1982,-0.09760784,57.39124448,3.871487671,37.35937076,2.407,99.2840025,5264.5,14855.18259,14872.2828,14621.37848,6.069916667
HKG_1983,0.09685536,59.43264246,3.95198438,34.06945828,2.427,106.2647879,5345.1,15183.03976,15217.36211,15143.47659,7.265166667
HKG_1984,1.37162674,58.44294603,3.822832051,32.88206125,2.505,115.554849,5397.9,16149.53391,16186.85084,16129.73533,7.818
HKG_1985,1.60972336,60.20421325,3.883032538,31.16342131,2.627,121.3023726,5456.2,16151.32579,16196.93751,16255.14057,7.79075
HKG_1986,1.67052132,59.10858825,3.764941666,31.50589607,2.7,126.0268907,5524.6,17519.94619,17564.81501,17574.85661,7.803333333
HKG_1987,2.51432901,57.61220642,3.469193175,32.442732,2.728,144.4488858,5584.51,19553.985,19594.31673,19477.44432,7.79825
HKG_1988,2.57657778,57.64261481,3.310827071,33.06779852,2.763,164.8627711,5628.407,21099.34298,21137.81962,20948.06544,7.806
HKG_1989,4.38195946,58.91891148,3.429759526,31.02748836,2.753,176.4240486,5660.721,21284.63943,21350.98112,21330.48006,7.799916667
HKG_1990,3.44256168,59.68734925,3.447270603,32.41348147,2.748,184.7766643,5687.959,22241.19831,22299.02292,22210.50343,7.78975
HKG_1991,2.87021028,61.2754751,3.491069628,32.95809616,2.804,202.4375316,5752.0,23374.00057,23440.76436,23357.29369,7.771166667
HKG_1992,2.4013473,62.43404057,3.715122904,34.06873031,2.792,227.1015891,5829.696,24540.21965,24607.36335,24515.39685,7.740583333
HKG_1993,4.4711419,63.68690897,3.603886143,32.48020907,2.856,242.4393683,5934.511,25347.74288,25435.19412,25463.83455,7.735583333
HKG_1994,-0.895328,63.27578056,3.497796333,37.066584,2.929,252.3720275,6067.288,26561.78708,26595.81125,26246.75408,7.728416667
HKG_1995,-7.3966772,62.7598472,3.51095924,40.84890742,3.001,273.4917931,6225.347,26606.00274,26608.47017,25963.33812,7.735833333
HKG_1996,-3.32719159,62.68756194,3.507435381,39.41670036,3.161,276.5334548,6391.564,26887.97183,26904.35905,26358.41622,7.734254167
HKG_1997,-6.54082083,62.41374004,3.391241155,42.56736688,3.235,277.0307351,6495.918,28012.52461,27992.62842,27141.05885,7.742083333
HKG_1998,2.14556581,63.41763684,3.649527367,39.36273941,3.276,281.4005622,6544.564,25935.94614,25936.91917,25463.26277,7.745333333
HKG_1999,8.90401279,63.33474998,3.7092144,32.554743,3.32,282.7133714,6599.307,26096.35541,26102.91444,26139.65654,7.7575
HKG_2000,6.20521668,61.32121317,3.494829254,34.96867537,3.374,303.8321327,6658.72,28011.21575,28012.22227,27755.16962,7.791166667
HKG_2001,8.87854422,62.47861933,3.698900961,33.92661851,3.426,298.3544226,6713.376,27830.66136,27839.40098,27744.17263,7.79875
HKG_2002,11.44336752,61.14506125,3.734044082,32.9024928,3.474,318.2072737,6762.476,28036.58237,28046.23909,28001.90047,7.798916667
HKG_2003,15.50309315,58.90702857,3.7043042,32.66476306,3.473,347.574577,6809.738,28576.52902,28583.65719,28486.48903,7.78675
HKG_2004,15.22540566,58.21548047,3.45886387,30.78553214,3.516,369.3628815,6855.125,30626.31207,30627.29671,30604.35287,7.788
HKG_2005,20.179,55.90366875,3.13164666,28.76957283,3.538,377.7898125,6898.686,32527.14758,32527.14758,32527.14758,7.777333333
HKG_2006,23.67706216,54.99501474,2.925718341,29.0642791,3.582,384.5796741,6940.432,34704.88916,34704.88916,34586.72911,7.767833333
HKG_2007,27.13462488,55.86223979,2.82744877,29.48470926,3.625,392.4322209,6980.412,36767.74432,36768.12566,36602.21473,7.801416667
HKG_2008,32.00375342,56.02651568,2.819922922,28.73795766,3.637,393.924105,7018.636,37317.88739,37320.20775,37234.61187,7.786833333
HKG_2009,19.67469427,58.08130525,2.96962693,29.7012402,3.661,366.6379971,7055.071,36076.48798,36078.64601,36015.55323,7.75175
HKG_2010,13.74648305,57.16921985,2.830706917,30.7757496,3.635,398.1758012,7089.705,38684.72037,38688.13122,38424.05992,7.769166667
IRL_1980,-1.08296672,68.30381655,9.367287405,30.03802526,1.156,52.93648082,3401.0,14642.41553,14692.52318,14994.5801,0.617918036
IRL_1981,-1.4301072,66.86904876,9.047277895,31.57830179,1.146,51.88380525,3443.4,15029.64417,15074.77094,15331.81187,0.788888268
IRL_1982,-1.13025442,62.57019308,9.404127951,33.40229983,1.146,52.54013347,3480.0,14788.02657,14815.95305,15013.81008,0.894606661
IRL_1983,-0.7581238,64.37133716,9.557980745,30.41913422,1.124,57.48857868,3504.0,14383.62747,14424.59629,14691.23036,1.021732837
IRL_1984,-0.65979254,63.94533199,9.242968435,29.72066427,1.103,63.24276218,3529.0,14664.40129,14707.55312,14977.80339,1.171396864
IRL_1985,-0.51890776,65.89117348,9.271871877,26.80466318,1.079,65.31919791,3540.0,14827.59583,14882.14815,15227.21508,1.200677024
IRL_1986,-0.52408512,67.3330031,9.531489499,26.08754008,1.081,68.24390558,3540.5,14794.29334,14854.49429,15233.25452,0.943580458
IRL_1987,0.00129638,68.05826477,8.87216514,23.72713093,1.09,73.29188153,3539.9,15113.20826,15187.37644,15601.40675,0.854432148
IRL_1988,0.04492082,68.14754119,8.079003553,23.00044604,1.111,75.11600191,3529.6,15809.18069,15894.03903,16311.67472,0.833544956
IRL_1989,-0.34649346,67.55097103,7.422576296,25.32165632,1.111,78.19928787,3513.2,17090.50782,17159.34644,17526.20883,0.895851004
IRL_1990,-0.4480244,62.97587886,7.193249853,28.81124364,1.16,76.84783085,3508.2,18682.24269,18692.72352,18953.75801,0.767668405
IRL_1991,0.02469159,63.66918904,7.343754198,26.67584752,1.156,79.33781206,3530.771,18677.50176,18723.12935,19049.37334,0.788884459
IRL_1992,0.36307452,64.90451833,7.291653946,23.02535046,1.165,87.10687285,3557.761,18719.5574,18804.14991,19229.15661,0.746251733
IRL_1993,1.6433071,65.51002607,6.83630801,21.64368454,1.183,92.84087743,3578.349,18970.71035,19064.09052,19513.18811,0.859928844
IRL_1994,1.4916804,64.30876889,6.558259957,22.777388,1.221,100.5413645,3595.542,20119.15696,20200.03634,20620.08767,0.848982432
IRL_1995,1.8671224,59.58287421,6.574657369,25.46944009,1.282,107.1695398,3613.89,22249.03188,22303.42592,22636.31203,0.791977541
IRL_1996,2.2785566,58.18398629,6.253391185,27.08148549,1.329,110.7302932,3636.179,24127.88663,24161.67549,24435.71565,0.793621852
IRL_1997,2.43641133,55.93458443,5.811230153,28.84071031,1.38,115.8651651,3681.226,26698.9709,26700.58791,26882.86769,0.837573835
IRL_1998,0.60336015,55.05315817,5.802771333,30.64793204,1.525,133.4992787,3728.01,28639.9907,28628.55146,28744.15191,0.89170023
IRL_1999,0.2084232,54.29389594,5.251178215,29.94758485,1.624,137.5746342,3774.856,31343.96472,31330.52127,31429.89179,0.938627
IRL_2000,-0.310527,54.33719886,5.144644021,29.20565514,1.697,151.0423877,3822.196,34198.59034,34185.54118,34318.11605,1.0854
IRL_2001,-0.61512906,55.04750581,5.224087863,27.39138352,1.749,155.3497865,3872.7,35353.02891,35351.91406,35590.95474,1.11751
IRL_2002,-1.12755708,54.3203543,5.170621027,26.66464477,1.776,152.0974482,3933.126,36875.28045,36875.07999,37139.71613,1.06255
IRL_2003,-0.0018827,53.12514371,4.842061471,27.51014649,1.81,143.8884404,4002.17,38254.27266,38247.59067,38425.82837,0.886034
IRL_2004,-1.04335308,52.82245781,4.646212404,28.19516552,1.871,149.366034,4091.162,38987.17034,38985.03456,39107.58534,0.805365
IRL_2005,-7.088,52.8614796,4.717351788,30.81186328,1.963,149.7543056,4199.185,40247.22235,40247.22235,40247.22235,0.80412
IRL_2006,-8.17176596,53.59187816,4.775575449,31.21587656,2.048,151.0907209,4309.024,41158.90994,41158.90994,41159.34358,0.797141
IRL_2007,-14.74005852,54.21514146,4.844593515,29.88877673,2.123,155.2961448,4419.984,42230.35031,42236.86941,42329.83631,0.730638
IRL_2008,-16.25053178,55.39073521,5.142032868,26.79107385,2.1,157.2215491,4517.706,40003.92349,40016.10838,40316.42472,0.682675
IRL_2009,-5.74041489,57.94743259,4.860655682,19.69910192,1.929,162.3428658,4579.996,35702.8719,35725.70125,36340.17075,0.719843
IRL_2010,2.62498445,58.32425187,4.493838961,15.68499795,1.848,172.3719643,4622.917,34876.73916,34902.26239,35656.63764,0.755045
ISL_1980,-0.03297648,71.56107029,4.579598556,24.40878444,0.106,45.33527441,228.161,31953.65795,31904.32006,33164.05511,4.7976
ISL_1981,-0.0757915,72.04999342,4.668099746,24.67931017,0.111,45.21279841,230.803,33310.6682,33257.60306,34574.52318,7.2242
ISL_1982,-0.14197504,72.24169073,4.72447606,26.11371379,0.114,41.19533993,233.997,34404.06626,34336.72947,35577.04255,12.3515
ISL_1983,-0.03055556,75.68420434,5.490602753,17.53360829,0.115,45.67848911,237.041,30510.09954,30532.44525,32528.21678,24.8428
ISL_1984,-0.0777634,72.51819249,5.102574296,22.53906323,0.117,44.60161155,239.498,32713.84667,32706.82534,34240.42415,31.6937
ISL_1985,-0.07148848,74.764831,5.375178393,19.6743883,0.121,48.63470124,241.403,32784.8023,32802.69824,34710.16149,41.5077
ISL_1986,0.01322811,76.22213532,5.497367227,16.9384546,0.125,47.98023271,242.999,34120.9834,34173.68537,36487.0326,41.1042
ISL_1987,-0.11926696,78.09405331,5.165504916,19.63122003,0.132,47.81173294,244.676,38448.0385,38482.01795,40877.62519,38.6772
ISL_1988,-0.13945568,75.17432284,5.409643197,21.95579885,0.128,45.86981789,249.885,37689.32447,37655.14487,39637.45434,43.014
ISL_1989,-0.05287852,74.58747917,5.769663664,19.04179142,0.126,45.58086431,252.746,35933.31919,35957.81042,38131.44837,57.0418
ISL_1990,-0.09538584,74.72297267,6.002356702,18.90351099,0.125,45.65810563,254.719,35758.26766,35788.42214,37989.25364,58.2838
ISL_1991,-0.20277033,75.00396602,6.050044504,21.10696833,0.125,45.09894792,256.831,35835.93184,35800.93038,37807.79077,58.9963
ISL_1992,-0.12715268,76.53351401,6.137365817,18.51801235,0.123,43.76554927,259.012,35064.89998,35091.17769,37380.10132,57.5459
ISL_1993,0.0336647,74.42183965,6.249038791,17.50153757,0.122,42.17298158,261.27,35816.31862,35854.43912,38198.68211,67.6032
ISL_1994,0.0975268,74.33164425,6.46734968,16.12453546,0.123,44.67515499,266.075,35384.085,35451.29557,37912.40825,69.9444
ISL_1995,0.0424346,74.40184865,6.572128508,17.25503326,0.124,44.71437972,267.527,35337.54137,35390.36053,37751.02936,64.6917
ISL_1996,-0.1081067,73.73186975,6.484339891,19.25769621,0.127,49.51083836,269.0,35924.35818,35939.00373,38104.3012,66.5
ISL_1997,-0.11255391,72.79326073,6.600586721,20.63514718,0.129,51.81178417,271.192,36395.96138,36382.91418,38403.94411,70.9043
ISL_1998,-0.47840897,72.07438913,6.000558668,27.17866872,0.133,56.43930274,274.0,37414.28496,37338.63056,38673.54448,70.9583
ISL_1999,-0.51497899,73.40057138,6.419057281,25.79475758,0.137,59.11255091,277.28,36788.93971,36718.04856,38264.66185,72.3353
ISL_2000,-0.78164082,71.56757303,6.544007905,28.87536896,0.138,60.57832076,281.043,37759.56309,37676.34709,38869.80879,78.6159
ISL_2001,-0.30937907,70.63533236,6.400687735,24.85604473,0.141,58.03209753,284.812,38175.31503,38118.50843,39678.33587,97.4246
ISL_2002,0.12815244,71.26704288,6.581630925,22.21328443,0.142,58.44459998,288.03,37652.20775,37605.34382,39457.03832,91.6617
ISL_2003,-0.49232605,71.73724773,6.649578805,24.33340187,0.141,61.76561328,291.064,37446.25218,37389.76863,39046.85871,76.709
ISL_2004,-1.26015372,66.66256079,6.861899763,31.36305086,0.143,68.63370331,293.966,37184.97543,37180.65555,37892.42053,70.1917
ISL_2005,-2.631,66.92761502,6.66391304,38.46917642,0.145,74.47993348,296.737,40447.92832,40447.92832,40447.92832,62.9817
ISL_2006,-4.41725449,64.65626047,6.419819306,46.05882304,0.153,72.64108865,299.388,43014.14025,43014.14025,41985.3973,70.18
ISL_2007,-3.41413578,66.03833151,6.458255017,38.6827909,0.162,74.55196753,301.931,43955.49895,43986.83709,43890.31401,64.055
ISL_2008,-5.18700991,63.37738186,6.794583785,30.91629226,0.164,69.56828741,304.367,43179.99397,43215.8316,43899.75269,87.9479
ISL_2009,-1.56297883,63.70194966,7.979492423,17.31499931,0.148,72.24102419,306.694,37570.47226,37606.49576,39685.62785,123.638
ISL_2010,-1.18429531,65.77602443,7.980578533,15.81690148,0.146,77.11368254,308.91,35612.06549,35648.49526,37861.26168,122.242
ISR_1980,-0.41961376,62.96217725,20.36134906,20.85731262,1.255,54.81189951,3737.473,15114.25943,15198.84576,15682.11673,0.005124292
ISR_1981,-0.710872,65.98232854,20.50783975,18.89870597,1.28,55.76750504,3801.338,15697.7134,15798.00071,16358.48447,0.011430575
ISR_1982,-1.25004586,66.81929907,18.78896793,21.37349042,1.298,54.58349892,3858.421,15780.43315,15884.65136,16308.58375,0.024267
ISR_1983,-1.3663524,67.75909651,17.35338547,23.04103554,1.339,54.98368442,3926.893,16011.09417,16122.88033,16445.06111,0.056214492
ISR_1984,-0.94033896,65.35261388,18.34008364,21.39378988,1.359,58.18267943,3997.337,15759.58522,15861.61014,16261.92772,0.293209667
ISR_1985,0.60950092,65.11297336,18.56994324,18.34603522,1.349,59.10457789,4068.47,15844.30938,15952.26391,16440.56572,1.178849333
ISR_1986,0.82077273,67.74153899,16.20981282,19.03793444,1.368,61.11036591,4139.683,16091.51856,16213.61369,16583.91563,1.487841667
ISR_1987,-0.91135514,69.55935446,17.67926047,18.63045789,1.404,65.07827547,4210.377,17135.37661,17271.40706,17753.18917,1.594641667
ISR_1988,-0.5564818,69.87853827,16.84761142,18.54455634,1.453,62.2632996,4282.043,17226.57781,17367.15488,17812.14115,1.598933333
ISR_1989,0.14959055,68.93164513,15.39290096,18.28623724,1.461,62.21878617,4355.345,16840.33644,16974.88425,17343.30942,1.916416667
ISR_1990,0.12356802,67.81572497,15.32149605,21.3034508,1.492,60.60052896,4477.808,17747.67376,17848.91564,18147.75456,2.016175
ISR_1991,-0.94651095,66.16230072,14.66295038,27.83845257,1.583,58.5947172,4649.34,18789.99101,18784.63373,18870.6871,2.279108333
ISR_1992,-0.65797682,65.47756033,13.88659653,27.64018506,1.65,60.07888306,4822.463,19438.82625,19430.27073,19480.21342,2.459083333
ISR_1993,-1.8875719,66.85585515,13.86827624,28.29444438,1.751,64.9002646,4997.772,19572.92929,19561.07631,19592.47372,2.830083333
ISR_1994,-2.7211576,67.06359592,12.91167992,28.66573019,1.871,67.56349742,5174.857,20244.97399,20224.16455,20188.80719,3.011055208
ISR_1995,-3.9088795,66.87368889,12.0196669,29.2261442,1.965,69.09917886,5352.901,20819.26577,20789.87885,20681.04405,3.01129
ISR_1996,-4.30347825,66.71081993,11.98845128,29.93261995,2.165,69.81644902,5514.519,21345.77657,21307.90861,21170.85998,3.19165
ISR_1997,-2.77238052,66.86368179,11.80905696,28.59846792,2.194,71.81996454,5660.093,21462.61415,21437.54325,21332.94722,3.44935
ISR_1998,-0.84470421,67.30313839,11.66283573,26.64817091,2.228,71.7827493,5808.725,21733.13525,21718.13608,21669.17016,3.80008
ISR_1999,-1.65088543,67.68670259,11.56255333,27.5355921,2.297,79.97183202,5960.294,21847.69633,21831.41368,21746.41984,4.13972
ISR_2000,-1.82501154,66.68705353,10.72805707,25.76985846,2.392,85.97356567,6114.57,23249.05005,23234.10991,23148.83687,4.07733
ISR_2001,-1.84085083,69.42137638,11.1849144,25.12952366,2.434,79.21593666,6251.342,22603.41722,22595.45669,22569.60864,4.20565
ISR_2002,-1.18748448,71.16080275,12.16246716,22.71745203,2.453,78.83254094,6369.54,21889.32077,21889.11581,22011.10113,4.73782
ISR_2003,0.59587455,69.74780689,11.50420942,21.34788777,2.505,80.01090671,6491.919,21815.19978,21816.76866,21940.40367,4.55413
ISR_2004,2.080899,69.45873043,10.49281079,20.77666854,2.584,87.37159453,6617.728,22469.4963,22468.79721,22549.15045,4.48198
ISR_2005,4.102,67.90170917,10.12547497,22.31991988,2.682,86.28343788,6742.915,23227.20378,23227.20377,23227.20377,4.4877
ISR_2006,7.24888082,66.65637406,9.987485211,22.7542291,2.767,85.15357302,6866.876,24113.13932,24113.13932,24085.0055,4.45581
ISR_2007,4.84501347,66.74346394,9.627261196,24.01367274,2.886,88.82831032,6990.062,25074.84327,25072.13107,24967.77607,4.10808
ISR_2008,1.98598307,65.89226914,9.391588519,23.28228291,2.991,89.14842942,7112.359,25643.86069,25642.30995,25545.36513,3.58802
ISR_2009,8.01642751,67.13004039,9.399239574,21.63048249,3.05,77.19384612,7233.701,25240.36201,25241.07261,25213.04728,3.93234
ISR_2010,9.13583383,67.18248259,9.109723499,21.44838026,3.157,83.1714931,7353.985,26034.56006,26037.84148,25994.35578,3.73898
ITA_1980,-8.100744,67.30064308,6.193923459,26.1775128,19.513,27.93914165,56451.247,19553.84143,19549.04315,19516.64565,0.442319511
ITA_1981,-8.0657837,68.36846285,6.382096788,23.84776866,19.566,28.70452913,56502.489,19585.81915,19592.19229,19668.98596,0.587087545
ITA_1982,-5.68676586,68.89186651,6.545197285,23.35505654,19.519,28.39371108,56532.372,19646.71415,19655.45845,19764.56927,0.698513121
ITA_1983,0.78752632,68.75658182,6.753172237,22.31373399,19.579,28.40388706,56623.59,19705.09378,19717.54137,19875.83761,0.784420561
ITA_1984,-2.40827268,68.17395771,6.601501949,23.61498625,19.579,30.08220184,56687.144,20459.82141,20468.55373,20566.95822,0.907394113
ITA_1985,-3.43083076,68.20862077,6.591660312,23.67811299,19.674,30.34761665,56718.115,21061.86474,21070.68377,21169.24768,0.986143461
ITA_1986,1.73603196,68.71039046,6.539439067,23.75901218,19.803,30.38596506,56717.458,21751.46803,21761.75503,21862.97311,0.76993911
ITA_1987,-1.8927148,68.89224888,6.6180673,24.61724961,19.78,31.69031866,56710.054,22521.95363,22526.72066,22599.9716,0.669364293
ITA_1988,-5.39921438,68.77100517,6.59969742,24.87609222,20.984,32.10175979,56711.103,23476.29813,23477.7181,23539.62724,0.672230629
ITA_1989,-10.45811887,68.60327025,6.488720663,25.17113401,21.004,33.77398549,56711.329,24223.74994,24220.52249,24261.76471,0.708625347
ITA_1990,-15.67507304,68.51946157,6.591763795,25.62464549,21.304,35.73274704,56713.409,24792.44999,24781.68576,24806.9514,0.618767011
ITA_1991,-22.40649558,69.20029861,6.57663268,25.71234741,21.592,35.23258878,56714.708,25164.57986,25156.06332,25185.28876,0.640721594
ITA_1992,-26.1390675,69.85612869,6.599912707,25.14767824,21.452,37.4382937,56908.936,25213.43998,25215.61773,25282.79218,0.636486647
ITA_1993,9.3227732,68.4379879,6.727059622,22.615257,20.765,37.37251262,57086.549,24767.06167,24792.72241,24971.45742,0.812732728
ITA_1994,10.1092124,67.39650473,6.709220551,23.24887826,20.393,39.71371125,57198.073,25341.51633,25354.61836,25491.17973,0.832755762
ITA_1995,19.9214126,65.92340511,6.276065001,24.37517523,20.24,42.72605844,57294.513,26158.74722,26155.28453,26191.05682,0.841272137
ITA_1996,32.14344827,65.93148099,6.32566685,23.91750135,20.328,42.3625778,57406.046,26439.70218,26442.23719,26505.43139,0.796867173
ITA_1997,28.20871791,66.54292111,6.21992966,24.07637552,20.384,44.55762936,57492.895,26904.63409,26906.52983,26964.03484,0.879577745
ITA_1998,19.64301016,67.42663663,6.151151054,24.55169772,20.435,46.40155552,57567.021,27230.5771,27231.34912,27272.02224,0.896677633
ITA_1999,10.90140179,67.99283587,6.1630759,25.25267914,20.692,46.34224973,57655.529,27665.93038,27666.08398,27678.23415,0.938627
ITA_2000,-1.33260444,67.11323509,6.106110832,25.72456965,21.08,49.38261953,57784.373,28677.14017,28675.74462,28644.83191,1.0854
ITA_2001,2.76172988,66.78894938,6.177925851,25.76708612,21.615,49.60491856,57931.053,29147.84797,29146.02997,29112.37842,1.11751
ITA_2002,-4.10825376,66.76461541,6.269019769,26.51832792,21.925,48.6023009,58076.703,29246.93443,29244.06986,29173.29281,1.06255
ITA_2003,-11.10698865,67.43931861,6.584046067,26.34640384,22.108,48.76408656,58336.021,29142.70899,29141.87123,29113.54817,0.886034
ITA_2004,-5.35033008,67.00754202,6.633068561,26.40474886,22.418,50.55846666,58716.002,29473.17476,29473.41238,29438.33429,0.805365
ITA_2005,-14.679,67.35125629,6.717051943,25.99211367,22.567,51.86594799,59037.808,29561.74119,29561.74119,29561.74119,0.80412
ITA_2006,-28.8840338,66.62926678,6.535220091,26.76799902,22.986,54.7434704,59272.88,30173.95338,30173.95338,30103.50189,0.797141
ITA_2007,-28.11510009,66.24420991,6.37553698,27.03407962,23.217,56.90491772,59626.72,30511.72102,30510.60302,30405.57916,0.730638
