country_year,BCA,KC,KG,KI,LE,OPENK,POP,RGDPCH,RGDPL,RGDPL2,XRAT
CZE_1999,-1.27138152,67.91646771,9.583754139,23.57093673,4.714,89.68249362,10280.436,16006.57539,16003.29607,15969.98373,34.5692
CZE_2000,-2.38484736,65.86531633,9.448514916,25.34864401,4.681,101.0070557,10270.128,16594.91894,16588.6782,16596.66084,38.5984
CZE_2001,-2.96858744,66.26526103,9.134552856,25.74931339,4.684,109.5500578,10262.308,17157.73228,17149.58488,17149.22336,38.0353
CZE_2002,-3.93123744,67.15701775,9.706138294,25.51832859,4.731,110.8290383,10256.295,17576.93957,17570.53042,17576.54331,32.7385
CZE_2003,-5.44570975,67.87165686,10.14716515,24.35726306,4.701,114.7258815,10251.087,18259.00373,18255.85431,18251.06933,28.209
CZE_2004,-5.56616286,66.73174488,8.98953429,24.86451715,4.691,122.6022524,10246.178,19103.39445,19102.58643,19076.40045,25.6998
CZE_2005,-1.21,63.89783175,9.033108167,24.35661983,4.764,125.2302565,10241.138,20346.88421,20346.88421,20346.88421,23.9574
CZE_2006,-3.23009799,61.77042808,8.476710031,25.09828918,4.828,131.5757638,10235.455,21765.24226,21765.24226,21784.26177,22.5956
CZE_2007,-8.42486337,60.61243683,8.014485753,27.4478582,4.922,139.4697132,10228.744,23012.44603,23006.26167,23069.72084,20.2937
CZE_2008,-5.19243906,60.16630655,7.921219206,27.12061792,5.003,139.6963383,10220.911,23758.87267,23752.86532,23813.68816,17.0717
CZE_2009,-5.31106121,63.32641192,8.522805846,22.48614442,4.934,130.5059924,10211.904,22702.87378,22700.41694,22648.2804,19.063
CZE_2010,-8.43657793,61.93502755,8.280130485,23.13442233,4.885,147.3636408,10201.707,23395.99736,23394.3811,23362.91795,19.0983
DEU_1980,-6.81227168,69.15645019,8.392887193,23.83129769,36.107,32.18875354,78297.904,21682.79899,21697.64184,21732.00354,0.929359914
DEU_1981,-2.4242826,69.7609569,8.913261524,21.09599599,36.068,33.01863723,78401.83,21501.67486,21527.81489,21667.04251,1.155519652
DEU_1982,2.5233845,69.57301603,9.020238599,20.42424093,35.639,33.82196281,78335.266,21317.29702,21345.14777,21506.50242,1.240695766
DEU_1983,2.3522016,68.99544903,8.811609013,21.74954646,35.132,33.51769649,78121.655,21804.59326,21825.2167,21939.83972,1.305461109
DEU_1984,5.55350312,68.84439279,8.517111802,21.58855439,35.188,35.05387353,77855.422,22401.28661,22424.4816,22530.14334,1.455106016
DEU_1985,10.4521088,68.80012121,8.373161229,21.14700153,35.45,36.40600876,77684.907,22866.8514,22893.00132,23005.59574,1.50522796
DEU_1986,24.25090509,69.21648934,8.202799025,21.71487562,35.941,35.69240034,77713.485,23531.764,23557.01721,23647.5384,1.110260094
DEU_1987,28.40303761,70.10972233,8.116540273,21.5730871,36.201,35.97936875,77718.298,23948.02892,23977.95883,24072.98492,0.918990914
DEU_1988,34.09087962,69.47713196,7.782782335,22.50327453,36.483,36.62480361,78030.572,24749.73283,24767.41261,24813.15157,0.897946141
DEU_1989,38.57418457,68.38817642,7.51519184,23.54791289,37.015,38.70067873,78644.914,25453.03309,25451.35237,25442.93112,0.961249188
DEU_1990,32.73974434,67.82148176,7.144077099,24.3486078,38.113,40.90709289,79380.394,26516.52861,26495.1943,26432.62477,0.826109631
DEU_1991,-18.14682219,68.01979432,6.464882571,24.76679485,38.775,43.21685165,79984.244,27656.6444,27618.77381,27493.72368,0.848509329
DEU_1992,-17.41991716,69.24877192,6.477436915,24.25752233,38.205,42.81820571,80597.764,27987.54862,27962.81224,27861.09086,0.798458966
DEU_1993,-14.9009357,70.46945137,6.411867605,22.98521451,37.694,40.57668781,81132.272,27490.87586,27484.13657,27430.21745,0.845329093
DEU_1994,-24.397688,70.30517637,6.281290728,23.34971975,37.646,42.85730233,81414.164,28093.09276,28078.91437,28000.95054,0.829719352
DEU_1995,-24.14447135,70.62286955,6.158485368,23.26795861,37.726,44.99047695,81653.702,28486.28964,28473.07337,28389.9557,0.732747734
DEU_1996,-11.65639703,71.18580787,6.155960887,22.26770818,37.69,47.09709028,81890.667,28592.20317,28594.52694,28550.25972,0.769376684
DEU_1997,-8.4711627,70.69139155,5.929448885,22.30435798,37.627,50.95765152,82011.073,29044.6399,29042.51115,28977.66913,0.8866108
DEU_1998,-13.9757039,70.37514076,5.898948582,23.03270405,38.054,54.27339621,82023.672,29599.68174,29591.72772,29494.2378,0.899704985
DEU_1999,-23.93479923,70.48473981,5.896600696,23.64061795,38.615,57.08259134,82074.778,30143.0006,30134.1285,30011.73766,0.938627
DEU_2000,-29.0697633,69.6946083,5.870016144,23.69327522,39.257,62.00192237,82183.67,30997.9539,30988.23446,30854.1588,1.0854
DEU_2001,-0.00997997,69.62884802,5.780475008,22.25234063,39.344,63.53017986,82320.66,31356.34572,31354.18167,31269.24615,1.11751
DEU_2002,37.15314408,69.63305121,5.8535974,20.4005452,39.127,64.73389353,82458.415,31215.71043,31217.97497,31213.16202,1.06255
DEU_2003,43.13924645,70.1798085,5.797914605,20.69734367,38.793,67.48010708,82504.552,31099.66776,31101.19608,31083.1734,0.886034
DEU_2004,123.1843815,69.49610596,5.756042465,20.32169364,38.916,73.11576094,82487.209,31444.70882,31445.33825,31435.43664,0.805365
DEU_2005,140.261,69.33390178,5.625158254,19.8050802,38.871,77.73890769,82439.417,31657.47404,31657.47404,31657.47404,0.80412
DEU_2006,187.61305171,67.66684216,5.466085248,20.73185296,39.116,84.18033648,82346.364,32928.68821,32928.68821,32867.51749,0.797141
DEU_2007,263.40790509,65.53216228,5.255527859,21.84572653,39.792,86.83452825,82236.86,34140.4795,34133.89911,33991.9093,0.730638
DEU_2008,245.51159215,65.54010109,5.320983288,21.91812386,40.298,88.45289814,82065.368,34585.21217,34577.88266,34436.42341,0.682675
DEU_2009,214.42382801,69.77732394,5.86954592,19.63436912,40.324,82.8883198,81837.7,32711.74969,32707.92122,32737.08736,0.719843
DEU_2010,221.8972056,67.70123259,5.701073903,20.67600275,40.566,89.91515195,81644.454,34089.0961,34085.34609,34044.2775,0.755045
DNK_1980,-0.501816,70.79717488,8.303324907,17.98202383,2.495,47.15382828,5123.027,21214.96271,21255.58251,21709.06348,5.6359
DNK_1981,-0.951314,71.06399445,8.476941195,15.43985624,2.456,50.01080123,5121.572,20947.96641,20999.20419,21555.16613,7.1234
DNK_1982,-1.2811029,69.7020473,8.594092888,16.68812047,2.473,49.78977673,5117.81,21729.65025,21772.50677,22288.70763,8.3324
DNK_1983,-0.76561856,68.97168546,8.538498717,16.73517374,2.47,50.2602071,5114.297,22264.49723,22306.26957,22822.0837,9.145
DNK_1984,-1.0408332,67.87180005,7.893604273,19.04613872,2.513,50.35059128,5111.619,23269.09466,23306.73045,23703.26646,10.3566
DNK_1985,-2.03434028,67.50403345,7.712106671,20.41356309,2.58,51.9004964,5113.691,24342.2732,24374.79103,24714.86956,10.5964
DNK_1986,-3.27805164,67.76286514,7.182471511,22.72601599,2.651,51.51415271,5120.534,25739.40946,25760.45902,25986.90511,8.091
DNK_1987,-2.33478038,67.18091083,7.317704331,21.74145907,2.668,52.73159431,5127.024,25693.33501,25719.83085,25991.33525,6.8403
DNK_1988,-1.0626791,66.64602081,7.171403021,21.02451665,2.651,56.39249571,5129.516,25631.6728,25665.35697,25955.09069,6.7315
DNK_1989,-1.17863438,66.06652152,6.968671161,21.66766061,2.603,58.66646197,5132.593,25830.1867,25852.13595,26095.06301,7.3102
DNK_1990,0.39960886,64.93110181,7.233463258,21.0993869,2.592,60.60046838,5140.954,26144.11972,26171.43216,26442.83515,6.18856
DNK_1991,0.89114193,65.07897189,7.266544045,19.79524136,2.582,63.01767881,5154.352,26351.59721,26408.59152,26749.26636,6.39646
DNK_1992,2.42126278,65.53047195,6.922150513,19.68656112,2.564,62.00878492,5171.393,26773.30421,26833.34786,27172.57954,6.03613
DNK_1993,3.0439152,66.21982274,7.255203935,17.99164866,2.54,62.29764382,5188.386,26556.23752,26640.34373,27087.34174,6.48394
DNK_1994,1.862602,65.63320576,7.127035258,19.62667701,2.58,64.85926851,5205.603,28071.81593,28132.15751,28504.05952,6.36055
DNK_1995,1.04209585,64.55679745,7.051102885,21.96449117,2.585,65.60894356,5232.612,28938.57194,28972.75818,29210.96831,5.60237
DNK_1996,2.21369258,64.43865408,7.068011153,21.72675004,2.594,66.26075211,5262.075,29582.58442,29620.44747,29876.02111,5.79867
DNK_1997,0.87927453,63.60667071,6.867994968,23.99502517,2.632,68.34960566,5283.663,30600.8767,30601.39339,30712.6657,6.60446
DNK_1998,-1.27090755,63.71034572,6.892920231,25.15133227,2.652,70.76620287,5302.767,31260.55223,31253.21134,31304.05401,6.70083
DNK_1999,2.89013504,62.48940493,6.835877331,23.41358448,2.643,74.50948789,5320.134,31896.21788,31890.76984,32019.72405,6.97624
DNK_2000,1.99801944,60.47067713,6.688161651,25.07880467,2.679,80.74665448,5337.416,33124.2374,33113.16092,33100.98288,8.08314
DNK_2001,4.55903175,60.52258043,6.802260361,24.26083452,2.676,82.37678363,5355.826,33185.87254,33180.15582,33226.1424,8.32282
DNK_2002,3.98378916,61.32775629,6.747592723,24.45350916,2.645,86.482829,5374.693,33278.58609,33272.27405,33317.16216,7.89471
DNK_2003,6.9019782,61.85386061,6.690185949,23.80351639,2.616,85.197923,5394.138,33227.75841,33224.35214,33314.06184,6.58767
DNK_2004,7.13893536,62.77806492,6.607856008,24.80262968,2.607,87.34376343,5413.392,33915.8191,33915.58071,33956.1304,5.99106
DNK_2005,11.195,63.03692397,6.564821256,25.48377009,2.63,93.24243248,5432.335,34677.4791,34677.4791,34677.4791,5.99691
DNK_2006,8.43500501,62.78630512,6.469240225,27.47973646,2.681,99.77226621,5450.661,35875.66012,35875.66012,35733.02998,5.94678
DNK_2007,4.49765118,63.49633716,6.36031874,27.56091088,2.694,101.6512011,5468.12,36329.20205,36330.37225,36186.19408,5.4437
DNK_2008,10.7605753,64.51861355,6.382168942,26.40608405,2.618,106.1050121,5484.723,35853.62963,35858.5306,35812.92587,5.09813
DNK_2009,11.16210039,67.61255633,6.942894707,21.80541439,2.49,101.5589851,5500.51,33356.83244,33366.34834,33697.02916,5.36087
DNK_2010,19.11410453,67.77446767,6.773811388,21.87003649,2.463,103.5876366,5515.575,33705.00435,33716.83079,34038.37429,5.62408
ESP_1980,-2.532976,69.24391729,5.536305245,23.12023931,12.188,18.88562613,37488.36,15666.68972,15698.61429,15727.83956,0.430937699
ESP_1981,-2.6725651,69.33871659,5.795552303,21.25723874,11.874,19.88487989,37750.8,15460.73654,15497.47725,15541.92186,0.554866395
ESP_1982,-2.60879136,68.8835347,5.998423112,21.3041562,11.765,20.68370604,37983.31,15558.3506,15593.3339,15640.38265,0.660265888
ESP_1983,-1.4153566,68.35565058,6.101578959,20.52549936,11.703,21.43806404,38184.166,15707.54176,15744.25585,15797.59452,0.862031661
ESP_1984,1.24780348,67.38209063,6.12345152,19.8741642,11.393,22.58366788,38362.861,15868.08425,15904.96924,15962.086,0.966193069
ESP_1985,1.28679264,67.41143703,6.233724421,20.38819293,11.276,22.71796078,38534.853,16192.426,16228.21888,16285.02676,1.021985023
ESP_1986,2.31617907,67.29102755,6.288165692,22.02441236,11.485,23.31777631,38707.556,16731.91503,16760.56214,16809.12431,0.841705432
ESP_1987,-0.02398303,67.46723437,6.471185866,23.44047482,12.039,24.88050719,38880.702,17677.75151,17700.23079,17745.08467,0.742117726
ESP_1988,-2.4706451,66.88589015,6.349086267,25.4811914,12.505,25.74291269,39053.881,18612.8173,18615.79764,18644.78055,0.70010097
ESP_1989,-8.00692116,67.15462196,6.526953271,26.97273253,12.95,26.67001069,39214.523,19547.07814,19535.80337,19558.57791,0.711466109
ESP_1990,-13.043291,67.07859501,6.67028793,27.55740561,13.275,27.49776969,39350.769,20264.09433,20244.89012,20266.59547,0.612635679
ESP_1991,-15.00126327,67.53442195,6.892877831,27.24490517,13.379,29.30229762,39461.418,20725.30117,20715.22091,20745.37371,0.624523698
ESP_1992,-16.40805758,68.56519194,7.075999112,26.03630932,13.139,31.1415597,39552.425,20828.37448,20836.26322,20882.09869,0.615310182
ESP_1993,-4.3317857,68.84996929,7.388055859,23.42188753,12.597,31.97488776,39637.696,20409.67592,20442.70487,20515.72234,0.764848004
ESP_1994,-5.1113636,67.89404359,7.251582144,23.66012718,12.509,35.61410471,39707.884,20875.01284,20901.88547,20970.12788,0.805103795
ESP_1995,-1.4998999,67.09354509,7.209556545,24.70767939,12.821,38.09460014,39764.708,21487.34661,21504.87486,21563.89369,0.749395983
ESP_1996,-1.17669985,66.97729349,7.058586078,24.63002535,13.035,40.71947113,39820.561,21999.88797,22017.14896,22074.70925,0.761253952
ESP_1997,-0.42905889,66.47939412,6.890110204,24.82832252,13.505,44.73423902,39907.236,22816.66312,22829.42956,22882.55835,0.879965863
ESP_1998,-6.05242976,66.2911572,6.755553994,26.49524667,14.108,47.40886727,40046.103,23887.75991,23891.76083,23927.99554,0.897882033
ESP_1999,-15.718583,66.32988839,6.593025176,27.98855937,14.755,49.86231047,40251.435,24978.66948,24981.07201,25000.17293,0.938627
ESP_2000,-20.4548571,66.19196936,6.652847135,28.25130797,15.506,52.42587752,40589.004,26043.01176,26045.01312,26063.49823,1.0854
ESP_2001,-21.79534721,66.0488989,6.695338977,28.44207078,16.146,52.74208949,41046.894,26712.63965,26713.7907,26731.5704,1.11751
ESP_2002,-20.69062632,66.38895935,6.612377946,28.64492971,16.63,52.85168309,41639.614,27032.15243,27032.67654,27046.96677,1.06255
ESP_2003,-29.2496272,66.40285681,6.689717255,29.23777167,17.296,53.81377157,42321.028,27425.48218,27424.44083,27434.657,0.886034
ESP_2004,-53.14422474,67.23564832,6.797221579,29.80434584,17.971,55.82203807,43000.157,27849.03759,27848.8097,27857.76879,0.805365
ESP_2005,-83.292,67.81173145,6.78657506,30.70383818,18.973,56.86692687,43704.367,28325.37741,28325.37741,28325.37741,0.80412
ESP_2006,-114.47182359,67.64462808,6.848834014,32.0100284,19.748,59.48245976,44431.75,28932.76596,28932.76596,28919.21953,0.797141
ESP_2007,-153.2643156,67.84523998,6.987651041,32.27775873,20.356,61.807686,45211.636,29391.90799,29391.24213,29378.92768,0.730638
ESP_2008,-167.27754065,67.45621064,7.425112066,30.68010234,20.258,59.28018485,45910.365,29146.63918,29145.14171,29163.29957,0.682675
ESP_2009,-77.09965368,68.1436403,7.899264598,26.98554758,18.888,52.6531255,46295.24,27664.2232,27664.41834,27736.83491,0.719843
ESP_2010,-69.84567504,68.84629654,7.879807663,25.28202547,18.457,57.14896856,46505.963,27331.49875,27332.00782,27422.98429,0.755045
EST_1993,0.0164409,70.97915876,6.41167548,14.94404655,0.71,95.83580456,1491.426,7084.426466,7109.009605,6976.623279,13.2228
EST_1994,-0.131901,71.3530524,8.664198309,15.79332677,0.693,105.2503927,1467.535,7047.668277,7073.107192,6956.746833,12.9912
EST_1995,-0.1289359,71.1109787,8.997138644,15.72190382,0.656,103.8982697,1446.509,7632.2393,7660.251212,7536.306983,11.4647
EST_1996,-0.33180441,73.52488829,8.571909195,17.81019673,0.646,103.2128507,1427.827,8122.400059,8145.294119,8018.881461,12.038
EST_1997,-0.47645001,71.78653148,8.458333533,20.71418032,0.617,119.0615099,1413.351,9084.194977,9094.407827,8989.851863,13.8817
EST_1998,-0.4107984,69.93898495,8.649268161,21.92242,0.606,125.9838086,1400.972,9786.300942,9793.29005,9704.64139,14.0747
EST_1999,-0.21363378,68.96737645,9.175499327,18.40975849,0.579,121.300955,1389.756,9962.983854,9971.790119,9852.329264,14.6776
EST_2000,-0.2706021,66.53060496,8.18946111,21.13126593,0.572,141.1108539,1379.835,10983.7511,10990.51694,10898.90409,16.9686
EST_2001,-0.29304821,66.33528491,8.276808868,21.82535033,0.578,138.9586373,1369.983,11729.80991,11735.62519,11648.53732,17.4781
EST_2002,-0.71636292,67.95250981,8.092650961,26.97804908,0.586,133.9212693,1360.122,12525.45758,12527.04134,12491.32717,16.6118
EST_2003,-1.04772255,68.26282277,8.277419625,28.66633508,0.594,136.0792028,1350.722,13591.15175,13590.67482,13576.07014,13.8564
EST_2004,-1.3162896,68.95004669,7.572848462,29.18451206,0.596,146.4248046,1341.664,14573.68052,14573.53712,14553.91082,12.5956
EST_2005,-1.388,68.67113684,7.281920684,30.46144046,0.607,159.8208259,1332.893,15962.3545,15962.3545,15962.3545,12.5838
EST_2006,-2.66026287,70.44950608,6.745422312,34.94852961,0.646,160.3770695,1324.333,17637.91674,17637.91674,17700.2343,12.4655
EST_2007,-3.72538089,71.08588667,6.745374632,36.04313229,0.655,156.9394451,1315.912,19067.16214,19065.7841,19149.07415,11.4339
EST_2008,-2.36385191,70.89020504,7.45165199,30.02588141,0.657,158.939545,1307.605,18344.70689,18346.28074,18317.31096,10.6944
EST_2009,0.71631966,69.09407097,7.993357742,17.66160402,0.596,131.9562551,1299.371,16478.66205,16483.98459,16259.40943,11.2574
EST_2010,0.61601115,66.24100702,7.727813964,18.54493102,0.571,156.3958494,1291.17,17012.13304,17017.47451,16825.61355,11.80679919
FIN_1980,-0.69107232,63.07227996,7.426178025,31.12301585,2.326,41.53799642,4779.535,18966.29558,18875.41762,18757.09028,0.627354421
FIN_1981,-0.2179659,63.35427155,7.529556992,28.59847635,2.352,40.97977903,4799.964,19208.59962,19128.22914,19108.01853,0.72577295
FIN_1982,-0.49524887,63.93172827,7.59893077,28.77639849,2.375,39.67534354,4826.933,19757.90796,19674.89239,19657.07824,0.810736445
FIN_1983,-0.605346,64.21150566,7.789281112,28.26896026,2.388,40.246631,4855.787,20176.75771,20094.05682,20104.74028,0.936820205
FIN_1984,0.02332902,64.2315062,7.529997095,27.41719695,2.412,40.35966589,4881.788,20749.57682,20669.44401,20707.26579,1.010809438
FIN_1985,-0.4560472,65.44860465,7.709213054,27.14159799,2.436,40.92365653,4901.783,21079.12511,20999.96334,21072.42166,1.042411949
FIN_1986,-0.42581916,66.39752702,7.734388734,26.52795933,2.429,40.93261992,4917.386,21546.62546,21471.93346,21586.26465,0.852632057
FIN_1987,-1.11359042,66.91623979,7.735022176,27.12844313,2.422,41.78547918,4931.729,22317.44484,22236.70866,22337.30741,0.739281804
FIN_1988,-1.81426476,66.50798543,7.402671092,29.35701688,2.429,42.23673628,4946.633,23592.94843,23480.13526,23467.87895,0.703501504
FIN_1989,-4.01737598,65.58747935,7.084577718,31.82011142,2.469,42.09199976,4962.441,25082.43588,24924.19903,24765.82325,0.721731394
FIN_1990,-5.05039118,66.3517582,7.724620733,30.07502914,2.499,42.84130746,4986.431,24624.11434,24504.75391,24466.30979,0.643066537
FIN_1991,-5.03858082,69.78368384,8.684107229,24.30658705,2.374,41.30935825,5013.786,22504.21971,22527.33345,22826.23444,0.680148611
FIN_1992,-3.91951966,69.97413953,9.094172228,21.94536551,2.205,45.29501961,5041.039,21399.73119,21451.18713,21848.6383,0.753387725
FIN_1993,-0.8815454,68.64646615,9.176017071,19.8212349,2.07,50.35180645,5064.846,20799.51154,20865.68509,21321.1233,0.96073821
FIN_1994,0.8785406,66.99804138,8.909350152,21.36519561,2.053,54.6622616,5086.044,21654.40801,21697.71758,22073.9287,0.878531316
FIN_1995,4.3707638,65.78291754,8.402650794,22.94483352,2.098,55.75893491,5104.654,22939.54376,22967.10032,23259.86062,0.734421173
FIN_1996,4.28102532,66.33820138,8.404174298,22.64017486,2.126,57.85018348,5120.31,23480.06406,23513.39292,23836.00352,0.77257965
FIN_1997,5.80202712,64.08145482,8.330637602,24.26307757,2.169,61.16107896,5134.406,25044.43717,25052.0491,25275.71697,0.873135847
FIN_1998,6.24071236,62.72962212,7.807994995,25.8969355,2.221,62.55789193,5146.983,26626.45961,26621.10619,26730.65735,0.898808052
FIN_1999,6.05382553,61.9884527,7.607357967,24.63521733,2.296,65.0630177,5158.097,27554.87175,27550.21606,27708.94094,0.938627
FIN_2000,8.42770278,60.16300956,7.083958115,26.16943824,2.336,72.34876567,5168.595,28939.9128,28930.43751,28953.95792,1.0854
FIN_2001,9.45466067,60.53252157,7.01191177,25.77459168,2.367,72.00162293,5180.309,29460.15423,29452.77701,29503.73462,1.11751
FIN_2002,10.57856904,61.16191924,7.192169057,24.79477891,2.372,73.38375814,5193.039,29781.31514,29776.93747,29905.16909,1.06255
FIN_2003,7.4799671,62.74928182,7.191190596,25.11059574,2.365,72.62234224,5204.405,30150.87346,30146.98803,30291.39893,0.886034
FIN_2004,11.35686924,62.10922658,6.966411583,25.53626128,2.365,75.1353199,5214.512,31354.27959,31353.49171,31454.28299,0.805365
FIN_2005,6.573,61.9799618,6.853478615,27.07385018,2.401,79.4308314,5223.442,32293.144,32293.144,32293.144,0.80412
FIN_2006,8.93154612,61.51294011,6.57019088,25.96592809,2.444,83.90232088,5231.372,33615.81957,33615.81957,33663.67028,0.797141
FIN_2007,11.1644577,59.85371753,6.282634225,27.35146977,2.492,85.36972323,5238.46,35519.8873,35512.6176,35413.34064,0.730638
FIN_2008,7.79408774,60.83417881,6.320098694,26.49134628,2.531,90.76075703,5244.749,35547.72284,35543.39919,35528.94917,0.682675
FIN_2009,4.65936366,66.54273553,7.167341059,23.2575868,2.457,82.24345192,5250.275,31734.30786,31734.72605,32082.26518,0.719843
FIN_2010,3.79041095,65.45416957,6.857125191,24.05871588,2.447,85.38485496,5255.068,32988.84535,32991.91078,33263.19908,0.755045
FRA_1980,-1.995316,70.79537566,7.234493293,22.52361473,22.029,27.79644627,55110.236,21441.18493,21421.43249,21435.90454,0.644188567
FRA_1981,-2.4943244,71.94114851,7.429160344,20.33355378,22.107,28.1128108,55398.584,21434.74372,21427.01325,21505.92042,0.828499429
FRA_1982,-6.72495834,72.39971602,7.512834084,20.44458625,22.134,27.68026819,55696.955,21917.62477,21909.50811,21992.98452,1.001910186
FRA_1983,-2.71771528,72.79605405,7.680483828,18.8720913,22.065,27.7900168,55929.112,21945.50191,21947.11598,22078.35271,1.161859695
FRA_1984,-0.45222408,72.7000526,7.697487203,18.46565287,22.015,28.87054963,56245.834,22088.54722,22091.37203,22233.97223,1.332267207
FRA_1985,-0.21693056,72.87160824,7.763744207,18.6022528,21.846,29.29042458,56489.816,22408.2362,22410.44666,22555.62588,1.36978491
FRA_1986,1.48217823,73.12012293,7.742266011,19.47128178,21.929,29.22833876,56725.296,22987.77575,22984.46051,23110.90898,1.055877138
FRA_1987,-2.88574188,73.37326049,7.793709053,19.86759905,22.096,29.97127532,56988.96,23499.99463,23493.84445,23616.3501,0.916325308
FRA_1988,-3.1276959,72.33589703,7.741931097,20.98915848,22.296,31.05693168,57254.62,24505.19731,24480.03365,24571.29524,0.908123551
FRA_1989,-3.22489395,71.56594034,7.373877099,21.91165507,22.671,32.48070751,57821.318,25286.75525,25244.44187,25289.06761,0.972639975
FRA_1990,-7.13153678,71.53791536,7.36162033,22.10580656,22.863,33.07193245,58168.16,25813.19438,25766.2332,25805.44683,0.83012606
FRA_1991,-4.62855078,71.68602029,7.578123414,21.25063463,22.888,34.27053038,58514.114,25846.08721,25820.75641,25897.73947,0.860135649
FRA_1992,2.9375333,71.79725994,7.721380121,20.30979807,22.755,35.11291648,58858.69,25996.60232,25986.12628,26099.48996,0.807037656
FRA_1993,7.1932852,72.73748399,8.202059333,18.2399691,22.462,34.89961148,59169.209,25573.20089,25593.38205,25794.76407,0.863353848
FRA_1994,6.531098,72.03598069,7.988697477,19.25413766,22.495,36.96373574,59444.743,26068.19431,26069.83492,26230.72066,0.846403042
FRA_1995,5.98735885,71.65946849,7.690348964,19.73346292,22.694,39.03912177,59712.208,26497.3235,26491.97544,26622.03886,0.760946221
FRA_1996,16.10041399,72.05249044,7.951947775,18.79524837,22.779,39.83767058,59980.824,26596.28438,26606.43377,26781.90568,0.779855997
FRA_1997,32.00000751,70.83688046,8.00854208,18.88791583,22.88,43.124477,60253.88,27013.14652,27019.18256,27194.00579,0.889797654
FRA_1998,32.99652565,70.45376281,7.45563003,20.40594062,23.227,45.66337858,60534.768,27898.95723,27893.68068,27990.66264,0.899376026
FRA_1999,39.85312113,70.13261187,7.344215519,21.25665258,23.697,46.60432701,60823.977,28723.15922,28716.3524,28780.73627,0.938627
FRA_2000,17.13842874,69.67802159,7.172610752,22.31710658,24.332,50.98415754,61136.524,29667.53488,29657.84457,29676.25671,1.0854
FRA_2001,21.34080494,70.03381263,7.038954356,22.00988822,24.765,51.28158011,61479.303,30036.83199,30028.61609,30049.54963,1.11751
FRA_2002,16.74648144,70.94396034,7.015454898,21.14531117,24.919,51.71185034,61828.99,30112.24707,30105.90706,30157.41891,1.06255
FRA_2003,12.2224884,71.63853604,6.999233215,21.0311123,24.95,51.1048457,62171.39,30218.62405,30213.19216,30270.20169,0.886034
FRA_2004,10.78292826,71.03727059,6.971096697,21.92967933,24.977,52.4338544,62534.159,30834.50047,30834.4784,30857.77704,0.805365
FRA_2005,-10.375,71.31477837,6.875204584,22.44646365,25.116,53.62444382,62911.523,31230.27351,31230.27351,31230.27351,0.80412
FRA_2006,-13.41486845,70.99264901,6.775337708,22.85073207,25.362,54.97285803,63292.515,31830.86709,31830.86709,31808.07853,0.797141
FRA_2007,-27.54572337,70.90139484,6.67134033,23.90677085,25.729,55.79003489,63681.742,32403.33879,32399.70616,32330.65368,0.730638
FRA_2008,-53.89191456,71.33718857,6.741480226,23.75085717,25.883,56.03420539,64057.79,32175.72961,32172.47621,32116.38857,0.682675
FRA_2009,-38.35267464,74.02735636,7.131337664,20.96848838,25.573,51.09646157,64420.073,31011.97047,31012.11345,31091.49216,0.719843
FRA_2010,-44.44381706,73.9033433,7.132402966,21.014747,25.575,55.00765066,64768.389,31299.27919,31299.29977,31377.40582,0.755045
GBR_1980,1.93462016,72.70250571,9.658321344,15.0307615,25.086,31.81254882,56314.0,16648.82018,16655.20418,16768.83041,0.430295
GBR_1981,5.1365729,73.33252048,10.02244228,13.71516269,24.43,31.4004301,56382.597,16585.60301,16596.54561,16736.00315,0.497641
GBR_1982,2.16789231,72.60593231,10.26394435,14.77172952,23.951,31.4850081,56330.706,17034.02072,17038.36395,17177.3625,0.572447
GBR_1983,1.10000016,72.52064129,10.25092045,15.56492694,23.775,31.28556008,56364.615,17842.06873,17842.33779,17977.83324,0.659725
GBR_1984,-1.03425322,71.79416015,10.6505525,16.2881411,24.285,32.7180584,56435.179,18446.42315,18441.37502,18586.66742,0.751807
GBR_1985,-0.45543092,71.53526225,10.53699839,16.14226976,24.593,32.64094025,56584.077,19224.39436,19219.79927,19369.0601,0.779246
GBR_1986,-3.33978282,73.17438938,9.794561368,15.66476804,24.746,32.61884119,56750.92,20214.73042,20220.42268,20354.71529,0.682197
GBR_1987,-7.43733206,73.33111884,9.396970863,16.20638557,25.239,32.86866957,56927.038,21367.07503,21370.93405,21488.67698,0.611927
GBR_1988,-22.50331944,73.93944831,8.80817012,18.07036071,26.07,33.07352264,57095.731,22564.4021,22550.38777,22620.34269,0.56217
GBR_1989,-27.6429421,74.28852683,8.725174737,18.29385357,26.749,34.19323614,57251.27,23079.15709,23062.9763,23127.19641,0.611173
GBR_1990,-25.56774084,74.56946485,8.905284287,17.0604072,26.871,34.91566565,57410.719,23154.22984,23160.80458,23252.61702,0.563177
GBR_1991,-11.18005266,75.07886937,9.24028254,15.45867549,26.163,34.60019685,57573.614,22722.1008,22765.63549,22895.0891,0.567015
GBR_1992,-14.07411652,75.44582728,9.021250857,15.74724133,25.54,36.37074071,57735.94,22734.62198,22774.77416,22890.10794,0.569774
GBR_1993,-11.0788179,75.94379077,8.354053302,15.71253884,25.303,36.98287082,57854.243,23187.13608,23223.35404,23311.67906,0.666757
GBR_1994,-4.0745418,74.86253856,8.166560934,16.40148778,25.505,38.21953273,58005.687,24082.04023,24105.77326,24177.99502,0.653427
