"","V1","V2","V3","V4"
"sig_1",-0.0746287236702272,0.0577660438907856,-0.0613513350759369,0.0225787615716956
"sig_2",-0.0738817955601149,0.0548805730051969,-0.0311463277496212,0.00249991579584702
"sig_3",-0.00411704167486262,0.185303753487395,-0.161095050052537,0.0321140839320067
"sig_4",-0.0505869943310071,-0.0538066864721604,-0.0317091840190359,0.0140372704479647
"sig_5",0.0143353891216258,0.088345753040609,-0.14487035813812,0.0414947116438076
"sig_6",-0.0438580407109754,0.0141413771713715,-0.0595179807956493,0.00778533064866727
"sig_7",-0.0706903458415473,-0.0132547413000036,-0.0397431770547337,0.0306940912738779
"sig_8",-0.0588113499974366,-0.0162399349415412,-0.0353002543996753,0.0169486486951135
"sig_9",0.0482787069546704,0.347344329870521,-0.292453598505569,-0.00234312117624304
"sig_10",-0.0162270225192889,-0.02747553346319,-0.0487480842951279,0.0137267297431089
"sig_11",-0.0266710863809614,-0.0523346117499776,-0.0335266956540283,0.00691622396611472
"sig_12",-0.000478057189553362,0.284575130533441,-0.192481561421511,0.0185181460427649
"sig_13",0.00198984693090097,0.056923731997641,-0.0906181138913318,0.0165641480565489
"sig_14",-0.0257871781088975,-0.0432925351709938,-0.0345264881605025,0.00601141348580322
"sig_15",-0.0309155507434939,0.175455313462267,-0.161525560708631,-0.0239882449799836
"sig_16",0.00968861467807489,0.00256918899272372,-0.0445398676407206,0.0449048479454981
"sig_17",-0.0320094204036852,-0.0435700252697991,-0.0382282635711021,0.00998834331104152
"sig_18",-0.0168131187366698,-0.0235304377005279,-0.0532857266983619,0.00557585384306298
"sig_19",-0.0152802094466885,0.17282224302086,-0.129212080279865,0.0445643033387685
"sig_20",-0.00255854334420473,-0.0499212721586462,-0.0187998920611996,0.028827759447245
"sig_21",0.0196035007499352,0.270807074320111,-0.232840671116895,-0.00794802809944637
"sig_22",-0.0587719344063765,-0.0825797961229106,-0.0217816817462992,0.0197283402029109
"sig_23",-0.028512347499321,-0.0238658660317891,-0.0489907280087121,0.00863714244844818
"sig_24",-0.0128710026420932,0.0577632694780396,-0.0704892613806156,0.0268346083885648
"sig_25",0.0144113980977251,0.149214448047419,-0.160701442175001,0.014321168574928
"sig_26",-0.052352482392397,-0.00926314674825494,-0.0476335452181186,0.00933919668475162
"sig_27",-0.00133622806295522,-0.0257016448829546,-0.0570531774097021,0.0305499931511588
"sig_28",-0.0474964172412182,-0.0630096393785298,-0.029080155469489,0.0312028962291996
"sig_29",-0.0427051585219921,-0.0535052356182212,-0.0447901030411407,0.0182705213028208
