"","sig_1","sig_2","sig_3","sig_4","sig_5","sig_6","sig_7","sig_8","sig_9","sig_10","sig_11","sig_12","sig_13","sig_14","sig_15","sig_16","sig_17","sig_18","sig_19","sig_20","sig_21","sig_22","sig_23","sig_24","sig_25","sig_26","sig_27","sig_28","sig_29","Transport.and.catabolism","Cell.motility","Cell.growth.and.death","Cell.communication"
"sig_11",0.890298969863703,0.701762723303307,0.775099597339633,0.991848144561644,0.739175185010353,0.945384638584581,0.898028687640017,0.69595200523781,0.297054308617092,0.977053024629701,1,0.0934658294409401,0.96278546260169,0.990440447111898,-0.0194539089982058,0.879231725151173,0.994968970254397,0.942210041020643,0.550901009399002,0.91571750682536,0.467311327987436,0.969455576500562,0.944777993951694,0.968859240804982,0.79050198011064,0.920505353973888,0.910629908757219,0.90804054927087,0.649266551804049,-0.0266756088821163,-0.0368751132421045,-0.0252457213268859,-0.0409746773780694
"sig_12",0.343049064816296,0.207115370599496,0.646637590188307,0.136144023022966,0.27351604717309,0.149259416195232,0.222517557968089,0.0801794301873043,0.676798583649295,0.26298069188561,0.0934658294409401,1,0.204623056010091,0.00368179835610993,0.577747019778504,0.124893608943958,0.0843434981461865,0.00292778158341178,0.814407083209571,-0.0349025761052845,0.558774604121023,0.157781579211671,0.0359445709079891,0.242741184159118,0.344678043170408,0.115978549032788,0.02667085827341,0.0692795558477543,0.00262112908925805,-0.163385223773297,-0.0524900515814904,0.10406377911157,0.227050576100432
"sig_13",0.898900550677438,0.710606031842873,0.871311033812939,0.952828974176757,0.836320207905796,0.938107046163863,0.889396314522952,0.684854862536893,0.495011993990847,0.942859024472472,0.96278546260169,0.204623056010091,1,0.962607881689373,0.173560335887492,0.941142702776549,0.96525636027136,0.921437039988443,0.653044351749573,0.890505433802442,0.651078064260025,0.922508847826136,0.922781234853575,0.994333262753436,0.900644400055647,0.906640111666273,0.913875945553958,0.884798313592065,0.626342444316471,-0.0613702041902623,-0.0452765071144677,-0.000191517706383886,0.0362147087345204
"sig_14",0.877186961620824,0.71370409961927,0.73333368325428,0.980563520325664,0.747899731317263,0.956521093757089,0.893555014006327,0.720696372519925,0.291416978260726,0.941619726283153,0.990440447111898,0.00368179835610993,0.962607881689373,1,-0.0163745329431853,0.889648307004053,0.994310572236968,0.969131404942706,0.480524544627605,0.922280669042066,0.476730710503193,0.953857159862126,0.966529782742395,0.958197248304473,0.800260442076528,0.93735303800714,0.919654216542571,0.91757981414928,0.682388800618618,-0.0285773422405485,-0.0347061972632701,-0.0206290528545033,-0.0332869602644877
"sig_15",0.141801961633022,0.0935116431744911,0.427811866921664,-0.0151201596689936,0.417638129335276,0.075329322421648,0.0663910330305923,0.0264134946341572,0.791741576657006,0.00628728462157608,-0.0194539089982058,0.577747019778504,0.173560335887492,-0.0163745329431853,0.999999999999998,0.167652140162367,-0.0051841455128459,0.0201671743340385,0.440462427035943,-0.022611307041727,0.822504461453789,-0.028723707205348,0.0139830174307402,0.140603416178082,0.509992774911505,0.0551755832437149,0.0595880262407192,-0.00885587710522005,-0.00949050818468013,-0.163306855918965,-0.029161719351429,0.075332480169676,0.150981777661217
"sig_16",0.855354543011362,0.701190286288291,0.816566116795408,0.878880348060751,0.862744052408151,0.872204101503269,0.861075294144062,0.667273590991858,0.434124014752744,0.851846688429601,0.879231725151173,0.124893608943958,0.941142702776549,0.889648307004053,0.167652140162367,1,0.891763967468845,0.851035322002994,0.633189713513099,0.887543089205814,0.586465634836514,0.865003701081558,0.857546325329865,0.938896282441913,0.871458558217847,0.848092978006304,0.890601284460507,0.857058659478269,0.600795010871285,-0.00454410105863135,-0.0560059557595458,-0.0261091058282358,-0.0126701322975157
"sig_17",0.915431946755563,0.748150706440122,0.775296086485673,0.995139556432334,0.749916231024901,0.971612526634842,0.924735656947106,0.744111118077097,0.309875416680089,0.964066084700349,0.994968970254397,0.0843434981461865,0.96525636027136,0.994310572236968,-0.0051841455128459,0.891763967468845,1,0.968270526515141,0.548919877418521,0.914557386328038,0.482442948647941,0.977453865431636,0.97143905940516,0.96915475940768,0.80103089350434,0.953619009176029,0.913430023473009,0.933036068213276,0.698277990596875,-0.0324841847878861,-0.0411188710930773,-0.0181592610585922,-0.0319031594549861
"sig_18",0.89858361500673,0.785774525095615,0.7019701674039,0.951748001861721,0.726053785289744,0.984394307968598,0.913002858979807,0.80436441177167,0.3139578701681,0.88173975096432,0.942210041020643,0.00292778158341178,0.921437039988443,0.969131404942706,0.0201671743340385,0.851035322002994,0.968270526515141,1,0.451566116979224,0.873838780578441,0.491744641861442,0.935115546085492,0.997763387775472,0.911957136606117,0.783716407993832,0.981721207900714,0.875158831810368,0.933163384312682,0.777964556987305,-0.039699655188876,-0.0375655326684595,-0.0214186621053841,-0.0217588499294136
"sig_19",0.720224551747915,0.539484187698836,0.921963986426819,0.586451980977606,0.59389917757868,0.581057740432246,0.637519609500497,0.429118614084997,0.639169838786779,0.680819801834736,0.550901009399002,0.814407083209571,0.653044351749573,0.480524544627605,0.440462427035943,0.633189713513099,0.548919877418521,0.451566116979224,0.999999999999999,0.402473599621247,0.642698560888361,0.597181106113456,0.489632427041837,0.688858363727881,0.645941518781374,0.541737262913693,0.479133526966208,0.522698125310523,0.334836785289181,-0.0997669919465124,-0.06867965935769,0.0654941024601322,0.138684970441392
"sig_20",0.811967382627407,0.642900595466627,0.674081777266363,0.905485445888974,0.815620325488876,0.860044404338052,0.833730341764385,0.634596501060776,0.302316519729603,0.864302998627261,0.91571750682536,-0.0349025761052845,0.890505433802442,0.922280669042066,-0.022611307041727,0.887543089205814,0.914557386328038,0.873838780578441,0.402473599621247,1,0.435351527874503,0.89356339856248,0.866649979882984,0.892399265700701,0.815112886681071,0.842489138729268,0.902810307597809,0.852094002714477,0.587780529718969,0.00631625776258372,-0.0428599983577891,-0.0384126378053295,-0.0493118214680511
"sig_21",0.566793318189523,0.432937452285132,0.77872236401737,0.462413251456326,0.758462364865568,0.539574783756457,0.494986412795106,0.363434253276515,0.929575523188323,0.468538783152859,0.467311327987436,0.558774604121023,0.651078064260025,0.476730710503193,0.822504461453789,0.586465634836514,0.482442948647941,0.491744641861442,0.642698560888361,0.435351527874503,1,0.429030973866217,0.481320278064888,0.615896020347679,0.872585937726639,0.507251340842724,0.513299110241979,0.431127263353947,0.305405359611924,-0.191287684888081,-0.0476525424371686,0.0708339207200149,0.204106915628893
"sig_22",0.95078770408417,0.810070317780027,0.779321057528449,0.990901876304243,0.719976704110886,0.962155110955477,0.964021194498839,0.79219252928566,0.274528557890611,0.958964633221307,0.969455576500562,0.157781579211671,0.922508847826136,0.953857159862126,-0.028723707205348,0.865003701081558,0.977453865431636,0.935115546085492,0.597181106113456,0.89356339856248,0.429030973866217,1,0.947549939956211,0.943834492677671,0.757176244320692,0.952981854867963,0.882593623359564,0.953497401590398,0.736167465975594,-0.025266118354472,-0.0544461247365733,-0.0183826734016195,-0.0546451807993625
"sig_23",0.917250250088133,0.803542666650276,0.721072761060492,0.959778501173936,0.719073141260076,0.991298073531363,0.928698900453191,0.816682290241519,0.307896465970512,0.894294011200427,0.944777993951694,0.0359445709079891,0.922781234853575,0.966529782742395,0.0139830174307402,0.857546325329865,0.97143905940516,0.997763387775472,0.489632427041837,0.866649979882984,0.481320278064888,0.947549939956211,1,0.918340572714713,0.775001824968507,0.988991140093951,0.869450696306035,0.941741355493899,0.785982168275697,-0.0414180171047378,-0.0406107397645745,-0.012244250672667,-0.0170037845589422
"sig_24",0.918077365213399,0.72529250923522,0.884756527207262,0.964998419680748,0.822291910721018,0.939515963796839,0.908966542995266,0.69132617189224,0.463775547071826,0.962821950419646,0.968859240804982,0.242741184159118,0.994333262753436,0.958197248304473,0.140603416178082,0.938896282441913,0.96915475940768,0.911957136606117,0.688858363727881,0.892399265700701,0.615896020347679,0.943834492677671,0.918340572714713,1,0.880192273425804,0.9084290510674,0.912888609139358,0.895020013316317,0.626025958779167,-0.0505769653425615,-0.0473729470199768,0.0165121708488248,0.0446031881403299
"sig_25",0.806909860010408,0.631169862929146,0.871839308841509,0.783743814370415,0.930929205895034,0.810385249652148,0.771920268598686,0.579664463089251,0.757892382660748,0.765997504804257,0.79050198011064,0.344678043170408,0.900644400055647,0.800260442076528,0.509992774911505,0.871458558217847,0.80103089350434,0.783716407993832,0.645941518781374,0.815112886681071,0.872585937726639,0.757176244320692,0.775001824968507,0.880192273425804,1,0.780236313709765,0.815629894116978,0.73917477234378,0.514893284373041,-0.1169182968169,-0.0563671895778236,0.0230303821367401,0.104574308077109
"sig_26",0.953882713167187,0.852545299561265,0.749453534807073,0.951358422543947,0.724134934313775,0.995595180423784,0.95813133226504,0.846718218230239,0.349868484576746,0.880133005827882,0.920505353973888,0.115978549032788,0.906640111666273,0.93735303800714,0.0551755832437149,0.848092978006304,0.953619009176029,0.981721207900714,0.541737262913693,0.842489138729268,0.507251340842724,0.952981854867963,0.988991140093951,0.9084290510674,0.780236313709765,1,0.84841176697034,0.948125324373946,0.802702397013816,-0.0547634864764426,-0.0427788549396607,0.0138319514824917,0.00599916605223662
"sig_27",0.83787350859158,0.69561610731437,0.716498964449879,0.898640415859336,0.878381710705899,0.869288862547285,0.870402813685298,0.656616117826657,0.333698401672467,0.860662373070309,0.910629908757219,0.02667085827341,0.913875945553958,0.919654216542571,0.0595880262407192,0.890601284460507,0.913430023473009,0.875158831810368,0.479133526966208,0.902810307597809,0.513299110241979,0.882593623359564,0.869450696306035,0.912888609139358,0.815629894116978,0.84841176697034,1,0.87147991178935,0.591709012158185,-0.0219243163015869,-0.057443043363246,-0.038007881845061,-0.0334163370511174
"sig_28",0.928238942180824,0.916668144008178,0.713972930559158,0.934717452692794,0.721597300593553,0.945780695071386,0.97554927265096,0.920956853595214,0.26518247247863,0.872029638467359,0.90804054927087,0.0692795558477543,0.884798313592065,0.91757981414928,-0.00885587710522005,0.857058659478269,0.933036068213276,0.933163384312682,0.522698125310523,0.852094002714477,0.431127263353947,0.953497401590398,0.941741355493899,0.895020013316317,0.73917477234378,0.948125324373946,0.87147991178935,1,0.881128298169405,-0.0215760583029186,-0.0614660612041479,-0.0184114775130434,-0.0440721272069372
"sig_29",0.752510049959494,0.927802049011026,0.481065040848899,0.697480639484267,0.474919852872109,0.776929250278436,0.818623773205684,0.986243739557764,0.177089068934117,0.601640803864681,0.649266551804049,0.00262112908925805,0.626342444316471,0.682388800618618,-0.00949050818468013,0.600795010871285,0.698277990596875,0.777964556987305,0.334836785289181,0.587780529718969,0.305405359611924,0.736167465975594,0.785982168275697,0.626025958779167,0.514893284373041,0.802702397013816,0.591709012158185,0.881128298169405,0.999999999999999,-0.0373417061730307,-0.0552205340392605,-0.0198862712778507,-0.0381689352314691
"Transport.and.catabolism",-0.0789420148195074,-0.0668956313958949,-0.12349230807065,-0.0344666980080548,-0.0847007642422233,-0.0624373303079395,-0.0482955645893217,-0.0450899986142355,-0.225118047965993,-0.0318364336512123,-0.0266756088821163,-0.163385223773297,-0.0613702041902623,-0.0285773422405485,-0.163306855918965,-0.00454410105863135,-0.0324841847878861,-0.039699655188876,-0.0997669919465124,0.00631625776258372,-0.191287684888081,-0.025266118354472,-0.0414180171047378,-0.0505769653425615,-0.1169182968169,-0.0547634864764426,-0.0219243163015869,-0.0215760583029186,-0.0373417061730307,0.999999999999999,0.00814605435607237,-0.27742965481677,-0.304599761728342
"Cell.motility",-0.0523595670321016,-0.0217621637364813,-0.0685388169661915,-0.0472354697560108,-0.0831400623178354,-0.0408942049068056,-0.0615283450707775,-0.0460212642189251,-0.0599840771112787,-0.0428839018452448,-0.0368751132421045,-0.0524900515814904,-0.0452765071144677,-0.0347061972632701,-0.029161719351429,-0.0560059557595458,-0.0411188710930773,-0.0375655326684595,-0.06867965935769,-0.0428599983577891,-0.0476525424371686,-0.0544461247365733,-0.0406107397645745,-0.0473729470199768,-0.0563671895778236,-0.0427788549396607,-0.057443043363246,-0.0614660612041479,-0.0552205340392605,0.00814605435607237,1,0.230218256139139,0.238489778980713
"Cell.growth.and.death",0.0638313977294209,0.0744121091597037,0.0556835782165313,-0.00947300961428534,-0.0116247977189108,0.018093726027948,0.0244996741815174,0.017499058122981,0.0756833938081819,-0.0236485606175645,-0.0252457213268859,0.10406377911157,-0.000191517706383886,-0.0206290528545033,0.075332480169676,-0.0261091058282358,-0.0181592610585922,-0.0214186621053841,0.0654941024601322,-0.0384126378053295,0.0708339207200149,-0.0183826734016195,-0.012244250672667,0.0165121708488248,0.0230303821367401,0.0138319514824917,-0.038007881845061,-0.0184114775130434,-0.0198862712778507,-0.27742965481677,0.230218256139139,1,0.892691048063714
"Cell.communication",0.0718099870809321,0.0751840393325738,0.142425251099458,-0.032974768454999,0.0492139816106984,0.0220162633537024,0.00863492699660483,0.00320021190515005,0.252165189349359,-0.0258497593114252,-0.0409746773780694,0.227050576100432,0.0362147087345204,-0.0332869602644877,0.150981777661217,-0.0126701322975157,-0.0319031594549861,-0.0217588499294136,0.138684970441392,-0.0493118214680511,0.204106915628893,-0.0546451807993625,-0.0170037845589422,0.0446031881403299,0.104574308077109,0.00599916605223662,-0.0334163370511174,-0.0440721272069372,-0.0381689352314691,-0.304599761728342,0.238489778980713,0.892691048063714,1
