"","V1","V2","V3","V4"
"Transport.and.catabolism",0.528437986644842,-0.138127261007563,0.689124010026252,0.476216602863269
"Cell.motility",0.207862372199057,0.187572131830576,0.468909743728535,-0.837695399188006
"Cell.growth.and.death",-0.706782669597852,0.605626928573779,0.344806893383217,-0.121583253854457
"Cell.communication",-0.413155840583516,0.893897083833777,0.132134677238474,-0.113095897256628
