"","V1","V2","V3","V4"
"ec:1.1.1.42",0.360938840269341,-0.403837013362894,-0.363638053492211,0.818520218920452
"ec:1.1.3.15",0.197568394120686,-0.0827954792924199,0.883567786494196,0.641282289080334
"ec:1.11.1.6",-0.0767561117644859,-0.211918670046691,-0.212748569207279,0.10183308752745
"ec:1.14.13.39",0.409586198479567,-0.145979296460828,0.614240109524551,0.865212321230129
"ec:1.17.3.2",0.159475648594373,0.0547475487444888,0.540320879978465,-2.15889604080717
"ec:1.17.4.1",-3.30709168404983,-2.03347549548312,0.663853870621677,-0.644571038199478
"ec:1.17.99.3",-0.0767561117644859,-0.211918670046691,-0.212748569207279,0.10183308752745
"ec:1.3.1.38",-0.227672787173359,-0.370678743380259,-0.158268876862551,-0.422181149403985
"ec:1.3.3.6",0.447984884070064,-0.0660262839363686,0.672126527254936,1.23557135985612
"ec:1.4.3.1",0.360938840269341,-0.403837013362894,-0.363638053492211,0.818520218920452
"ec:1.4.3.3",-0.0953843864733237,-0.307508862385134,-0.281178871723629,0.0583045228413113
"ec:2.1.1.43",-0.0767561117644859,-0.211918670046691,-0.212748569207279,0.10183308752745
"ec:2.3.1.16",-0.099106360199994,-0.306726860886494,-0.276502652706252,0.0440104598466238
"ec:2.3.1.176",0.360938840269341,-0.403837013362894,-0.363638053492211,0.818520218920452
"ec:2.3.1.42",-0.0767561117644859,-0.211918670046691,-0.212748569207279,0.10183308752745
"ec:2.3.1.78",-0.0767561117644859,-0.211918670046691,-0.212748569207279,0.10183308752745
"ec:2.5.1.18",-0.103355044611688,-0.305941385601189,-0.272150414985462,0.0338654200823685
"ec:2.6.1.51",-0.0991938289293977,-0.3054450388573,-0.275359164536951,0.0455520231693214
"ec:2.7.1.137",0.37284586500265,-0.205599597581118,0.80846735267866,-0.459297724849545
"ec:2.7.1.149",0.313423727102479,-0.0863607365275687,0.560181909447125,-2.35659785437878
"ec:2.7.1.150",0.289938095084952,-0.319112318044006,0.352280383185617,-1.51259403996693
"ec:2.7.1.153",-0.578917970200677,1.24772270061918,1.97351268250668,-5.09682415120426
"ec:2.7.1.36",-0.0767561117644859,-0.211918670046691,-0.212748569207279,0.10183308752745
"ec:2.7.1.68",3.534912646724,1.38072854129543,3.57170164459519,-1.86821275818177
"ec:2.7.4.2",-0.0767561117644859,-0.211918670046691,-0.212748569207279,0.10183308752745
"ec:3.1.1.13",-0.0767561117644859,-0.211918670046691,-0.212748569207279,0.10183308752745
"ec:3.1.1.5",-0.120959094135875,-0.307856814615432,-0.2695051381228,0.00622281905840616
"ec:3.1.2.2",-0.0767561117644859,-0.211918670046691,-0.212748569207279,0.10183308752745
"ec:3.1.2.22",-0.0767561117644859,-0.211918670046691,-0.212748569207279,0.10183308752745
"ec:3.1.2.27",-0.0767561117644859,-0.211918670046691,-0.212748569207279,0.10183308752745
"ec:3.1.3.2",-0.0767561117644859,-0.211918670046691,-0.212748569207279,0.10183308752745
"ec:3.1.3.67",-0.250782922185137,1.42912363274257,-1.36310121370569,-0.215913554651554
"ec:3.1.4.11",1.44441438570525,4.10991699803937,-2.46420918949889,0.25182731999987
"ec:3.1.4.12",-0.0538668157752653,-0.332555334481818,-0.363647336184276,-0.0214824206493356
"ec:3.1.4.4",0.369430728673346,-0.139343465091903,0.652863973826167,0.77561985941731
"ec:3.1.6.12",-0.0767561117644859,-0.211918670046691,-0.212748569207279,0.10183308752745
"ec:3.1.6.13",-0.0767561117644859,-0.211918670046691,-0.212748569207279,0.10183308752745
"ec:3.1.6.14",-0.0767561117644859,-0.211918670046691,-0.212748569207279,0.10183308752745
"ec:3.1.6.4",-0.0767561117644859,-0.211918670046691,-0.212748569207279,0.10183308752745
"ec:3.1.6.8",-0.227672787173359,-0.370678743380259,-0.158268876862551,-0.422181149403985
"ec:3.10.1.1",-0.0767561117644859,-0.211918670046691,-0.212748569207279,0.10183308752745
"ec:3.2.1.18",0.444768933756971,-0.700130866561272,-0.543166999501538,0.41777916285474
"ec:3.2.1.20",-0.121332896421415,-0.31757669853491,-0.252518988595224,-0.0446167750400637
"ec:3.2.1.22",-0.271421610457528,-0.238887754795391,-0.0615589952655935,-0.284505812099186
"ec:3.2.1.23",-0.0419783594250596,-0.336321399397482,-0.353624297009788,0.128166682112718
"ec:3.2.1.31",-0.0767561117644859,-0.211918670046691,-0.212748569207279,0.10183308752745
"ec:3.2.1.35",-0.0767561117644859,-0.211918670046691,-0.212748569207279,0.10183308752745
"ec:3.2.1.45",-0.0538668157752653,-0.332555334481818,-0.363647336184276,-0.0214824206493356
"ec:3.2.1.46",-0.115371206896708,-0.28827644569802,-0.224085038216057,0.132344967284078
"ec:3.2.1.49",-0.0767561117644859,-0.211918670046691,-0.212748569207279,0.10183308752745
"ec:3.2.1.50",-0.0767561117644859,-0.211918670046691,-0.212748569207279,0.10183308752745
"ec:3.2.1.52",0.210022164860468,-0.562597086696476,-0.309158361147511,0.294505981989016
"ec:3.2.1.76",-0.0767561117644859,-0.211918670046691,-0.212748569207279,0.10183308752745
"ec:3.3.2.10",-0.0767561117644859,-0.211918670046691,-0.212748569207279,0.10183308752745
"ec:3.5.1.23",-0.1115661470033,-0.309950497493248,-0.272040958092249,0.0131725173392061
"ec:3.6.1.22",-0.0885065930767921,-0.308934257326628,-0.287674460018461,0.0689880041288307
"ec:3.6.1.6",-0.0993000193330786,-0.306925899280856,-0.276713966735315,0.043778597426666
"ec:3.6.3.14",-0.0767561117644859,-0.211918670046691,-0.212748569207279,0.10183308752745
"ec:4.1.1.9",-0.227672787173359,-0.370678743380259,-0.158268876862551,-0.422181149403985
"ec:4.1.3.4",-0.0908131191036372,-0.309412981402382,-0.286422531958034,0.0620943208967164
"ec:4.2.1.107",-0.0767561117644859,-0.211918670046691,-0.212748569207279,0.10183308752745
"ec:4.6.1.1",-5.34204665046614,4.57416878966974,2.30885403379486,1.44303870622743
"ec:4.6.1.2",1.92636297539228,3.56264306408728,-2.80635482073545,-0.0870015168345475
"ec:5.1.99.4",-0.0767561117644859,-0.211918670046691,-0.212748569207279,0.10183308752745
"ec:5.3.3.8",0.358389502481087,-0.138467440828632,0.662474957327221,0.748779654145503
"ec:6.2.1.3",2.16159812106063,0.569145047986369,4.43535821414106,3.6252016342639
