"","V1","V2","V3","V4"
"sig_1",-0.0756633553130784,0.058807743185693,-0.0647097133798618,0.0254003768826315
"sig_2",-0.0749060720016787,0.0558702383925172,-0.0328512808893118,0.00281232445773371
"sig_3",-0.00417411918314305,0.188645349628546,-0.169913409429645,0.0361273062970248
"sig_4",-0.0512883181977487,-0.0547769863851696,-0.0334449479676932,0.0157914754822241
"sig_5",0.0145341309259397,0.0899388984673919,-0.152800576234376,0.046680209232699
"sig_6",-0.0444660762566233,0.0143963896601126,-0.0627760011001866,0.00875824530978123
"sig_7",-0.0716703769215332,-0.0134937650194348,-0.041918722596949,0.0345298604595137
"sig_8",-0.0596266940187615,-0.0165327908761701,-0.0372325939054354,0.0190666818965336
"sig_9",0.0489480293742149,0.353608015578679,-0.308462538146446,-0.00263593557895587
"sig_10",-0.0164519893971662,-0.027971001768184,-0.0514165593733127,0.015442127228298
"sig_11",-0.0270408468239338,-0.0532783656318885,-0.0353619503739337,0.00778052838660681
"sig_12",-0.000484684840021957,0.289706894678581,-0.203018021613869,0.0208323156765338
"sig_13",0.00201743360927484,0.0579502418204591,-0.0955785586356257,0.0186341311077327
"sig_14",-0.0261446842959826,-0.0440732326247042,-0.0364164716239995,0.00676264584579609
"sig_15",-0.0313441552469588,0.178619311964144,-0.170367486282743,-0.0269860001532798
"sig_16",0.00982293490800472,0.00261551936562788,-0.0469779845123627,0.0505165023353527
"sig_17",-0.0324531900085882,-0.0443557267223528,-0.0403208825954617,0.0112365633394679
"sig_18",-0.0170462110877582,-0.0239547638049064,-0.0562025927817797,0.00627265532751286
"sig_19",-0.0154920499744427,0.175938759170938,-0.136285162658011,0.050133400660973
"sig_20",-0.00259401426980135,-0.0508215061112882,-0.0198290000592769,0.0324302974861927
"sig_21",0.0198752781727356,0.275690558100259,-0.245586393067002,-0.00894127468206778
"sig_22",-0.0595867319810414,-0.0840689636270472,-0.0229740132140881,0.0221937449861414
"sig_23",-0.028907634668728,-0.0242962409396691,-0.0516724854278791,0.00971650604850144
"sig_24",-0.0130494426040137,0.0588049187417968,-0.0743478506970416,0.0301880669760454
"sig_25",0.0146111936691097,0.151905243103814,-0.169498255416712,0.0161108516977811
"sig_26",-0.0530782824892164,-0.00943018975120262,-0.0502410103139984,0.0105062943697138
"sig_27",-0.00135475315310407,-0.0261651245251236,-0.060176274127056,0.0343677547297128
"sig_28",-0.0481548942160822,-0.0641458968146385,-0.0306720061289097,0.0351022495867475
"sig_29",-0.043297210833045,-0.0544700994457479,-0.0472419178235584,0.0205537458487877
