"","Globalisation_score"
"AUS_1987",1.03566372925229
"AUS_1988",1.11821778354602
"AUS_1989",1.13407253569514
"AUS_1990",1.17507620504633
"AUS_1991",1.18655723246467
"AUS_1992",1.27895216740268
"AUS_1993",1.32542299266736
"AUS_1994",1.41016390932649
"AUS_1995",1.41836464319673
"AUS_1996",1.38829528567252
"AUS_1997",1.41945807437943
"AUS_1998",1.47084933996625
"AUS_1999",1.49763840394236
"AUS_2000",1.56816471522641
"AUS_2001",1.59058005447173
"AUS_2002",1.54793623834649
"AUS_2003",1.57745888027935
"AUS_2004",1.56652456845236
"AUS_2005",1.57417858673125
"AUS_2006",1.62392970554403
"AUS_2007",1.65017205392879
"AUS_2008",1.54738952275514
"AUS_2009",1.62611656790943
"AUS_2010",1.63541073296236
"AUT_1970",0.219417351367926
"AUT_1971",0.230898378786259
"AUT_1972",0.244566268569989
"AUT_1973",0.308531992757846
"AUT_1974",0.36703056103221
"AUT_1975",0.372497716945702
"AUT_1976",0.397099918556417
"AUT_1977",0.93014762012189
"AUT_1978",0.958030115280699
"AUT_1979",1.00286079377133
"AUT_1980",1.07229367387268
"AUT_1981",1.12423165505086
"AUT_1982",1.13297910451244
"AUT_1983",1.11548420558927
"AUT_1984",1.18601051687332
"AUT_1985",1.24232222278228
"AUT_1986",1.29426020396046
"AUT_1987",1.30191422223935
"AUT_1988",1.30683466256149
"AUT_1989",1.3325302953549
"AUT_1990",1.3669733776099
"AUT_1991",1.55504354103403
"AUT_1992",1.56925814640911
"AUT_1993",1.60971510016895
"AUT_1994",1.680241411453
"AUT_1995",1.75186115391974
"AUT_1996",1.82293418079514
"AUT_1997",1.90494151949752
"AUT_1998",1.95305249153625
"AUT_1999",2.01865836249815
"AUT_2000",2.10285256356593
"AUT_2001",2.09465182969569
"AUT_2002",2.0514612979791
"AUT_2003",2.07223649045038
"AUT_2004",2.07551678399847
"AUT_2005",2.08426423346006
"AUT_2006",2.07442335281577
"AUT_2007",2.12964162754204
"AUT_2008",2.09355839851299
"AUT_2009",2.07387663722442
"AUT_2010",2.0514612979791
"AZE_2006",0.128115847612609
"AZE_2007",0.21613705781983
"AZE_2008",0.159278636319513
"AZE_2009",0.117728251376974
"AZE_2010",0.157638489545466
"BEL_1970",0.839392831957922
"BEL_1971",0.839939547549271
"BEL_1972",0.847046850236811
"BEL_1973",0.872742483030224
"BEL_1974",0.88859723517935
"BEL_1975",0.871649051847525
"BEL_1976",0.892970959910144
"BEL_1977",0.90937242765062
"BEL_1978",1.09853602225744
"BEL_1979",1.12149807709411
"BEL_1980",1.12532508623355
"BEL_1981",1.17070248031554
"BEL_1982",1.2002251222484
"BEL_1983",1.23193462654665
"BEL_1984",1.52716104587522
"BEL_1985",1.56324427490427
"BEL_1986",1.56269755931292
"BEL_1987",1.55723040339943
"BEL_1988",1.55504354103403
"BEL_1989",1.56980486200046
"BEL_1990",1.56269755931292
"BEL_1991",1.68188155822704
"BEL_1992",1.79505168563633
"BEL_1993",1.87377873079061
"BEL_1994",1.93063715229093
"BEL_1995",1.95906636304109
"BEL_1996",2.00717733507982
"BEL_1997",2.06294232539744
"BEL_1998",2.03998027056077
"BEL_1999",2.06348904098879
"BEL_2000",2.13182848990744
"BEL_2001",2.10558614152268
"BEL_2002",2.10777300388807
"BEL_2003",2.10558614152268
"BEL_2004",2.1214408936718
"BEL_2005",2.10995986625347
"BEL_2006",2.12417447162855
"BEL_2007",2.1569774071095
"BEL_2008",2.14822995764791
"BEL_2009",2.13620221463823
"BEL_2010",2.12964162754204
"BEN_2007",-0.541610751790165
"BEN_2008",-0.595735595333736
"BEN_2009",-0.561839228670085
"BEN_2010",-0.566759668992228
"BGR_1970",-0.912830638316274
"BGR_1971",-0.893695592619052
"BGR_1972",-0.895882454984449
"BGR_1973",-0.841210895849529
"BGR_1974",-0.827543006065798
"BGR_1975",-0.787086052305957
"BGR_1976",-0.77177801574818
"BGR_1977",-0.752642970050957
"BGR_1978",-0.691957539411196
"BGR_1979",-0.660794750704291
"BGR_1980",-0.63400568672818
"BGR_1981",-0.624164806083895
"BGR_1982",-0.629631961997387
"BGR_1983",-0.618150934579053
"BGR_1984",-0.629085246406038
"BGR_1985",-0.601749466838577
"BGR_1986",-0.605576475978022
"BGR_1987",-0.642206420598419
"BGR_1988",-0.707812291560323
"BGR_1989",-0.75100282327691
"BGR_1990",-0.767404291017386
"BGR_1991",-0.785992621123259
"BGR_1992",-0.414226019005801
"BGR_1993",-0.358461028688182
"BGR_1994",-0.294495304500325
"BGR_1995",0.0843786003046726
"BGR_1996",0.301424690070306
"BGR_1997",0.306891845983798
"BGR_1998",0.335321056733957
"BGR_1999",0.483480981989591
"BGR_2000",0.632187622836574
"BGR_2001",0.658976686812685
"BGR_2002",0.62836061369713
"BGR_2003",0.74481103465451
"BGR_2004",0.879849785717763
"BGR_2005",0.777067254544113
"BGR_2006",0.989192903987604
"BGR_2007",1.16960904913284
"BGR_2008",1.1280586641903
"BGR_2009",1.03074328893014
"BGR_2010",1.01543525237237
"BMU_1970",-1.00358542648024
"BMU_1971",-1.00358542648024
"BMU_1974",-1.00358542648024
"BMU_1975",-1.00358542648024
"BMU_1976",-1.00358542648024
"BMU_1977",-1.00358542648024
"BMU_1978",-1.00358542648024
"BMU_1979",-1.00358542648024
"BMU_1988",-1.00358542648024
"BMU_1989",-1.00686572002834
"BMU_1999",-0.899709464123893
"BMU_2000",-0.890962014662306
"BMU_2001",-0.886041574340163
"BMU_2002",-0.880574418426671
"BMU_2003",-0.878387556061274
"BRA_1970",-0.802940804455084
"BRA_1971",-0.800753942089687
"BRA_1972",-0.794740070584846
"BRA_1973",-0.779978749618418
"BRA_1974",-0.769591153382783
"BRA_1975",-0.76467071306064
"BRA_1976",-0.753736401233656
"BRA_1977",-0.743348804998021
"BRA_1978",-0.732961208762386
"BRA_1979",-0.524115852866991
"BRA_1980",-0.504434091578419
"BRA_1981",-0.500060366847626
"BRA_1982",-0.484205614698499
"BRA_1983",-0.437188073842467
"BRA_1984",-0.426800477606832
"BRA_1985",-0.441015082981912
"BRA_1986",-0.473271302871515
"BRA_1987",-0.532316586737228
"BRA_1988",-0.586988145872149
"BRA_1989",-0.445935523304055
"BRA_1990",-0.439374936207864
"BRA_1991",-0.240917176548103
"BRA_1992",-0.149615672792786
"BRA_1993",-0.0681550496817554
"BRA_1994",-0.0435528480710411
"BRA_1995",0.0198661605254663
"BRA_1996",0.0969530589057041
"BRA_1997",0.142877168579037
"BRA_1998",0.144517315353085
"BRA_1999",0.203562599218799
"BRA_2000",0.176773535242688
"BRA_2001",0.321653166950227
"BRA_2002",0.349535662109036
"BRA_2003",0.283383075555782
"BRA_2004",0.3402414970561
"BRA_2005",0.368123992214909
"BRA_2006",0.359376542753321
"BRA_2007",0.396006487373718
"BRA_2008",0.315639295445385
"BRA_2009",0.342428359421496
"BRA_2010",0.368670707806258
"BRB_1983",-0.492406348568737
"BRB_1984",-0.488032623837943
"BRB_1985",-0.4831121835158
"BRB_2000",-0.265519378158818
"BRB_2009",0.163105645458958
"BWA_2000",-0.216314974937389
"BWA_2001",-0.180778461499691
"BWA_2002",-0.116266021720485
"BWA_2003",-0.108612003441596
"BWA_2004",-0.150709103975485
"BWA_2005",-0.266612809341516
"BWA_2006",0.0515756648237204
"BWA_2007",0.101873499227847
"BWA_2008",0.121555260516418
"BWA_2009",-0.0566740222634221
"BWA_2010",-0.3464332856785
"CAN_1970",0.918119877112207
"CAN_1971",0.972244720655778
"CAN_1972",0.980992170117365
"CAN_1973",1.04058416957443
"CAN_1974",1.07940097656022
"CAN_1975",1.08377470129102
"CAN_1976",1.34455803836459
"CAN_1977",1.38446827653308
"CAN_1978",1.43203253298046
"CAN_1979",1.46374203727871
"CAN_1980",1.46100845932197
"CAN_1981",1.46264860609601
"CAN_1982",1.43531282652855
"CAN_1983",1.42984567061506
"CAN_1984",1.47905007383649
"CAN_1985",1.473582917923
"CAN_1986",1.46647561523546
"CAN_1987",1.47084933996625
"CAN_1988",1.45991502813927
"CAN_1989",1.4380464044853
"CAN_1990",1.43093910179776
"CAN_1991",1.51458658727419
"CAN_1992",1.56433770608696
"CAN_1993",1.62338298995268
"CAN_1994",1.67641440231355
"CAN_1995",1.7480341447803
"CAN_1996",1.76880933725157
"CAN_1997",1.82840133670863
"CAN_1998",1.8825261802522
"CAN_1999",1.93282401465633
"CAN_2000",1.97218753723347
"CAN_2001",1.94102474852657
"CAN_2002",1.89072691412244
"CAN_2003",1.8847130426176
"CAN_2004",1.89400720767053
"CAN_2005",1.86667142810307
"CAN_2006",1.84042907971831
"CAN_2007",1.84425608885776
"CAN_2008",1.84316265767506
"CAN_2009",1.8158268781076
"CAN_2010",1.81528016251625
"CHE_1970",0.56603503628332
"CHE_1971",0.575329201336257
"CHE_1972",0.579156210475701
"CHE_1973",0.862901602385938
"CHE_1974",0.863448317977287
"CHE_1975",0.87492934539562
"CHE_1976",1.13789954483459
"CHE_1977",1.19967840665705
"CHE_1978",1.23849521364284
"CHE_1979",1.28113902976808
"CHE_1980",1.29152662600371
"CHE_1981",1.33745073567705
"CHE_1982",1.32596970825871
"CHE_1983",1.30574123137879
"CHE_1984",1.33635730449435
"CHE_1985",1.36150622169641
"CHE_1986",1.36150622169641
"CHE_1987",1.33526387331165
"CHE_1988",1.27293829589784
"CHE_1989",1.54301579802435
"CHE_1990",1.54410922920705
"CHE_1991",1.68516185177514
"CHE_1992",1.71523120929935
"CHE_1993",1.79395825445363
"CHE_1994",1.81090643778546
"CHE_1995",1.82402761197784
"CHE_1996",1.86557799692038
"CHE_1997",1.93555759261307
"CHE_1998",2.01373792217601
"CHE_1999",2.10722628829672
"CHE_2000",2.11542702216696
"CHE_2001",2.07770364636387
"CHE_2002",2.04982115120506
"CHE_2003",2.05036786679641
"CHE_2004",1.9191561248726
"CHE_2005",1.96344008777188
"CHE_2006",1.92626342756014
"CHE_2007",1.9492254823968
"CHE_2008",1.85683054745879
"CHE_2009",1.86667142810307
"CHE_2010",1.87815245552141
"CHL_1970",-0.395637688899928
"CHL_1971",-0.400011413630722
"CHL_1972",-0.371582202880563
"CHL_1973",-0.371035487289214
"CHL_1974",-0.326204808798579
"CHL_1975",-0.283014277081992
"CHL_1976",-0.268799671706913
"CHL_1977",-0.261145653428024
"CHL_1978",-0.214128112571992
"CHL_1979",-0.16765728730731
"CHL_1980",-0.0665149029077077
"CHL_1981",-0.110252150215644
"CHL_1982",-0.122826608816676
"CHL_1983",-0.081276223874136
"CHL_1984",-0.0878368109703266
"CHL_1985",-0.0801827926914378
"CHL_1986",-0.06487475613366
"CHL_1987",-0.0927572512924693
"CHL_1988",-0.137587929783104
"CHL_1989",-0.168750718490009
"CHL_1990",0.0280668943957047
"CHL_1991",0.207389608358243
"CHL_1992",0.253313718031576
"CHL_1993",0.317279442219433
"CHL_1994",0.412954670705544
"CHL_1995",0.474186816936654
"CHL_1996",0.481294119624194
"CHL_1997",0.581889788432447
"CHL_1998",0.6146927239134
"CHL_1999",0.698340209389827
"CHL_2000",0.751918337342049
"CHL_2001",0.877662923352366
"CHL_2002",0.859074593246493
"CHL_2003",0.912652721198715
"CHL_2004",1.00887466527617
"CHL_2005",1.0291031421561
"CHL_2006",1.09033528838721
"CHL_2007",1.16195503085395
"CHL_2008",1.14774042547887
"CHL_2009",1.10400317817094
"CHL_2010",1.08924185720451
"CHN_1970",-2.01008883015412
"CHN_1971",-1.97400560112508
"CHN_1972",-1.92261433553825
"CHN_1973",-1.89035811564865
"CHN_1974",-1.86083547371579
"CHN_1975",-1.84990116188881
"CHN_1976",-1.84170042801857
"CHN_1977",-1.82639239146079
"CHN_1978",-1.82037851995595
"CHN_1979",-1.81819165759055
"CHN_1980",-1.80671063017222
"CHN_1981",-1.73891789684492
"CHN_1982",-1.72525000706119
"CHN_1983",-1.70502153018127
"CHN_1984",-1.66565800760413
"CHN_1985",-1.62738791620968
"CHN_1986",-1.55576817374294
"CHN_1987",-1.53007254094952
"CHN_1988",-1.48797544041564
"CHN_1989",-1.48961558718968
"CHN_1990",-1.02818762809096
"CHN_1991",-0.946180289388575
"CHN_1992",-0.882214565200719
"CHN_1993",-0.821529134560957
"CHN_1994",-0.742802089406672
"CHN_1995",-0.611043631891514
"CHN_1996",-0.567306384583578
"CHN_1997",-0.486939192655245
"CHN_1998",-0.157269691071675
"CHN_1999",-0.107518572258898
"CHN_2000",-0.0473798572104855
"CHN_2001",0.114447957828879
"CHN_2002",0.159278636319513
"CHN_2003",0.205202745992846
"CHN_2004",0.332587478777211
"CHN_2005",0.452318193282686
"CHN_2006",0.403113790061258
"CHN_2007",0.453411624465385
"CHN_2008",0.399833496513163
"CHN_2009",0.42224883575848
"CHN_2010",0.434276578768163
"CMR_1970",-1.54920758664675
"CMR_1971",-1.50820391729556
"CMR_1972",-1.5098440640696
"CMR_1973",-1.48797544041564
"CMR_1974",-1.43549074364611
"CMR_1975",-1.41416883558349
"CMR_1976",-1.39776736784302
"CMR_1977",-1.37699217537175
"CMR_1978",-1.35457683612643
"CMR_1979",-1.3731651662323
"CMR_1980",-1.30701257967905
"CMR_1981",-1.31904032268873
"CMR_1982",-1.27913008452024
"CMR_1983",-1.21133735119294
"CMR_1984",-1.16049280119746
"CMR_1985",-1.05060296733627
"CMR_1986",-1.22281837861127
"CMR_1987",-1.25835489204897
"CMR_1988",-1.28514395602508
"CMR_1989",-1.33981551516
"CMR_1990",-1.31247973559254
"CMR_1991",-1.30482571731365
"CMR_1992",-0.940713133475083
"CMR_1993",-1.01725331626397
"CMR_1995",-1.25070087377008
"CMR_1998",-0.910097060359528
"COG_1971",-1.3097461576358
"COG_1972",-1.33544179042921
"COG_1973",-1.29279797430397
"COG_1974",-1.2053234796881
"COG_1975",-1.22063151624588
"COG_1976",-1.20696362646215
"COG_1981",-1.1342504528127
"COG_1982",-1.1353438839954
"COG_1983",-1.11456869152413
"COG_1984",-1.14682491141373
"COG_1985",-1.05060296733627
"COG_1986",-1.03912193991794
"COG_1987",-1.13971760872619
"COG_1996",-0.701798420055482
"COG_2004",-0.369395340515166
"COG_2005",-0.296682166865722
"COG_2006",-0.368848624923817
"COG_2007",-0.461790275453181
"COG_2008",-0.479831889967705
"COG_2009",-0.122826608816676
"COG_2010",-0.134854351826358
"COL_1970",-1.1342504528127
"COL_1971",-1.12495628775976
"COL_1972",-1.1009008017404
"COL_1973",-1.0631774259373
"COL_1974",-1.0686445818508
"COL_1975",-1.02326718776881
"COL_1976",-1.00522557325429
"COL_1977",-1.00741243561969
"COL_1978",-1.00139856411485
"COL_1979",-0.988824105513813
"COL_1980",-0.974062784547385
"COL_1981",-0.948367151753972
"COL_1982",-0.945633573797226
"COL_1983",-0.90189632648929
"COL_1984",-0.872920400147782
"COL_1985",-0.820435703378259
"COL_1986",-0.769044437791434
"COL_1987",-0.751549538868259
"COL_1988",-0.809501391551275
"COL_1989",-0.815515263056116
"COL_1990",-0.811141538325322
"COL_1991",-0.693050970593895
"COL_1992",-0.420239890510642
"COL_1993",-0.29777559804842
"COL_1994",-0.303789469553262
"COL_1995",-0.106425141076199
"COL_1996",-0.219595268485484
"COL_1997",0.0739910040690375
"COL_1998",-0.127200333547469
"COL_1999",-0.107518572258898
"COL_2000",-0.14688209483604
"COL_2001",-0.0315251050613587
"COL_2002",-0.0512068663499299
"COL_2003",0.013305573429276
"COL_2004",0.0488420868669741
"COL_2005",0.00838513310713338
"COL_2006",0.215590342228481
"COL_2007",0.262607883084513
"COL_2008",0.181147259973481
"COL_2009",0.203562599218799
"COL_2010",-0.0052827566765967
"CRI_1970",-0.681023227584212
"CRI_1971",-0.585347999098101
"CRI_1972",-0.575507118453816
"CRI_1973",-0.525209284049689
"CRI_1974",-0.522475706092943
"CRI_1975",-0.555825357165244
"CRI_1976",-0.543797614155562
"CRI_1977",-0.51044796308326
"CRI_1978",-0.474911449645562
"CRI_1979",-0.451402679217547
"CRI_1980",-0.413679303414452
"CRI_1981",-0.190619342143977
"CRI_1982",-0.17476458999485
"CRI_1983",-0.162190131393818
"CRI_1984",-0.187885764187231
"CRI_1985",-0.186245617413183
"CRI_1986",-0.175858021177548
"CRI_1987",-0.17476458999485
"CRI_1988",-0.190072626552627
"CRI_1989",-0.20920767224985
"CRI_1990",-0.197726644831516
"CRI_1991",-0.151255819566834
"CRI_1992",-0.184058755047786
"CRI_1993",-0.0145769217295332
"CRI_1994",0.0368143438572917
"CRI_1995",0.026426747621657
"CRI_1996",0.104060361593244
"CRI_1997",0.198642158896656
"CRI_1998",0.322746598132925
"CRI_1999",0.45669191801348
"CRI_2000",0.471999954571257
"CRI_2001",0.418421826619036
"CRI_2002",0.407487514792051
"CRI_2003",0.539245972307209
"CRI_2004",0.3402414970561
"CRI_2005",0.499335734138718
"CRI_2006",0.588997091119987
"CRI_2007",0.675378154553161
"CRI_2008",0.591730669076733
"CRI_2009",0.580249641658399
"CRI_2010",0.506443036826257
"CUB_1970",-1.12331614098572
"CUB_1971",-1.12550300335111
"CUB_1972",-1.09652707700961
"CUB_1973",-1.10144751733175
"CUB_1974",-1.07192487539889
"CUB_1975",-1.0352949307785
"CUB_1976",-1.00413214207159
"CUB_1977",-0.98390366519167
"CUB_1978",-0.969142344225242
"CUB_1979",-0.973516068956035
"CUB_1980",-0.964768619494448
"CUB_1981",-0.961488325946353
"CUB_1982",-0.96367518831175
"CUB_1983",-0.957661316806909
"CUB_1984",-0.959848179172305
"CUB_1985",-0.951100729710718
"CUB_1986",-0.951100729710718
"CUB_1987",-0.947820436162623
"CUB_1988",-0.92212480336921
"CUB_1989",-0.89478902380175
"CUB_1996",-0.264972662567468
"CUB_2006",-0.252398203966437
"CUB_2007",-0.202647085153659
"CUB_2008",-0.169844149672707
"CYM_2006",-1.04677595819683
"CYP_1970",-0.51044796308326
"CYP_1971",-0.488032623837943
"CYP_1972",-0.467804146958023
"CYP_1973",-0.442655229755959
"CYP_1974",-0.417506312553896
"CYP_1976",-0.305429616327309
"CYP_1977",-0.295042020091675
"CYP_1978",-0.292855157726278
"CYP_1979",-0.273720112029056
"CYP_1980",-0.302149322779214
"CYP_1981",-0.343699707721754
"CYP_1982",-0.303789469553262
"CYP_1983",-0.245290901278897
"CYP_1986",-0.135401067417707
"CYP_1992",-0.077995930326041
"CYP_2000",0.743170887880462
"CYP_2001",0.798935878198081
"CYP_2002",0.796202300241335
"CYP_2003",0.90937242765062
"CYP_2004",1.27075143353244
"CYP_2005",1.26856457116705
"CYP_2006",1.28988647922967
"CYP_2007",1.86940500605982
"CYP_2008",1.85847069423284
"CYP_2009",1.82785462111728
"CYP_2010",1.80871957542006
"DEU_1970",-0.371035487289214
"DEU_1971",-0.185698901821834
"DEU_1972",-0.18187189268239
"DEU_1973",-0.168750718490009
"DEU_1974",0.11390124223753
"DEU_1975",0.105700508367291
"DEU_1976",0.119915113742371
"DEU_1977",0.148344324492529
"DEU_1978",0.145610746535783
"DEU_1979",0.148344324492529
"DEU_1980",0.198642158896656
"DEU_1981",0.263701314267211
"DEU_1982",0.274088910502846
"DEU_1983",0.275729057276894
"DEU_1984",0.302518121253004
"DEU_1985",0.424435698123877
"DEU_1986",0.417328395436337
"DEU_1987",0.415688248662289
"DEU_1988",0.396553202965067
"DEU_1989",0.363750267484115
"DEU_1990",0.321106451358877
"DEU_1991",0.751371621750701
"DEU_1992",0.798389162606732
"DEU_1993",0.86126145561189
"DEU_1994",0.918666592703556
"DEU_1995",0.982085601300064
"DEU_1996",1.05643892172356
"DEU_1997",1.17835649859443
"DEU_1998",1.28441932331617
"DEU_1999",1.36752009320125
"DEU_2000",1.5069325689953
"DEU_2001",1.48725080770673
"DEU_2002",1.50201212867316
"DEU_2003",1.51021286254339
"DEU_2004",1.49927855071641
"DEU_2005",1.51021286254339
"DEU_2006",1.52934790824062
"DEU_2007",1.55395010985133
"DEU_2008",1.49982526630776
"DEU_2009",1.44406027599014
"DEU_2010",1.45554130340847
"DNK_1970",0.73770373196697
"DNK_1971",0.748091328202605
"DNK_1972",0.753011768524747
"DNK_1973",0.780894263683557
"DNK_1974",0.796202300241335
"DNK_1975",0.797842447015383
"DNK_1976",0.831192098087684
"DNK_1977",0.879849785717763
"DNK_1978",0.913746152381414
"DNK_1979",0.958576830872048
"DNK_1980",1.01324839000697
"DNK_1981",1.27293829589784
"DNK_1982",1.29426020396046
"DNK_1983",1.28933976363832
"DNK_1984",1.27895216740268
"DNK_1985",1.31722225879713
"DNK_1986",1.28933976363832
"DNK_1987",1.27075143353244
"DNK_1988",1.26091055288816
"DNK_1989",1.23521492009475
"DNK_1990",1.27184486471514
"DNK_1991",1.45116757867768
"DNK_1992",1.51403987168284
"DNK_1993",1.60424794425546
"DNK_1994",1.65782607220768
"DNK_1995",1.70812390661181
"DNK_1996",1.71796478725609
"DNK_1997",1.783570658218
"DNK_1998",1.8125465845595
"DNK_1999",1.82621447434323
"DNK_2000",1.99405616088744
"DNK_2001",2.00335032594038
"DNK_2002",1.97492111519022
"DNK_2003",1.96015979422379
"DNK_2004",1.94813205121411
"DNK_2005",1.99022915174799
"DNK_2006",1.97109410605077
"DNK_2007",2.00280361034903
"DNK_2008",1.94813205121411
"DNK_2009",1.88088603347815
"DNK_2010",1.89127362971379
"DOM_1970",-1.21571107592373
"DOM_1971",-1.20696362646215
"DOM_1972",-1.14901177377913
"DOM_1973",-1.10527452647119
"DOM_1974",-1.06208399475461
"DOM_1975",-1.05224311411032
"DOM_1976",-1.04950953615357
"DOM_1977",-1.0686445818508
"DOM_1978",-1.05935041679786
"DOM_1979",-1.05060296733627
"DOM_1980",-1.04513581142278
"DOM_1981",-1.11402197593278
"DOM_1982",-1.18728186517357
"DOM_1983",-1.12987672808191
"DOM_1984",-1.12659643453381
"DOM_1985",-0.988277389922464
"DOM_1986",-1.01178616035048
"DOM_1987",-0.992651114653258
"DOM_1988",-0.98445038078302
"DOM_1989",-1.02217375658611
"DOM_1990",-1.04240223346604
"DOM_1991",-1.13315702163
"DOM_1992",-1.11183511356738
"DOM_1993",-1.01342630712453
"DOM_1994",-1.02545405013421
"DOM_1995",-1.01506645389858
"DOM_1996",-0.73733493349318
"DOM_1997",-0.679383080810164
"DOM_1998",-0.585894714689451
"DOM_1999",-0.411492441049055
"DOM_2000",-0.0654214717250091
"DOM_2001",0.0504822336410218
"DOM_2002",-0.112439012581041
"DOM_2003",-0.081276223874136
"DOM_2004",0.160918783093561
"DOM_2005",0.191534856209116
"DOM_2006",0.371404285763004
"DOM_2007",0.454505055648083
"DOM_2008",0.171853094920545
"DOM_2009",0.148344324492529
"DOM_2010",0.44302402822975
"DZA_1970",-1.10363437969715
"DZA_1971",-1.08231247163453
"DZA_1972",-1.05278982970167
"DZA_1973",-0.986637243148416
"DZA_1974",-0.882214565200719
"DZA_1975",-0.817155409830163
"DZA_1976",-0.794193354993497
"DZA_1977",-0.775605024887624
"DZA_1978",-0.804034235637782
"DZA_1979",-0.802394088863735
"DZA_1980",-0.802940804455084
"DZA_1981",-0.822075850152306
"DZA_1982",-0.84667805176302
"DZA_1983",-0.899162748532544
"DZA_1984",-0.920484656595163
"DZA_1985",-0.937979555518337
"DZA_1986",-0.975702931321432
"DZA_1987",-1.00577228884564
"DZA_1988",-1.01944017862937
"DZA_1989",-0.89478902380175
"DZA_1990",-0.905723335628735
"DZA_1991",-0.614323925439609
"DZA_1992",-0.580427558775959
"DZA_1993",-0.594095448559689
"DZA_1994",-0.846131336171671
"DZA_1995",-0.495686642116832
"DZA_1996",-0.490766201794689
"DZA_1997",-0.441015082981912
"DZA_1998",-0.671729062531276
"DZA_1999",-0.331671964712071
"DZA_2000",-0.251851488375088
"DZA_2001",-0.261145653428024
"DZA_2002",-0.138681360965803
"DZA_2003",-0.081276223874136
"DZA_2004",0.00838513310713338
"DZA_2005",0.0422814997707838
"DZA_2006",0.0630566922420537
"DZA_2007",-0.2431040389135
"DZA_2008",-0.0752623523692948
"DZA_2009",0.0329873347178473
"DZA_2010",-0.113532443763739
"ECU_1970",-1.39722065225167
"ECU_1971",-1.35348340494373
"ECU_1972",-1.35293668935238
"ECU_1973",-1.32450747860222
"ECU_1974",-1.30045199258286
"ECU_1975",-1.29881184580881
"ECU_1976",-1.2731162130154
"ECU_1977",-1.24687386463064
"ECU_1978",-1.22828553452476
"ECU_1979",-1.19657603022651
"ECU_1980",-1.18345485603413
"ECU_1981",-1.20040303936595
"ECU_1982",-1.14354461786564
"ECU_1983",-1.11238182915873
"ECU_1984",-1.08231247163453
"ECU_1985",-1.08887305873072
"ECU_1986",-1.06153727916326
"ECU_1987",-1.07903217808643
"ECU_1988",-1.1030876641058
"ECU_1989",-1.15065192055318
"ECU_1990",-1.14955848937048
"ECU_1991",-0.839570749075481
"ECU_1992",-0.660248035112942
"ECU_1993",-0.642206420598419
"ECU_1994",-0.577693980819213
"ECU_1995",-0.587534861463498
"ECU_1996",-0.54489104533826
"ECU_1997",-0.0889302421530248
"ECU_1998",-0.227796002355722
"ECU_1999",-0.0588608846288188
"ECU_2000",-0.0266046647392156
"ECU_2001",-0.0769024991433424
"ECU_2002",-0.086196664196279
"ECU_2003",0.146157462127132
"ECU_2004",0.219964066959275
"ECU_2005",0.245659699752687
"ECU_2006",0.251673571257529
"ECU_2007",0.24401955297864
"ECU_2008",0.112807811054831
"ECU_2009",0.0324406191264982
"ECU_2010",0.0543092427804662
"EGY_1970",-1.29279797430397
"EGY_1971",-1.26108847000572
"EGY_1972",-1.21133735119294
"EGY_1973",-1.15721250764937
"EGY_1974",-1.07520516894699
"EGY_1975",-1.04130880228334
