"","Globalisation_score"
"EGY_1976",-1.02545405013421
"EGY_1977",-0.984997096374369
"EGY_1978",-0.960394894763655
"EGY_1979",-0.941259849066433
"EGY_1980",-0.95000729852802
"EGY_1981",-0.838477317892782
"EGY_1982",-0.855425501224608
"EGY_1983",-0.810594822733973
"EGY_1984",-0.813328400690719
"EGY_1985",-0.810594822733973
"EGY_1986",-0.841757611440878
"EGY_1987",-0.910097060359528
"EGY_1988",-0.900256179715242
"EGY_1989",-0.690864108228498
"EGY_1990",-0.662434897478339
"EGY_1991",-0.419146459327943
"EGY_1992",-0.279187267942548
"EGY_1993",-0.29777559804842
"EGY_1994",0.0116654266552283
"EGY_1995",0.0100252798811807
"EGY_1996",-0.0533937287153267
"EGY_1997",-0.0637813249509614
"EGY_1998",-0.0222309400084221
"EGY_1999",0.00182454601094269
"EGY_2000",0.0510289492323709
"EGY_2001",0.0712574261122917
"EGY_2002",0.0789114443911805
"EGY_2003",0.0444683621361806
"EGY_2004",0.118821682559672
"EGY_2005",0.274088910502846
"EGY_2006",0.310718855123242
"EGY_2007",0.32657360727237
"EGY_2008",0.316186011036734
"EGY_2009",0.321653166950227
"EGY_2010",0.389992615868877
"ESP_1970",-0.385796808255642
"ESP_1971",-0.373222349654611
"ESP_1972",-0.338779267399611
"ESP_1973",-0.350807010409293
"ESP_1974",-0.330578533529373
"ESP_1975",-0.31855079051969
"ESP_1976",-0.272626680846357
"ESP_1977",-0.253491635149135
"ESP_1978",-0.216861690528739
"ESP_1979",-0.183512039456437
"ESP_1980",-0.16765728730731
"ESP_1981",0.332587478777211
"ESP_1982",0.342428359421496
"ESP_1983",0.377964872859195
"ESP_1984",0.417328395436337
"ESP_1985",0.42880942285467
"ESP_1986",0.449037899734591
"ESP_1987",0.49769558736467
"ESP_1988",0.515190486287844
"ESP_1989",0.797295731424033
"ESP_1990",0.863995033568636
"ESP_1991",1.00395422495403
"ESP_1992",1.12423165505086
"ESP_1993",1.21826673676292
"ESP_1994",1.29535363514316
"ESP_1995",1.34291789159054
"ESP_1996",1.38173469857633
"ESP_1997",1.45608801899982
"ESP_1998",1.55613697221673
"ESP_1999",1.61518225608244
"ESP_2000",1.69937645715022
"ESP_2001",1.71085748456855
"ESP_2002",1.69554944801077
"ESP_2003",1.71413777811665
"ESP_2004",1.72124508080419
"ESP_2005",1.71960493403014
"ESP_2006",1.73819326413601
"ESP_2007",1.77646335553046
"ESP_2008",1.75295458510244
"ESP_2009",1.70867062220315
"ESP_2010",1.72124508080419
"ETH_1970",-1.67604560383976
"ETH_1971",-1.65964413609929
"ETH_1974",-1.67331202588302
"FIN_1970",0.0280668943957047
"FIN_1971",0.0390012062226885
"FIN_1972",0.0750844352517361
"FIN_1973",0.0597763986939583
"FIN_1974",0.12756913202126
"FIN_1975",0.118821682559672
"FIN_1976",0.174586672877291
"FIN_1977",0.228164800829513
"FIN_1978",0.295410818565465
"FIN_1979",0.325480176089671
"FIN_1980",0.342975075012846
"FIN_1981",0.422795551349829
"FIN_1982",0.457785349196178
"FIN_1983",0.480747404032845
"FIN_1984",0.723489126591891
"FIN_1985",0.769413236265224
"FIN_1986",0.75793220884689
"FIN_1987",0.768866520673875
"FIN_1988",0.736610300784271
"FIN_1989",0.664990558317526
"FIN_1990",0.721848979817843
"FIN_1991",0.936161491626731
"FIN_1992",1.02199583946856
"FIN_1993",1.14008640719998
"FIN_1994",1.22045359912832
"FIN_1995",1.28933976363832
"FIN_1996",1.61299539371704
"FIN_1997",1.68516185177514
"FIN_1998",1.77646335553046
"FIN_1999",1.7813837958526
"FIN_2000",1.87924588670411
"FIN_2001",1.86448456573768
"FIN_2002",1.84316265767506
"FIN_2003",1.85191010713665
"FIN_2004",1.89947436358403
"FIN_2005",1.81035972219411
"FIN_2006",1.81746702488165
"FIN_2007",1.86120427218958
"FIN_2008",1.82129403402109
"FIN_2009",1.74256698886681
"FIN_2010",1.78411737380935
"FRA_1970",0.2024691680361
"FRA_1971",0.206296177175545
"FRA_1972",0.207936323949592
"FRA_1973",0.21613705781983
"FRA_1974",0.234178672334354
"FRA_1975",0.223791076098719
"FRA_1976",0.240739259430545
"FRA_1977",0.251126855666179
"FRA_1978",0.322199882541576
"FRA_1979",0.539245972307209
"FRA_1980",0.574782485744908
"FRA_1981",0.654602962081891
"FRA_1982",0.691232906702288
"FRA_1983",0.951469528184509
"FRA_1984",0.98481917925681
"FRA_1985",0.989192903987604
"FRA_1986",0.961310408828794
"FRA_1987",0.945455656679667
"FRA_1988",0.95748339968935
"FRA_1989",0.995753491083794
"FRA_1990",1.05534549054086
"FRA_1991",1.21990688353697
"FRA_1992",1.29097991041236
"FRA_1993",1.33909088245109
"FRA_1994",1.31776897438847
"FRA_1995",1.37954783621093
"FRA_1996",1.38064126739363
"FRA_1997",1.46319532168736
"FRA_1998",1.5435625136157
"FRA_1999",1.55613697221673
"FRA_2000",1.63486401737101
"FRA_2001",1.58347275178419
"FRA_2002",1.60752823780355
"FRA_2003",1.59331363242847
"FRA_2004",1.64634504478935
"FRA_2005",1.66219979693847
"FRA_2006",1.67094724640006
"FRA_2007",1.71687135607339
"FRA_2008",1.68789542973189
"FRA_2009",1.67204067758276
"FRA_2010",1.66493337489522
"GAB_1970",-0.958208032398258
"GAB_1971",-0.865813097460242
"GAB_1972",-0.851598492085163
"GAB_1973",-0.847771482945719
"GAB_1974",-0.856518932407306
"GAB_1975",-0.84722476735437
"GAB_1976",-0.764123997469291
"GAB_1977",-0.708359007151672
"GAB_1978",-0.64767357651191
"GAB_1979",-0.643846567372466
"GAB_1980",-0.635099117910879
"GAB_1981",-0.612137063074212
"GAB_1982",-0.589721723828895
"GAB_1983",-0.56566623780953
"GAB_1984",-0.575507118453816
"GAB_1985",-0.467804146958023
"GAB_1986",-0.486939192655245
"GAB_1987",-0.515368403405403
"GAB_1988",-0.567306384583578
"GAB_1989",-0.589721723828895
"GAB_1990",-0.629085246406038
"GAB_1991",-0.556918788347943
"GAB_1992",-0.535596880285324
"GAB_1993",-0.535596880285324
"GAB_1994",-0.479285174376356
"GAB_1995",-0.525209284049689
"GAB_1996",-0.613230494256911
"GAB_1997",-0.660248035112942
"GAB_1998",-0.2775471211685
"GAB_1999",-0.239823745365405
"GAB_2000",-0.295588735683024
"GAB_2001",-0.517008550179451
"GAB_2002",-0.562932659852784
"GAB_2003",-0.617057503396355
"GAB_2004",-0.264972662567468
"GAB_2005",-0.246931048052945
"GAB_2007",-0.166563856124612
"GAB_2008",-0.144148516879295
"GAB_2010",-0.138681360965803
"GBR_1970",0.380151735224591
"GBR_1971",0.376871441676496
"GBR_1972",0.469813092205861
"GBR_1973",0.504256174460861
"GBR_1974",0.748638043793954
"GBR_1975",0.728409566914034
"GBR_1976",0.812057052390462
"GBR_1977",0.879303070126414
"GBR_1978",0.919760023886255
"GBR_1979",0.988099472804905
"GBR_1980",1.00122064699729
"GBR_1981",1.01434182118967
"GBR_1982",1.02199583946856
"GBR_1983",1.04058416957443
"GBR_1984",1.07065352709863
"GBR_1985",1.06791994914189
"GBR_1986",1.03457029806959
"GBR_1987",1.30519451578744
"GBR_1988",1.27621858944594
"GBR_1989",1.27785873621998
"GBR_1990",1.27020471794109
"GBR_1991",1.35111862546078
"GBR_1992",1.36369308406181
"GBR_1993",1.44132669803339
"GBR_1994",1.47576978028839
"GBR_1995",1.5036522754472
"GBR_1996",1.54848295393784
"GBR_1997",1.58948662328903
"GBR_1998",1.64197132005855
"GBR_1999",1.70211003510696
"GBR_2000",1.77865021789585
"GBR_2001",1.73327282381387
"GBR_2002",1.7447538512322
"GBR_2003",1.77154291520831
"GBR_2004",1.71741807166474
"GBR_2005",1.72999253026577
"GBR_2006",1.7135910625253
"GBR_2007",1.7092173377945
"GBR_2008",1.68242827381839
"GBR_2009",1.67860126467895
"GBR_2010",1.68570856736649
"GHA_1970",-1.48250828450214
"GHA_1971",-1.48250828450214
"GHA_1972",-1.49289588073778
"GHA_1973",-1.2053234796881
"GHA_1974",-1.1019942329231
"GHA_1975",-1.08668619636532
"GHA_1976",-1.04458909583143
"GHA_1977",-1.05060296733627
"GHA_1978",-1.05771027002381
"GHA_1979",-1.03146792163905
"GHA_1980",-1.00413214207159
"GHA_1981",-1.00413214207159
"GHA_1982",-0.98445038078302
"GHA_2009",0.0280668943957047
"GHA_2010",-0.00746961904199385
"GNQ_2003",-1.56998277911802
"GNQ_2004",-1.56779591675262
"GNQ_2005",-1.5453805775073
"GNQ_2006",-1.52515210062738
"GNQ_2007",-1.50437690815611
"GNQ_2008",-1.48797544041564
"GNQ_2009",-1.46118637643952
"GNQ_2010",-1.41744912913159
"GRC_1970",-0.45577640394834
"GRC_1971",-0.450855963626198
"GRC_1972",-0.450309248034848
"GRC_1973",-0.43554792706842
"GRC_1974",-0.395090973308579
"GRC_1975",-0.390170532986436
"GRC_1976",-0.382516514707547
"GRC_1977",-0.361194606644928
"GRC_1978",-0.345339854495801
"GRC_1979",-0.324564662024531
"GRC_1980",-0.270986534072309
"GRC_1981",-0.185698901821834
"GRC_1982",-0.191712773326675
"GRC_1983",-0.134307636235009
"GRC_1984",-0.112439012581041
"GRC_1985",-0.0883835265616757
"GRC_1986",-0.0577674534461202
"GRC_1987",-0.0900236733357234
"GRC_1988",-0.172577727629453
"GRC_1989",-0.251851488375088
"GRC_1990",-0.186245617413183
"GRC_1991",0.489494853494432
"GRC_1992",0.529405091662924
"GRC_1993",0.725675988957287
"GRC_1994",0.771053383039272
"GRC_1995",0.798389162606732
"GRC_1996",0.879849785717763
"GRC_1997",0.950922812593159
"GRC_1998",1.01980897710316
"GRC_1999",1.11111048085848
"GRC_2000",1.18601051687332
"GRC_2001",1.42601866147562
"GRC_2002",1.44296684480744
"GRC_2003",1.49654497275966
"GRC_2004",1.52497418350982
"GRC_2005",1.49599825716831
"GRC_2006",1.53317491738006
"GRC_2007",1.6102618157603
"GRC_2008",1.6091683845776
"GRC_2009",1.5380953577022
"GRC_2010",1.52825447705792
"GTM_1970",-1.19548259904381
"GTM_1971",-1.14791834259643
"GTM_1972",-1.13042344367326
"GTM_1973",-1.07028472862484
"GTM_1974",-0.864719666277544
"GTM_1975",-0.843944473806274
"GTM_1976",-0.822622565743655
"GTM_1977",-0.807314529185878
"GTM_1978",-0.811141538325322
"GTM_1979",-0.823715996926354
"GTM_1980",-0.811688253916671
"GTM_1981",-0.81988898778691
"GTM_1982",-0.852691923267861
"GTM_1983",-0.821529134560957
"GTM_1984",-0.784899189940561
"GTM_1985",-0.801300657681037
"GTM_1986",-0.703985282420878
"GTM_1987",-0.714919594247863
"GTM_1988",-0.733507924353735
"GTM_1989",-0.738975080267227
"GTM_1990",-0.66134146629564
"GTM_1991",-0.664621759843736
"GTM_1992",-0.399464698039372
"GTM_1993",-0.609403485117466
"GTM_1994",-0.391810679760483
"GTM_1995",-0.266066093750167
"GTM_1996",-0.197179929240167
"GTM_1997",-0.370488771697864
"GTM_1998",-0.295588735683024
"GTM_1999",-0.185698901821834
"GTM_2000",-0.180231745908342
"GTM_2001",-0.132120773869612
"GTM_2002",-0.12665361795612
"GTM_2003",-0.123373324408025
"GTM_2004",0.215590342228481
"GTM_2005",0.335867772325306
"GTM_2006",0.388352469094829
"GTM_2007",0.441930597047051
"GTM_2008",0.444664175003797
"GTM_2009",0.424435698123877
"GTM_2010",0.39491305619102
"GUY_1970",-1.1030876641058
"GUY_1971",-1.05005625174492
"GUY_1972",-1.02764091249961
"GUY_1975",-0.947273720571274
"HND_1970",-1.32286733182818
"HND_1971",-1.31630674473199
"HND_1972",-1.31576002914064
"HND_1973",-1.29553155226072
"HND_1974",-1.26600891032786
"HND_1975",-1.22227166301992
"HND_1976",-1.14955848937048
"HND_1977",-1.12823658130786
"HND_1978",-1.08723291195667
"HND_1979",-1.05333654529302
"HND_1980",-1.08231247163453
"HND_1981",-1.10363437969715
"HND_1982",-1.09324678346151
"HND_1983",-1.0697380130335
"HND_1984",-1.05661683884111
"HND_1985",-1.03966865550929
"HND_1986",-1.00795915121104
"HND_1987",-1.05224311411032
"HND_1988",-1.06919129744215
"HND_1989",-1.05661683884111
"HND_1990",-0.975156215730083
"HND_1991",-0.868546675416989
"HND_1992",-0.608310053934768
"HND_1993",-0.579880843184609
"HND_1994",-0.487485908246594
"HND_1995",-0.187885764187231
"HND_1996",-0.116266021720485
"HND_1997",-0.0823696550568345
"HND_1998",-0.0588608846288188
"HND_1999",-0.0276980959219142
"HND_2000",-0.00801633463334295
"HND_2001",0.0362676282659426
"HND_2002",0.146157462127132
"HND_2003",0.229258232012211
"HND_2004",0.257140727171021
"HND_2005",0.3057984148011
"HND_2006",0.356642964796576
"HND_2007",0.408034230383401
"HND_2008",0.397099918556417
"HND_2009",0.350082377700385
"HND_2010",0.327667038455068
"HTI_1970",-1.69135364039754
"HTI_1971",-1.68588648448405
"HTI_1972",-1.67057844792627
"HTI_1973",-1.64105580599341
"HTI_1974",-1.62574776943563
"HTI_1975",-1.6131733108346
"HTI_1976",-1.60114556782492
"HTI_1977",-1.5787302285796
"HTI_1978",-1.58693096244984
"HTI_1979",-1.59513169632008
"HTI_1980",-1.58911782481524
"HTI_1981",-1.57380978825746
"HTI_1982",-1.58255723771905
"HTI_1983",-1.55248788019484
"HTI_1984",-1.55084773342079
"HTI_1985",-1.52405866944468
"HTI_1986",-1.51913822912254
"HTI_1987",-1.52023166030524
"HTI_1988",-1.52897910976683
"HTI_1989",-1.53936670600246
"HTI_1990",-1.56396890761317
"HTI_1999",-1.37097830386691
"HUN_1970",-0.537237027059371
"HUN_1971",-0.514821687814054
"HUN_1972",-0.484205614698499
"HUN_1973",-0.506620953943816
"HUN_1974",-0.391263964169134
"HUN_1975",-0.382516514707547
"HUN_1976",-0.369942056106515
"HUN_1977",-0.342606276539055
"HUN_1978",-0.301055891596516
"HUN_1979",-0.258958791062627
"HUN_1980",-0.248571194826992
"HUN_1981",-0.223968993216278
"HUN_1982",-0.218501837302786
"HUN_1983",-0.233263158269214
"HUN_1984",-0.249117910418341
"HUN_1985",-0.213034681389294
"HUN_1986",-0.203193800745008
"HUN_1987",-0.266612809341516
"HUN_1988",0.048295371275625
"HUN_1989",0.0247866008476093
"HUN_1990",0.317826157810782
"HUN_1991",0.507536468008956
"HUN_1992",0.730049713688082
"HUN_1993",0.891330813136096
"HUN_1994",1.06737323355054
"HUN_1995",1.21443972762348
"HUN_1996",1.31558211202308
"HUN_1997",1.41891135878808
"HUN_1998",1.49599825716831
"HUN_1999",1.53481506415411
"HUN_2000",1.53481506415411
"HUN_2001",1.60752823780355
"HUN_2002",1.55504354103403
"HUN_2003",1.56543113726966
"HUN_2004",1.76716919047752
"HUN_2005",1.76552904370347
"HUN_2006",1.83824221735292
"HUN_2007",1.83168163025673
"HUN_2008",1.83277506143942
"HUN_2009",1.85409696950204
"HUN_2010",1.84862981358855
"IDN_1970",-1.62957477857508
"IDN_1971",-1.60934630169516
"IDN_1972",-1.57599665062286
"IDN_1973",-1.32942791892437
"IDN_1974",-1.22336509420262
"IDN_1975",-1.21461764474103
"IDN_1976",-1.14354461786564
"IDN_1977",-1.10363437969715
"IDN_1978",-1.10035408614905
"IDN_1979",-1.0664577194854
"IDN_1980",-1.30482571731365
"IDN_1981",-1.28897096516453
"IDN_1982",-1.28569067161643
"IDN_1983",-1.20751034205349
"IDN_1984",-1.22336509420262
"IDN_1985",-1.21625779151508
"IDN_1986",-1.23484612162095
"IDN_1987",-1.21461764474103
"IDN_1988",-1.02217375658611
"IDN_1989",-1.04349566464873
"IDN_1990",-1.01233287594183
"IDN_1991",-0.739521795858576
"IDN_1992",-0.648767007694609
"IDN_1993",-0.596282310925085
"IDN_1994",-0.588081577054847
"IDN_1995",-0.424613615241436
"IDN_1996",-0.331671964712071
"IDN_1997",-0.22287556203358
"IDN_1998",0.00893184869848247
"IDN_1999",-0.01676378409493
"IDN_2000",0.00619827074173623
"IDN_2001",-0.00364260990254941
"IDN_2002",-0.145241948061993
"IDN_2003",-0.0987711227973105
"IDN_2004",0.0668837013814981
"IDN_2005",0.197002012122608
"IDN_2006",0.263154598675862
"IDN_2007",0.248393277709434
"IDN_2008",0.215590342228481
"IDN_2009",0.215590342228481
"IDN_2010",0.220510782550624
"IND_1975",-1.50711048611286
"IND_1976",-1.49234916514643
"IND_1977",-1.48360171568484
"IND_1978",-1.47485426622325
"IND_1979",-1.48032142213675
"IND_1980",-1.4808681377281
"IND_1981",-1.48250828450214
"IND_1982",-1.47376083504056
"IND_1983",-1.45899951407413
"IND_1984",-1.45353235816064
"IND_1985",-1.43931775278556
"IND_1986",-1.43986446837691
"IND_1987",-1.46501338557897
"IND_1988",-1.25507459850088
"IND_1989",-1.29061111193857
"IND_1990",-1.27803665333754
"IND_1991",-1.16595995711096
"IND_1992",-1.08176575604318
"IND_1993",-1.01233287594183
"IND_1994",-0.978436509278178
"IND_1995",-0.88112113401802
"IND_1996",-0.666261906617783
"IND_1997",-0.630178677588736
"IND_1998",-0.585347999098101
"IND_1999",-0.559652366304689
"IND_2000",-0.495686642116832
"IND_2001",-0.450309248034848
"IND_2002",-0.404931853952864
"IND_2003",-0.354087303957388
"IND_2004",-0.340419414173658
"IND_2005",-0.243650754504849
"IND_2006",-0.182418608273739
"IND_2007",-0.117359452903184
"IND_2008",-0.145241948061993
"IND_2009",-0.147975526018739
"IND_2010",-0.14032150773985
"IRL_1970",0.59337081585078
"IRL_1971",0.612505861548003
"IRL_1972",0.621800026600939
"IRL_1973",0.663897127134828
"IRL_1974",0.714194961538954
"IRL_1975",0.688499328745542
"IRL_1976",0.768866520673875
"IRL_1977",1.0225425550599
"IRL_1978",1.10017616903149
"IRL_1979",1.11111048085848
"IRL_1980",1.14117983838268
"IRL_1981",1.15976816848856
"IRL_1982",1.15484772816641
"IRL_1983",1.1969448287003
"IRL_1984",1.24396236955633
"IRL_1985",1.27895216740268
"IRL_1986",1.28168574535943
"IRL_1987",1.26856457116705
"IRL_1988",1.23084119536395
"IRL_1989",1.18054336095982
"IRL_1990",1.19038424160411
"IRL_1991",1.28496603890752
"IRL_1992",1.37353396470609
"IRL_1993",1.43312596416316
"IRL_1994",1.50255884426451
"IRL_1995",1.56215084372157
"IRL_1996",1.62611656790943
"IRL_1997",1.68516185177514
"IRL_1998",1.75350130069379
"IRL_1999",1.79887869477577
"IRL_2000",1.83605535498752
"IRL_2001",1.85464368509339
"IRL_2002",1.8480830979972
"IRL_2003",1.84425608885776
"IRL_2004",1.83769550176157
"IRL_2005",1.86557799692038
"IRL_2006",1.82785462111728
"IRL_2007",1.8469896668145
"IRL_2008",1.8147334469249
"IRL_2009",2.15041682001331
"IRL_2010",2.15369711356141
"IRQ_1970",-1.37152501945826
"IRQ_1971",-1.36059070763127
"IRQ_1972",-1.33544179042921
"IRQ_1973",-1.27748993774619
"IRQ_1974",-1.29115782752992
"IRQ_1975",-1.23265925925556
"IRQ_1976",-1.19930960818326
"IRQ_1977",-1.16595995711096
"IRQ_1978",-1.14682491141373
"IRQ_1979",-1.13261030603865
"IRQ_1980",-1.14135775550024
"IRQ_1981",-1.05989713238921
"IRQ_1982",-1.05989713238921
"IRQ_1983",-1.05333654529302
"IRQ_1984",-1.0664577194854
"IRQ_1985",-1.06263071034596
"IRQ_1986",-1.05661683884111
"IRQ_1987",-1.06700443507675
"IRQ_1988",-1.07301830658159
"IRQ_1989",-0.988277389922464
"IRQ_1990",-0.952194160893416
"IRQ_1998",-0.797473648541592
"IRQ_1999",-0.753189685642306
"IRQ_2000",-0.733507924353735
"IRQ_2001",-0.820982418969608
"IRQ_2002",-0.818248841012862
"IRQ_2003",-0.842851042623576
"IRQ_2004",-0.847771482945719
"IRQ_2005",-0.84011746466683
"IRQ_2006",-0.852691923267861
"IRQ_2007",-0.781072180801116
"IRQ_2008",-0.730774346396989
"IRQ_2009",-0.75100282327691
"IRQ_2010",-0.673369209305323
"ISL_1970",-0.428987339972229
"ISL_1971",-0.367208478149769
"ISL_1972",-0.334405542668817
"ISL_1977",-0.315270496971595
"ISL_1979",-0.238183598591357
"ISR_1970",-0.157269691071675
"ISR_1971",-0.129387195912866
"ISR_1972",-0.127200333547469
"ISR_1973",-0.0894769577443743
"ISR_1974",-0.0894769577443743
"ISR_1975",-0.0315251050613587
"ISR_1976",-0.00692290345064437
"ISR_1977",-0.0123900593641365
"ISR_1978",0.0193194449341172
"ISR_1979",-0.00364260990254941
"ISR_1980",-0.029884958287311
"ISR_1981",-0.0457397104364378
"ISR_1982",-0.0807295082827869
"ISR_1983",-0.103144847528104
"ISR_1984",-0.0615944625855647
"ISR_1985",-0.0276980959219142
"ISR_1986",-0.0681550496817554
"ISR_1987",-0.0681550496817554
"ISR_1988",-0.109705434624295
"ISR_1989",-0.0922105357011202
"ISR_1990",-0.094944113657866
"ISR_1991",-0.0462864260277869
"ISR_1992",-0.0222309400084221
"ISR_1993",0.233085241151656
"ISR_1994",0.301424690070306
"ISR_1995",0.328760469637766
"ISR_1996",0.451771477691337
"ISR_1997",0.575875916927606
"ISR_1998",0.669910998639669
"ISR_1999",0.783081126048954
"ISR_2000",0.8547008685157
"ISR_2001",1.08158783892562
"ISR_2002",1.10181631580554
"ISR_2003",1.12751194859895
"ISR_2004",1.13243238892109
"ISR_2005",1.18601051687332
"ISR_2006",1.18218350773387
"ISR_2007",1.20787914052728
"ISR_2008",1.40415003782165
"ISR_2009",1.38665513889847
"ISR_2010",1.38064126739363
"ITA_1970",-0.135401067417707
"ITA_1971",-0.12665361795612
"ITA_1972",-0.106425141076199
"ITA_1973",-0.0933039668838184
"ITA_1974",-0.0506601507585808
"ITA_1975",-0.0878368109703266
"ITA_1976",-0.0938506824751678
"ITA_1977",-0.0796360771000883
"ITA_1978",-0.0512068663499299
"ITA_1979",-0.0419127012969934
"ITA_1980",-0.0178572152776286
"ITA_1981",0.0499355180496727
"ITA_1982",0.0603231142853074
"ITA_1983",0.0351741970832441
"ITA_1984",0.0789114443911805
"ITA_1985",0.31946630458483
"ITA_1986",0.304158268027052
"ITA_1987",0.28502322232983
"ITA_1988",0.275729057276894
"ITA_1989",0.588997091119987
"ITA_1990",0.639294925524113
"ITA_1991",0.776520538952764
"ITA_1992",0.870008905073477
"ITA_1993",1.01762211473776
"ITA_1994",1.03730387602633
"ITA_1995",1.08705499483911
"ITA_1996",1.14446013193078
"ITA_1997",1.25708354374871
"ITA_1998",1.35439891900887
"ITA_1999",1.48014350501919
"ITA_2000",1.55941726576482
"ITA_2001",1.51950702759633
"ITA_2002",1.48287708297593
"ITA_2003",1.46811576200951
"ITA_2004",1.51075957813474
"ITA_2005",1.48779752329808
"ITA_2006",1.49982526630776
"ITA_2007",1.55395010985133
"ITA_2008",1.52825447705792
"ITA_2009",1.49982526630776
"ITA_2010",1.5091194313607
"JAM_1970",-0.685943667906355
"JAM_1971",-0.647126860920561
"JAM_1972",-0.642206420598419
"JAM_1973",-0.60666990716072
"JAM_1974",-0.556918788347943
"JAM_1975",-0.522475706092943
"JAM_1976",-0.463430422227229
"JAM_1977",-0.41477273459715
"JAM_1978",-0.296135451274373
"JAM_1979",-0.233263158269214
"JAM_1980",-0.216861690528739
"JAM_1981",-0.227249286764373
"JAM_1982",-0.286841286221437
"JAM_1983",-0.310896772240801
"JAM_1984",-0.251304772783738
"JAM_1985",-0.232716442677865
"JAM_1986",-0.293401873317627
"JAM_1987",-0.337139120625563
"JAM_1988",-0.387983670621039
"JAM_1989",-0.134854351826358
"JAM_1990",-0.135401067417707
"JAM_1991",-0.264425946976119
"JAM_1992",-0.179138314725643
"JAM_1993",-0.255678497514532
"JAM_1994",-0.168204002898659
"JAM_1995",0.414048101888242
"JAM_1996",0.162012214276259
"JAM_1997",0.18224069115618
"JAM_1998",0.230898378786259
"JAM_1999",0.251673571257529
"JAM_2000",0.300877974478957
"JAM_2001",0.225977938464116
"JAM_2002",0.194815149757211
"JAM_2003",0.275729057276894
"JAM_2004",0.659523402404034
"JAM_2005",0.416781679844988
"JAM_2006",0.519017495427289
"JAM_2007",0.59391753144213
"JAM_2008",0.564394889509273
"JAM_2009",0.511910192739749
"JOR_1976",-0.694144401776593
"JOR_1977",-0.662434897478339
"JOR_1978",-0.652594016834053
"JOR_1979",-0.59300201737699
"JOR_1980",-0.560745797487387
"JOR_1981",-0.528489577597784
"JOR_1982",-0.509354531900562
"JOR_1983",-0.477098312010959
"JOR_1984",-0.354634019548738
"JOR_1985",-0.338232551808262
"JOR_1986",-0.408758863092309
"JOR_1987",-0.441561798573261
"JOR_1989",-0.170390865264056
"JOR_2002",0.795655584649985
"JOR_2003",0.835565822818477
"JOR_2004",0.84048626314062
"JOR_2005",0.925227179799747
"JOR_2006",0.944362225496969
"JOR_2007",0.979898738934667
"JOR_2008",0.972791436247128
"JOR_2009",0.91647973033816
"JOR_2010",0.95748339968935
"JPN_1970",-1.04677595819683
"JPN_1971",-0.83301016197929
"JPN_1972",-0.80622109800318
"JPN_1973",-0.787086052305957
"JPN_1974",-0.762483850695243
"JPN_1975",-0.731321061988338
"JPN_1976",-0.706718860377625
"JPN_1977",-0.692504255002545
"JPN_1978",-0.683756805540958
"JPN_1979",-0.662434897478339
"JPN_1980",-0.641659705007069
"JPN_1981",-0.576053834045165
"JPN_1982",-0.553638494799848
"JPN_1983",-0.541064036198816
"JPN_1984",-0.501153798030324
"JPN_1985",-0.469991009323419
"JPN_1986",-0.478738458785007
"JPN_1987",-0.460150128679134
"JPN_1988",-0.441015082981912
"JPN_1989",-0.420239890510642
"JPN_1990",-0.364474900193023
"JPN_1991",-0.28410770826469
"JPN_1992",0.0012778304195936
"JPN_1993",0.048295371275625
"JPN_1994",0.0504822336410218
"JPN_1995",-0.158909837845723
"JPN_1996",0.0789114443911805
"JPN_1997",0.143970599761736
"JPN_1998",0.27846263523364
"JPN_1999",0.299784543296259
"JPN_2000",0.349535662109036
"JPN_2001",0.33969478146475
"JPN_2002",0.350629093291734
"JPN_2003",0.437010156724908
"JPN_2004",0.453958340056734
"JPN_2005",0.471999954571257
"JPN_2006",0.707087658851415
"JPN_2007",0.728409566914034
"JPN_2008",0.686859181971494
"JPN_2009",0.68959275992824
"JPN_2010",0.691779622293637
"KEN_1970",-1.51859151353119
"KEN_1971",-1.46446666998762
"KEN_1972",-1.45681265170873
"KEN_1973",-1.43877103719421
"KEN_1974",-1.36332428558802
"KEN_1975",-1.36277756999667
"KEN_1976",-1.31411988236659
"KEN_1977",-1.3097461576358
"KEN_1978",-1.31576002914064
"KEN_1979",-1.35020311139564
"KEN_1980",-1.33106806569841
"KEN_1981",-1.31029287322714
"KEN_1982",-1.33598850602056
"KEN_1983",-1.30099870817421
"KEN_1984",-1.27913008452024
"KEN_1985",-1.24960744258738
"KEN_1986",-1.26054175441437
"KEN_1987",-1.31029287322714
"KEN_1988",-1.11511540711548
"KHM_2001",-0.776698456070322
"KHM_2002",-0.716013025430561
"KHM_2003",-0.757016694781751
"KHM_2004",-0.713279447473815
"KHM_2005",-0.420786606101991
"KHM_2006",-0.308163194284056
"KHM_2007",-0.285201139447389
"KHM_2008",-0.281374130307945
"KHM_2009",-0.320190937293738
"KHM_2010",-0.259505506653976
"KOR_1970",-1.42455643181913
"KOR_1971",-1.40159437698246
"KOR_1972",-1.37699217537175
"KOR_1973",-1.30045199258286
"KOR_1974",-1.25616802968357
"KOR_1975",-1.22227166301992
"KOR_1976",-1.17689426893794
"KOR_1977",-1.1342504528127
"KOR_1978",-1.10472781087984
"KOR_1979",-1.04786938937953
"KOR_1980",-0.937432839926988
"KOR_1981",-0.842851042623576
"KOR_1982",-0.842304327032227
"KOR_1983",-0.882214565200719
"KOR_1984",-0.889868583479607
"KOR_1985",-0.905176620037385
"KOR_1986",-0.878934271652623
"KOR_1987",-0.854878785633259
