"","V1"
"AFG_1970",-2.04296397007563
"AFG_1971",-1.99870213256513
"AFG_1974",-1.99050549598912
"AFG_1975",-1.94624365847862
"AFG_1977",-1.94077923409461
"AFG_2009",-1.3320423577157
"AFG_2010",-1.27630522899878
"ALB_2009",0.293077454089399
"ARG_1970",-0.560465634693238
"ARG_1971",-0.55226899811722
"ARG_1972",-0.531504185457976
"ARG_1973",-0.530957743019575
"ARG_1974",-0.553361882994023
"ARG_1975",-0.538607937157191
"ARG_1976",-0.529864858142772
"ARG_1977",-0.50090340890751
"ARG_1978",-0.475767056741055
"ARG_1979",-0.460466668465823
"ARG_1980",-0.462105995781026
"ARG_1981",-0.41292617632492
"ARG_1982",-0.441341183121782
"ARG_1983",-0.392707806104077
"ARG_1984",-0.365385684184018
"ARG_1985",-0.359374817361605
"ARG_1986",-0.214567571185294
"ARG_1987",-0.244075462858957
"ARG_1988",-0.275769124286225
"ARG_1989",-0.195442085841252
"ARG_1990",-0.283419318423842
"ARG_1991",-0.165934194167589
"ARG_1992",-0.0577385913641557
"ARG_1993",0.1542810747355
"ARG_1994",0.264116004854137
"ARG_1995",0.408923251030449
"ARG_1996",0.449359991472136
"ARG_1997",0.505643562627457
"ARG_1998",0.578866849373215
"ARG_1999",0.601817431786064
"ARG_2000",0.619303589814901
"ARG_2001",0.506736447504259
"ARG_2002",0.566298673289987
"ARG_2003",0.496354041174637
"ARG_2004",0.516025968957079
"ARG_2005",0.418212772483269
"ARG_2006",0.424770081744083
"ARG_2007",0.416573445168065
"ARG_2008",0.387065553494402
"ARG_2009",0.346628813052715
"ARG_2010",0.341710831107104
"AUS_1970",0.0941724065113713
"AUS_1971",0.315481594063848
"AUS_1972",0.343350158422307
"AUS_1973",0.407283923715245
"AUS_1974",0.426955851497687
"AUS_1975",0.735149386755951
"AUS_1976",0.793618727664876
"AUS_1977",0.814383540324122
"AUS_1978",0.837334122736971
"AUS_1979",0.846623644189791
"AUS_1980",0.847170086628192
"AUS_1981",0.863563359780227
"AUS_1982",0.859738262711419
"AUS_1983",0.901267888029909
"AUS_1984",0.914928948989938
"AUS_1985",0.952087034801218
"AUS_1986",0.992523775242905
"AUS_1987",1.0351462854382
"AUS_1988",1.11765909363677
"AUS_1989",1.13350592435041
"AUS_1990",1.1744891072305
"AUS_1991",1.18596439843692
"AUS_1992",1.27831317052672
"AUS_1993",1.32476077779082
"AUS_1994",1.409459355743
"AUS_1995",1.41765599231902
"AUS_1996",1.38760165820696
"AUS_1997",1.41874887719582
"AUS_1998",1.47011446640553
"AUS_1999",1.49689014588719
"AUS_2000",1.56738122044094
"AUS_2001",1.58978536041539
"AUS_2002",1.5471628502201
"AUS_2003",1.57667074189376
"AUS_2004",1.56574189312574
"AUS_2005",1.57339208726336
"AUS_2006",1.62311834915786
"AUS_2007",1.64934758620112
"AUS_2008",1.5466164077817
"AUS_2009",1.62530411891147
"AUS_2010",1.63459364036429
"AUT_1970",0.219307724905241
"AUT_1971",0.230783016111665
"AUT_1972",0.244444077071695
"AUT_1973",0.308377842364632
"AUT_1974",0.366847183273558
"AUT_1975",0.37231160765757
"AUT_1976",0.396901517385623
"AUT_1977",0.92968289482677
"AUT_1978",0.957551459185229
"AUT_1979",1.00235973913413
"AUT_1980",1.07175792881108
"AUT_1981",1.12366996045919
"AUT_1982",1.13241303947361
"AUT_1983",1.11492688144477
"AUT_1984",1.18541795599852
"AUT_1985",1.24170152715384
"AUT_1986",1.29361355880195
"AUT_1987",1.30126375293957
"AUT_1988",1.30618173488518
"AUT_1989",1.33186452949004
"AUT_1990",1.36629040310931
"AUT_1991",1.55426660191931
"AUT_1992",1.56847410531774
"AUT_1993",1.60891084575943
"AUT_1994",1.67940192031318
