"","protein.metabolism","death","other.metabolic.processes","signal.transduction","stress.response","other.biological.processes","cell.adhesion","DNA.metabolism","cell.cell.signaling","developmental.processes","cell.organization.and.biogenesis","cell.cycle.and.proliferation","RNA.metabolism","transport"
"AARS",-0.317042342868846,-0.232331195254681,-0.386380447064039,-0.261950132860529,-0.206736147057632,2.14500758423107,-0.100767407844716,-0.113197949460483,-0.121544830335658,-0.277842484229597,-0.37157598433456,-0.163092360760476,-0.345402491971786,-0.296928665583368
"AARS2",-0.317042342868846,-0.232331195254681,-0.386380447064039,-0.261950132860529,-0.206736147057632,-0.466158415815593,-0.100767407844716,-0.113197949460483,-0.121544830335658,-0.277842484229597,2.69100636083436,-0.163092360760476,-0.345402491971786,-0.296928665583368
"AARSD1",-0.317042342868846,-0.232331195254681,-0.386380447064039,-0.261950132860529,-0.206736147057632,2.14500758423107,-0.100767407844716,-0.113197949460483,-0.121544830335658,-0.277842484229597,-0.37157598433456,-0.163092360760476,-0.345402491971786,-0.296928665583368
"AASDHPPT",-0.317042342868846,-0.232331195254681,2.58789839127615,-0.261950132860529,-0.206736147057632,-0.466158415815593,-0.100767407844716,-0.113197949460483,-0.121544830335658,-0.277842484229597,-0.37157598433456,-0.163092360760476,-0.345402491971786,-0.296928665583368
"AASS",-0.317042342868846,-0.232331195254681,-0.386380447064039,-0.261950132860529,-0.206736147057632,-0.466158415815593,-0.100767407844716,-0.113197949460483,-0.121544830335658,-0.277842484229597,2.69100636083436,-0.163092360760476,-0.345402491971786,-0.296928665583368
"AATF",-0.317042342868846,-0.232331195254681,2.58789839127615,-0.261950132860529,-0.206736147057632,-0.466158415815593,-0.100767407844716,-0.113197949460483,-0.121544830335658,-0.277842484229597,-0.37157598433456,-0.163092360760476,-0.345402491971786,-0.296928665583368
"AATK",-0.317042342868846,4.30382728536082,-0.386380447064039,-0.261950132860529,-0.206736147057632,-0.466158415815593,-0.100767407844716,-0.113197949460483,-0.121544830335658,-0.277842484229597,-0.37157598433456,-0.163092360760476,-0.345402491971786,-0.296928665583368
"ABAT",-0.317042342868846,-0.232331195254681,-0.386380447064039,-0.261950132860529,-0.206736147057632,2.14500758423107,-0.100767407844716,-0.113197949460483,-0.121544830335658,-0.277842484229597,-0.37157598433456,-0.163092360760476,-0.345402491971786,-0.296928665583368
"ABCA1",-0.317042342868846,-0.232331195254681,-0.386380447064039,-0.261950132860529,-0.206736147057632,2.14500758423107,-0.100767407844716,-0.113197949460483,-0.121544830335658,-0.277842484229597,-0.37157598433456,-0.163092360760476,-0.345402491971786,-0.296928665583368
"ABCA10",-0.317042342868846,-0.232331195254681,-0.386380447064039,-0.261950132860529,-0.206736147057632,-0.466158415815593,-0.100767407844716,-0.113197949460483,-0.121544830335658,-0.277842484229597,-0.37157598433456,-0.163092360760476,-0.345402491971786,3.36752039555725
"ABCA13",-0.317042342868846,-0.232331195254681,-0.386380447064039,-0.261950132860529,-0.206736147057632,-0.466158415815593,-0.100767407844716,-0.113197949460483,-0.121544830335658,-0.277842484229597,-0.37157598433456,-0.163092360760476,-0.345402491971786,3.36752039555725
"ABCA2",-0.317042342868846,-0.232331195254681,-0.386380447064039,-0.261950132860529,-0.206736147057632,-0.466158415815593,-0.100767407844716,-0.113197949460483,-0.121544830335658,-0.277842484229597,-0.37157598433456,-0.163092360760476,-0.345402491971786,3.36752039555725
"ABCA3",-0.317042342868846,-0.232331195254681,-0.386380447064039,-0.261950132860529,-0.206736147057632,-0.466158415815593,-0.100767407844716,-0.113197949460483,-0.121544830335658,-0.277842484229597,-0.37157598433456,-0.163092360760476,-0.345402491971786,3.36752039555725
"ABCA4",-0.317042342868846,-0.232331195254681,-0.386380447064039,-0.261950132860529,-0.206736147057632,-0.466158415815593,-0.100767407844716,-0.113197949460483,-0.121544830335658,-0.277842484229597,-0.37157598433456,-0.163092360760476,-0.345402491971786,3.36752039555725
"ABCA5",-0.317042342868846,-0.232331195254681,-0.386380447064039,-0.261950132860529,-0.206736147057632,-0.466158415815593,-0.100767407844716,-0.113197949460483,-0.121544830335658,-0.277842484229597,-0.37157598433456,-0.163092360760476,-0.345402491971786,3.36752039555725
"ABCA6",-0.317042342868846,-0.232331195254681,-0.386380447064039,-0.261950132860529,-0.206736147057632,-0.466158415815593,-0.100767407844716,-0.113197949460483,-0.121544830335658,-0.277842484229597,-0.37157598433456,-0.163092360760476,-0.345402491971786,3.36752039555725
"ABCB1",-0.317042342868846,-0.232331195254681,-0.386380447064039,-0.261950132860529,-0.206736147057632,-0.466158415815593,-0.100767407844716,-0.113197949460483,-0.121544830335658,-0.277842484229597,-0.37157598433456,6.1309636620326,-0.345402491971786,-0.296928665583368
"ABCB10",-0.317042342868846,-0.232331195254681,-0.386380447064039,-0.261950132860529,-0.206736147057632,-0.466158415815593,-0.100767407844716,-0.113197949460483,-0.121544830335658,-0.277842484229597,-0.37157598433456,-0.163092360760476,-0.345402491971786,3.36752039555725
"ABCB11",-0.317042342868846,-0.232331195254681,-0.386380447064039,-0.261950132860529,-0.206736147057632,-0.466158415815593,-0.100767407844716,-0.113197949460483,-0.121544830335658,-0.277842484229597,-0.37157598433456,-0.163092360760476,-0.345402491971786,3.36752039555725
"ABCB4",-0.317042342868846,-0.232331195254681,-0.386380447064039,-0.261950132860529,-0.206736147057632,-0.466158415815593,-0.100767407844716,-0.113197949460483,-0.121544830335658,-0.277842484229597,-0.37157598433456,-0.163092360760476,-0.345402491971786,3.36752039555725
"ABCB6",-0.317042342868846,-0.232331195254681,-0.386380447064039,-0.261950132860529,-0.206736147057632,2.14500758423107,-0.100767407844716,-0.113197949460483,-0.121544830335658,-0.277842484229597,-0.37157598433456,-0.163092360760476,-0.345402491971786,-0.296928665583368
"ABCB7",-0.317042342868846,-0.232331195254681,-0.386380447064039,-0.261950132860529,-0.206736147057632,-0.466158415815593,-0.100767407844716,-0.113197949460483,-0.121544830335658,-0.277842484229597,-0.37157598433456,-0.163092360760476,-0.345402491971786,3.36752039555725
"ABCB8",-0.317042342868846,-0.232331195254681,-0.386380447064039,-0.261950132860529,-0.206736147057632,-0.466158415815593,-0.100767407844716,-0.113197949460483,-0.121544830335658,-0.277842484229597,-0.37157598433456,-0.163092360760476,-0.345402491971786,3.36752039555725
"ABCC1",-0.317042342868846,-0.232331195254681,-0.386380447064039,-0.261950132860529,-0.206736147057632,-0.466158415815593,-0.100767407844716,-0.113197949460483,-0.121544830335658,-0.277842484229597,-0.37157598433456,-0.163092360760476,-0.345402491971786,3.36752039555725
"ABCC10",-0.317042342868846,-0.232331195254681,-0.386380447064039,-0.261950132860529,-0.206736147057632,-0.466158415815593,-0.100767407844716,-0.113197949460483,-0.121544830335658,-0.277842484229597,-0.37157598433456,-0.163092360760476,-0.345402491971786,3.36752039555725
"ABCC2",-0.317042342868846,-0.232331195254681,-0.386380447064039,-0.261950132860529,-0.206736147057632,-0.466158415815593,-0.100767407844716,-0.113197949460483,-0.121544830335658,-0.277842484229597,-0.37157598433456,-0.163092360760476,-0.345402491971786,3.36752039555725
"ABCC3",-0.317042342868846,-0.232331195254681,-0.386380447064039,-0.261950132860529,-0.206736147057632,-0.466158415815593,-0.100767407844716,-0.113197949460483,-0.121544830335658,-0.277842484229597,-0.37157598433456,-0.163092360760476,-0.345402491971786,3.36752039555725
"ABCC4",-0.317042342868846,-0.232331195254681,2.58789839127615,-0.261950132860529,-0.206736147057632,-0.466158415815593,-0.100767407844716,-0.113197949460483,-0.121544830335658,-0.277842484229597,-0.37157598433456,-0.163092360760476,-0.345402491971786,-0.296928665583368
"ABCC5",-0.317042342868846,-0.232331195254681,-0.386380447064039,-0.261950132860529,-0.206736147057632,-0.466158415815593,-0.100767407844716,-0.113197949460483,-0.121544830335658,-0.277842484229597,-0.37157598433456,-0.163092360760476,-0.345402491971786,3.36752039555725
"ABCC6",-0.317042342868846,-0.232331195254681,-0.386380447064039,-0.261950132860529,-0.206736147057632,-0.466158415815593,-0.100767407844716,-0.113197949460483,-0.121544830335658,-0.277842484229597,-0.37157598433456,-0.163092360760476,-0.345402491971786,3.36752039555725
"ABCC8",-0.317042342868846,-0.232331195254681,-0.386380447064039,-0.261950132860529,-0.206736147057632,-0.466158415815593,-0.100767407844716,-0.113197949460483,-0.121544830335658,-0.277842484229597,-0.37157598433456,-0.163092360760476,-0.345402491971786,3.36752039555725
"ABCC9",-0.317042342868846,-0.232331195254681,-0.386380447064039,-0.261950132860529,-0.206736147057632,-0.466158415815593,-0.100767407844716,-0.113197949460483,-0.121544830335658,-0.277842484229597,-0.37157598433456,-0.163092360760476,-0.345402491971786,3.36752039555725
"ABCD1",-0.317042342868846,-0.232331195254681,-0.386380447064039,-0.261950132860529,-0.206736147057632,-0.466158415815593,-0.100767407844716,-0.113197949460483,-0.121544830335658,-0.277842484229597,-0.37157598433456,-0.163092360760476,-0.345402491971786,3.36752039555725
"ABCD2",-0.317042342868846,-0.232331195254681,-0.386380447064039,-0.261950132860529,-0.206736147057632,-0.466158415815593,-0.100767407844716,-0.113197949460483,-0.121544830335658,-0.277842484229597,-0.37157598433456,-0.163092360760476,-0.345402491971786,3.36752039555725
"ABCD3",-0.317042342868846,-0.232331195254681,-0.386380447064039,-0.261950132860529,-0.206736147057632,-0.466158415815593,-0.100767407844716,-0.113197949460483,-0.121544830335658,-0.277842484229597,-0.37157598433456,-0.163092360760476,-0.345402491971786,3.36752039555725
"ABCD4",-0.317042342868846,-0.232331195254681,-0.386380447064039,-0.261950132860529,-0.206736147057632,-0.466158415815593,-0.100767407844716,-0.113197949460483,-0.121544830335658,-0.277842484229597,-0.37157598433456,-0.163092360760476,-0.345402491971786,3.36752039555725
"ABCE1",-0.317042342868846,-0.232331195254681,2.58789839127615,-0.261950132860529,-0.206736147057632,-0.466158415815593,-0.100767407844716,-0.113197949460483,-0.121544830335658,-0.277842484229597,-0.37157598433456,-0.163092360760476,-0.345402491971786,-0.296928665583368
"ABCF1",-0.317042342868846,-0.232331195254681,-0.386380447064039,-0.261950132860529,-0.206736147057632,2.14500758423107,-0.100767407844716,-0.113197949460483,-0.121544830335658,-0.277842484229597,-0.37157598433456,-0.163092360760476,-0.345402491971786,-0.296928665583368
"ABCF2",-0.317042342868846,-0.232331195254681,-0.386380447064039,-0.261950132860529,-0.206736147057632,-0.466158415815593,-0.100767407844716,-0.113197949460483,-0.121544830335658,-0.277842484229597,-0.37157598433456,-0.163092360760476,-0.345402491971786,3.36752039555725
"ABCF3",-0.317042342868846,-0.232331195254681,-0.386380447064039,-0.261950132860529,4.83666427767391,-0.466158415815593,-0.100767407844716,-0.113197949460483,-0.121544830335658,-0.277842484229597,-0.37157598433456,-0.163092360760476,-0.345402491971786,-0.296928665583368
"ABCG1",-0.317042342868846,-0.232331195254681,-0.386380447064039,-0.261950132860529,-0.206736147057632,2.14500758423107,-0.100767407844716,-0.113197949460483,-0.121544830335658,-0.277842484229597,-0.37157598433456,-0.163092360760476,-0.345402491971786,-0.296928665583368
"ABCG2",-0.317042342868846,-0.232331195254681,-0.386380447064039,-0.261950132860529,-0.206736147057632,-0.466158415815593,-0.100767407844716,-0.113197949460483,-0.121544830335658,-0.277842484229597,-0.37157598433456,-0.163092360760476,-0.345402491971786,3.36752039555725
"ABCG5",-0.317042342868846,-0.232331195254681,-0.386380447064039,-0.261950132860529,-0.206736147057632,-0.466158415815593,-0.100767407844716,-0.113197949460483,-0.121544830335658,-0.277842484229597,-0.37157598433456,-0.163092360760476,-0.345402491971786,3.36752039555725
"ABCG8",-0.317042342868846,-0.232331195254681,-0.386380447064039,-0.261950132860529,-0.206736147057632,-0.466158415815593,-0.100767407844716,-0.113197949460483,-0.121544830335658,-0.277842484229597,-0.37157598433456,-0.163092360760476,-0.345402491971786,3.36752039555725
"ABHD10",-0.317042342868846,-0.232331195254681,2.58789839127615,-0.261950132860529,-0.206736147057632,-0.466158415815593,-0.100767407844716,-0.113197949460483,-0.121544830335658,-0.277842484229597,-0.37157598433456,-0.163092360760476,-0.345402491971786,-0.296928665583368
"ABHD11",-0.317042342868846,-0.232331195254681,-0.386380447064039,-0.261950132860529,-0.206736147057632,2.14500758423107,-0.100767407844716,-0.113197949460483,-0.121544830335658,-0.277842484229597,-0.37157598433456,-0.163092360760476,-0.345402491971786,-0.296928665583368
"ABHD4",-0.317042342868846,-0.232331195254681,2.58789839127615,-0.261950132860529,-0.206736147057632,-0.466158415815593,-0.100767407844716,-0.113197949460483,-0.121544830335658,-0.277842484229597,-0.37157598433456,-0.163092360760476,-0.345402491971786,-0.296928665583368
"ABHD5",-0.317042342868846,-0.232331195254681,2.58789839127615,-0.261950132860529,-0.206736147057632,-0.466158415815593,-0.100767407844716,-0.113197949460483,-0.121544830335658,-0.277842484229597,-0.37157598433456,-0.163092360760476,-0.345402491971786,-0.296928665583368
"ABHD6",-0.317042342868846,-0.232331195254681,-0.386380447064039,3.8171896553684,-0.206736147057632,-0.466158415815593,-0.100767407844716,-0.113197949460483,-0.121544830335658,-0.277842484229597,-0.37157598433456,-0.163092360760476,-0.345402491971786,-0.296928665583368
"ABI1",-0.317042342868846,-0.232331195254681,-0.386380447064039,-0.261950132860529,-0.206736147057632,-0.466158415815593,-0.100767407844716,-0.113197949460483,-0.121544830335658,-0.277842484229597,2.69100636083436,-0.163092360760476,-0.345402491971786,-0.296928665583368
"ABI2",-0.317042342868846,-0.232331195254681,-0.386380447064039,-0.261950132860529,-0.206736147057632,-0.466158415815593,-0.100767407844716,-0.113197949460483,-0.121544830335658,-0.277842484229597,2.69100636083436,-0.163092360760476,-0.345402491971786,-0.296928665583368
"ABI3",3.15387947341542,-0.232331195254681,-0.386380447064039,-0.261950132860529,-0.206736147057632,-0.466158415815593,-0.100767407844716,-0.113197949460483,-0.121544830335658,-0.277842484229597,-0.37157598433456,-0.163092360760476,-0.345402491971786,-0.296928665583368
"ABI3BP",-0.317042342868846,-0.232331195254681,-0.386380447064039,-0.261950132860529,-0.206736147057632,-0.466158415815593,-0.100767407844716,-0.113197949460483,-0.121544830335658,-0.277842484229597,2.69100636083436,-0.163092360760476,-0.345402491971786,-0.296928665583368
"ABL1",-0.317042342868846,-0.232331195254681,-0.386380447064039,-0.261950132860529,4.83666427767391,-0.466158415815593,-0.100767407844716,-0.113197949460483,-0.121544830335658,-0.277842484229597,-0.37157598433456,-0.163092360760476,-0.345402491971786,-0.296928665583368
"ABL2",-0.317042342868846,-0.232331195254681,-0.386380447064039,-0.261950132860529,-0.206736147057632,-0.466158415815593,-0.100767407844716,-0.113197949460483,-0.121544830335658,-0.277842484229597,2.69100636083436,-0.163092360760476,-0.345402491971786,-0.296928665583368
"ABLIM1",-0.317042342868846,-0.232331195254681,-0.386380447064039,-0.261950132860529,-0.206736147057632,-0.466158415815593,-0.100767407844716,-0.113197949460483,-0.121544830335658,-0.277842484229597,2.69100636083436,-0.163092360760476,-0.345402491971786,-0.296928665583368
"ABLIM2",-0.317042342868846,-0.232331195254681,-0.386380447064039,-0.261950132860529,-0.206736147057632,-0.466158415815593,-0.100767407844716,-0.113197949460483,-0.121544830335658,-0.277842484229597,-0.37157598433456,-0.163092360760476,2.89492218677816,-0.296928665583368
"ABLIM3",-0.317042342868846,-0.232331195254681,-0.386380447064039,-0.261950132860529,-0.206736147057632,-0.466158415815593,-0.100767407844716,-0.113197949460483,-0.121544830335658,-0.277842484229597,-0.37157598433456,-0.163092360760476,2.89492218677816,-0.296928665583368
"ABO",3.15387947341542,-0.232331195254681,-0.386380447064039,-0.261950132860529,-0.206736147057632,-0.466158415815593,-0.100767407844716,-0.113197949460483,-0.121544830335658,-0.277842484229597,-0.37157598433456,-0.163092360760476,-0.345402491971786,-0.296928665583368
"ABR",-0.317042342868846,4.30382728536082,-0.386380447064039,-0.261950132860529,-0.206736147057632,-0.466158415815593,-0.100767407844716,-0.113197949460483,-0.121544830335658,-0.277842484229597,-0.37157598433456,-0.163092360760476,-0.345402491971786,-0.296928665583368
"ABRA",-0.317042342868846,-0.232331195254681,-0.386380447064039,-0.261950132860529,-0.206736147057632,-0.466158415815593,-0.100767407844716,-0.113197949460483,-0.121544830335658,-0.277842484229597,-0.37157598433456,-0.163092360760476,2.89492218677816,-0.296928665583368
"ABT1",-0.317042342868846,-0.232331195254681,-0.386380447064039,-0.261950132860529,-0.206736147057632,-0.466158415815593,-0.100767407844716,-0.113197949460483,-0.121544830335658,3.59884968690138,-0.37157598433456,-0.163092360760476,-0.345402491971786,-0.296928665583368
"ACAA1",-0.317042342868846,-0.232331195254681,2.58789839127615,-0.261950132860529,-0.206736147057632,-0.466158415815593,-0.100767407844716,-0.113197949460483,-0.121544830335658,-0.277842484229597,-0.37157598433456,-0.163092360760476,-0.345402491971786,-0.296928665583368
"ACAA2",-0.317042342868846,4.30382728536082,-0.386380447064039,-0.261950132860529,-0.206736147057632,-0.466158415815593,-0.100767407844716,-0.113197949460483,-0.121544830335658,-0.277842484229597,-0.37157598433456,-0.163092360760476,-0.345402491971786,-0.296928665583368
"ACACA",-0.317042342868846,-0.232331195254681,2.58789839127615,-0.261950132860529,-0.206736147057632,-0.466158415815593,-0.100767407844716,-0.113197949460483,-0.121544830335658,-0.277842484229597,-0.37157598433456,-0.163092360760476,-0.345402491971786,-0.296928665583368
"ACACB",-0.317042342868846,-0.232331195254681,2.58789839127615,-0.261950132860529,-0.206736147057632,-0.466158415815593,-0.100767407844716,-0.113197949460483,-0.121544830335658,-0.277842484229597,-0.37157598433456,-0.163092360760476,-0.345402491971786,-0.296928665583368
"ACAD11",-0.317042342868846,-0.232331195254681,2.58789839127615,-0.261950132860529,-0.206736147057632,-0.466158415815593,-0.100767407844716,-0.113197949460483,-0.121544830335658,-0.277842484229597,-0.37157598433456,-0.163092360760476,-0.345402491971786,-0.296928665583368
"ACAD8",-0.317042342868846,-0.232331195254681,2.58789839127615,-0.261950132860529,-0.206736147057632,-0.466158415815593,-0.100767407844716,-0.113197949460483,-0.121544830335658,-0.277842484229597,-0.37157598433456,-0.163092360760476,-0.345402491971786,-0.296928665583368
"ACADL",-0.317042342868846,-0.232331195254681,2.58789839127615,-0.261950132860529,-0.206736147057632,-0.466158415815593,-0.100767407844716,-0.113197949460483,-0.121544830335658,-0.277842484229597,-0.37157598433456,-0.163092360760476,-0.345402491971786,-0.296928665583368
"ACADM",-0.317042342868846,-0.232331195254681,2.58789839127615,-0.261950132860529,-0.206736147057632,-0.466158415815593,-0.100767407844716,-0.113197949460483,-0.121544830335658,-0.277842484229597,-0.37157598433456,-0.163092360760476,-0.345402491971786,-0.296928665583368
"ACADS",-0.317042342868846,-0.232331195254681,-0.386380447064039,-0.261950132860529,-0.206736147057632,2.14500758423107,-0.100767407844716,-0.113197949460483,-0.121544830335658,-0.277842484229597,-0.37157598433456,-0.163092360760476,-0.345402491971786,-0.296928665583368
"ACADSB",-0.317042342868846,-0.232331195254681,2.58789839127615,-0.261950132860529,-0.206736147057632,-0.466158415815593,-0.100767407844716,-0.113197949460483,-0.121544830335658,-0.277842484229597,-0.37157598433456,-0.163092360760476,-0.345402491971786,-0.296928665583368
"ACADVL",-0.317042342868846,-0.232331195254681,2.58789839127615,-0.261950132860529,-0.206736147057632,-0.466158415815593,-0.100767407844716,-0.113197949460483,-0.121544830335658,-0.277842484229597,-0.37157598433456,-0.163092360760476,-0.345402491971786,-0.296928665583368
"ACAN",-0.317042342868846,-0.232331195254681,-0.386380447064039,-0.261950132860529,-0.206736147057632,-0.466158415815593,9.92298361905338,-0.113197949460483,-0.121544830335658,-0.277842484229597,-0.37157598433456,-0.163092360760476,-0.345402491971786,-0.296928665583368
"ACAP1",-0.317042342868846,-0.232331195254681,2.58789839127615,-0.261950132860529,-0.206736147057632,-0.466158415815593,-0.100767407844716,-0.113197949460483,-0.121544830335658,-0.277842484229597,-0.37157598433456,-0.163092360760476,-0.345402491971786,-0.296928665583368
"ACAP2",-0.317042342868846,-0.232331195254681,-0.386380447064039,-0.261950132860529,-0.206736147057632,2.14500758423107,-0.100767407844716,-0.113197949460483,-0.121544830335658,-0.277842484229597,-0.37157598433456,-0.163092360760476,-0.345402491971786,-0.296928665583368
"ACAP3",-0.317042342868846,-0.232331195254681,2.58789839127615,-0.261950132860529,-0.206736147057632,-0.466158415815593,-0.100767407844716,-0.113197949460483,-0.121544830335658,-0.277842484229597,-0.37157598433456,-0.163092360760476,-0.345402491971786,-0.296928665583368
"ACAT1",-0.317042342868846,-0.232331195254681,-0.386380447064039,-0.261950132860529,-0.206736147057632,-0.466158415815593,-0.100767407844716,-0.113197949460483,-0.121544830335658,3.59884968690138,-0.37157598433456,-0.163092360760476,-0.345402491971786,-0.296928665583368
"ACAT2",-0.317042342868846,-0.232331195254681,2.58789839127615,-0.261950132860529,-0.206736147057632,-0.466158415815593,-0.100767407844716,-0.113197949460483,-0.121544830335658,-0.277842484229597,-0.37157598433456,-0.163092360760476,-0.345402491971786,-0.296928665583368
"ACBD3",-0.317042342868846,-0.232331195254681,-0.386380447064039,-0.261950132860529,-0.206736147057632,-0.466158415815593,-0.100767407844716,-0.113197949460483,-0.121544830335658,-0.277842484229597,-0.37157598433456,-0.163092360760476,-0.345402491971786,3.36752039555725
"ACBD5",-0.317042342868846,-0.232331195254681,-0.386380447064039,-0.261950132860529,-0.206736147057632,2.14500758423107,-0.100767407844716,-0.113197949460483,-0.121544830335658,-0.277842484229597,-0.37157598433456,-0.163092360760476,-0.345402491971786,-0.296928665583368
"ACD",-0.317042342868846,-0.232331195254681,-0.386380447064039,-0.261950132860529,-0.206736147057632,2.14500758423107,-0.100767407844716,-0.113197949460483,-0.121544830335658,-0.277842484229597,-0.37157598433456,-0.163092360760476,-0.345402491971786,-0.296928665583368
"ACE",-0.317042342868846,-0.232331195254681,-0.386380447064039,-0.261950132860529,-0.206736147057632,-0.466158415815593,-0.100767407844716,-0.113197949460483,-0.121544830335658,3.59884968690138,-0.37157598433456,-0.163092360760476,-0.345402491971786,-0.296928665583368
"ACE2",-0.317042342868846,-0.232331195254681,2.58789839127615,-0.261950132860529,-0.206736147057632,-0.466158415815593,-0.100767407844716,-0.113197949460483,-0.121544830335658,-0.277842484229597,-0.37157598433456,-0.163092360760476,-0.345402491971786,-0.296928665583368
"ACER3",-0.317042342868846,-0.232331195254681,2.58789839127615,-0.261950132860529,-0.206736147057632,-0.466158415815593,-0.100767407844716,-0.113197949460483,-0.121544830335658,-0.277842484229597,-0.37157598433456,-0.163092360760476,-0.345402491971786,-0.296928665583368
"ACHE",-0.317042342868846,-0.232331195254681,-0.386380447064039,-0.261950132860529,-0.206736147057632,-0.466158415815593,-0.100767407844716,-0.113197949460483,-0.121544830335658,3.59884968690138,-0.37157598433456,-0.163092360760476,-0.345402491971786,-0.296928665583368
"ACIN1",-0.317042342868846,-0.232331195254681,-0.386380447064039,-0.261950132860529,-0.206736147057632,-0.466158415815593,-0.100767407844716,-0.113197949460483,-0.121544830335658,-0.277842484229597,-0.37157598433456,-0.163092360760476,2.89492218677816,-0.296928665583368
"ACLY",-0.317042342868846,-0.232331195254681,2.58789839127615,-0.261950132860529,-0.206736147057632,-0.466158415815593,-0.100767407844716,-0.113197949460483,-0.121544830335658,-0.277842484229597,-0.37157598433456,-0.163092360760476,-0.345402491971786,-0.296928665583368
"ACMSD",-0.317042342868846,-0.232331195254681,2.58789839127615,-0.261950132860529,-0.206736147057632,-0.466158415815593,-0.100767407844716,-0.113197949460483,-0.121544830335658,-0.277842484229597,-0.37157598433456,-0.163092360760476,-0.345402491971786,-0.296928665583368
"ACO1",-0.317042342868846,-0.232331195254681,2.58789839127615,-0.261950132860529,-0.206736147057632,-0.466158415815593,-0.100767407844716,-0.113197949460483,-0.121544830335658,-0.277842484229597,-0.37157598433456,-0.163092360760476,-0.345402491971786,-0.296928665583368
"ACO2",-0.317042342868846,-0.232331195254681,2.58789839127615,-0.261950132860529,-0.206736147057632,-0.466158415815593,-0.100767407844716,-0.113197949460483,-0.121544830335658,-0.277842484229597,-0.37157598433456,-0.163092360760476,-0.345402491971786,-0.296928665583368
"ACOT1",-0.317042342868846,-0.232331195254681,2.58789839127615,-0.261950132860529,-0.206736147057632,-0.466158415815593,-0.100767407844716,-0.113197949460483,-0.121544830335658,-0.277842484229597,-0.37157598433456,-0.163092360760476,-0.345402491971786,-0.296928665583368
"ACOT13",-0.317042342868846,-0.232331195254681,-0.386380447064039,-0.261950132860529,-0.206736147057632,-0.466158415815593,-0.100767407844716,-0.113197949460483,-0.121544830335658,-0.277842484229597,2.69100636083436,-0.163092360760476,-0.345402491971786,-0.296928665583368
"ACOT2",-0.317042342868846,-0.232331195254681,2.58789839127615,-0.261950132860529,-0.206736147057632,-0.466158415815593,-0.100767407844716,-0.113197949460483,-0.121544830335658,-0.277842484229597,-0.37157598433456,-0.163092360760476,-0.345402491971786,-0.296928665583368
