1.000000 -0.079137 0.157029 0.022199 0.064630 0.019588 -0.013226 -0.016928 -0.102704 -0.182539 -0.104840 -0.106936 -0.123821 -0.144487 -0.062903 -0.106066 -0.094786 -0.111382 -0.131824 -0.062745 -0.118767 -0.003971 -0.037626 -0.038589 -0.065300 -0.019685 -0.037644 -nan -nan 
-0.079137 1.000000 -0.102648 -0.056506 -0.045824 0.268005 0.228542 0.139789 -0.080725 -0.090061 -0.058413 -0.005068 -0.008277 -0.020683 -0.032786 -0.073109 0.034090 -0.024390 -0.023595 -0.027920 -0.045753 0.081265 0.018879 0.087739 -0.022007 0.135124 0.010655 -nan -nan 
0.157029 -0.102648 1.000000 0.145274 0.097961 0.080844 -0.059447 -0.055269 0.546009 0.372087 0.047206 0.249004 0.358854 0.106834 0.133727 0.284417 -0.003884 0.076749 0.185793 0.059678 0.159920 -0.053513 -0.043513 0.015204 0.049277 -0.058527 0.060713 -nan -nan 
0.022199 -0.056506 0.145274 1.000000 0.085470 0.157197 0.174696 0.002017 0.143616 0.439819 0.669958 0.185241 0.137543 0.459683 0.088107 0.269258 0.414634 0.181536 0.166629 0.120662 0.233206 0.223086 0.146206 0.097059 0.088898 0.017875 0.019927 -nan -nan 
0.064630 -0.045824 0.097961 0.085470 1.000000 -0.031928 -0.016985 -0.016859 0.106851 0.110152 0.018940 0.035294 0.008986 0.034828 0.065714 0.436557 0.002642 0.002644 0.092616 0.150387 0.176915 -0.006013 -0.011132 -0.008239 0.091036 -0.018054 0.051664 -nan -nan 
0.019588 0.268005 0.080844 0.157197 -0.031928 1.000000 0.237829 0.168191 0.068255 0.116963 0.087922 0.454623 0.307980 0.383248 -0.021214 0.022760 0.388689 0.191405 0.194793 0.043460 0.128863 0.059159 0.216919 0.311317 0.048033 0.192848 0.062408 -nan -nan 
-0.013226 0.228542 -0.059447 0.174696 -0.016985 0.237829 1.000000 0.350848 -0.021383 -0.018808 0.045425 0.004452 0.026694 0.130817 -0.004805 -0.007284 0.439716 0.051400 0.172858 -0.016547 0.004955 0.627347 0.126122 0.496157 0.029839 0.357953 0.214701 -nan -nan 
-0.016928 0.139789 -0.055269 0.002017 -0.016859 0.168191 0.350848 1.000000 -0.040789 -0.041109 0.000420 -0.022755 -0.029898 0.078573 -0.011823 -0.027931 0.102747 0.028842 -0.024211 -0.006360 -0.020357 -0.012882 0.236515 0.054283 -0.004185 0.975774 -0.007678 -nan -nan 
-0.102704 -0.080725 0.546009 0.143616 0.106851 0.068255 -0.021383 -0.040789 1.000000 0.642326 0.130002 0.347930 0.537627 0.176907 0.317459 0.478186 0.076136 0.186503 0.350871 0.119837 0.242251 -0.014385 -0.032189 0.045851 0.108536 -0.043382 0.111793 -nan -nan 
-0.182539 -0.090061 0.372087 0.439819 0.110152 0.116963 -0.018808 -0.041109 0.642326 1.000000 0.506052 0.463790 0.504117 0.500724 0.303061 0.577701 0.217503 0.375270 0.425578 0.241488 0.468228 0.012165 -0.014973 0.038334 0.209210 -0.042840 0.073617 -nan -nan 
