-0.104840 -0.058413 0.047206 0.669958 0.018940 0.087922 0.045425 0.000420 0.130002 0.506052 1.000000 0.238619 0.100778 0.549316 0.081556 0.222202 0.405092 0.250015 0.185484 0.154711 0.277938 0.082910 0.127395 0.060484 0.147127 0.006620 -0.005787 -nan -nan 
-0.106936 -0.005068 0.249004 0.185241 0.035294 0.454623 0.004452 -0.022755 0.347930 0.463790 0.238619 1.000000 0.479844 0.426824 0.059637 0.246693 0.226576 0.315993 0.458584 0.190550 0.410142 -0.005349 0.013406 0.071678 0.171639 -0.014959 0.070815 -nan -nan 
-0.123821 -0.008277 0.358854 0.137543 0.008986 0.307980 0.026694 -0.029898 0.537627 0.504117 0.100778 0.479844 1.000000 0.328081 0.136072 0.191403 0.171001 0.380013 0.443850 0.065208 0.251485 0.007703 0.006161 0.088655 0.048296 -0.032213 0.168704 -nan -nan 
-0.144487 -0.020683 0.106834 0.459683 0.034828 0.383248 0.130817 0.078573 0.176907 0.500724 0.549316 0.426824 0.328081 1.000000 0.045251 0.264463 0.629838 0.548255 0.331565 0.266687 0.442231 0.013004 0.502024 0.292957 0.246337 0.110340 0.024078 -nan -nan 
-0.062903 -0.032786 0.133727 0.088107 0.065714 -0.021214 -0.004805 -0.011823 0.317459 0.303061 0.081556 0.059637 0.136072 0.045251 1.000000 0.275314 0.046873 0.037281 0.124962 0.095410 0.075115 0.009246 -0.008692 0.019731 0.037498 -0.012338 0.044808 -nan -nan 
-0.106066 -0.073109 0.284417 0.269258 0.436557 0.022760 -0.007284 -0.027931 0.478186 0.577701 0.222202 0.246693 0.191403 0.264463 0.275314 1.000000 0.109460 0.128940 0.351431 0.416221 0.553879 0.012273 0.009492 0.017915 0.372928 -0.028069 0.103687 -nan -nan 
-0.094786 0.034090 -0.003884 0.414634 0.002642 0.388689 0.439716 0.102747 0.076136 0.217503 0.405092 0.226576 0.171001 0.629838 0.046873 0.109460 1.000000 0.353242 0.383297 0.063224 0.209788 0.364287 0.390331 0.396831 0.156751 0.179743 0.140247 -nan -nan 
-0.111382 -0.024390 0.076749 0.181536 0.002644 0.191405 0.051400 0.028842 0.186503 0.375270 0.250015 0.315993 0.380013 0.548255 0.037281 0.128940 0.353242 1.000000 0.367154 0.174259 0.246918 0.037909 0.310677 0.109627 0.217095 0.027099 0.052021 -nan -nan 
-0.131824 -0.023595 0.185793 0.166629 0.092616 0.194793 0.172858 -0.024211 0.350871 0.425578 0.185484 0.458584 0.443850 0.331565 0.124962 0.351431 0.383297 0.367154 1.000000 0.087860 0.385880 0.101986 0.008736 0.249410 0.471840 -0.024720 0.479428 -nan -nan 
-0.062745 -0.027920 0.059678 0.120662 0.150387 0.043460 -0.016547 -0.006360 0.119837 0.241488 0.154711 0.190550 0.065208 0.266687 0.095410 0.416221 0.063224 0.174259 0.087860 1.000000 0.627436 -0.007232 0.074024 0.021548 0.262913 -0.002710 0.030350 -nan -nan 
-0.118767 -0.045753 0.159920 0.233206 0.176915 0.128863 0.004955 -0.020357 0.242251 0.468228 0.277938 0.410142 0.251485 0.442231 0.075115 0.553879 0.209788 0.246918 0.385880 0.627436 1.000000 -0.016281 0.028940 0.024309 0.163238 -0.019666 0.036663 -nan -nan 
-0.003971 0.081265 -0.053513 0.223086 -0.006013 0.059159 0.627347 -0.012882 -0.014385 0.012165 0.082910 -0.005349 0.007703 0.013004 0.009246 0.012273 0.364287 0.037909 0.101986 -0.007232 -0.016281 1.000000 -0.011658 0.041614 0.061884 -0.013987 0.166409 -nan -nan 
-0.037626 0.018879 -0.043513 0.146206 -0.011132 0.216919 0.126122 0.236515 -0.032189 -0.014973 0.127395 0.013406 0.006161 0.502024 -0.008692 0.009492 0.390331 0.310677 0.008736 0.074024 0.028940 -0.011658 1.000000 0.253781 0.096528 0.327138 0.007683 -nan -nan 
-0.038589 0.087739 0.015204 0.097059 -0.008239 0.311317 0.496157 0.054283 0.045851 0.038334 0.060484 0.071678 0.088655 0.292957 0.019731 0.017915 0.396831 0.109627 0.249410 0.021548 0.024309 0.041614 0.253781 1.000000 0.049265 0.086207 0.307651 -nan -nan 
-0.065300 -0.022007 0.049277 0.088898 0.091036 0.048033 0.029839 -0.004185 0.108536 0.209210 0.147127 0.171639 0.048296 0.246337 0.037498 0.372928 0.156751 0.217095 0.471840 0.262913 0.163238 0.061884 0.096528 0.049265 1.000000 0.000129 0.043293 -nan -nan 
-0.019685 0.135124 -0.058527 0.017875 -0.018054 0.192848 0.357953 0.975774 -0.043382 -0.042840 0.006620 -0.014959 -0.032213 0.110340 -0.012338 -0.028069 0.179743 0.027099 -0.024720 -0.002710 -0.019666 -0.013987 0.327138 0.086207 0.000129 1.000000 -0.007647 -nan -nan 
-0.037644 0.010655 0.060713 0.019927 0.051664 0.062408 0.214701 -0.007678 0.111793 0.073617 -0.005787 0.070815 0.168704 0.024078 0.044808 0.103687 0.140247 0.052021 0.479428 0.030350 0.036663 0.166409 0.007683 0.307651 0.043293 -0.007647 1.000000 -nan -nan 
-nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
-nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
