# nr_threads (first col) and (avg time ,std dev)
1 0.047 0.00025
2 0.053 0.00144
3 0.061 0.00385
4 0.069 0.00230
5 0.081 0.00477
6 0.180 0.00281
7 0.309 0.00931
8 1.329 0.01997
9 3.594 0.01115
10 8.055 0.03334
