# nr_threads (first col) and (avg time ,std dev)
1 0.181 0.01788
2 0.190 0.01202
3 0.208 0.00998
4 0.232 0.02039
5 0.240 0.01484
6 0.541 0.05303
7 1.301 0.01706
8 4.868 0.03353
9 9.552 0.06665
10 33.597 0.07317
