# nr_threads (first col) and (avg time ,std dev) pairs for the networks in following order hsa_metabolic_network.gw human_ppi.gw trade_2010_thresholded.gw
1 8.164 0.04702 95.746 0.25250 8.859 0.08603
2 8.164 0.03743 94.051 0.11519 8.823 0.01807
4 8.101 0.02087 67.029 0.11730 8.553 0.06087
8 8.060 0.03266 55.411 0.15479 6.864 0.03869
16 8.130 0.03160 36.566 0.07031 3.665 0.06002
32 7.140 0.04202 26.494 0.17127 2.411 0.03197
64 4.319 0.02770 20.333 0.09393 1.147 0.01152
