"","sig_0","sig_1"
"AUS_1980",-0.8551153685165,-0.878789206721959
"AUS_1981",-0.70878546588266,-0.649155846171497
"AUS_1982",0.260650139066527,0.198721177399438
"AUS_1983",1.30325069533263,1.32922387549402
