"","V1","V2","V3","V4","V5","V6","V7","V8","V9"
"sig_1",-0.127691538674906,0.0397598127176166,0.0212794344316085,-0.0897993197691649,0.0414748966746906,-0.0409965191985468,0.00592966222872783,0.0835724553293985,-0.0343428454213989
"sig_2",-0.0896249417926248,0.104921082054554,-0.0717070393135403,-0.0179414264375049,-0.0239254750783611,0.0966044375526252,0.0206449343502953,0.0602226824696437,0.0503040239870978
"sig_3",-0.111341285271693,-0.115334794717409,0.00269219410008786,-0.0599033322862213,0.0101532117703671,-0.0848947520499041,-0.070165267889705,-0.0319953655481441,-0.0769587180777939
"sig_4",-0.398582375327982,-0.185568361425229,0.0866727369720316,0.114459535429059,0.112577977907661,0.00410510858716885,0.0403623192368834,0.0352709077662563,-0.0579395404471613
"sig_5",0.0711225111346154,0.0924496691187814,0.00052609577008989,-0.179832969412684,0.0990935771838578,-0.0956038797869938,0.0632833788219983,0.0800632883294347,-0.0516217174570477
"sig_6",0.0953109020227595,0.210454130719169,-0.00979643699490878,0.0297303485918926,0.0464007316423432,0.193212213603083,-0.208182287462473,-0.104304497286008,-0.0281774995865975
"sig_7",0.0685495922340068,0.019043116037561,-0.0895127023605929,0.044428112320584,-0.00946742586650573,0.0610168064715722,-0.0137630357604946,0.110952664918745,-0.0555108512614115
"sig_8",0.0796247887635627,0.074732032947592,-0.0959781450147997,0.0210523714061079,-0.0157179118005982,0.144332245907354,0.0863434234671835,0.0152495814759158,0.0521921072909097
"sig_9",0.159323761293812,-0.179820723556416,-0.111930148949756,-0.213570902480924,-0.0645722150256946,-0.0630107478570233,0.0374494044918518,-0.0667267291604727,-0.0778955419951497
"sig_10",0.123001005498785,-0.230755852755486,-0.0711269347690519,-0.142136092894932,0.039389027080851,-0.0719943752830545,0.0580651942762022,-0.0351717244190273,-0.0165818584422408
"sig_11",-0.278416429499567,-0.241711358502747,0.022471638738443,0.0816034043495259,0.095054438338408,0.0224548771079828,0.0697281885730804,0.0219069941341775,0.0162448964844724
"sig_12",0.140135498114021,-0.195857001184053,-0.224452819717206,-0.0223867253659572,-0.0402476126063966,0.0346294964519189,-0.105733893318776,-0.102710096738074,-0.0419344001528736
"sig_13",-0.145298775537992,-0.230348194078486,-0.0951618527063149,0.00190320858099098,-0.0772580251824544,0.0206826662894623,-0.0963546624492254,-0.0488759834635286,-0.0279173097732083
"sig_14",0.149847401677566,0.0146900949958485,-0.0999090620158415,0.296460946981176,0.00678582628866704,-0.00882843164543426,0.0397120967120213,0.0030356970643983,0.0209214879674546
"sig_15",-0.0376378522719944,0.0630493223596088,-0.0369457984545624,-0.0251422310013345,0.0156935332479606,0.0532011555134687,-0.0366830530343946,0.0919473095605428,0.0208520598637694
"sig_16",0.0482374654442308,-0.0834493916759681,0.0330374886202648,-0.1727363692547,0.0933182028276786,-0.0904264027285379,0.10170258244022,0.0376913939524878,-0.0265012703815775
"sig_17",0.200643344590841,-0.206417940283936,0.0196465423496836,0.165141318319046,0.076762863244544,0.222619719881167,-0.0990785291530734,0.0387733606974809,0.0294537956896144
"sig_18",0.298198308446646,-0.15684339028857,0.0555673897473659,0.0159943364464893,-0.0624486093404806,0.0604560469893845,-0.214412845341018,-0.0788657958766923,0.0165003420137966
"sig_19",0.0487551399728084,-0.184547784444235,-0.197766562445918,0.0461268383270748,0.0336220838038312,0.0345042723263714,-0.0805051078815003,-0.0543749412316603,-0.0106535933669453
"sig_20",0.15231836987376,4.76128765742917e-05,0.116472216945674,-0.221026029213968,0.174749201501537,-0.114706653611792,0.0784354489917322,0.040842751432817,-0.0214028712040347
"sig_21",-6.76553226748444e-05,0.109705082505634,-0.190729149233013,-0.0723073949444824,-0.0417982917159545,0.00776310251365055,-0.015023395201069,0.0415681131019682,-0.070167949774843
"sig_22",0.0429576600961351,0.0545794414789893,-0.0227736933117277,0.116629726127517,0.00988399683013562,0.0529774833430185,0.0826871636380512,0.120446134329998,0.00370181163188129
"sig_23",0.208799323984398,0.0972861594440803,0.000832441838282472,0.200729719208419,0.0326826431580481,0.208168511441434,0.0391990846063138,-0.198974779356753,0.0225825504183989
"sig_24",0.0994761807124586,-0.171780339817155,-0.213021084272717,0.104680086426174,0.0997045254035448,0.074297203647337,-0.130277870319878,-0.0549366411752808,0.043748886855903
"sig_25",0.0214919260895503,0.01535041999518,-0.0608952751015439,-0.102205991667153,0.0256207401940273,0.0320044501350677,-0.00720784457594299,0.0859086825607867,0.00382622293234832
"sig_26",0.314404288347512,-0.0180860515704475,-0.140969854806037,0.17294759031454,0.249836820166844,0.176338993513696,-0.023705426829272,0.046532144520097,-0.0155215165272338
"sig_27",0.0335162598575385,-0.0256102473386251,-0.0681132831305553,-0.0283509708784547,-0.00748476132323194,0.0564104575874727,0.0205013676905361,0.0852193074844444,0.027738842299268
"sig_28",0.0894560541309867,-0.0818121364368948,-0.0268137605952976,0.0968291261927182,0.0399822142637939,0.17025909183369,0.0680141966158808,0.126990512187013,-0.0303028148704725
"sig_29",0.152741041675259,-0.0293863990165422,-0.094878607807935,0.0824389901198799,-0.0313099008297021,0.143035109757556,0.103662615943598,0.0497166055214645,0.0312165991980675
