#Average network GCVs and the spreads for the hsa_metabolic_network network.
# graphlet nr <ER_AVG> <ER_SPREADS> <ER_DD_AVG> <ER_DD_SPREADS> ..  GEO SF STICKY REAL_NET_AVG

0 0.821111 0.376359 0.005113 0.006531 0.099633 0.007882 0.050055 0.019483 0.002408 0.000178 0.001776
1 0.000000 0.000000 0.001124 0.003385 0.070502 0.005010 0.001490 0.000655 0.000344 0.000041 0.000103
2 0.006667 0.036515 0.007821 0.011252 0.078913 0.005531 0.084761 0.018987 0.012566 0.000883 0.005881
3 0.005556 0.030429 0.036127 0.031320 0.016804 0.001304 0.076154 0.009095 0.023719 0.000558 0.031634
4 0.000000 0.000000 0.003593 0.012495 0.003077 0.000322 0.001137 0.000436 0.000180 0.000023 0.000202
5 0.000000 0.000000 0.002244 0.003487 0.122393 0.003478 0.013604 0.003688 0.010468 0.000785 0.003456
6 0.000000 0.000000 0.002889 0.008026 0.060645 0.002249 0.000831 0.000495 0.001797 0.000188 0.000471
7 0.000000 0.000000 0.004278 0.008616 0.035708 0.004504 0.000023 0.000043 0.000533 0.000083 0.000037
8 0.000000 0.000000 0.023265 0.022873 0.041157 0.004153 0.134406 0.021201 0.040575 0.004850 0.026442
9 0.000000 0.000000 0.103213 0.093270 0.023920 0.002621 0.380578 0.026007 0.268784 0.011447 0.175072
10 0.000000 0.000000 0.375971 0.329924 0.001021 0.000256 0.126205 0.037365 0.255980 0.023708 0.592456
11 0.000000 0.000000 0.004560 0.005279 0.037563 0.002535 0.044527 0.016219 0.107050 0.005144 0.032310
12 0.000000 0.000000 0.001610 0.003184 0.076328 0.003713 0.016284 0.003818 0.016469 0.001563 0.006171
13 0.000000 0.000000 0.007759 0.007970 0.018024 0.002337 0.037401 0.012251 0.131207 0.003578 0.077188
14 0.000000 0.000000 0.001247 0.003105 0.001989 0.000322 0.001002 0.000360 0.000288 0.000053 0.000177
15 0.000000 0.000000 0.002452 0.002391 0.005062 0.000715 0.016184 0.005110 0.008417 0.000898 0.011052
16 0.000000 0.000000 0.001316 0.002311 0.033670 0.002594 0.007627 0.004938 0.059367 0.003422 0.022057
17 0.000000 0.000000 0.001281 0.002821 0.027189 0.001473 0.000697 0.000366 0.002231 0.000264 0.000908
18 0.000000 0.000000 0.001130 0.002309 0.053889 0.002828 0.004052 0.002548 0.017483 0.001451 0.003654
19 0.000000 0.000000 0.001280 0.003198 0.000038 0.000018 0.000282 0.000228 0.000104 0.000020 0.001584
20 0.000000 0.000000 0.000861 0.001356 0.007799 0.000839 0.001413 0.000359 0.001906 0.000201 0.000851
21 0.000000 0.000000 0.001249 0.003249 0.003595 0.000723 0.000225 0.000302 0.004233 0.000513 0.002940
22 0.000000 0.000000 0.001252 0.003141 0.047939 0.004616 0.000352 0.000659 0.018638 0.002064 0.001422
23 0.000000 0.000000 0.001231 0.002655 0.043122 0.003541 0.000514 0.000509 0.005891 0.000554 0.001232
24 0.000000 0.000000 0.001272 0.002427 0.001951 0.000379 0.000112 0.000077 0.000403 0.000058 0.000238
25 0.000000 0.000000 0.001082 0.002003 0.048707 0.005652 0.000070 0.000135 0.006302 0.000720 0.000526
26 0.000000 0.000000 0.001650 0.003689 0.003068 0.000524 0.000012 0.000025 0.000241 0.000050 0.000078
27 0.000000 0.000000 0.001333 0.002557 0.024143 0.004576 0.000004 0.000014 0.001717 0.000279 0.000071
28 0.000000 0.000000 0.101799 0.304553 0.012151 0.003786 0.000000 0.000000 0.000697 0.000137 0.000011
