"","protein.metabolism","death","other.metabolic.processes","signal.transduction","stress.response","other.biological.processes","cell.adhesion","DNA.metabolism","cell.cell.signaling","developmental.processes","cell.organization.and.biogenesis","cell.cycle.and.proliferation","RNA.metabolism","transport"
"ACSS2",-0.34598839946764,-0.252851267903372,2.65357769015733,-0.244436927970822,-0.212612160854694,-0.44775608805077,-0.0785843774860641,-0.124537256082466,-0.106106919538507,-0.235454502346529,-0.398239405608204,-0.174487207204154,-0.343915879149163,-0.304088214604886
"ACTA1",-0.34598839946764,-0.252851267903372,-0.376795919159934,-0.244436927970822,-0.212612160854694,-0.44775608805077,-0.0785843774860641,-0.124537256082466,-0.106106919538507,4.24649872846173,-0.398239405608204,-0.174487207204154,-0.343915879149163,-0.304088214604886
"ACTA2",-0.34598839946764,-0.252851267903372,-0.376795919159934,-0.244436927970822,-0.212612160854694,-0.44775608805077,-0.0785843774860641,-0.124537256082466,-0.106106919538507,4.24649872846173,-0.398239405608204,-0.174487207204154,-0.343915879149163,-0.304088214604886
"ACTB",-0.34598839946764,-0.252851267903372,-0.376795919159934,-0.244436927970822,-0.212612160854694,-0.44775608805077,-0.0785843774860641,-0.124537256082466,-0.106106919538507,-0.235454502346529,2.51069389604505,-0.174487207204154,-0.343915879149163,-0.304088214604886
"ACTBL2",-0.34598839946764,-0.252851267903372,-0.376795919159934,-0.244436927970822,-0.212612160854694,2.23303997758653,-0.0785843774860641,-0.124537256082466,-0.106106919538507,-0.235454502346529,-0.398239405608204,-0.174487207204154,-0.343915879149163,-0.304088214604886
"ACTC1",-0.34598839946764,-0.252851267903372,-0.376795919159934,-0.244436927970822,-0.212612160854694,2.23303997758653,-0.0785843774860641,-0.124537256082466,-0.106106919538507,-0.235454502346529,-0.398239405608204,-0.174487207204154,-0.343915879149163,-0.304088214604886
"ACTG1",-0.34598839946764,-0.252851267903372,-0.376795919159934,-0.244436927970822,-0.212612160854694,-0.44775608805077,-0.0785843774860641,-0.124537256082466,-0.106106919538507,-0.235454502346529,2.51069389604505,-0.174487207204154,-0.343915879149163,-0.304088214604886
"ACTG2",-0.34598839946764,-0.252851267903372,-0.376795919159934,-0.244436927970822,-0.212612160854694,2.23303997758653,-0.0785843774860641,-0.124537256082466,-0.106106919538507,-0.235454502346529,-0.398239405608204,-0.174487207204154,-0.343915879149163,-0.304088214604886
"ACTL6A",-0.34598839946764,-0.252851267903372,-0.376795919159934,-0.244436927970822,-0.212612160854694,-0.44775608805077,-0.0785843774860641,-0.124537256082466,-0.106106919538507,-0.235454502346529,2.51069389604505,-0.174487207204154,-0.343915879149163,-0.304088214604886
"ACTL6B",-0.34598839946764,-0.252851267903372,-0.376795919159934,-0.244436927970822,-0.212612160854694,-0.44775608805077,-0.0785843774860641,-0.124537256082466,-0.106106919538507,4.24649872846173,-0.398239405608204,-0.174487207204154,-0.343915879149163,-0.304088214604886
"ACTL8",-0.34598839946764,-0.252851267903372,-0.376795919159934,-0.244436927970822,-0.212612160854694,2.23303997758653,-0.0785843774860641,-0.124537256082466,-0.106106919538507,-0.235454502346529,-0.398239405608204,-0.174487207204154,-0.343915879149163,-0.304088214604886
"ACTN1",-0.34598839946764,-0.252851267903372,-0.376795919159934,-0.244436927970822,-0.212612160854694,2.23303997758653,-0.0785843774860641,-0.124537256082466,-0.106106919538507,-0.235454502346529,-0.398239405608204,-0.174487207204154,-0.343915879149163,-0.304088214604886
"ACTN2",-0.34598839946764,-0.252851267903372,-0.376795919159934,-0.244436927970822,-0.212612160854694,2.23303997758653,-0.0785843774860641,-0.124537256082466,-0.106106919538507,-0.235454502346529,-0.398239405608204,-0.174487207204154,-0.343915879149163,-0.304088214604886
"ACTN3",-0.34598839946764,-0.252851267903372,-0.376795919159934,-0.244436927970822,-0.212612160854694,-0.44775608805077,-0.0785843774860641,-0.124537256082466,-0.106106919538507,-0.235454502346529,2.51069389604505,-0.174487207204154,-0.343915879149163,-0.304088214604886
"ACTN4",-0.34598839946764,-0.252851267903372,-0.376795919159934,-0.244436927970822,-0.212612160854694,-0.44775608805077,-0.0785843774860641,-0.124537256082466,-0.106106919538507,-0.235454502346529,2.51069389604505,-0.174487207204154,-0.343915879149163,-0.304088214604886
"ACTR10",-0.34598839946764,-0.252851267903372,-0.376795919159934,-0.244436927970822,-0.212612160854694,2.23303997758653,-0.0785843774860641,-0.124537256082466,-0.106106919538507,-0.235454502346529,-0.398239405608204,-0.174487207204154,-0.343915879149163,-0.304088214604886
"ACTR1A",-0.34598839946764,-0.252851267903372,-0.376795919159934,-0.244436927970822,-0.212612160854694,2.23303997758653,-0.0785843774860641,-0.124537256082466,-0.106106919538507,-0.235454502346529,-0.398239405608204,-0.174487207204154,-0.343915879149163,-0.304088214604886
"ACTR1B",-0.34598839946764,-0.252851267903372,-0.376795919159934,-0.244436927970822,-0.212612160854694,2.23303997758653,-0.0785843774860641,-0.124537256082466,-0.106106919538507,-0.235454502346529,-0.398239405608204,-0.174487207204154,-0.343915879149163,-0.304088214604886
"ACTR2",-0.34598839946764,-0.252851267903372,-0.376795919159934,-0.244436927970822,-0.212612160854694,-0.44775608805077,-0.0785843774860641,-0.124537256082466,-0.106106919538507,-0.235454502346529,-0.398239405608204,5.7302610365886,-0.343915879149163,-0.304088214604886
"ACTR3",-0.34598839946764,-0.252851267903372,-0.376795919159934,-0.244436927970822,-0.212612160854694,-0.44775608805077,-0.0785843774860641,-0.124537256082466,-0.106106919538507,-0.235454502346529,2.51069389604505,-0.174487207204154,-0.343915879149163,-0.304088214604886
"ACTR5",-0.34598839946764,-0.252851267903372,-0.376795919159934,-0.244436927970822,-0.212612160854694,-0.44775608805077,-0.0785843774860641,8.02857936875563,-0.106106919538507,-0.235454502346529,-0.398239405608204,-0.174487207204154,-0.343915879149163,-0.304088214604886
"ACTR8",-0.34598839946764,-0.252851267903372,-0.376795919159934,-0.244436927970822,-0.212612160854694,-0.44775608805077,-0.0785843774860641,-0.124537256082466,-0.106106919538507,-0.235454502346529,2.51069389604505,-0.174487207204154,-0.343915879149163,-0.304088214604886
"ACVR1",-0.34598839946764,3.95432956740096,-0.376795919159934,-0.244436927970822,-0.212612160854694,-0.44775608805077,-0.0785843774860641,-0.124537256082466,-0.106106919538507,-0.235454502346529,-0.398239405608204,-0.174487207204154,-0.343915879149163,-0.304088214604886
"ACVR1B",-0.34598839946764,-0.252851267903372,-0.376795919159934,-0.244436927970822,-0.212612160854694,-0.44775608805077,-0.0785843774860641,-0.124537256082466,-0.106106919538507,4.24649872846173,-0.398239405608204,-0.174487207204154,-0.343915879149163,-0.304088214604886
"ACVR2A",-0.34598839946764,-0.252851267903372,-0.376795919159934,-0.244436927970822,-0.212612160854694,-0.44775608805077,-0.0785843774860641,-0.124537256082466,-0.106106919538507,4.24649872846173,-0.398239405608204,-0.174487207204154,-0.343915879149163,-0.304088214604886
"ACVR2B",-0.34598839946764,-0.252851267903372,-0.376795919159934,-0.244436927970822,-0.212612160854694,-0.44775608805077,-0.0785843774860641,-0.124537256082466,-0.106106919538507,4.24649872846173,-0.398239405608204,-0.174487207204154,-0.343915879149163,-0.304088214604886
"ACVRL1",-0.34598839946764,-0.252851267903372,-0.376795919159934,-0.244436927970822,-0.212612160854694,-0.44775608805077,-0.0785843774860641,8.02857936875563,-0.106106919538507,-0.235454502346529,-0.398239405608204,-0.174487207204154,-0.343915879149163,-0.304088214604886
