"","x"
"1",0.259203382837973
"2",0.105463296530231
"3",0.0734249953496146
"4",0.0604353183929021
"5",0.0455769363239592
"6",0.0352639505555099
"7",0.0276243782427665
"8",0.0217172327011541
"9",0.017036806882873
"10",0.00775284955592884
"11",0.00453626833240375
"12",0.00263883280967739
"13",0.00103639950546324
"14",1.83926339532982e-12
