"","sig_1","sig_2","sig_3","sig_4","sig_5","sig_6","sig_7","sig_8","sig_9","sig_10","sig_11","sig_12","sig_13","sig_14","sig_15","sig_16","sig_17","sig_18","sig_19","sig_20","sig_21","sig_22","sig_23","sig_24","sig_25","sig_26","sig_27","sig_28","sig_29","protein.metabolism","death","other.metabolic.processes","signal.transduction","stress.response","other.biological.processes","cell.adhesion","DNA.metabolism","cell.cell.signaling","developmental.processes","cell.organization.and.biogenesis","cell.cycle.and.proliferation","RNA.metabolism","transport"
"sig_1",0.999999999999989,0.803244649764506,0.929600669204384,0.945866150692324,0.932274840182474,0.996340936106005,0.907972566366601,0.531965734320085,0.925039073680137,0.928304865336272,0.919709612321462,0.930354184228568,0.926867453604461,0.957280011105493,0.926980648357413,0.9275848560241,0.996437737067857,0.985861965950832,0.929343385338002,0.928487802712476,0.930135526014889,0.950828613402124,0.980708214387689,0.950114578056931,0.928260350133865,0.86980331428679,0.873527684000832,0.57287310335826,0.423867226914155,0.0101728867343741,0.0480702661278735,-0.00846258276054601,-0.00522672105796324,0.000402310354890737,-0.00737866544845074,-0.00206848615190892,-0.00290427018971365,-0.00269632770750287,-0.00256272602212945,-0.00746039496281029,-0.00107126935771421,-0.00546570987532204,-0.00754685856068678
"sig_2",0.803244649764506,1.00000000000002,0.816837792581512,0.668344040859551,0.83668481321589,0.826375896720693,0.954988912581536,0.908934417323383,0.813322716859706,0.813698078572035,0.630565775054545,0.815989481130758,0.815497609946069,0.686828287731982,0.816937432414651,0.815337820792645,0.783845315257863,0.826975297295229,0.821389028837202,0.819982955774055,0.824976459012944,0.791509412242384,0.866996089803417,0.869298885354698,0.849126278074303,0.961988423993158,0.939394740561939,0.904606321015913,0.835293695510668,0.119059299780291,0.0439085235579413,-0.0252282169617324,-0.0192745715477861,-0.00762093485804617,-0.0294116012559077,-0.00727704515463095,-0.0069969685764383,-0.00863532322092029,-0.00928631709716238,-0.0216721378087937,0.00178970500621729,-0.00881914235701634,-0.0275618445539917
"sig_3",0.929600669204384,0.816837792581512,0.999999999999995,0.772597946893166,0.997615557555949,0.947225696729039,0.90833483569546,0.549367202430133,0.999864682614855,0.99989178305,0.726915585822517,0.999987034596579,0.999957607015346,0.79382741948294,0.999875986944636,0.999977684023237,0.905654430279574,0.953989321891829,0.999902017486883,0.999013750040212,0.999471604507628,0.860177847925931,0.965455853987657,0.965642557121486,0.994250431401246,0.877939003093506,0.912478554660565,0.591157411790609,0.44240933471335,-0.00374615720746295,0.0479136926914667,-0.00477955882673257,-0.00314348369655872,-0.00222852229557555,-0.00559024441930283,-0.00103735670548938,-0.00163315217740069,-0.00139224754651426,-0.00227541333872328,-0.0049912069039306,-0.00204844292225678,-0.00418328109297606,-0.00397017149711767
"sig_4",0.945866150692324,0.668344040859551,0.772597946893166,0.999999999999987,0.771626353316442,0.918558388142679,0.771356646601202,0.43001792451639,0.766415182463445,0.772319532103422,0.997266502519512,0.774385543988234,0.768654331741257,0.999083629387132,0.767216309365117,0.769600159138769,0.957159071585199,0.890410824942898,0.770925020179833,0.769229072039749,0.770480095812256,0.886671883467727,0.873504862859932,0.808294697740167,0.766639514164648,0.731600226963072,0.716939890373506,0.463904854557728,0.338731449953257,0.0186124883507537,0.0354588333905981,-0.00675644635307238,-0.0043795010515442,-0.00268134708238911,-0.00721232200563795,-0.00145661207448811,-0.00229411545458188,-0.00196190538734113,-0.00368930657506242,-0.00700560043507269,-0.00275181457270748,-0.00600956162453295,-0.0055945792485094
"sig_5",0.932274840182474,0.83668481321589,0.997615557555949,0.771626353316442,1.00000000000001,0.952277594295432,0.927545235714964,0.569670878921597,0.996726564195682,0.996695085428775,0.725084903031372,0.997431925637298,0.997237339571659,0.793774320583372,0.997970035076647,0.997429415924152,0.909945614303432,0.960731807522896,0.99822843274205,0.99883556142981,0.999031253438507,0.873943092011071,0.971883682250431,0.977300631967906,0.998479460249389,0.897863443024739,0.932118582519895,0.614031023144312,0.460445067925754,-0.00092538415490106,0.050289244192312,-0.00651674308859598,-0.00447006594184828,-0.000877407100524964,-0.00726146984098016,-0.00158789857327892,-0.00236271044317807,-0.00186481281735023,-0.00014479348783216,-0.00632221339892856,-0.00212689795376201,-0.00289825494222571,-0.00550135705526896
"sig_6",0.996340936106005,0.826375896720693,0.947225696729039,0.918558388142679,0.952277594295432,1.00000000000002,0.93063447975499,0.553480099031093,0.942663823461421,0.945253714947242,0.887347081608097,0.947673661152625,0.944668503758744,0.933312517811226,0.94569133069109,0.945345150572526,0.992027631261391,0.995946893141554,0.947720857453916,0.947066439124557,0.949419186325269,0.95568732371246,0.99242797147394,0.9726542557466,0.948985974508612,0.895248393456329,0.900595176357456,0.595802927339695,0.442854758919143,0.00986269104592077,0.0502371017780654,-0.00853457322943278,-0.00564098364040292,0.000187931020634135,-0.00809252167738515,-0.00212730584770773,-0.00315868150154582,-0.00273652093776006,-0.00106012493827289,-0.00795923092726473,-0.000885464769664659,-0.00560426529476356,-0.00791525014859891
"sig_7",0.907972566366601,0.954988912581536,0.90833483569546,0.771356646601202,0.927545235714964,0.93063447975499,0.99999999999999,0.765841544367896,0.903668183682472,0.904430035822378,0.730248935338305,0.907731058728066,0.906205265089796,0.791961691130123,0.908907181931009,0.906617637361299,0.895998518852588,0.934350731101,0.912418802283688,0.912658531848357,0.91678475819472,0.91132940898586,0.956667381527619,0.965719603969305,0.93566195257683,0.992028559967212,0.980816206859781,0.812232051997433,0.66817218717308,0.0521285354229824,0.0525447292499559,-0.0157776075151,-0.0129360101308487,-0.00197116530468062,-0.0179215166488934,-0.00485220986017129,-0.00656405643932337,-0.00557176594691843,-0.00149008347381946,-0.0154227049625943,0.00177476233036933,-0.00433030034469642,-0.0175573181177331
"sig_8",0.531965734320085,0.908934417323383,0.549367202430133,0.43001792451639,0.569670878921597,0.553480099031093,0.765841544367896,0.999999999999933,0.547282556711331,0.547287910775539,0.404152187206229,0.548496705466592,0.548986979283783,0.442465789004824,0.549212590234961,0.548239746780031,0.512131302542321,0.548617867212109,0.554944695418338,0.551226394296854,0.557516609989514,0.523983439519363,0.610375010840717,0.606763567289774,0.590032239507636,0.809098797193883,0.764188869517972,0.96609341516776,0.986837222743416,0.177935442119257,0.0214056916429407,-0.0226786782505296,-0.0221599932836647,-0.0164696981968651,-0.0374174981854064,-0.00746655462821721,-0.0102388023624813,-0.0093333781631649,-0.0156874453698673,-0.0279510246084049,-0.00160830627141818,-0.0195753671203513,-0.0285645979250743
"sig_9",0.925039073680137,0.813322716859706,0.999864682614855,0.766415182463445,0.996726564195682,0.942663823461421,0.903668183682472,0.547282556711331,0.999999999999991,0.999955573076337,0.720533037338781,0.999856061678852,0.999958874434331,0.787631473863256,0.999700103076158,0.999934384271802,0.900107891581009,0.949357348239875,0.999642953327427,0.99866454520778,0.998973358945755,0.852923383986957,0.961605852577442,0.961522579525791,0.993326583720383,0.873527638399072,0.909264127470992,0.588757222690666,0.441088635624435,-0.00410955812313074,0.0473963573160967,-0.00455066138432653,-0.00296100776688588,-0.00248815251724959,-0.00540186026387171,-0.000953958487047113,-0.00151119039332171,-0.0012872383668927,-0.00264660254168181,-0.00480561954882266,-0.002091893493952,-0.00413303427736367,-0.0036877603647065
"sig_10",0.928304865336272,0.813698078572035,0.99989178305,0.772319532103422,0.996695085428775,0.945253714947242,0.904430035822378,0.547287910775539,0.999955573076337,0.999999999999997,0.726938242876864,0.999913474952869,0.999935204725994,0.793243810424477,0.999628555500525,0.999921866917292,0.903721803522532,0.951353036146648,0.999633281045969,0.998627698790178,0.998932499513088,0.855916915942677,0.96331524192792,0.962132210264666,0.993255990653225,0.874048806124974,0.909196949437853,0.588758880838796,0.441021599380744,-0.00378643933232242,0.047315709824657,-0.00457493001717845,-0.00297731814304976,-0.00252955272013811,-0.00541660069940528,-0.000959911836179417,-0.00152107857814701,-0.00129589188872102,-0.0027260912470303,-0.00484296554024608,-0.00211283586547735,-0.00417090795069681,-0.00371160971046171
