1.000000 0.669023 0.706462 0.869115 0.437330 0.854871 0.652189 0.342226 0.423443 0.509463 0.715672 0.543076 0.430060 0.698255 0.320282 0.268818 0.622336 0.545071 0.439668 0.142839 0.272915 0.381937 0.604769 0.474085 0.138016 0.452229 0.244778 0.243695 0.124168 
0.669023 1.000000 0.283571 0.425736 0.189687 0.605808 0.755752 0.814891 0.113886 0.153615 0.284973 0.230151 0.146803 0.332708 0.075067 0.077075 0.405891 0.309624 0.217334 0.038457 0.089081 0.389705 0.523482 0.368105 0.055989 0.578443 0.164584 0.537051 0.427970 
0.706462 0.283571 1.000000 0.847108 0.788413 0.791033 0.461053 0.106239 0.902702 0.945933 0.800287 0.904880 0.892289 0.832103 0.805476 0.714432 0.683912 0.734222 0.798870 0.508979 0.701862 0.330642 0.564102 0.616395 0.441692 0.330228 0.464784 0.106410 0.015082 
0.869115 0.425736 0.847108 1.000000 0.600942 0.895150 0.565117 0.193768 0.626398 0.733030 0.949039 0.752778 0.624997 0.925738 0.528108 0.469747 0.781762 0.720206 0.610506 0.293780 0.465232 0.401811 0.673396 0.578322 0.268771 0.416171 0.341433 0.173090 0.052126 
0.437330 0.189687 0.788413 0.600942 1.000000 0.663846 0.462010 0.093254 0.830400 0.839634 0.565272 0.891327 0.871236 0.706375 0.855223 0.920492 0.708784 0.760045 0.878120 0.850046 0.928338 0.420514 0.559668 0.725645 0.807257 0.405971 0.752815 0.144552 0.007727 
0.854871 0.605808 0.791033 0.895150 0.663846 1.000000 0.813121 0.393434 0.577291 0.657464 0.781448 0.789859 0.639442 0.888894 0.504518 0.506508 0.903714 0.835307 0.724125 0.360127 0.526791 0.603598 0.881564 0.797319 0.382113 0.677257 0.515948 0.390405 0.148515 
0.652189 0.755752 0.461053 0.565117 0.462010 0.813121 1.000000 0.677879 0.281331 0.339817 0.415643 0.507692 0.359057 0.552588 0.252147 0.295785 0.761092 0.586202 0.537312 0.233536 0.326271 0.805805 0.825757 0.780954 0.285490 0.929311 0.517277 0.734815 0.336267 
0.342226 0.814891 0.106239 0.193768 0.093254 0.393434 0.677879 1.000000 0.028738 0.045985 0.110043 0.113548 0.053411 0.166815 0.019261 0.028787 0.290514 0.179053 0.131150 0.016754 0.038878 0.393912 0.473335 0.314754 0.037355 0.636763 0.126314 0.775963 0.746582 
0.423443 0.113886 0.902702 0.626398 0.830400 0.577291 0.281331 0.028738 1.000000 0.974976 0.630238 0.887064 0.965510 0.702860 0.960799 0.872125 0.550843 0.678874 0.805911 0.689958 0.841081 0.221042 0.409387 0.538968 0.580660 0.198790 0.494480 0.041287 0.000223 
0.509463 0.153615 0.945933 0.733030 0.839634 0.657464 0.339817 0.045985 0.974976 1.000000 0.739522 0.922088 0.948312 0.783445 0.926235 0.844556 0.629406 0.709390 0.824122 0.655471 0.818068 0.276336 0.472141 0.580978 0.545473 0.248655 0.492705 0.059079 0.001910 
