"","V1","V2","V3"
"sig_1",-0.00947470155256457,0.0625649584786125,-0.0202474046612042
"sig_2",0.0465829746305475,0.0482772076792924,-0.0289797797936732
"sig_3",-0.42705381799897,0.0287745080613271,-0.0362247591444701
"sig_4",-0.412926505295907,0.216416490328926,-0.218605143392593
"sig_5",-0.299610953520334,-0.0123054682176579,-0.0565288955334642
"sig_6",-0.321250056263045,0.0113341396955704,-0.0100784117330615
"sig_7",-0.101434915069714,0.214255172280413,-0.128420876674677
"sig_8",-0.00873683482794036,0.209161456990072,-0.0303007361709961
"sig_9",-0.346854705813588,0.176898831387756,0.00311331442982439
"sig_10",-0.279648560307415,0.195404671104038,0.0498769048300418
"sig_11",-0.257039639900604,0.253495063728971,0.026186516525514
"sig_12",-0.310536234592452,0.178531435096484,-0.0122331142826626
"sig_13",-0.378735642526021,0.189981733004062,-0.0107858007101073
"sig_14",-0.305374895465471,0.267181555959798,-0.0352067368133455
"sig_15",-0.423770830879848,0.0366935121723766,0.0542025823963989
"sig_16",-0.408061703158045,0.164859331752856,-0.0137744489131128
"sig_17",-0.40157745280856,0.223494691718601,-0.123416859303636
"sig_18",-0.422624150770373,0.285134938416812,-0.0485218452351863
"sig_19",-0.426632432127177,0.0859899663849645,-0.00624028577421369
"sig_20",-0.328043048043317,-0.01302984080122,0.0233666991523174
"sig_21",-0.493658255003673,0.100045057555555,-0.0295680048970429
"sig_22",-0.406186381445422,0.273116617281805,-0.169725873621391
"sig_23",-0.385058266397912,0.177206343971208,-0.0491760942214279
"sig_24",-0.442951407869768,0.164900909620112,-0.0998948180522392
"sig_25",-0.378180266312102,0.0292048330717506,-0.0131784138852703
"sig_26",-0.431970980140355,0.268958619810637,-0.140775755377544
"sig_27",-0.278950435844824,0.00658846453328724,-0.0451582903883827
"sig_28",-0.24144061117658,0.225623603106092,-0.121089730621935
"sig_29",-0.0250415230202872,0.307588461365971,-0.0449190725808187
