"","sig_1","sig_2","sig_3","sig_4","sig_5","sig_6","sig_7","sig_8","sig_9","sig_10","sig_11","sig_12","sig_13","sig_14","sig_15","sig_16","sig_17","sig_18","sig_19","sig_20","sig_21","sig_22","sig_23","sig_24","sig_25","sig_26","sig_27","sig_28","sig_29","Goods.notifications..RTAs.","Services.notifications..EIAs.","Physical.RTAs"
"sig_1",0.999999999999998,0.189413315851698,0.00358774906732508,-0.0933460252804178,-0.110551110025776,0.48545996777631,0.588893346797255,0.0292396603603327,-0.129896023503174,-0.115238661791377,-0.113799539744136,-0.127808778520353,-0.13907180329896,-0.12883177077104,-0.108325900571763,-0.136965804094622,-0.127873602230376,-0.140026673441966,-0.0727330965236602,-0.0979402883141329,-0.134256847936467,-0.13406879664281,-0.0344333180832965,-0.10679865315487,-0.116453697040382,-0.111054435176372,-0.113517647675616,-0.022738171968682,-0.104967910487839,0.0608475058794302,0.0410703091670948,0.0608458517392153
"sig_2",0.189413315851698,1,-0.186264407618862,-0.27929385187565,-0.230448119308115,-0.0840081168134644,0.0905707667869938,0.30205111736257,-0.242844026552799,-0.210014529020682,-0.206388397746869,-0.23995951050525,-0.269652130073257,-0.242621694869449,-0.217976808689548,-0.263446446855435,-0.286025959256239,-0.277734594570386,-0.23858542306792,-0.19657877406523,-0.271585412216368,-0.292306405239179,-0.241792737554551,-0.29847185687294,-0.235917225387239,-0.315272655634839,-0.233384848627969,-0.211861796669896,-0.136545778591994,0.0296756634135451,-0.00551377631156582,0.0302198974517244
"sig_3",0.00358774906732508,-0.186264407618862,0.999999999999999,0.500798033057307,0.376096503780851,0.42263178707011,0.226461619403712,-0.0138067790225036,0.510743396463885,0.445832673714917,0.42088051244331,0.50232417746568,0.549008869478096,0.484221296904985,0.456551674968745,0.538477726971569,0.549210956465586,0.491739438724443,0.902823610003766,0.393195321948609,0.545988262086695,0.493201992408128,0.573056825708132,0.749141606584568,0.444426699081042,0.565114692355665,0.373635215372842,0.353312002631863,0.0303248608501491,0.153876118180424,0.257305195307066,0.148998231068564
"sig_4",-0.0933460252804178,-0.27929385187565,0.500798033057307,0.999999999999999,0.441052462516318,0.293971916139616,0.112175561748807,-0.170919083967911,0.817786438278925,0.758386403292237,0.77866640220288,0.810244964800384,0.82751441388583,0.863213974056376,0.565114410636695,0.825608187963408,0.952873334888138,0.825614630388124,0.665079087526268,0.540180529375455,0.771637462978493,0.931860539780822,0.557105231631075,0.811150783490429,0.556221364859971,0.714000102097642,0.438919060090366,0.374420799915067,-0.0148022639137458,0.314621021927644,0.306059965761493,0.309663619485443
"sig_5",-0.110551110025776,-0.230448119308115,0.376096503780851,0.441052462516318,1,0.179486039861442,0.171626759739279,0.0061384218190029,0.355173196480521,0.239767472039981,0.20165438426547,0.328519471321685,0.441274040853592,0.308617260485924,0.716366332480216,0.583377439743244,0.479044386566188,0.405260532123057,0.471998938650518,0.776559496077034,0.702820348882539,0.493431391321732,0.417350478134572,0.640733436830861,0.873175019725409,0.64623223412721,0.988738448340664,0.637263177550492,0.254430257025649,0.0748052803113761,0.145212468892036,0.0711393051254554
"sig_6",0.48545996777631,-0.0840081168134644,0.42263178707011,0.293971916139616,0.179486039861442,1,0.159198539928776,0.101456369237483,0.133610895043586,0.0938709522877602,0.0874843543122943,0.149026900283434,0.181297069150143,0.135679602296389,0.163560669569347,0.167385632728456,0.242511779562708,0.201145910176581,0.336465378918943,0.143001689911717,0.214669623270149,0.223956892042045,0.587421168988323,0.331984562407871,0.184652745568597,0.396964577783507,0.174239743751976,0.237424689222079,0.134276737301175,0.107206443167433,0.193318800235969,0.103582672874441
"sig_7",0.588893346797255,0.0905707667869938,0.226461619403712,0.112175561748807,0.171626759739279,0.159198539928776,1,0.334321481108328,-0.0629326337716901,-0.0885677223426688,-0.0950056477937461,-0.0662228668607344,-0.0210730446037189,-0.0682211449899551,0.0395876785513873,-0.0214467294425321,0.0214504133626733,0.020528573235282,0.0890544183972938,0.0466946970018214,0.0345542312413381,0.089681092430517,0.111535463071702,0.168116616982443,0.0827668369309241,0.25668322779354,0.167105608752916,0.534224266597361,0.214923811681459,0.224929495595967,0.1573831258171,0.223879177924025
"sig_8",0.0292396603603327,0.30205111736257,-0.0138067790225036,-0.170919083967911,0.0061384218190029,0.101456369237483,0.334321481108328,0.999999999999999,-0.257541511728729,-0.244285248564999,-0.248970197929527,-0.236521508691284,-0.232898261879106,-0.26294543444069,-0.159591131281102,-0.246449895563712,-0.239751703308228,-0.21216003058961,-0.122531654988572,-0.13532245248125,-0.205218211056421,-0.161872584585022,0.131793482367889,-0.140808229353192,-0.115727810474986,0.021140671153857,-0.00158746873164173,0.379343678431558,0.715275202231322,0.199210031351479,0.138932176100989,0.199632513015428
"sig_9",-0.129896023503174,-0.242844026552799,0.510743396463885,0.817786438278925,0.355173196480521,0.133610895043586,-0.0629326337716901,-0.257541511728729,0.999999999999998,0.958045432760646,0.930741808798447,0.967452351503796,0.958572989157688,0.960721919889989,0.656561244852678,0.917636595391552,0.916999297283653,0.843506543777437,0.759430768638405,0.527074045842782,0.789492126153952,0.78859218982877,0.430654419219881,0.76521538555754,0.526201333210276,0.516029038084925,0.358908607042031,0.144701860200156,-0.12316821123955,0.273259858132618,0.329390097648452,0.269929309577326
"sig_10",-0.115238661791377,-0.210014529020682,0.445832673714917,0.758386403292237,0.239767472039981,0.0938709522877602,-0.0885677223426688,-0.244285248564999,0.958045432760646,1,0.974860375729821,0.975234127985449,0.899839197984565,0.943902728342153,0.521921166639315,0.834813187837251,0.851825406973088,0.741715333306404,0.689962093578173,0.438826846837623,0.669691987318816,0.692987737160938,0.354103281509906,0.631636787985756,0.408996610506345,0.378551313501764,0.237636815765477,0.0450831378827927,-0.146357464923243,0.273931395747867,0.32163268060063,0.271627702519831
