"","sig_1","sig_2","sig_3","sig_4","sig_5","sig_6","sig_7","sig_8","sig_9","sig_10","sig_11","sig_12","sig_13","sig_14","sig_15","sig_16","sig_17","sig_18","sig_19","sig_20","sig_21","sig_22","sig_23","sig_24","sig_25","sig_26","sig_27","sig_28","sig_29","Goods.notifications..RTAs.","Services.notifications..EIAs.","Physical.RTAs"
"sig_11",-0.113799539744136,-0.206388397746869,0.42088051244331,0.77866640220288,0.20165438426547,0.0874843543122943,-0.0950056477937461,-0.248970197929527,0.930741808798447,0.974860375729821,0.999999999999998,0.941578105412172,0.863075912515963,0.968200111053297,0.480928150801975,0.815860968507181,0.859301470332558,0.755440499479662,0.64624573802996,0.394001634394665,0.636364990762207,0.729688317729589,0.333243657613436,0.620274559080914,0.362929068479144,0.369404342298939,0.201688535194956,0.0251677128636739,-0.159176124786247,0.320570680158545,0.339257620201334,0.318596489189785
"sig_12",-0.127808778520353,-0.23995951050525,0.50232417746568,0.810244964800384,0.328519471321685,0.149026900283434,-0.0662228668607344,-0.236521508691284,0.967452351503796,0.975234127985449,0.941578105412172,1,0.924888847737279,0.94757155389569,0.577700788799313,0.87750724839443,0.908067654502159,0.775186966613975,0.748411915353956,0.508965068180888,0.745784773690906,0.748244508749114,0.467839325048628,0.718844131140861,0.500911504210773,0.49287806234348,0.323743590351527,0.123285128524925,-0.106660961608544,0.262706046520217,0.302885194513098,0.259719399036142
"sig_13",-0.13907180329896,-0.269652130073257,0.549008869478096,0.82751441388583,0.441274040853592,0.181297069150143,-0.0210730446037189,-0.232898261879106,0.958572989157688,0.899839197984565,0.863075912515963,0.924888847737279,0.999999999999998,0.91937581805314,0.660395527136894,0.902912927798762,0.922426037858267,0.884900023836638,0.784153383284622,0.561770342786823,0.839771860041772,0.805986172398794,0.525101495451878,0.817514144019161,0.590136498965717,0.622448045305211,0.444054697880867,0.253989383482153,-0.0533459678776322,0.294322242073241,0.351695777793775,0.290611072948837
"sig_14",-0.12883177077104,-0.242621694869449,0.484221296904985,0.863213974056376,0.308617260485924,0.135679602296389,-0.0682211449899551,-0.26294543444069,0.960721919889989,0.943902728342153,0.968200111053297,0.94757155389569,0.91937581805314,0.999999999999999,0.571873410958599,0.893782293227971,0.943853552915484,0.859197098022353,0.708762516604589,0.494283962454802,0.750263341804182,0.842698517286348,0.428335930605295,0.749862459170739,0.483046614381127,0.512849939931975,0.310990173788849,0.120558895781146,-0.136382956907822,0.343717834584999,0.352433173194809,0.340963900342804
"sig_15",-0.108325900571763,-0.217976808689548,0.456551674968745,0.565114410636695,0.716366332480216,0.163560669569347,0.0395876785513873,-0.159591131281102,0.656561244852678,0.521921166639315,0.480928150801975,0.577700788799313,0.660395527136894,0.571873410958599,1,0.826374376728196,0.651301091505628,0.616862121151155,0.627900366417296,0.725231197886414,0.879004848327272,0.589604435687138,0.42288140971988,0.745255225210378,0.820597939311655,0.579131512734736,0.707561409507481,0.34466998234419,0.00924470944794149,0.167007944310079,0.297564046835079,0.162603050090908
"sig_16",-0.136965804094622,-0.263446446855435,0.538477726971569,0.825608187963408,0.583377439743244,0.167385632728456,-0.0214467294425321,-0.246449895563712,0.917636595391552,0.834813187837251,0.815860968507181,0.87750724839443,0.902912927798762,0.893782293227971,0.826374376728196,1,0.924856970962697,0.830389043260405,0.764820222708156,0.755160628110539,0.935432720244317,0.837372505798942,0.484244569908217,0.856850625196962,0.771051996209109,0.626727472770356,0.588925487834471,0.264254455665542,-0.0757119461596184,0.279099263128382,0.350238202238065,0.274965531862909
"sig_17",-0.127873602230376,-0.286025959256239,0.549210956465586,0.952873334888138,0.479044386566188,0.242511779562708,0.0214504133626733,-0.239751703308228,0.916999297283653,0.851825406973088,0.859301470332558,0.908067654502159,0.922426037858267,0.943853552915484,0.651301091505628,0.924856970962697,1,0.889790830927371,0.752055882860136,0.618113631878074,0.855747118136971,0.922669359314405,0.572185836413205,0.869657680091262,0.633632056270573,0.712351151370923,0.481247237910786,0.299669157444203,-0.0641855077141983,0.324861423258111,0.342904265410753,0.320486744774649
"sig_18",-0.140026673441966,-0.277734594570386,0.491739438724443,0.825614630388124,0.405260532123057,0.201145910176581,0.020528573235282,-0.21216003058961,0.843506543777437,0.741715333306404,0.755440499479662,0.775186966613975,0.884900023836638,0.859197098022353,0.616862121151155,0.830389043260405,0.889790830927371,0.999999999999998,0.652789971456671,0.496185805456766,0.792256045980998,0.894792509397436,0.493846744401055,0.842004926897297,0.527204371390734,0.738183721421977,0.418099370077876,0.348806124314466,-0.0115198756494527,0.395273405611753,0.428731611526846,0.39119656099563
"sig_19",-0.0727330965236602,-0.23858542306792,0.902823610003766,0.665079087526268,0.471998938650518,0.336465378918943,0.0890544183972938,-0.122531654988572,0.759430768638405,0.689962093578173,0.64624573802996,0.748411915353956,0.784153383284622,0.708762516604589,0.627900366417296,0.764820222708156,0.752055882860136,0.652789971456671,0.999999999999998,0.535285199635758,0.732008697159898,0.642484732635138,0.612859950731575,0.830081853301246,0.590520948125071,0.609253504972965,0.473240989165595,0.314175076816108,-0.000521585524442042,0.210312028195269,0.309169851028766,0.205755343576925
"sig_20",-0.0979402883141329,-0.19657877406523,0.393195321948609,0.540180529375455,0.776559496077034,0.143001689911717,0.0466946970018214,-0.13532245248125,0.527074045842782,0.438826846837623,0.394001634394665,0.508965068180888,0.561770342786823,0.494283962454802,0.725231197886414,0.755160628110539,0.618113631878074,0.496185805456766,0.535285199635758,1,0.793372230490098,0.573887014633865,0.386775780798533,0.649521897013915,0.906633680315638,0.516607049956167,0.782344308087227,0.333979673340132,0.00915745222146356,0.0885472853255105,0.193872315531707,0.0849224550818001
"sig_21",-0.134256847936467,-0.271585412216368,0.545988262086695,0.771637462978493,0.702820348882539,0.214669623270149,0.0345542312413381,-0.205218211056421,0.789492126153952,0.669691987318816,0.636364990762207,0.745784773690906,0.839771860041772,0.750263341804182,0.879004848327272,0.935432720244317,0.855747118136971,0.792256045980998,0.732008697159898,0.793372230490098,1,0.79142105933875,0.552623831249103,0.87652239045634,0.867166167774519,0.71455830681245,0.700742311374685,0.378015835684885,-0.0016495589715842,0.24224076987844,0.349061774063727,0.236868325117665
"sig_22",-0.13406879664281,-0.292306405239179,0.493201992408128,0.931860539780822,0.493431391321732,0.223956892042045,0.089681092430517,-0.161872584585022,0.78859218982877,0.692987737160938,0.729688317729589,0.748244508749114,0.805986172398794,0.842698517286348,0.589604435687138,0.837372505798942,0.922669359314405,0.894792509397436,0.642484732635138,0.573887014633865,0.79142105933875,0.999999999999998,0.502137970297898,0.862703942968322,0.589899971837586,0.76226363826967,0.511103671469863,0.459045320388786,0.0402091378309349,0.37003476681889,0.361498821281053,0.365553927689672
"sig_23",-0.0344333180832965,-0.241792737554551,0.573056825708132,0.557105231631075,0.417350478134572,0.587421168988323,0.111535463071702,0.131793482367889,0.430654419219881,0.354103281509906,0.333243657613436,0.467839325048628,0.525101495451878,0.428335930605295,0.42288140971988,0.484244569908217,0.572185836413205,0.493846744401055,0.612859950731575,0.386775780798533,0.552623831249103,0.502137970297898,0.999999999999999,0.620746661287283,0.474444824235056,0.68628141482153,0.408354604493678,0.375454358721016,0.329052008730163,0.281291934621851,0.330937739998025,0.277294879471415
"sig_24",-0.10679865315487,-0.29847185687294,0.749141606584568,0.811150783490429,0.640733436830861,0.331984562407871,0.168116616982443,-0.140808229353192,0.76521538555754,0.631636787985756,0.620274559080914,0.718844131140861,0.817514144019161,0.749862459170739,0.745255225210378,0.856850625196962,0.869657680091262,0.842004926897297,0.830081853301246,0.649521897013915,0.87652239045634,0.862703942968322,0.620746661287283,0.999999999999998,0.740744339003136,0.868312867321334,0.657263934756092,0.535625588119773,0.0655406768776736,0.283407424192109,0.335928140161223,0.278489811684535
"sig_25",-0.116453697040382,-0.235917225387239,0.444426699081042,0.556221364859971,0.873175019725409,0.184652745568597,0.0827668369309241,-0.115727810474986,0.526201333210276,0.408996610506345,0.362929068479144,0.500911504210773,0.590136498965717,0.483046614381127,0.820597939311655,0.771051996209109,0.633632056270573,0.527204371390734,0.590520948125071,0.906633680315638,0.867166167774519,0.589899971837586,0.474444824235056,0.740744339003136,0.999999999999998,0.651980583053307,0.884408385358516,0.474717465601083,0.106278769981313,0.141183819392294,0.238122017130133,0.136961830224265
"sig_26",-0.111054435176372,-0.315272655634839,0.565114692355665,0.714000102097642,0.64623223412721,0.396964577783507,0.25668322779354,0.021140671153857,0.516029038084925,0.378551313501764,0.369404342298939,0.49287806234348,0.622448045305211,0.512849939931975,0.579131512734736,0.626727472770356,0.712351151370923,0.738183721421977,0.609253504972965,0.516607049956167,0.71455830681245,0.76226363826967,0.68628141482153,0.868312867321334,0.651980583053307,1,0.661488202874509,0.729463101494279,0.317684462632068,0.375995035471707,0.385542555427545,0.371342686007474
"sig_27",-0.113517647675616,-0.233384848627969,0.373635215372842,0.438919060090366,0.988738448340664,0.174239743751976,0.167105608752916,-0.00158746873164173,0.358908607042031,0.237636815765477,0.201688535194956,0.323743590351527,0.444054697880867,0.310990173788849,0.707561409507481,0.588925487834471,0.481247237910786,0.418099370077876,0.473240989165595,0.782344308087227,0.700742311374685,0.511103671469863,0.408354604493678,0.657263934756092,0.884408385358516,0.661488202874509,1,0.650310165953311,0.256925710564571,0.0873417688276974,0.150830483826452,0.0840193792591675
"sig_28",-0.022738171968682,-0.211861796669896,0.353312002631863,0.374420799915067,0.637263177550492,0.237424689222079,0.534224266597361,0.379343678431558,0.144701860200156,0.0450831378827927,0.0251677128636739,0.123285128524925,0.253989383482153,0.120558895781146,0.34466998234419,0.264254455665542,0.299669157444203,0.348806124314466,0.314175076816108,0.333979673340132,0.378015835684885,0.459045320388786,0.375454358721016,0.535625588119773,0.474717465601083,0.729463101494279,0.650310165953311,1,0.61151806087386,0.278616935855972,0.250877370441444,0.276060865334763
"sig_29",-0.104967910487839,-0.136545778591994,0.0303248608501491,-0.0148022639137458,0.254430257025649,0.134276737301175,0.214923811681459,0.715275202231322,-0.12316821123955,-0.146357464923243,-0.159176124786247,-0.106660961608544,-0.0533459678776322,-0.136382956907822,0.00924470944794149,-0.0757119461596184,-0.0641855077141983,-0.0115198756494527,-0.000521585524442042,0.00915745222146356,-0.0016495589715842,0.0402091378309349,0.329052008730163,0.0655406768776736,0.106278769981313,0.317684462632068,0.256925710564571,0.61151806087386,1,0.296616057416997,0.211357269743924,0.297098557408081
"Goods.notifications..RTAs.",0.0608475058794302,0.0296756634135451,0.153876118180424,0.314621021927644,0.0748052803113761,0.107206443167433,0.224929495595967,0.199210031351479,0.273259858132618,0.273931395747867,0.320570680158545,0.262706046520217,0.294322242073241,0.343717834584999,0.167007944310079,0.279099263128382,0.324861423258111,0.395273405611753,0.210312028195269,0.0885472853255105,0.24224076987844,0.37003476681889,0.281291934621851,0.283407424192109,0.141183819392294,0.375995035471707,0.0873417688276974,0.278616935855972,0.296616057416997,1,0.871673904893201,0.999921442112709
"Services.notifications..EIAs.",0.0410703091670948,-0.00551377631156582,0.257305195307066,0.306059965761493,0.145212468892036,0.193318800235969,0.1573831258171,0.138932176100989,0.329390097648452,0.32163268060063,0.339257620201334,0.302885194513098,0.351695777793775,0.352433173194809,0.297564046835079,0.350238202238065,0.342904265410753,0.428731611526846,0.309169851028766,0.193872315531707,0.349061774063727,0.361498821281053,0.330937739998025,0.335928140161223,0.238122017130133,0.385542555427545,0.150830483826452,0.250877370441444,0.211357269743924,0.871673904893201,0.999999999999999,0.869080951805308
"Physical.RTAs",0.0608458517392153,0.0302198974517244,0.148998231068564,0.309663619485443,0.0711393051254554,0.103582672874441,0.223879177924025,0.199632513015428,0.269929309577326,0.271627702519831,0.318596489189785,0.259719399036142,0.290611072948837,0.340963900342804,0.162603050090908,0.274965531862909,0.320486744774649,0.39119656099563,0.205755343576925,0.0849224550818001,0.236868325117665,0.365553927689672,0.277294879471415,0.278489811684535,0.136961830224265,0.371342686007474,0.0840193792591675,0.276060865334763,0.297098557408081,0.999921442112709,0.869080951805308,0.999999999999999
