"","V1","V2","V3"
"sig_1",-0.0124716471810879,0.0859496340766873,-0.0349754153580037
"sig_2",0.0613176490061316,0.0663216029416502,-0.0500597410990403
"sig_3",-0.562135336493059,0.039529450650128,-0.0625747358005711
"sig_4",-0.54353940936308,0.297305690026008,-0.377619048835568
"sig_5",-0.394380982151927,-0.0169048380462319,-0.0976481496811624
"sig_6",-0.422864755833357,0.0155704596166459,-0.0174094725922147
"sig_7",-0.133519822822403,0.294336544039013,-0.221834530276484
"sig_8",-0.0115003856162623,0.287338969423097,-0.0523415643124048
"sig_9",-0.456568419597179,0.243017660302102,0.00537794681071979
"sig_10",-0.368104278483708,0.268440360014108,0.0861574849908684
"sig_11",-0.338343923828174,0.348242986130957,0.045234651432362
"sig_12",-0.408762042086076,0.245260476325167,-0.0211315109426411
"sig_13",-0.498533624756849,0.260990510183674,-0.0186314180072394
"sig_14",-0.401968118265182,0.367045028482438,-0.0608162015848967
"sig_15",-0.557813906754843,0.050408311951213,0.093629670790508
"sig_16",-0.537135820233417,0.226478200942594,-0.0237940160788924
"sig_17",-0.528600534752999,0.307029484849132,-0.213190578671911
"sig_18",-0.556304519923443,0.391708781006882,-0.0838167517977724
"sig_19",-0.561580661932515,0.118130121473349,-0.0107794846084299
"sig_20",-0.431806440837127,-0.0178999567197916,0.0403636921409391
"sig_21",-0.64980744251242,0.137438532641564,-0.0510758425530061
"sig_22",-0.534667314959518,0.375198415957667,-0.293184881037258
"sig_23",-0.506856159641072,0.243440110738661,-0.0849469030652908
"sig_24",-0.583061497681208,0.226535319217159,-0.172558548216543
"sig_25",-0.497802577329745,0.0401206166650892,-0.0227644237426902
"sig_26",-0.568607847634317,0.369486298986325,-0.2431763773705
"sig_27",-0.367185330067448,0.00905101081393832,-0.0780065390907903
"sig_28",-0.317810761750811,0.309954111655983,-0.209170691007486
"sig_29",-0.0329624145155042,0.42255467506869,-0.0775933136764535
