"","V1","V2","V3"
"AFG",0.588412454562308,-0.723948373313709,0.294557614262436
"AGO",0.211881518364199,0.810287618569853,0.354165201991267
"ANT",0.588412454562308,-0.723948373313709,0.294557614262436
"ARE",-0.254284023359274,-0.876343114739415,-2.65086134055812
"ARG",-0.315315738526096,0.441297391060628,1.71674981439671
"ATG",0.588412454562308,-0.723948373313709,0.294557614262436
"AUS",-0.425165488609915,-0.715779962514917,-0.289821820468256
"AUT",-0.152399853419188,1.56140179812454,0.890309139039168
"AZE",0.120861596162384,-0.214491320626365,-0.0370614343083493
"BEL",-0.835511513957948,2.88998349966998,-0.793676053416913
"BEN",0.588412454562308,-0.723948373313709,0.294557614262436
"BGD",0.206312594543716,0.109257846923433,-0.280782051656619
"BGR",0.269228842716773,0.424743417986416,0.799281852345448
"BHS",0.588412454562308,-0.723948373313709,0.294557614262436
"BLR",0.83601740733257,1.32887025218481,-1.03521222684429
"BRA",-0.755606335967607,-1.2378931348281,-0.0339435530050433
"BRN",0.588412454562308,-0.723948373313709,0.294557614262436
"BWA",0.588412454562308,-0.723948373313709,0.294557614262436
"CAN",0.42793791529559,0.847217093449159,-0.245156292730971
"CHE",-2.27980632907116,0.540823300665947,-0.61946035276929
"CHL",-4.58582058011244,-0.410444033352313,0.227531635027628
"CHN",-1.09141483059723,0.580455081216401,2.29499657724161
"COD",0.588412454562308,-0.723948373313709,0.294557614262436
"COG",0.588412454562308,-0.723948373313709,0.294557614262436
"COL",-2.1816032355613,-0.84985033314181,0.764265647084084
"CRI",0.120861596162384,-0.214491320626365,-0.0370614343083493
"CYP",0.588412454562308,-0.723948373313709,0.294557614262436
"CZE",-0.0699444412702167,1.33027236125001,-0.820941964988064
"DEU",-0.627771625068949,0.681744253996055,1.82791208409387
"DNK",0.570630290931921,1.60499615662718,-0.148081769120778
"DOM",0.588412454562308,-0.723948373313709,0.294557614262436
"DZA",1.11363940264988,0.0739982408910562,-0.79668145708833
"ECU",-0.00668233064643999,-0.870740109963237,0.631728709059229
"EGY",0.833105508394266,-1.22653695076438,-0.677548515847141
"ESP",-0.305438776982053,2.46651563825995,-0.210137847573092
"EST",0.120861596162384,-0.214491320626365,-0.0370614343083493
"FIN",0.0934563329988331,1.60641318253033,0.559969195272187
"FRA",-0.558268696313076,2.23293541786572,0.281108033706778
"GAB",0.588412454562308,-0.723948373313709,0.294557614262436
"GBR",-0.335851589929518,1.96693930274895,-0.0971984981299001
"GHA",0.588412454562308,-0.723948373313709,0.294557614262436
"GNQ",0.588412454562308,-0.723948373313709,0.294557614262436
"GRC",0.200361684111379,2.54498672572077,-0.00622724891284476
"GTM",0.588412454562308,-0.723948373313709,0.294557614262436
"HND",0.588412454562308,-0.723948373313709,0.294557614262436
"HRV",0.211881518364199,0.810287618569853,0.354165201991267
"HUN",0.509567165558151,1.39675125544423,-0.136873561525428
"IDN",0.174207179786726,-0.482935369432832,1.17365251724488
"IND",-2.36530719435308,-1.38294447552366,-2.48130486981659
"IRL",0.419316918319119,1.31107200150678,0.0726667708856487
"IRN",-0.120060076222389,-0.79551656300299,-0.608636919462776
"IRQ",1.03672634363401,-1.13485161666312,-0.998567345534719
"ISR",0.198305120093478,0.654795630340179,-1.31529901248466
"ITA",-0.0559079536516331,1.81184248601317,0.489244964309192
"JOR",0.588412454562308,-0.723948373313709,0.294557614262436
"JPN",-2.23881355041149,-0.339034032076506,-0.169456009924468
"KAZ",1.21343933412068,0.55158681645918,0.82787483520147
"KGZ",0.588412454562308,-0.723948373313709,0.294557614262436
"KHM",0.588412454562308,-0.723948373313709,0.294557614262436
"KOR",-1.20925373804885,0.169304897686624,-1.19298575998603
"LAO",0.588412454562308,-0.723948373313709,0.294557614262436
"LBR",0.588412454562308,-0.723948373313709,0.294557614262436
"LBY",0.547871474355261,0.253019950125805,0.340058730749964
"LCA",0.588412454562308,-0.723948373313709,0.294557614262436
"LKA",0.588412454562308,-0.723948373313709,0.294557614262436
"LTU",0.83601740733257,1.32887025218481,-1.03521222684429
"LUX",0.0885327400205553,-0.268490466767645,-0.0705989536323345
"LVA",0.206312594543716,0.109257846923433,-0.280782051656619
"MAR",0.10009130609265,-0.0403167351459529,-0.442107635163543
"MEX",-2.45323502593012,0.0309159912855934,-0.622185588490819
"MLT",0.588412454562308,-0.723948373313709,0.294557614262436
"MMR",0.588412454562308,-0.723948373313709,0.294557614262436
"MNG",0.588412454562308,-0.723948373313709,0.294557614262436
"MOZ",0.588412454562308,-0.723948373313709,0.294557614262436
"MYS",-1.83193676154164,-0.318921323353451,0.607593536149083
"NGA",1.25526681841581,-0.815406216970231,-0.825274954322651
"NIC",0.588412454562308,-0.723948373313709,0.294557614262436
"NLD",0.583408682790853,2.48734940665294,-0.55016362210424
"NOR",0.854623678288428,1.71448229106486,0.533841056526638
"NPL",0.588412454562308,-0.723948373313709,0.294557614262436
"NZL",0.120861596162384,-0.214491320626365,-0.0370614343083493
"OMN",0.120861596162384,-0.214491320626365,-0.0370614343083493
"PAK",-1.10299252336747,-0.869678071341293,-3.54900680427103
"PAN",-1.04292287920607,-1.16680678395551,2.53885097698159
"PER",-2.1816032355613,-0.84985033314181,0.764265647084084
"PHL",-0.107114970321979,0.251089682868441,-0.993277217024093
"PNG",0.588412454562308,-0.723948373313709,0.294557614262436
"POL",-1.02648057982354,1.3189926713127,-0.207059391494618
"PRK",0.588412454562308,-0.723948373313709,0.294557614262436
"PRT",-0.648459733702711,2.33964492754899,1.92923374261594
"PRY",0.588412454562308,-0.723948373313709,0.294557614262436
"QAT",-0.107114970321979,0.251089682868441,-0.993277217024093
"ROM",1.12480338735689,1.72936342052354,1.63744665269697
"RUS",0.20580072339581,0.00607016470287697,-2.26093032965872
"SAU",0.783699000004322,-0.582722142863662,-1.0340801782764
"SDN",0.588412454562308,-0.723948373313709,0.294557614262436
"SGP",-2.11808181594596,-0.610617896337173,0.176127651064119
"SLV",0.588412454562308,-0.723948373313709,0.294557614262436
"SRB",0.206312594543716,0.109257846923433,-0.280782051656619
"SVK",0.604906983933519,1.08466597919149,-0.0728082138894801
"SVN",0.211881518364199,0.810287618569853,0.354165201991267
"SWE",-1.14840338408786,0.337215981289701,0.164975859119573
"SYR",0.120861596162384,-0.214491320626365,-0.0370614343083493
"TCD",0.588412454562308,-0.723948373313709,0.294557614262436
"THA",-3.07246867928426,-1.08906125865836,1.89060855697063
"TTO",0.588412454562308,-0.723948373313709,0.294557614262436
"TUN",0.206312594543716,0.109257846923433,-0.280782051656619
"TUR",-1.18606130346164,0.769195141299218,-4.00994644727486
"UKR",-0.274095500242606,-0.290813785581947,-3.41116704891244
"URY",0.206312594543716,0.109257846923433,-0.280782051656619
"USA",-2.80328160871913,-0.772137268434091,1.45612844339888
