"","V1","V2","V3"
"AFG",1.00350475735398,-0.718027894429776,0.352604881191056
"AGO",0.886303925131287,-0.650451446541016,0.0657197144537989
"ANT",1.00350475735398,-0.718027894429776,0.352604881191056
"ARE",0.886303925131287,-0.650451446541016,0.0657197144537989
"ARG",0.515362039188425,-0.588593126315923,-0.119479355506762
"ATG",0.613223482136341,-0.797040597645884,0.842862241481647
"AUS",-0.889883450909856,-0.690478340186711,0.777522391890564
"AUT",0.0547246049722645,1.71734026762344,0.30954681158066
"AZE",0.651902260685901,-0.51529855076349,-0.508050619020686
"BEL",0.0547246049722645,1.71734026762344,0.30954681158066
"BEN",0.769103092908594,-0.582874998652251,-0.221165452283437
"BGD",0.534701428463215,-0.447722102874724,-0.794935785757922
"BGR",0.0547246049722645,1.71734026762344,0.30954681158066
"BHS",0.613223482136341,-0.797040597645884,0.842862241481647
"BLR",0.417500596240529,-0.380145654985962,-1.08182095249517
"BRA",0.398161206965739,-0.521016678427157,-0.406364522243997
"BRN",-0.499602175692221,-0.611465636970607,0.287265031599958
"BWA",0.769103092908594,-0.582874998652251,-0.221165452283437
"CAN",-0.616803007914914,-0.543889189081844,0.000379864862715351
"CHE",-3.15537804169054,0.311732122817395,-3.32238291561474
"CHL",-4.14983837072241,-0.483071952932038,0.748528789485064
"CHN",-1.28016472612749,-0.769491043402815,1.26777975218117
"COD",1.12070558957667,-0.785604342318541,0.639490047928291
"COG",1.00350475735398,-0.718027894429776,0.352604881191056
"COL",-1.00708428313255,-0.622901892297947,0.490637225153321
"CRI",-1.39736555835018,-0.701914595514052,0.980894585443927
"CYP",0.0547246049722645,1.71734026762344,0.30954681158066
"CZE",0.0547246049722645,1.71734026762344,0.30954681158066
"DEU",0.0547246049722645,1.71734026762344,0.30954681158066
"DNK",0.0547246049722645,1.71734026762344,0.30954681158066
"DOM",0.359482428416179,-0.802758725309552,0.944548338258336
"DZA",0.886303925131287,-0.650451446541016,0.0657197144537989
"ECU",0.769103092908594,-0.582874998652251,-0.221165452283437
"EGY",0.417500596240529,-0.380145654985962,-1.08182095249517
"ESP",0.0547246049722645,1.71734026762344,0.30954681158066
"EST",0.0547246049722645,1.71734026762344,0.30954681158066
"FIN",0.0547246049722645,1.71734026762344,0.30954681158066
"FRA",0.0547246049722645,1.71734026762344,0.30954681158066
"GAB",1.00350475735398,-0.718027894429776,0.352604881191056
"GBR",0.0547246049722645,1.71734026762344,0.30954681158066
"GHA",0.886303925131287,-0.650451446541016,0.0657197144537989
"GNQ",1.00350475735398,-0.718027894429776,0.352604881191056
"GRC",0.0547246049722645,1.71734026762344,0.30954681158066
"GTM",-1.02642367240733,-0.763772915739145,1.16609365540449
"HND",-1.02642367240733,-0.763772915739145,1.16609365540449
"HRV",0.0547246049722645,1.71734026762344,0.30954681158066
"HUN",0.0547246049722645,1.71734026762344,0.30954681158066
"IDN",-0.363061954194748,-0.538171061418173,-0.101306231913966
"IND",-1.18346777975358,-0.0651359261968303,-2.10950239907467
"IRL",0.0547246049722645,1.71734026762344,0.30954681158066
"IRN",0.886303925131287,-0.650451446541016,0.0657197144537989
"IRQ",0.886303925131287,-0.650451446541016,0.0657197144537989
"ISR",0.300299764017833,-0.3125692070972,-1.36870611923242
"ITA",0.0547246049722645,1.71734026762344,0.30954681158066
"JOR",0.027219321022887,-0.459158358202068,-0.591563592204572
"JPN",-2.04138788728798,-0.786645426393828,1.57283804251121
"KAZ",0.0658980995724505,-0.177416311319673,-1.94247645270691
"KGZ",0.183098931795143,-0.244992759208436,-1.65559128596966
"KHM",0.00787993174811419,-0.600029381643264,0.0838928380466015
"KOR",-1.3780261690754,-0.561043572072855,0.305438155192758
"LAO",-0.226521732697275,-0.464876485865738,-0.489877495427891
"LBR",1.00350475735398,-0.718027894429776,0.352604881191056
"LBY",0.886303925131287,-0.650451446541016,0.0657197144537989
"LCA",0.613223482136341,-0.797040597645884,0.842862241481647
"LKA",0.417500596240529,-0.380145654985962,-1.08182095249517
"LTU",0.0547246049722645,1.71734026762344,0.30954681158066
"LUX",0.0547246049722645,1.71734026762344,0.30954681158066
"LVA",0.0547246049722645,1.71734026762344,0.30954681158066
"MAR",0.280960374743053,-0.453440230538396,-0.693249688981247
"MEX",-1.63176722279556,-0.566761699736526,0.407124251969439
"MLT",0.0547246049722645,1.71734026762344,0.30954681158066
"MMR",-0.109320900474586,-0.532452933754501,-0.202992328690648
"MNG",1.12070558957667,-0.785604342318541,0.639490047928291
"MOZ",0.886303925131287,-0.650451446541016,0.0657197144537989
"MYS",-1.49522700129809,-0.493467124184092,0.0185529884555149
"NGA",0.886303925131287,-0.650451446541016,0.0657197144537989
"NIC",-0.889883450909856,-0.690478340186711,0.777522391890564
"NLD",0.0547246049722645,1.71734026762344,0.30954681158066
"NOR",1.51915275946891,1.32903596328187,1.72579952167409
"NPL",0.769103092908594,-0.582874998652251,-0.221165452283437
"NZL",-1.28016472612749,-0.769491043402815,1.26777975218117
"OMN",0.632562871411118,-0.656169574204684,0.167405811230488
"PAK",-0.0899815111998024,-0.391581910313304,-0.878448758941815
"PAN",-1.92418705506529,-0.854221874282591,1.85972320924845
"PER",-2.25645016245858,-0.510621507175105,0.323611278785558
"PHL",-0.480262786417441,-0.47059461352941,-0.388191398651209
"PNG",0.534701428463215,-0.447722102874724,-0.794935785757922
"POL",0.0547246049722645,1.71734026762344,0.30954681158066
"PRK",1.00350475735398,-0.718027894429776,0.352604881191056
"PRT",0.0547246049722645,1.71734026762344,0.30954681158066
"PRY",0.515362039188425,-0.588593126315923,-0.119479355506762
"QAT",0.886303925131287,-0.650451446541016,0.0657197144537989
"ROM",0.0547246049722645,1.71734026762344,0.30954681158066
"RUS",-0.754507725986381,0.295618823901669,-3.95067261986761
"SAU",0.886303925131287,-0.650451446541016,0.0657197144537989
"SDN",0.769103092908594,-0.582874998652251,-0.221165452283437
"SGP",-3.66169565255687,-0.612506721045895,1.22061302618288
"SLV",-1.14362450463002,-0.696196467850381,0.879208488667246
"SRB",0.280960374743053,-0.453440230538396,-0.693249688981247
"SVK",0.0547246049722645,1.71734026762344,0.30954681158066
"SVN",0.0547246049722645,1.71734026762344,0.30954681158066
