1.000000 0.644927 0.543424 0.827062 0.712454 0.928482 0.894581 0.280725 0.392720 0.494356 0.544349 0.626543 0.378196 0.931129 0.512370 0.802024 0.932766 0.659370 0.528416 0.281636 0.695902 0.864031 0.694452 0.796862 0.729633 0.576176 0.780566 0.281786 0.095168 
0.644927 1.000000 0.405561 0.320222 0.433090 0.762116 0.832221 0.780666 0.237188 0.300201 0.128199 0.405414 0.296385 0.496894 0.357250 0.356510 0.542997 0.715784 0.412846 0.069505 0.545317 0.430563 0.762808 0.780621 0.441938 0.813699 0.665514 0.745973 0.432741 
0.543424 0.405561 1.000000 0.260359 0.602012 0.663817 0.586861 0.160634 0.947080 0.971934 0.079173 0.950818 0.965914 0.458095 0.973889 0.642306 0.506002 0.722258 0.992952 0.105990 0.939466 0.463905 0.695683 0.693527 0.601332 0.472449 0.760639 0.210450 0.047990 
0.827062 0.320222 0.260359 1.000000 0.512241 0.648541 0.617845 0.101633 0.189581 0.267034 0.898118 0.378965 0.146209 0.918568 0.260311 0.738239 0.875451 0.330305 0.255015 0.329062 0.386796 0.875755 0.385706 0.486464 0.550946 0.287928 0.515967 0.089233 0.026816 
0.712454 0.433090 0.602012 0.512241 1.000000 0.659698 0.678098 0.145012 0.481802 0.542645 0.292191 0.558069 0.495393 0.600747 0.563952 0.837146 0.604834 0.507854 0.572712 0.613499 0.768329 0.733558 0.512219 0.573318 0.989830 0.410490 0.791415 0.159660 0.033263 
0.928482 0.762116 0.663817 0.648541 0.659698 1.000000 0.970628 0.417004 0.490546 0.593249 0.356836 0.731310 0.511425 0.863417 0.620695 0.723591 0.899132 0.870410 0.667040 0.180989 0.799005 0.783483 0.891377 0.959213 0.678400 0.783165 0.867213 0.460735 0.174729 
0.894581 0.832221 0.586861 0.617845 0.678098 0.970628 1.000000 0.517992 0.410097 0.503403 0.345963 0.632014 0.445758 0.817978 0.542645 0.687605 0.859796 0.842717 0.595393 0.216665 0.756825 0.785323 0.891558 0.946380 0.701364 0.847082 0.889537 0.558698 0.244090 
0.280725 0.780666 0.160634 0.101633 0.145012 0.417004 0.517992 1.000000 0.075299 0.101590 0.027335 0.163472 0.115157 0.211396 0.139280 0.107979 0.256190 0.458037 0.181292 0.005381 0.243348 0.179157 0.556741 0.498882 0.159116 0.699357 0.377893 0.914887 0.836812 
0.392720 0.237188 0.947080 0.189581 0.481802 0.490546 0.410097 0.075299 1.000000 0.983981 0.054046 0.916054 0.961945 0.349349 0.966706 0.583597 0.391990 0.550738 0.948710 0.073467 0.829435 0.369402 0.539124 0.521527 0.487769 0.307270 0.621942 0.105645 0.018950 
0.494356 0.300201 0.971934 0.267034 0.542645 0.593249 0.503403 0.101590 0.983981 1.000000 0.092693 0.965557 0.952475 0.451253 0.971789 0.656364 0.493899 0.630127 0.971924 0.097526 0.878708 0.459151 0.615449 0.612162 0.551065 0.374161 0.697774 0.136387 0.027474 
0.544349 0.128199 0.079173 0.898118 0.292191 0.356836 0.345963 0.027335 0.054046 0.092693 1.000000 0.159654 0.028568 0.695573 0.086709 0.522102 0.638290 0.115018 0.078511 0.283593 0.156275 0.685897 0.161386 0.228623 0.331223 0.108577 0.268864 0.017598 0.004762 
0.626543 0.405414 0.950818 0.378965 0.558069 0.731310 0.632014 0.163472 0.916054 0.965557 0.159654 1.000000 0.879124 0.591368 0.952767 0.711273 0.640971 0.726363 0.957434 0.093706 0.901326 0.560338 0.729682 0.741458 0.572648 0.478865 0.765377 0.203834 0.055278 
0.378196 0.296385 0.965914 0.146209 0.495393 0.511425 0.445758 0.115157 0.961945 0.952475 0.028568 0.879124 1.000000 0.312877 0.939797 0.515647 0.357060 0.636597 0.967901 0.072446 0.855781 0.335445 0.599003 0.569977 0.494290 0.390571 0.655307 0.166424 0.032952 
0.931129 0.496894 0.458095 0.918568 0.600747 0.863417 0.817978 0.211396 0.349349 0.451253 0.695573 0.591368 0.312877 1.000000 0.446029 0.807908 0.989032 0.593730 0.460455 0.268079 0.596089 0.924642 0.640228 0.741314 0.639256 0.511557 0.715157 0.217785 0.074656 
