"","sig_1","sig_2","sig_3","sig_4","sig_5","sig_6","sig_7","sig_8","sig_9","sig_10","sig_11","sig_12","sig_13","sig_14","sig_15","sig_16","sig_17","sig_18","sig_19","sig_20","sig_21","sig_22","sig_23","sig_24","sig_25","sig_26","sig_27","sig_28","sig_29","Cell.cycle.progression.meiosis","Nuclear.cytoplasmic.transport","Chrom..seg..kinetoch..spindle.microtub.","RNA.processing","Signaling.stress.response","ER.Golgi.traffic","Chromatin.transcription","DNA.replication...repair.HR.cohesion","Protein.degredation.proteosome","Golgi.endosome.vacuole.sorting","Protein.folding...glycosylation.cell.wall","Metabolism.mitochondria","Ribosome.translation","Cell.polarity.morphogenesis"
"sig_1",0.999999999999976,-0.0709876643816377,0.264945384422791,0.226189135746089,0.0683953007633184,0.155921304967112,0.0261320390435875,-0.157485258078494,-0.00867352701225334,-0.0166731520415214,-0.026264579228509,-0.075864153546357,-0.0906101118040468,-0.064310469225068,-0.044312435401808,-0.0331000408795077,-0.121314876813203,-0.077811448707226,-0.112911269269604,-0.0118166518466316,-0.0646545356302597,-0.100877680315611,-0.162938227724377,-0.138409791174947,-0.0655251467754465,-0.171438882053782,-0.0722864071388621,-0.163938234979388,-0.161924832874837,-0.0537053007627193,0.00580011160681532,0.0927203280789277,-0.0776603085195976,0.0289907983241459,0.0140549236644178,-0.0904273942830307,0.00157895220592314,-0.0503720642437249,0.0140255655171441,0.0136355624111477,0.00664415398228211,0.00613864437112895,0.0941424429360558
"sig_2",-0.0709876643816377,0.999999999999986,-0.109545821647557,-0.131847687035826,-0.03634193040699,0.0434362598291327,0.149065717110094,0.321548362159914,-0.101865435429612,-0.147605040179976,-0.106790202950513,-0.131488092888587,-0.109896839236892,-0.145500299698163,-0.0583829646768051,-0.104382625767552,-0.140010522190854,-0.0885118720255359,-0.110351890741765,-0.0428180599367818,-0.096967215663188,-0.0875013781866219,-0.0802507038396979,-0.112707293077831,-0.0705133353139933,-0.0722319460593382,-0.046379152026741,-0.0258595698123064,0.0424937406845165,-0.0279667582268741,0.0240305882034434,-0.00434254672511215,0.00138436627552779,-0.00308564994980843,0.024659690890071,0.0694022837371589,-0.0234667841097216,0.0366866826958069,0.057272231816589,-0.0548079613133992,-0.0700286144143326,-0.0226939308733701,-0.00771748804229343
"sig_3",0.264945384422791,-0.109545821647557,1.00000000000001,0.193544651919501,0.172555303047013,0.17932483650665,0.0204873133571007,-0.113075381400227,0.438811951918369,0.427642179091873,0.0419695384943558,0.239514333175774,0.325398767341755,0.0948820167218061,0.140964148520421,0.257147187681729,0.0663241193008307,0.0542410327969266,0.265807774203659,0.072087059953053,0.201005914159736,0.0148736590159478,0.00357726033747485,0.079905621161938,0.0812260816058861,-0.0342627879184766,0.0108261703951684,-0.0754314459915819,-0.103830184056201,-0.0426565483742484,0.0958799670992528,0.104466634464514,-0.00546855249054159,-0.0149813186497494,-0.0382847805480828,-0.064008477168264,0.0625759933777586,-0.0580234490781403,0.0203707026995076,-0.0552487999111514,-0.0800986056328258,0.00822690761359746,0.0730626211652437
"sig_4",0.226189135746089,-0.131847687035826,0.193544651919501,0.999999999999973,0.0746459761563372,0.191394867715933,-0.0298336056703224,-0.142936065115172,0.0892580976384929,0.405530902975581,0.552254084388587,0.134547964593513,0.0493619690375729,0.476592398785568,0.0320363498464997,0.176228759418489,0.2076502996469,0.03263819636013,0.0204764427137416,0.0881124464039481,0.023472455705096,0.107965857173583,-0.0393282022866567,-0.00340724785429797,0.00823937774860101,-0.081900108760903,-0.0333108764786983,-0.108411124000036,-0.123117019660458,-0.041997823210397,0.00332625879803666,-0.00300226425454102,-0.017852843617567,0.0628205970666341,0.0443102493200935,-0.0926444442236566,-0.0378773436408137,-0.0201063112058975,0.00826429403462848,0.0178184369786291,-0.0380899140792737,0.0427756880547369,0.114584570110656
"sig_5",0.0683953007633184,-0.03634193040699,0.172555303047013,0.0746459761563372,0.999999999999983,0.106616401835134,0.151945548392883,-0.0304942359553692,0.0982843280885831,0.0966119181233298,0.00988082525927338,0.114104196653363,0.0936644112128953,0.0407508677574902,0.0895740259948103,0.526472120788051,0.0753789473080082,0.0317902461628143,0.114904102505624,0.459605623637637,0.409504104033729,0.0663811525219833,0.0164924938253669,0.0995932284496859,0.478584266554565,0.0449676367805449,0.358425710103822,0.0386133434480004,-0.0335416938745494,-0.0195611901308997,0.0399916516621566,0.0272424403267683,0.0112847360190783,-0.00758140915468248,-0.0186282562332546,-0.0128846522634506,-0.023409737206277,-0.0203077699790627,0.000575891256109813,-0.032721191301279,-0.0434927272529508,0.0376900841214391,0.0568794457673153
"sig_6",0.155921304967112,0.0434362598291327,0.17932483650665,0.191394867715933,0.106616401835134,0.99999999999998,0.296458067366925,0.0664780330264068,0.124960880304489,0.118327471210026,0.0347165223224763,0.373385538730608,0.253368047510894,0.326953931408011,0.0730914480674597,0.112198563378823,0.360109166857826,0.369119313150771,0.303750590023257,0.0433075100148033,0.224088579747396,0.1812611233281,0.376532095631653,0.301640215566759,0.141549457420537,0.268840660008479,0.108509109723218,0.120893650969476,0.00859832431423823,-0.0641061997125349,0.0511175708846775,-0.00994368570497604,0.0474870096514619,-0.0456409599881632,0.0264707906019798,-0.00573415940426574,-0.0164885139590147,0.0298056155815077,0.080166699326378,-0.0463643605980755,-0.0784119127707649,0.0127485916311608,0.00429846484587878
"sig_7",0.0261320390435875,0.149065717110094,0.0204873133571007,-0.0298336056703224,0.151945548392883,0.296458067366925,1.00000000000002,0.304933961931781,-0.00665032494386316,-0.0371212924011231,-0.0718616579513778,0.0908460664452358,0.0688129987193041,0.0177520221076703,0.0262326321607315,0.0386960325233928,0.259485046320314,0.0814165131308885,0.266550028488494,0.0407805894040829,0.0994370561257251,0.365258249795028,0.220324133170062,0.399069314888631,0.208458912039512,0.48405091510019,0.406911396422187,0.527383095205311,0.194589550019827,-0.0541885449093771,0.0216172611228097,0.0671382725187542,0.0952084193594557,-0.0539021404701335,-0.00135852987380003,0.0517551278663179,-0.0128546787190366,0.0481662299607934,0.0559644994329013,-0.0632360950076582,-0.126003051262574,-0.0198504722599973,-0.041986714964758
"sig_8",-0.157485258078494,0.321548362159914,-0.113075381400227,-0.142936065115172,-0.0304942359553692,0.0664780330264068,0.304933961931781,0.999999999999959,-0.083584003769165,-0.130711253104202,-0.103921369298851,-0.0675053735387093,-0.0209074995052792,-0.106607245852747,-0.0375598994250403,-0.0802068915292345,-0.0166950977747407,-0.0184929160091317,0.0328214495275572,-0.032723110181863,-0.0324272187677878,0.046606693633621,0.252571916982625,0.0735684203373105,0.0130746186290711,0.314121634455173,0.084684116172651,0.463105414440637,0.70556280407558,-0.0453740336645555,0.00854457959943894,0.0304915512250169,0.122030045818439,-0.0844217508687807,-0.0144450504614496,0.18074558575891,-0.0224757298800478,0.0547428136932665,0.0615073400586483,-0.075008030582998,-0.144708604537699,-0.0559142541561495,-0.0935564836830204
"sig_9",-0.00867352701225334,-0.101865435429612,0.438811951918369,0.0892580976384929,0.0982843280885831,0.124960880304489,-0.00665032494386316,-0.083584003769165,0.999999999999968,0.494519307590325,0.09675639579408,0.415252940676108,0.560641687783569,0.229624457797347,0.3385076351299,0.354687909665598,0.238292370580313,0.203480064573668,0.367553315083126,0.0767786903880628,0.317516702787073,0.0961518152340419,0.139890394870245,0.206978981023683,0.152064605026077,0.0677431344644981,0.0767578554383031,-0.006057508025998,-0.0596519725640792,-0.0313332775149791,0.140865922712671,0.0434264978853917,0.0817731962383751,-0.0355352548733896,-0.0274775185835546,0.0296241577521529,0.0511387030424139,-0.0505562129191724,-0.0432517301673548,-0.0518549295681286,-0.0858956379328019,-0.0132648543248043,-0.00604162704838161
"sig_10",-0.0166731520415214,-0.147605040179976,0.427642179091873,0.405530902975581,0.0966119181233298,0.118327471210026,-0.0371212924011231,-0.130711253104202,0.494519307590325,0.999999999999951,0.414785125124192,0.488554378027212,0.477411969902817,0.500895043382932,0.244130191583055,0.463909805635507,0.349618797938317,0.165525366484924,0.357088748570515,0.148298107663192,0.259504938835183,0.176439367966317,0.0980545993233981,0.181653028345485,0.133405462678749,0.0217813050439347,0.0501669167368282,-0.0521410113027847,-0.0962554482873993,-0.0403368641384622,0.0928043179746569,0.0241780579395106,0.080176634420106,0.0347186841625252,-0.0151484545098922,-0.0179348725987471,-0.0243252624597359,-0.0471061000271529,-0.0103882278606963,-0.0456727632837652,-0.113907715969654,0.0278104872488693,0.0723538573865654
