"","x"
"1",0.553571036087152
"2",0.358631029632405
"3",0.282113445476537
"4",0.244720597932719
"5",0.218550942220513
"6",0.179978109051921
"7",0.161089972355232
"8",0.142562639991402
"9",0.123734245865553
"10",0.109559577331887
"11",0.0685778943961402
"12",0.063920730750698
"13",6.41238481066412e-13
