"","V1"
"sig_1",-3.1784560724316
"sig_2",-0.33968370528626
"sig_3",-1.14932333369327
"sig_4",1.53038557593755
"sig_5",-2.04407663698859
"sig_6",0.620362933312942
"sig_7",-3.35445456673812
"sig_8",1.17401124289493
"sig_9",-1.4476427302398
"sig_10",-0.0799686288133544
"sig_11",-1.94781529638456
"sig_12",1.17726728001329
"sig_13",0.233103582818653
"sig_14",0.37440507980774
"sig_15",0.34214608388175
"sig_16",-1.60904132258138
"sig_17",0.799670523108057
"sig_18",2.14472423287545
"sig_19",-0.139955363988394
"sig_20",1.2551384716235
"sig_21",-0.146990565381359
"sig_22",3.85854971114542
"sig_23",1.1882091901446
"sig_24",-0.267871089907981
"sig_25",0.667384065588588
"sig_26",1.44088563082799
"sig_27",-0.983754900593104
"sig_28",-2.78074696569151
"sig_29",3.2853089190035
