"","X.D.","X.E.","X.O.","X.B.","X.C.","X.M.","X.A.","X.T.","X.U.","X.R.","X.F.","X.G.","X.P."
"Q0045",-0.28812953538749,5.44517233996772,-0.255269864639544,-0.230150132276943,-0.244870574139159,-0.322061734459896,-0.232801081778497,-0.278259127696065,-0.694568020415391,-0.15291530575329,-0.28246466659573,-0.148438495789646,-0.256087872677089
"Q0050",-0.28812953538749,-0.183615070332308,-0.255269864639544,-0.230150132276943,-0.244870574139159,-0.322061734459896,-0.232801081778497,-0.278259127696065,1.43947845680653,-0.15291530575329,-0.28246466659573,-0.148438495789646,-0.256087872677089
"Q0055",-0.28812953538749,-0.183615070332308,-0.255269864639544,-0.230150132276943,-0.244870574139159,-0.322061734459896,-0.232801081778497,-0.278259127696065,1.43947845680653,-0.15291530575329,-0.28246466659573,-0.148438495789646,-0.256087872677089
"Q0060",-0.28812953538749,-0.183615070332308,-0.255269864639544,-0.230150132276943,-0.244870574139159,-0.322061734459896,-0.232801081778497,-0.278259127696065,1.43947845680653,-0.15291530575329,-0.28246466659573,-0.148438495789646,-0.256087872677089
"Q0065",-0.28812953538749,-0.183615070332308,-0.255269864639544,-0.230150132276943,-0.244870574139159,-0.322061734459896,-0.232801081778497,-0.278259127696065,1.43947845680653,-0.15291530575329,-0.28246466659573,-0.148438495789646,-0.256087872677089
"Q0070",-0.28812953538749,-0.183615070332308,-0.255269864639544,-0.230150132276943,-0.244870574139159,-0.322061734459896,-0.232801081778497,-0.278259127696065,1.43947845680653,-0.15291530575329,-0.28246466659573,-0.148438495789646,-0.256087872677089
"Q0080",-0.28812953538749,5.44517233996772,-0.255269864639544,-0.230150132276943,-0.244870574139159,-0.322061734459896,-0.232801081778497,-0.278259127696065,-0.694568020415391,-0.15291530575329,-0.28246466659573,-0.148438495789646,-0.256087872677089
"Q0085",-0.28812953538749,5.44517233996772,-0.255269864639544,-0.230150132276943,-0.244870574139159,-0.322061734459896,-0.232801081778497,-0.278259127696065,-0.694568020415391,-0.15291530575329,-0.28246466659573,-0.148438495789646,-0.256087872677089
"Q0105",-0.28812953538749,5.44517233996772,-0.255269864639544,-0.230150132276943,-0.244870574139159,-0.322061734459896,-0.232801081778497,-0.278259127696065,-0.694568020415391,-0.15291530575329,-0.28246466659573,-0.148438495789646,-0.256087872677089
"Q0110",-0.28812953538749,-0.183615070332308,-0.255269864639544,-0.230150132276943,-0.244870574139159,-0.322061734459896,-0.232801081778497,3.5931101719933,-0.694568020415391,-0.15291530575329,-0.28246466659573,-0.148438495789646,-0.256087872677089
"Q0115",-0.28812953538749,-0.183615070332308,-0.255269864639544,-0.230150132276943,-0.244870574139159,-0.322061734459896,-0.232801081778497,3.5931101719933,-0.694568020415391,-0.15291530575329,-0.28246466659573,-0.148438495789646,-0.256087872677089
"Q0120",-0.28812953538749,-0.183615070332308,-0.255269864639544,-0.230150132276943,-0.244870574139159,-0.322061734459896,-0.232801081778497,3.5931101719933,-0.694568020415391,-0.15291530575329,-0.28246466659573,-0.148438495789646,-0.256087872677089
"Q0130",-0.28812953538749,5.44517233996772,-0.255269864639544,-0.230150132276943,-0.244870574139159,-0.322061734459896,-0.232801081778497,-0.278259127696065,-0.694568020415391,-0.15291530575329,-0.28246466659573,-0.148438495789646,-0.256087872677089
"Q0140",-0.28812953538749,-0.183615070332308,-0.255269864639544,-0.230150132276943,-0.244870574139159,-0.322061734459896,-0.232801081778497,-0.278259127696065,-0.694568020415391,-0.15291530575329,-0.28246466659573,-0.148438495789646,3.90418996308904
