"","sig_1","sig_2","sig_3","sig_4","sig_5","sig_6","sig_7","sig_8","sig_9","sig_10","sig_11","sig_12","sig_13","sig_14","sig_15","sig_16","sig_17","sig_18","sig_19","sig_20","sig_21","sig_22","sig_23","sig_24","sig_25","sig_26","sig_27","sig_28","sig_29","X.D.","X.E.","X.O.","X.B.","X.C.","X.M.","X.A.","X.T.","X.U.","X.R.","X.F.","X.G.","X.P."
"sig_1",0.999999999999974,0.0258605846962929,0.260613274370551,0.179933461448785,0.087470419679897,0.0746738671202626,-0.0420260977702155,-0.11533085697336,-0.193707319372585,-0.272144796462524,-0.179333090759187,-0.318048071841445,-0.283835035040752,-0.320723805837746,-0.114924657347995,-0.242628107192295,-0.342324935204502,-0.240866468960762,-0.322222804970707,-0.100523860925306,-0.247546919908555,-0.239010006206762,-0.264968406560586,-0.287287190013656,-0.216783381385103,-0.244552031995111,-0.197092389428201,-0.195269558912679,-0.143068910172553,-0.0360217230442329,0.00290677060764218,-0.0604296535779639,-0.00898542947170729,-0.0136368499977827,0.0686762409503461,0.0260143470291471,-0.0787201501559672,0.0775498878030076,4.38983048135348e-05,-0.0107122302798322,0.0166006746362982,-0.0530057094982763
"sig_2",0.0258605846962929,1.00000000000003,-0.0706427334674852,-0.107367741926166,-0.0331387226217838,0.205483419077706,0.213247213639312,0.283585507193287,-0.165544911242171,-0.210990655650466,-0.127077054435764,-0.16565340368522,-0.115152410816664,-0.18188137257578,-0.0912877963425126,-0.168236765544573,-0.15060873780393,-0.0920531131820518,-0.108016822678751,-0.0711189447193935,-0.127601404558712,-0.0896225115202816,-0.0418509437651129,-0.101019498668841,-0.0949544580509773,-0.0442879567737344,-0.0618947431125658,-0.0280448678943881,0.000967803504507996,-0.000993228585522142,0.0244376491056971,-0.0323579920299555,-0.0185789739469249,-0.0111143220671657,0.0323444816635795,-0.0321042593753408,-0.0346441958825729,0.0333222291214864,0.0299510357690731,0.00892327158780943,0.0139495814980711,-0.0313816534938769
"sig_3",0.260613274370551,-0.0706427334674852,1.00000000000005,0.198640616546304,0.145209400031044,0.164950704321356,-0.000800645915638425,-0.110070091465551,0.389629100551122,0.230724349882313,-0.0900605873681626,0.0620521801032978,0.190097847994135,-0.0840986649505631,0.212378334197911,0.126098586413694,-0.130069047577614,-0.0549315932569393,0.00876418390198067,-0.00794024370862074,0.0523952950613185,-0.141577112293795,-0.16541749096408,-0.123674996792405,-0.0636390735508571,-0.184388188836129,-0.125084960239083,-0.17402241383499,-0.143408400827726,0.0183692643001942,0.027377748111721,0.0167318262943809,0.0251410415804201,0.0253313803539993,0.0219544265083212,0.0394683717146382,-0.0729366043757731,-0.0311393893545717,-0.00278767228797656,0.021181974986364,0.0246805100722794,-0.0645466429468328
"sig_4",0.179933461448785,-0.107367741926166,0.198640616546304,1.00000000000005,0.0815415246600716,0.104452729791991,-0.0529670476060836,-0.141748214252835,0.0765955526920796,0.300556377420417,0.309404444973965,0.0448668268600554,-0.0597760855197772,0.264769842007833,0.000432232526490546,0.12224833327784,0.0143382133790215,-0.0797042680529586,-0.12399307007521,0.0618815194942729,-0.0593979714850747,-0.0338215270299965,-0.177329203309416,-0.150107874982075,-0.0976374321130553,-0.191001170363678,-0.13171245797138,-0.176439989684177,-0.148267008710832,0.0353715423526665,0.0188333782488302,0.0164043779310178,0.0090870981218609,0.02566170968286,0.0198337625829259,0.0321483168139136,-0.0551635973869676,-0.0458023834338159,0.00362881002816893,0.0382117863009719,0.0256609572181825,-0.0667749241039104
"sig_5",0.087470419679897,-0.0331387226217838,0.145209400031044,0.0815415246600716,0.999999999999972,0.0971020988309855,0.0773660286556816,-0.0305358955205188,0.0455685928368311,0.0271873129772338,-0.0405139257164503,0.0321265930680778,0.0327384800382396,-0.0145789593748138,0.0760039291041624,0.363351259812662,0.0148419871393134,0.0164512833330723,0.0442334590265596,0.329438650006722,0.312893443322306,0.0133060916928108,-0.0360977208667904,0.0291647558429017,0.27017279422775,-0.0237276743332616,0.103410025318226,-0.0276241021092575,-0.0437939102915704,-0.00300987278885317,-0.00196282901840066,-0.00129484835450629,0.0124768951242839,-0.00702626828276523,0.000806076456832811,0.0329172581999369,-0.00708144996824569,-0.0238631847045991,0.0340408240131993,-0.00729362257901211,0.0158500327876518,0.00158070223789873
"sig_6",0.0746738671202626,0.205483419077706,0.164950704321356,0.104452729791991,0.0971020988309855,1.00000000000003,0.378608428293258,0.216843665103735,-0.00656462158012522,-0.0589399372534816,-0.124972281968272,0.272942787549044,0.225119699803933,0.109653345874316,-0.0113625536770069,-0.0123079182572739,0.18598150181774,0.281938073439825,0.198593797960854,-0.0176214649319036,0.159922138786196,0.0677174226108319,0.217501951610646,0.155579453815265,0.10393462400591,0.126756155964237,0.0449354900173157,0.0491986269198092,0.0229714201968855,0.0163736781162916,0.0436413858706963,0.031192327072823,-0.00355476050450554,-0.0113941848370848,-0.0209243507792053,-0.0347743924005709,0.0127431649558569,-0.0336838314631443,-0.00364729631362751,0.0240924913662817,0.0469018740155393,-0.0102709130700305
"sig_7",-0.0420260977702155,0.213247213639312,-0.000800645915638425,-0.0529670476060836,0.0773660286556816,0.378608428293258,0.999999999999971,0.411789066657414,-0.0879622528800397,-0.143486941486014,-0.14564572225231,0.0628160685945494,0.0919347863618679,-0.03741666271882,-0.0225034093209656,-0.028454494203025,0.257097218306892,0.147684330363252,0.342439343191006,0.00107481647098434,0.118273332457342,0.341783598686586,0.287377521251368,0.368901706993699,0.207871584444817,0.398724957471495,0.349500683770438,0.371043004183652,0.208998580434537,0.0142850429646516,0.0341954607364208,0.0104585248091182,-0.00743029574212058,-0.0406177979176931,-0.027842678732798,-0.0262667270221521,0.0660172360732018,-0.0537412791556761,0.00574797488817095,0.010935937615152,0.0373526562033234,0.0479992676417173
"sig_8",-0.11533085697336,0.283585507193287,-0.110070091465551,-0.141748214252835,-0.0305358955205188,0.216843665103735,0.411789066657414,0.999999999999985,-0.142186125424129,-0.195280266912717,-0.135456459374991,-0.069070981284042,0.0626848161525351,-0.112403041395048,-0.0657642604428554,-0.131854790461361,0.0396407293006826,0.0596294902697116,0.169076376955343,-0.0536100786025187,-0.00941904310441106,0.123437627708505,0.48920132920589,0.165245177271945,0.0731147072780582,0.447070029882417,0.169942717357919,0.492107541177988,0.645584925940608,0.0182288436263401,-0.00499655015114939,0.00761693197633889,-0.00907886881655432,-0.0281828400069705,-0.0551643141752908,-0.0592691463238004,0.101488646579684,0.00389335068633145,-0.0117143207891713,-0.0151038133882927,-0.00571727314359876,0.04323228171294
"sig_9",-0.193707319372585,-0.165544911242171,0.389629100551122,0.0765955526920796,0.0455685928368311,-0.00656462158012522,-0.0879622528800397,-0.142186125424129,1.00000000000002,0.697749551177683,0.144123698768192,0.504587189049887,0.564980403743193,0.326751389954488,0.387956516805219,0.525135562696615,0.2420851040624,0.200584915178376,0.312386003671555,0.13748244109114,0.334513474052014,0.063908407913056,0.000838289338795531,0.108954067956794,0.130846829211678,-0.059602805591921,0.00212502903344268,-0.109002987256221,-0.118746337702756,0.112037842314235,-0.00085683812734951,0.123210220309526,0.0490327472508439,0.0921788637138142,-0.0524343112803217,-0.0213313424757668,0.0149642399835797,-0.159510398744233,-0.0175587927496116,0.0229791013715645,-0.0321724068326,0.00403271760290648
"sig_10",-0.272144796462524,-0.210990655650466,0.230724349882313,0.300556377420417,0.0271873129772338,-0.0589399372534816,-0.143486941486014,-0.195280266912717,0.697749551177683,1.00000000000004,0.504919152250557,0.597196032503337,0.460210720910415,0.640316212516265,0.306866883472219,0.598989866006268,0.358459797531174,0.176601153613651,0.277410060880792,0.177014550958254,0.297001708155693,0.122122799851287,-0.044582165942799,0.0820673634908832,0.105526686801043,-0.108906019964394,-0.0237008775373932,-0.153879252457381,-0.158382378286649,0.135416962555529,0.0087040564268916,0.131792033997238,0.0515977474287169,0.106328759297911,-0.0547142444026306,-0.0250446277047979,0.000930075630872427,-0.202446568948354,-3.01856982197714e-05,0.0542522693059429,-0.0230319819707907,0.00109528740871633
