"","x"
"1",0.167952373451594
"2",0.15131818775217
"3",0.132360715618349
"4",0.119254833345459
"5",0.108630299049574
"6",0.0980237686455586
"7",0.0726918559452405
"8",0.0652173701052723
"9",0.0527049394592358
"10",0.0321042042833629
"11",0.0124095620693455
"12",0.000953587938595623
"13",1.03940552935205e-12
"14",5.02574760960322e-15
