"","Overview","Carbohydrate.metabolism","Energy.metabolism","Lipid.metabolism","Nucleotide.metabolism","Amino.acid.metabolism","Metabolism.of.other.amino.acids","Glycan.biosynthesis.and.metabolism","Metabolism.of.cofactors.and.vitamins","Metabolism.of.terpenoids.and.polyketides","Biosynthesis.of.other.secondary.metabolites","Xenobiotics.biodegradation.and.metabolism"
"ec:1.1.4.1",-0.328908666469019,-0.274661542306957,-0.127104144244059,-0.175192345452791,-0.204907414476747,-0.298785677624239,-0.170419919379244,-0.217639620876397,0.414509095015534,-0.142975121785851,-0.0907950044588747,-0.0937930886940827
"ec:1.1.5.3",-0.328908666469019,-0.274661542306957,-0.127104144244059,0.0530665610707623,-0.204907414476747,-0.298785677624239,-0.170419919379244,-0.217639620876397,-0.171778543880311,-0.142975121785851,-0.0907950044588747,-0.0937930886940827
"ec:1.1.99.1",-0.328908666469019,-0.274661542306957,-0.127104144244059,-0.175192345452791,-0.204907414476747,0.22977039434202,-0.170419919379244,-0.217639620876397,-0.171778543880311,-0.142975121785851,-0.0907950044588747,-0.0937930886940827
"ec:1.11.1.12",-0.328908666469019,-0.274661542306957,-0.127104144244059,-0.175192345452791,-0.204907414476747,-0.298785677624239,0.760221031665672,-0.217639620876397,-0.171778543880311,-0.142975121785851,-0.0907950044588747,-0.0937930886940827
"ec:1.11.1.20",-0.328908666469019,-0.274661542306957,-0.127104144244059,0.0530665610707623,-0.204907414476747,-0.298785677624239,-0.170419919379244,-0.217639620876397,-0.171778543880311,-0.142975121785851,-0.0907950044588747,-0.0937930886940827
"ec:1.11.1.6",-0.328908666469019,0.0583258101424039,-0.127104144244059,-0.175192345452791,-0.204907414476747,0.22977039434202,-0.170419919379244,-0.217639620876397,-0.171778543880311,-0.142975121785851,-0.0907950044588747,-0.0937930886940827
"ec:1.11.1.8",-0.328908666469019,-0.274661542306957,-0.127104144244059,-0.175192345452791,-0.204907414476747,0.22977039434202,-0.170419919379244,-0.217639620876397,-0.171778543880311,-0.142975121785851,-0.0907950044588747,-0.0937930886940827
"ec:1.11.1.9",-0.328908666469019,-0.274661542306957,-0.127104144244059,1.42262000021208,-0.204907414476747,-0.298785677624239,6.34406673793517,-0.217639620876397,-0.171778543880311,-0.142975121785851,-0.0907950044588747,-0.0937930886940827
"ec:1.13.11.11",-0.328908666469019,-0.274661542306957,-0.127104144244059,-0.175192345452791,-0.204907414476747,0.22977039434202,-0.170419919379244,-0.217639620876397,-0.171778543880311,-0.142975121785851,-0.0907950044588747,-0.0937930886940827
"ec:1.13.11.19",-0.328908666469019,-0.274661542306957,-0.127104144244059,-0.175192345452791,-0.204907414476747,-0.298785677624239,0.760221031665672,-0.217639620876397,-0.171778543880311,-0.142975121785851,-0.0907950044588747,-0.0937930886940827
"ec:1.13.11.20",-0.328908666469019,-0.274661542306957,-0.127104144244059,-0.175192345452791,-0.204907414476747,0.22977039434202,0.760221031665672,-0.217639620876397,-0.171778543880311,-0.142975121785851,-0.0907950044588747,-0.0937930886940827
"ec:1.13.11.27",-0.328908666469019,-0.274661542306957,-0.127104144244059,-0.175192345452791,-0.204907414476747,0.758326466308279,-0.170419919379244,-0.217639620876397,0.414509095015534,-0.142975121785851,-0.0907950044588747,-0.0937930886940827
"ec:1.13.11.31",-0.328908666469019,-0.274661542306957,-0.127104144244059,0.0530665610707623,-0.204907414476747,-0.298785677624239,-0.170419919379244,-0.217639620876397,-0.171778543880311,-0.142975121785851,-0.0907950044588747,-0.0937930886940827
"ec:1.13.11.33",-0.328908666469019,-0.274661542306957,-0.127104144244059,0.281325467594315,-0.204907414476747,-0.298785677624239,-0.170419919379244,-0.217639620876397,-0.171778543880311,-0.142975121785851,-0.0907950044588747,-0.0937930886940827
"ec:1.13.11.34",-0.328908666469019,-0.274661542306957,-0.127104144244059,0.0530665610707623,-0.204907414476747,-0.298785677624239,-0.170419919379244,-0.217639620876397,-0.171778543880311,-0.142975121785851,-0.0907950044588747,-0.0937930886940827
"ec:1.13.11.5",-0.328908666469019,-0.274661542306957,-0.127104144244059,-0.175192345452791,-0.204907414476747,0.22977039434202,-0.170419919379244,-0.217639620876397,-0.171778543880311,-0.142975121785851,-0.0907950044588747,-0.0937930886940827
"ec:1.13.11.52",-0.328908666469019,-0.274661542306957,-0.127104144244059,-0.175192345452791,-0.204907414476747,0.758326466308279,-0.170419919379244,-0.217639620876397,-0.171778543880311,-0.142975121785851,-0.0907950044588747,-0.0937930886940827
"ec:1.13.11.54",-0.328908666469019,-0.274661542306957,-0.127104144244059,-0.175192345452791,-0.204907414476747,0.22977039434202,-0.170419919379244,-0.217639620876397,-0.171778543880311,-0.142975121785851,-0.0907950044588747,-0.0937930886940827
"ec:1.13.11.6",-0.328908666469019,-0.274661542306957,-0.127104144244059,-0.175192345452791,-0.204907414476747,0.22977039434202,-0.170419919379244,-0.217639620876397,-0.171778543880311,-0.142975121785851,-0.0907950044588747,-0.0937930886940827
"ec:1.13.99.1",-0.328908666469019,0.391313162591765,-0.127104144244059,-0.175192345452791,-0.204907414476747,-0.298785677624239,-0.170419919379244,-0.217639620876397,-0.171778543880311,-0.142975121785851,-0.0907950044588747,-0.0937930886940827
"ec:1.14.11.1",-0.328908666469019,-0.274661542306957,-0.127104144244059,-0.175192345452791,-0.204907414476747,0.22977039434202,-0.170419919379244,-0.217639620876397,-0.171778543880311,-0.142975121785851,-0.0907950044588747,-0.0937930886940827
"ec:1.14.11.2",-0.328908666469019,-0.274661542306957,-0.127104144244059,-0.175192345452791,-0.204907414476747,1.28688253827454,-0.170419919379244,-0.217639620876397,-0.171778543880311,-0.142975121785851,-0.0907950044588747,-0.0937930886940827
"ec:1.14.11.4",-0.328908666469019,-0.274661542306957,-0.127104144244059,-0.175192345452791,-0.204907414476747,0.758326466308279,-0.170419919379244,-0.217639620876397,-0.171778543880311,-0.142975121785851,-0.0907950044588747,-0.0937930886940827
"ec:1.14.13.100",-0.328908666469019,-0.274661542306957,-0.127104144244059,0.281325467594315,-0.204907414476747,-0.298785677624239,-0.170419919379244,-0.217639620876397,-0.171778543880311,-0.142975121785851,-0.0907950044588747,-0.0937930886940827
"ec:1.14.13.126",-0.328908666469019,-0.274661542306957,-0.127104144244059,0.0530665610707623,-0.204907414476747,-0.298785677624239,-0.170419919379244,-0.217639620876397,-0.171778543880311,-0.142975121785851,-0.0907950044588747,-0.0937930886940827
"ec:1.14.13.13",-0.328908666469019,-0.274661542306957,-0.127104144244059,0.0530665610707623,-0.204907414476747,-0.298785677624239,-0.170419919379244,-0.217639620876397,-0.171778543880311,-0.142975121785851,-0.0907950044588747,-0.0937930886940827
"ec:1.14.13.15",-0.328908666469019,-0.274661542306957,-0.127104144244059,0.0530665610707623,-0.204907414476747,-0.298785677624239,-0.170419919379244,-0.217639620876397,-0.171778543880311,-0.142975121785851,-0.0907950044588747,-0.0937930886940827
"ec:1.14.13.159",-0.328908666469019,-0.274661542306957,-0.127104144244059,0.0530665610707623,-0.204907414476747,-0.298785677624239,-0.170419919379244,-0.217639620876397,-0.171778543880311,-0.142975121785851,-0.0907950044588747,-0.0937930886940827
"ec:1.14.13.17",-0.328908666469019,-0.274661542306957,-0.127104144244059,0.281325467594315,-0.204907414476747,-0.298785677624239,-0.170419919379244,-0.217639620876397,-0.171778543880311,-0.142975121785851,-0.0907950044588747,-0.0937930886940827
"ec:1.14.13.30",-0.328908666469019,-0.274661542306957,-0.127104144244059,0.281325467594315,-0.204907414476747,-0.298785677624239,-0.170419919379244,-0.217639620876397,-0.171778543880311,-0.142975121785851,-0.0907950044588747,-0.0937930886940827
"ec:1.14.13.39",-0.328908666469019,-0.274661542306957,-0.127104144244059,-0.175192345452791,-0.204907414476747,1.28688253827454,-0.170419919379244,-0.217639620876397,-0.171778543880311,-0.142975121785851,-0.0907950044588747,-0.0937930886940827
"ec:1.14.13.70",-0.328908666469019,-0.274661542306957,-0.127104144244059,0.0530665610707623,-0.204907414476747,-0.298785677624239,-0.170419919379244,-0.217639620876397,-0.171778543880311,-0.142975121785851,-0.0907950044588747,-0.0937930886940827
"ec:1.14.13.72",-0.328908666469019,-0.274661542306957,-0.127104144244059,0.281325467594315,-0.204907414476747,-0.298785677624239,-0.170419919379244,-0.217639620876397,-0.171778543880311,-0.142975121785851,-0.0907950044588747,-0.0937930886940827
"ec:1.14.13.8",-0.328908666469019,-0.274661542306957,-0.127104144244059,-0.175192345452791,-0.204907414476747,-0.298785677624239,-0.170419919379244,-0.217639620876397,-0.171778543880311,-0.142975121785851,-0.0907950044588747,1.62848935867094
"ec:1.14.13.9",-0.328908666469019,-0.274661542306957,-0.127104144244059,-0.175192345452791,-0.204907414476747,0.22977039434202,-0.170419919379244,-0.217639620876397,-0.171778543880311,-0.142975121785851,-0.0907950044588747,-0.0937930886940827
"ec:1.14.13.98",-0.328908666469019,-0.274661542306957,-0.127104144244059,0.0530665610707623,-0.204907414476747,-0.298785677624239,-0.170419919379244,-0.217639620876397,-0.171778543880311,-0.142975121785851,-0.0907950044588747,-0.0937930886940827
"ec:1.14.13.99",-0.328908666469019,-0.274661542306957,-0.127104144244059,0.0530665610707623,-0.204907414476747,-0.298785677624239,-0.170419919379244,-0.217639620876397,-0.171778543880311,-0.142975121785851,-0.0907950044588747,-0.0937930886940827
"ec:1.14.14.1",-0.328908666469019,-0.274661542306957,-0.127104144244059,2.33565562630629,-0.204907414476747,1.28688253827454,-0.170419919379244,-0.217639620876397,3.9322349283906,-0.142975121785851,4.6608102288889,4.03968478498198
"ec:1.14.15.3",-0.328908666469019,-0.274661542306957,-0.127104144244059,0.509584374117868,-0.204907414476747,-0.298785677624239,-0.170419919379244,-0.217639620876397,0.414509095015534,-0.142975121785851,-0.0907950044588747,-0.0937930886940827
"ec:1.14.15.4",-0.328908666469019,-0.274661542306957,-0.127104144244059,0.0530665610707623,-0.204907414476747,-0.298785677624239,-0.170419919379244,-0.217639620876397,-0.171778543880311,-0.142975121785851,-0.0907950044588747,-0.0937930886940827
"ec:1.14.15.5",-0.328908666469019,-0.274661542306957,-0.127104144244059,0.0530665610707623,-0.204907414476747,-0.298785677624239,-0.170419919379244,-0.217639620876397,-0.171778543880311,-0.142975121785851,-0.0907950044588747,-0.0937930886940827
"ec:1.14.15.6",-0.328908666469019,-0.274661542306957,-0.127104144244059,0.0530665610707623,-0.204907414476747,-0.298785677624239,-0.170419919379244,-0.217639620876397,-0.171778543880311,-0.142975121785851,-0.0907950044588747,-0.0937930886940827
"ec:1.14.16.1",0.622956045708603,-0.274661542306957,-0.127104144244059,-0.175192345452791,-0.204907414476747,0.758326466308279,-0.170419919379244,-0.217639620876397,-0.171778543880311,-0.142975121785851,-0.0907950044588747,-0.0937930886940827
"ec:1.14.16.2",-0.328908666469019,-0.274661542306957,-0.127104144244059,-0.175192345452791,-0.204907414476747,0.22977039434202,-0.170419919379244,-0.217639620876397,-0.171778543880311,-0.142975121785851,-0.0907950044588747,-0.0937930886940827
"ec:1.14.16.4",-0.328908666469019,-0.274661542306957,-0.127104144244059,-0.175192345452791,-0.204907414476747,0.758326466308279,-0.170419919379244,-0.217639620876397,-0.171778543880311,-0.142975121785851,-0.0907950044588747,-0.0937930886940827
"ec:1.14.17.1",-0.328908666469019,-0.274661542306957,-0.127104144244059,-0.175192345452791,-0.204907414476747,0.22977039434202,-0.170419919379244,-0.217639620876397,-0.171778543880311,-0.142975121785851,-0.0907950044588747,-0.0937930886940827
"ec:1.14.18.1",-0.328908666469019,-0.274661542306957,-0.127104144244059,-0.175192345452791,-0.204907414476747,0.22977039434202,-0.170419919379244,-0.217639620876397,0.414509095015534,-0.142975121785851,-0.0907950044588747,-0.0937930886940827
"ec:1.14.21.6",-0.328908666469019,-0.274661542306957,-0.127104144244059,0.0530665610707623,-0.204907414476747,-0.298785677624239,-0.170419919379244,-0.217639620876397,-0.171778543880311,-0.142975121785851,-0.0907950044588747,-0.0937930886940827
"ec:1.14.99.1",-0.328908666469019,-0.274661542306957,-0.127104144244059,0.281325467594315,-0.204907414476747,-0.298785677624239,-0.170419919379244,-0.217639620876397,-0.171778543880311,-0.142975121785851,-0.0907950044588747,-0.0937930886940827
"ec:1.14.99.10",-0.328908666469019,-0.274661542306957,-0.127104144244059,0.0530665610707623,-0.204907414476747,-0.298785677624239,-0.170419919379244,-0.217639620876397,-0.171778543880311,-0.142975121785851,-0.0907950044588747,-0.0937930886940827
"ec:1.14.99.3",-0.328908666469019,-0.274661542306957,-0.127104144244059,-0.175192345452791,-0.204907414476747,-0.298785677624239,-0.170419919379244,-0.217639620876397,1.00079673391138,-0.142975121785851,-0.0907950044588747,-0.0937930886940827
"ec:1.14.99.36",-0.328908666469019,-0.274661542306957,-0.127104144244059,-0.175192345452791,-0.204907414476747,-0.298785677624239,-0.170419919379244,-0.217639620876397,0.414509095015534,-0.142975121785851,-0.0907950044588747,-0.0937930886940827
"ec:1.14.99.38",-0.328908666469019,-0.274661542306957,-0.127104144244059,0.0530665610707623,-0.204907414476747,-0.298785677624239,-0.170419919379244,-0.217639620876397,-0.171778543880311,-0.142975121785851,-0.0907950044588747,-0.0937930886940827
"ec:1.16.3.1",-0.328908666469019,-0.274661542306957,-0.127104144244059,-0.175192345452791,-0.204907414476747,-0.298785677624239,-0.170419919379244,-0.217639620876397,1.58708437280722,-0.142975121785851,-0.0907950044588747,-0.0937930886940827
"ec:1.17.3.2",-0.328908666469019,-0.274661542306957,-0.127104144244059,-0.175192345452791,0.432131478054921,-0.298785677624239,-0.170419919379244,-0.217639620876397,-0.171778543880311,-0.142975121785851,4.6608102288889,0.250663400778923
"ec:1.17.4.1",-0.328908666469019,-0.274661542306957,-0.127104144244059,-0.175192345452791,3.61732594071326,-0.298785677624239,2.62150293375551,-0.217639620876397,-0.171778543880311,-0.142975121785851,-0.0907950044588747,-0.0937930886940827
"ec:1.17.99.3",-0.328908666469019,-0.274661542306957,-0.127104144244059,0.0530665610707623,-0.204907414476747,-0.298785677624239,-0.170419919379244,-0.217639620876397,-0.171778543880311,-0.142975121785851,-0.0907950044588747,-0.0937930886940827
"ec:1.2.1.12",1.57482075788622,0.391313162591765,-0.127104144244059,-0.175192345452791,-0.204907414476747,-0.298785677624239,-0.170419919379244,-0.217639620876397,-0.171778543880311,-0.142975121785851,-0.0907950044588747,-0.0937930886940827
"ec:1.2.1.24",-0.328908666469019,0.0583258101424039,-0.127104144244059,-0.175192345452791,-0.204907414476747,0.22977039434202,-0.170419919379244,-0.217639620876397,-0.171778543880311,-0.142975121785851,-0.0907950044588747,-0.0937930886940827
"ec:1.2.1.27",0.622956045708603,0.391313162591765,-0.127104144244059,-0.175192345452791,-0.204907414476747,0.22977039434202,0.760221031665672,-0.217639620876397,-0.171778543880311,-0.142975121785851,-0.0907950044588747,-0.0937930886940827
"ec:1.2.1.3",0.622956045708603,7.38404756402834,-0.127104144244059,2.10739671978274,-0.204907414476747,13.9722282654647,4.48278483584534,-0.217639620876397,-0.171778543880311,-0.142975121785851,-0.0907950044588747,-0.0937930886940827
"ec:1.2.1.36",-0.328908666469019,-0.274661542306957,-0.127104144244059,-0.175192345452791,-0.204907414476747,-0.298785677624239,-0.170419919379244,-0.217639620876397,1.00079673391138,-0.142975121785851,-0.0907950044588747,-0.0937930886940827
"ec:1.2.1.41",0.622956045708603,-0.274661542306957,-0.127104144244059,-0.175192345452791,-0.204907414476747,0.22977039434202,-0.170419919379244,-0.217639620876397,-0.171778543880311,-0.142975121785851,-0.0907950044588747,-0.0937930886940827
"ec:1.2.1.5",-0.328908666469019,1.05728786749049,-0.127104144244059,-0.175192345452791,-0.204907414476747,6.04388718597086,3.55214388480042,-0.217639620876397,-0.171778543880311,-0.142975121785851,-0.0907950044588747,2.66185882708996
"ec:1.2.3.1",-0.328908666469019,-0.274661542306957,-0.127104144244059,-0.175192345452791,-0.204907414476747,1.28688253827454,-0.170419919379244,-0.217639620876397,1.58708437280722,-0.142975121785851,-0.0907950044588747,0.250663400778923
"ec:1.2.4.1",2.52668547006385,2.72222462973729,-0.127104144244059,-0.175192345452791,-0.204907414476747,-0.298785677624239,-0.170419919379244,-0.217639620876397,-0.171778543880311,-0.142975121785851,-0.0907950044588747,-0.0937930886940827
"ec:1.2.4.2",1.57482075788622,0.391313162591765,-0.127104144244059,-0.175192345452791,-0.204907414476747,1.8154386102408,-0.170419919379244,-0.217639620876397,-0.171778543880311,-0.142975121785851,-0.0907950044588747,-0.0937930886940827
"ec:1.2.4.4",-0.328908666469019,-0.274661542306957,-0.127104144244059,-0.175192345452791,-0.204907414476747,0.758326466308279,-0.170419919379244,-0.217639620876397,-0.171778543880311,-0.142975121785851,-0.0907950044588747,-0.0937930886940827
"ec:1.3.1.2",-0.328908666469019,-0.274661542306957,-0.127104144244059,-0.175192345452791,0.432131478054921,-0.298785677624239,0.760221031665672,-0.217639620876397,0.414509095015534,-0.142975121785851,-0.0907950044588747,0.250663400778923
