"","x"
"1",0.763005951089339
"2",0.694804201871448
"3",0.475602420206315
"4",0.449022685867764
"5",0.410469731709566
"6",0.29104747690698
"7",0.281251389757405
"8",0.174736274566337
"9",0.148146955844174
"10",0.101969447537156
"11",0.0956717191540573
"12",0.0378337922659433
