"","sig_0","sig_1","sig_2","sig_3","sig_4","sig_5","sig_6","sig_7","sig_8","sig_9","sig_10","sig_11","sig_12","sig_13","sig_14","sig_15","sig_16","sig_17","sig_18","sig_19","sig_20","sig_21","sig_22","sig_23","sig_24","sig_25","sig_26","sig_27","sig_28","sig_29","sig_30","sig_31","sig_32","sig_33","sig_34","sig_35","sig_36","sig_37","sig_38","sig_39","sig_40","sig_41","sig_42","sig_43","sig_44","sig_45","sig_46","sig_47","sig_48","sig_49","sig_50","sig_51","sig_52","sig_53","sig_54","sig_55","sig_56","sig_57","sig_58","sig_59","sig_60","sig_61","sig_62","sig_63","sig_64","sig_65","sig_66","sig_67","sig_68","sig_69","sig_70","sig_71","sig_72"
"AUS_1990",-0.515078138293325,0.320757879328712,-0.560240184189027,-0.58024768400025,-0.147629049211049,-0.592102286812546,0.280510464547292,-0.445298827147733,-0.152921533462793,-0.211316851245741,-0.214804689799455,-0.537417138789119,0.238744234083608,-0.661027665345476,-0.620817698047952,-0.023503638693837,-0.217894771218278,-0.553892044054647,-0.34827906998916,-0.166089461387176,-0.230403593326779,-0.541823253714088,0.177069577639997,-0.352450837124566,-0.403336190681527,-0.367701857631319,-0.587346100487402,-0.265970138798006,0.0284236437754627,0.0342737659516613,-0.624788664197915,-0.247899633596363,0.155808366563672,-0.411459513453144,-0.227539876710555,0.0445352711167173,-0.279624918033924,0.0985665779350849,-0.541614404862651,-0.344869071482542,0.193367444245644,-0.686751970031911,-0.46487513027851,0.0718265371068101,-0.540120608280582,-0.422134976957036,-0.101462922804409,-0.503498787891967,-0.664342214829335,0.226265976329284,-0.362990809219844,0.272080186235264,0.0565501305264173,-0.447081234235919,0.225753230120517,-0.601596968535383,-0.497702601898519,-0.479601693540492,-0.465660711282106,-0.0033391400086035,-0.354541519545862,-0.558849146650122,0.252985906147433,-0.31854029465132,-0.296732997773965,-0.0644698488924019,-0.0992115839155885,-0.6217330215473,-0.0877590470971716,-0.568443114579705,0.0757978902051654,-0.673588091998545,-0.632499476105923
"AUS_1991",-0.621637362804849,0.0804801441417832,-0.583764127404421,-0.694633122807719,-0.308124288653984,-0.772093681625765,0.112136496884661,-0.447080099876871,-0.776585032353304,0.00921702655166353,-0.483574785521017,-0.546823089130169,-0.0765769948761792,-0.706465607731259,-0.714645234891827,-0.104477288889204,-0.473382020681584,-0.82044408513139,-0.302456552958897,-0.543390826616131,-0.507388612618504,-0.555442535245274,0.0248030085057991,-0.352494957647121,-0.398909843040397,-0.752547202255634,-0.613581312722276,-0.321129760273122,-0.17227690048074,-0.266377155016506,-0.722161512430288,-0.148997663596411,-0.157316139835444,-0.411928568451942,-0.453164076255166,-0.593617988548309,-0.508005389116297,-0.691753928863825,-0.599691604663305,-0.109328239335604,-0.161499617371515,-0.779574773446108,-0.466787509502704,0.345408437621209,-0.541282884545852,-0.366404423105553,-0.448818153112489,-0.63303074940325,-0.756495090351271,-0.439961620640274,-0.362990809219844,-0.607287123636119,-0.0215834917732191,-0.708391034226687,0.00178930909488883,-0.606190358205837,-0.280783623218026,-0.658052195239727,-0.469428393920216,0.0152457295588405,-0.732279050272375,-0.566167817692808,-0.524585853232862,-0.502896063876987,-0.717283831387874,0.0631215381867545,-0.306152303183353,-0.639038576945276,-0.718245096657778,-0.577489049145903,-0.274280624389622,-0.72454698343916,-0.69918416166285
"AUS_1992",-0.4085189137818,0.320757879328712,-0.519073283562087,-0.495963676457905,-0.179098704003781,-0.294907193051184,0.178890822447876,-0.440972879091257,0.381647179871931,-0.274894185385533,-0.100919056019132,-0.504114990284323,0.32559918337792,-0.638308694152585,-0.530508693835723,-0.146120880418249,0.1216903645267,-0.246707069886938,-0.331142193701419,-0.282735304316614,0.454358344870897,-0.51549732291927,0.0419396525407886,-0.352186113989232,-0.433279130606819,-0.298544957099829,-0.441732245856155,-0.476579602612087,0.47114543257591,-0.0093095370879502,-0.592734248320177,-0.329085250709367,0.218125659080433,-0.409650301314923,-0.0470405170748669,-0.593617988548309,0.185011212788835,0.437275366563189,-0.378272280423309,-0.365156145392289,0.216008391763193,-0.640024453514424,-0.458455000025856,0.130915500500849,-0.537796055750042,-0.510648209544684,-0.0268706137318406,0.0938640346095383,-0.646959372676618,1.11456943895536,-0.228514528652597,0.540775753140409,-0.588052253445583,-0.328304052421934,0.176197994721168,-0.599152099839818,-0.543196247883181,-0.361598099404349,-0.429598606031624,0.0145023347761427,-0.269782790827515,-0.557934312769786,0.252985906147433,0.0501712438000145,0.103791605667853,-0.107826145472698,0.026630745368863,-0.609306565468578,0.509249867088535,-0.477983768917719,0.230710682377772,-0.645792333030937,-0.545741339284412
"AUS_1993",-0.4085189137818,0.494752101360626,-0.532795583771067,-0.453821672686732,-0.153922980169595,-0.391181660044301,0.309423166065117,-0.442754151820394,0.114362823204569,-0.141779142030343,0.0277717101526331,-0.511233006758631,0.567282520544703,-0.648459723834515,-0.456619508571172,0.00194522279613535,-0.0252148039147011,-0.490504668432739,-0.362808160754853,-0.304306795817264,0.316932073537108,-0.528905997004098,0.155174603319564,-0.35230744542626,-0.439788465373187,0.0225863912014918,-0.465439439781458,-0.378796637269835,0.410640121439849,-0.0189126377576951,-0.646561474982793,-0.22330314366594,0.319424406916191,-0.410203116134935,-0.408039236346244,-0.0448061852363864,0.200761590104861,-0.0627233214116314,-0.443609130199046,-0.282953975783962,0.462278347217232,-0.641921142376758,-0.461296249158945,0.303455273611442,-0.541282884545852,-0.484422066555751,-0.0947830145292537,0.0056720608146218,-0.674581423220661,0.37431655343363,-0.161276388368974,0.174372707360666,-0.236450953097219,-0.464897811508017,0.309203388433706,-0.599892969141504,-0.493746632682461,-0.247888547881977,-0.434288986458659,0.328958327857295,-0.328223740765736,-0.561288703664351,-0.0580427976046847,0.070655218158422,-0.657205140871601,0.0686959191756497,0.252913896730349,-0.605113589491095,0.353023235339005,-0.586534983712102,0.543585731135831,-0.663309451963648,-0.438909751198316
"AUS_1994",-0.4085189137818,0.469895783927495,-0.53475591237235,-0.447801386433707,-0.0689549122292173,-0.412110891999327,0.275833409889996,-0.442881385586761,-0.108374140684899,-0.225224393088821,0.0300494228282396,-0.513520940625372,0.540848405542086,-0.64652619437129,-0.449582443307881,-0.171569741908222,0.00565657206211501,-0.653036400796607,-0.277868860893878,-0.186063064628518,0.274993366595589,-0.530169641682249,0.113913557487744,-0.35230744542626,-0.404117310853491,0.110953541880619,-0.470326941846627,-0.393840170399412,0.325047242271762,0.102234170691394,-0.678615890860531,-0.284020353074606,0.288292278654626,-0.410454395598577,-0.227539876710555,-0.402172010648801,0.0590081942606294,-0.365141882686724,-0.46175825513675,-0.361204118007274,0.474115193463249,-0.648243438584536,-0.461214290049337,0.085416998687439,-0.540701746413217,-0.484422066555751,0.140127093147044,-0.0108639342719251,-0.673152696468383,0.0041901106727645,-0.228514528652597,0.113305533064042,-0.43178500884631,-0.548041838777807,0.231759925320438,-0.59907801290965,-0.522757073600217,-0.223197802852791,-0.435442358694815,0.272460324372265,-0.345639917899642,-0.562813426798244,-0.291314325418773,-0.298056320292912,-0.39686414863442,-0.00624853634171888,0.230075844378726,-0.610373868444664,0.129842332839675,-0.568443114579705,0.549074767078954,-0.65114880741532,-0.43788906723571
"AUS_1995",-0.301959689270276,0.461610344783118,-0.511231969156956,-0.285253657602041,0.14189177488209,-0.233165958783859,0.135521770171138,-0.440209476493055,0.0698154304266754,-0.221250809705084,0.229918710112706,-0.495725899439603,0.622038901621552,-0.595771045961639,-0.25606314856739,0.00194522279613535,0.3793066744022,-0.358853965218006,-0.136675901914452,-0.154904243572024,0.560508292383893,-0.504405330744387,-0.0635754896630009,-0.352164053727954,-0.306998036139284,0.258232126345831,-0.418362121038794,-0.306086227143545,0.636428233728077,0.603072805621167,-0.606039854910936,-0.351789702952834,0.366467333267142,-0.408946718816726,0.268833362287588,-0.427698141035402,0.0511330056026165,0.167114785157439,-0.429089830248882,-0.326953214003804,0.435109210196174,-0.601056118706483,-0.45741685130415,0.341863099817567,-0.536052641352137,-0.440165450261927,0.486369005409264,0.194458004719365,-0.428602300703449,-0.143860466431582,-0.295752668936221,0.382001099969187,0.583952081048963,-0.387692643328927,0.163111980178483,-0.593076971565991,-0.504955212127958,0.016029917379825,-0.41952582183586,0.475407100048753,-0.0429854619281941,-0.551835420234215,-0.446828677294832,0.0501712438000145,0.0637391453236714,-0.0149197956577781,0.50902634095926,-0.576296409136757,0.230273738964373,-0.541305310881109,0.680201736831357,-0.583975723243601,-0.226607486976264
"AUS_1996",-0.355239301526038,0.585891931948771,-0.52103361216337,-0.375557951397411,0.623377493210898,-0.230026573990605,0.280935651334318,-0.441481814156725,0.0698154304266754,0.0747811523833243,0.137101918581743,-0.501572841543499,0.742880570204943,-0.627674282104848,-0.362791971727297,0.416067605223868,0.677375132109391,-0.370231186483477,0.362901295952069,0.23458101963415,0.684902762125686,-0.510442744206665,0.0835001737052582,-0.352230234511787,-0.0260551476228508,0.191636592500691,-0.418867724700708,-0.148129129282984,1.01569323280046,0.864572623858836,-0.616321460003795,-0.136097406639895,0.334751809075633,-0.409784317028865,0.404207882014354,0.0955875318899195,0.405516495213195,0.0663085980657416,-0.436349480223964,-0.0829813901021654,0.519158762735004,-0.643128126198243,-0.458591598541869,0.570537388152496,-0.538377193882677,-0.320508672874921,1.13098015396176,0.275070980766281,-0.523374508604563,-0.0698351778794086,-0.295752668936221,0.699550406311632,0.64255229777369,-0.405509220601025,0.348461432061762,-0.597596274306277,-0.391550761267639,-0.140372327052544,-0.420986760001658,0.88799120444601,-0.151739812475479,-0.558239257396565,-0.213557149480744,-0.0727326023504303,-0.19660184691351,0.34555684162411,0.474070138380246,-0.602597803904605,0.286068964589206,-0.559397180013506,0.747289953913982,-0.617272726173548,-0.348749334501451
"AUS_1997",-0.355239301526038,0.701888079970047,-0.53475591237235,-0.333415947626239,0.554144252666886,-0.323161656190468,0.385531600942922,-0.443644788184963,-0.420205890130155,0.164186778517407,0.240168417152936,-0.503352345662076,0.927919375223261,-0.657160606419026,-0.263100213830681,0.399872875184795,0.408048989966822,-0.670914891356632,0.191905073863528,0.229587618823814,0.582543884166725,-0.527712554808066,0.172344522391514,-0.352373626210093,0.0174272086164859,0.359085939620921,-0.418025051930852,-0.0829404857214822,0.927148875040371,0.949523129783502,-0.674382288763471,-0.0706501030138398,0.431330353478205,-0.410420891670091,0.223708522378666,-0.172436837169392,-0.129996333531679,-0.401432110039735,-0.530724929900028,-0.0471496751446894,0.686860658207093,-0.687269248812548,-0.461214290049337,0.676306632627825,-0.541282884545852,-0.277891190517905,0.960642492945296,0.295051974829192,-0.619575443257954,-0.365936332088101,-0.362990809219844,-0.00882881552920526,0.759752731223145,-0.559919556959205,0.487688045802789,-0.602411924767238,-0.298585484690286,0.0047167666473886,-0.412605588418924,1.04856447750873,-0.348736127167893,-0.564033205305358,-0.446828677294832,-0.420960166443357,-0.61715268052742,0.526414535930487,0.7357755750218,-0.611746115128204,-0.20492902090932,-0.586534983712102,1.01442303647934,-0.650280189947582,-0.186120356459559
"AUS_1998",-0.355239301526038,0.643890005959409,-0.522993940764653,-0.369537665144387,0.321268807200666,-0.249909344347879,0.373201184119144,-0.441990749222192,-0.152921533462793,0.271473529878307,0.178100746742659,-0.499030692802675,0.82784736842764,-0.640242223615809,-0.339335087516329,0.316585692126703,0.500663117897271,-0.363729917188922,-0.111715669060569,0.127722242292969,0.633960264993333,-0.515286715472912,0.169150118843244,-0.352274355034343,-0.0586018214546897,-0.138779710038653,-0.407575909584628,-0.0578679305055201,1.26066595593671,0.877869224786175,-0.606039854910936,0.0512143243687098,0.435785376943233,-0.409734061136137,0.584707241650043,-0.325593619488998,-0.090620390241615,-0.078852311346303,-0.476277555086914,-0.0582153518227334,0.570875453380352,-0.642783273677819,-0.459247271418736,1.24119712267483,-0.540701746413217,-0.291004262012371,0.485255687363405,0.294362975033919,-0.618622958756436,0.0782153992249376,-0.362990809219844,0.333147360531888,0.64255229777369,-0.375814925147528,0.543035451573491,-0.60011522993201,-0.179247080005881,-0.137729839290223,-0.414297201031953,0.614421924413234,-0.181927852840918,-0.559459035903679,0.330743082085463,-0.359508243368135,-0.276706767601874,0.644095912362719,0.648851151275318,-0.604503702076188,0.0126723590275268,-0.577489049145903,0.792422027224111,-0.635368923418084,-0.303839240146786
"AUS_1999",-0.355239301526038,0.527893857938133,-0.509271640555673,-0.411679668915559,0.582466941980345,-0.113869336640214,0.263502993066218,-0.439700541427587,-0.0638267479070056,0.339024447401836,0.0585208312733203,-0.492421106076532,0.648473016624169,-0.630574576299685,-0.414397116991428,0.802427593298903,0.881764931680036,-0.420616023516276,0.106965774002554,0.12192989735298,1.06211418275223,-0.492049693891353,0.0788083934937368,-0.352064782552204,-0.0419379244527882,-0.213379514778641,-0.376790264392528,0.192857621654101,1.83030132419328,1.02708663519298,-0.610273457007996,0.0646305916034859,0.322871746502224,-0.408812703102783,0.94570596092142,0.274270444596127,0.185011212788835,-0.179658498438001,-0.439979305211505,0.045327765664679,0.387602941369878,-0.649220520725738,-0.456815817833689,1.08933848675216,-0.541282884545852,-0.15659527919409,0.658933302517445,0.41838293818302,-0.512897179087857,-0.0698351778794086,-0.295752668936221,0.833898189764204,0.623018892198781,-0.316426334240536,0.302338593919511,-0.597818535096783,-0.127160151994456,-0.22972144451602,-0.413528286207848,1.04559089837793,-0.061949743696226,-0.556409589635893,0.486257433961522,-0.23660439721769,-0.557073990011147,0.610649626429348,0.344499147487366,-0.596270221974949,0.0963651974647754,-0.586534983712102,0.603355233627623,-0.640725397802467,-0.400123760619287
